Direction,ObservedRows,MeasuredEVMMean_rms,MeasuredEVMMax_rms,MeanPostEqSINR_dB,EVMThreshold_rms,EvmReconciliationOk,EvidenceSource
"DL",2,0.259479196661635,0.34461958663931,13.2053840994013,0.15,0,"trial_modulation_tracking_evm"
"UL",2,0.092764433485328,0.103418151955662,22.1100732827807,0.15,1,"trial_modulation_tracking_evm"
