ServingCell,SourceSignal,ReceiverConsumerType,IntegrationStatus,IntegrationBlocker,TRSProcessed,TrackingState,TRSTrackingStateBefore,TRSTrackingStateAfter,TRSUpdateOutcome,LastUpdateFrame,LastUpdateSlot,TRSTrackingUpdateTime_s,MeasurementSFNSlot,ChannelTrackingFreshnessState,FrequencyTrackingState,TimingTrackingState,TimingEstimateAvailable,TimingEstimate_samples,CFOEstimateAvailable,EstimatedCFO_Hz,EstimatedOscillatorCFO_Hz,PhysicalDoppler_Hz,EstimatedDopplerHz,NMSE_dB,PhaseError_deg,QCLAccuracy,DetectionMetric,RuntimeEvidenceSource,SourceArtifact
1,"TRS","shared_receiver_tracking_state","integrated_shared_tracking_object","not_blocked_in_active_receiver_tracking_state_runtime",1,"valid","not_initialized","valid","updated_from_trs_runtime_observation",1,1,0,"frame=1,slot=1","fresh_trs_runtime_observation","doppler_and_cfo_estimates_updated_from_trs","timing_estimate_updated_from_trs",1,8,1,-0.0832985232986051,-0.0832985232986051,0,0,-67.5695917724936,-53.8565774685064,0.979479893151723,0.979479893151723,"trs_reference_waveform_estimator","air_interface/csv/trs_trials.csv"
