Direction,ObservedRows,FiniteToDCount,FiniteToACount,FiniteToAEstimateCount,TimingEstimateUsedCount,MeanPropagationDistance_m,MeanPropagationDelay_s,ToDSourceSet,ToASourceSet,ChannelDelaySourceSet,AntennaGeometrySourceSet,RuntimeTraceSourceSet,SameFlowEvidenceSourceSet,Notes
"DL",2,2,2,0,0,287.351471102733,9.58501334622411e-07,"runtime_slot_start_reference","runtime_geometry_plus_channel_path_delay","nrCDLChannel.PathDelays","CoupledTruthRuntime.applyUserContextImpl","runDLPDSCHThroughput_active_trial","CoupledTruthRuntime.applyUserContextImpl->runDLPDSCHThroughput","ToD is the active slot-start runtime reference. ToA is derived in the active DL/UL trial path from runtime geometry plus channel-path delay; ToAEstimate comes from receiver timing estimation when available."
"UL",2,2,2,0,0,287.351471102733,9.58501334622411e-07,"runtime_slot_start_reference","runtime_geometry_plus_channel_path_delay","nrCDLChannel.PathDelays","CoupledTruthRuntime.applyUserContextImpl","runULPUSCHThroughput_active_trial","CoupledTruthRuntime.applyUserContextImpl->runULPUSCHThroughput","ToD is the active slot-start runtime reference. ToA is derived in the active DL/UL trial path from runtime geometry plus channel-path delay; ToAEstimate comes from receiver timing estimation when available."
