Slot,Time_s,UEID,CandidateRank,CellID,SiteID,SectorID,Lat,Lon,RSRP_dBm,RxPower_dBm,Pathloss_dB,BeamIndex,BeamGain_dB,LOSFlag,ShadowFading_dB,O2I_dB,ChannelComplianceMode,PathlossModelSource,PathlossComplianceStatus,FallbackUsedForPathloss,O2IModelSource,O2IComplianceStatus,LOSProbabilitySource,LOSComplianceStatus
1,0,1,1,1,1,1,19.1210876598968,73.0030055219572,33.1814164753936,57.7753413529859,0,12,11.7753413529859,0,0,0,"approximate_38901_plus","nrpathloss_runtime_backend","strict_38901_runtime",0,"pathloss_disabled","not_applicable_pathloss_disabled","los_disabled_by_config","not_applicable_los_disabled"
1,0,2,1,1,1,1,19.1218582170766,73.0006682996833,32.9475851372946,57.5415100148869,0,13,11.5415100148869,0,0,0,"approximate_38901_plus","nrpathloss_runtime_backend","strict_38901_runtime",0,"pathloss_disabled","not_applicable_pathloss_disabled","los_disabled_by_config","not_applicable_los_disabled"
