ServingCell,SourceSignal,TRSProcessed,TRSReceiverConsumerType,TRSReceiverIntegrationStatus,TRSReceiverIntegrationBlocker,TRSTrackingStateBefore,TRSTrackingStateAfter,TRSTrackingUpdateTime_s,TRSAssociatedCell,TRSUpdateOutcome,TRSChannelTrackingFreshnessState,TRSFrequencyTrackingState,TRSTimingTrackingState,TRSTimingEstimateAvailable,TRSTimingEstimate_samples,TRSCFOEstimateAvailable,TRSEstimatedCFO_Hz,TRSEstimatedOscillatorCFO_Hz,TRSPhysicalDoppler_Hz,TRSRuntimeEvidenceSource,Frame,Slot,MeasurementSFNSlot,EstimatedDopplerHz,NMSE_dB,PhaseError_deg,QCLAccuracy,DetectionMetric,SourceArtifact
1,"TRS",1,"shared_receiver_tracking_state","integrated_shared_tracking_object","not_blocked_in_active_receiver_tracking_trace_runtime","not_initialized","valid",0,1,"updated_from_trs_runtime_observation","fresh_trs_runtime_observation","doppler_and_cfo_estimates_updated_from_trs","timing_estimate_updated_from_trs",1,8,1,-0.0832985232986051,-0.0832985232986051,0,"trs_reference_waveform_estimator",1,1,"frame=1,slot=1",0,-67.5695917724936,-53.8565774685064,0.979479893151723,0.979479893151723,"air_interface/csv/trs_trials.csv"
