Direction,SNR_dB,Frame,Slot,SampleIndex,Time_s,TxReal,TxImag,TxMagnitude,RxReal,RxImag,RxMagnitude,UEIndex,RNTI
"DL",20,1,1,1,0,25.7651737237292,68.0064320540367,72.7235792417718,0.0980600844252435,-0.0842076845209584,0.129254455589999,1,1
"DL",20,1,1,31,1.953125e-06,0.185459303049102,-21.6446125643196,21.6454070927897,-0.186688399282323,0.0105008720147521,0.186983493227788,1,1
"DL",20,1,1,61,3.90625e-06,-157.616164822382,78.6950315114453,176.169700567106,-0.0220169628690331,-0.142768512943474,0.144456204235288,1,1
"DL",20,1,1,91,5.859375e-06,-135.296263652552,-5.10431804757421,135.392514641954,-0.24807098386154,0.113000580621558,0.272595569030095,1,1
"DL",20,1,1,121,7.8125e-06,36.1243038671458,87.261871472479,94.4436315627758,0.151483699014714,-0.0942861183921419,0.178429771026691,1,1
"DL",20,1,1,152,9.83072916666667e-06,-41.4668351891606,-26.2315663667719,49.0672344305175,0.100633248685313,0.0303566103838824,0.105112199743697,1,1
"DL",20,1,1,182,1.17838541666667e-05,-123.519346564115,11.6873377826224,124.071039489766,0.00171038637955221,-0.0508286010161219,0.0508573701917772,1,1
"DL",20,1,1,212,1.37369791666667e-05,78.9739767814409,-26.1026686953355,83.1759479759264,-0.0347717914383091,-0.19859184504238,0.201612991637855,1,1
"DL",20,1,1,242,1.56901041666667e-05,-51.7348347502194,5.69310479237546,52.0471379502223,0.0416588494939779,0.0569187753686868,0.0705351453577075,1,1
"DL",20,1,1,272,1.76432291666667e-05,39.2287449899153,-22.2336934351755,45.0913689884569,0.011467551107533,-0.163771054391944,0.164172052996401,1,1
"DL",20,1,1,302,1.95963541666667e-05,134.048689853194,-185.868105822888,229.163705707396,-0.170989000156797,-0.404603399117771,0.43925066733276,1,1
"DL",20,1,1,332,2.15494791666667e-05,4.01236226436942,179.46836701875,179.513213472762,0.181924340127539,-0.00500274945388702,0.181993112597534,1,1
"DL",20,1,1,362,2.35026041666667e-05,-44.4435259480686,-106.822323875054,115.69890179584,-0.0653574418449818,0.261507516421176,0.269551064455868,1,1
"DL",20,1,1,392,2.54557291666667e-05,81.8593546486532,-27.2180006964921,86.2657145418053,-0.0386778407341108,-0.0147411103185427,0.0413917346492834,1,1
"DL",20,1,1,423,2.74739583333333e-05,33.8938303866472,51.7564678144887,61.8669839163913,0.0250863269186206,0.011399084597877,0.0275547260544805,1,1
"DL",20,1,1,453,2.94270833333333e-05,33.5884373607497,-46.2257752928241,57.1402259862496,-0.112557273578362,0.0285576574025486,0.116123553303003,1,1
"DL",20,1,1,483,3.13802083333333e-05,7.07142829738807,-96.2816476541985,96.5409797607851,-0.139874872855312,-0.180302327789155,0.228197084693205,1,1
"DL",20,1,1,513,3.33333333333333e-05,25.7651737237292,68.0064320540367,72.7235792417718,-0.0865238186800605,-0.0674900023868071,0.109732728122248,1,1
"DL",20,1,1,543,3.52864583333333e-05,0.185459303049102,-21.6446125643196,21.6454070927897,-0.148318248074345,0.127551721968688,0.195621431568784,1,1
"DL",20,1,1,573,3.72395833333333e-05,0,0,0,0.040822298620347,-0.0398585354906864,0.0570540350554726,1,1
"DL",20,1,1,603,3.91927083333333e-05,0,0,0,-0.00544798214207985,-0.0209743719857355,0.0216703666239505,1,1
"DL",20,1,1,633,4.11458333333333e-05,0,0,0,-0.0560585715077818,0.109102716835206,0.122662000066509,1,1
"DL",20,1,1,664,4.31640625e-05,0,0,0,-0.0398175942512701,-0.0287233449001853,0.04909655134746,1,1
"DL",20,1,1,694,4.51171875e-05,0,0,0,-0.0863507501927578,0.0191667478528672,0.0884523390426022,1,1
"DL",20,1,1,724,4.70703125e-05,0,0,0,-0.00441114482075204,-0.0453547940008257,0.0455688000444052,1,1
"DL",20,1,1,754,4.90234375e-05,0,0,0,-0.0689342895900064,-0.0726570661683376,0.100154807899916,1,1
"DL",20,1,1,784,5.09765625e-05,0,0,0,-0.0514234892622368,-0.0431840679085781,0.0671508672247505,1,1
"DL",20,1,1,814,5.29296875e-05,0,0,0,0.00634138815748944,-0.0437890133828128,0.0442458008945946,1,1
"DL",20,1,1,844,5.48828125e-05,0,0,0,0.04971401530589,-0.0189109196528507,0.0531893429170811,1,1
"DL",20,1,1,874,5.68359375e-05,0,0,0,0.063633676845644,-0.00367651433166974,0.0637397959404235,1,1
"DL",20,1,1,904,5.87890625e-05,0,0,0,0.0358432448093551,-0.0522144848585924,0.0633331716204987,1,1
"DL",20,1,1,935,6.08072916666667e-05,0,0,0,-0.0479925413124694,-0.0326095748661646,0.0580229988416755,1,1
"DL",20,1,1,965,6.27604166666667e-05,0,0,0,0.0533183803263463,-0.0694560958282844,0.0875614009043525,1,1
"DL",20,1,1,995,6.47135416666667e-05,0,0,0,-0.00035468897359594,-0.0418597394906909,0.0418612421518581,1,1
"DL",20,1,1,1025,6.66666666666667e-05,0,0,0,-0.0122367254279084,-0.0288977815096585,0.0313818295415991,1,1
"DL",20,1,1,1055,6.86197916666667e-05,0,0,0,-0.020691114240622,0.0129397028683409,0.024404059474592,1,1
"DL",20,1,1,1085,7.05729166666667e-05,0,0,0,-0.051347169587328,-0.0526020968671517,0.0735085873857676,1,1
"DL",20,1,1,1115,7.25260416666667e-05,16.6466503580949,-8.8092245461216,18.8338367107887,0.0493321345547084,-0.0797573373080895,0.0937810874014597,1,1
"DL",20,1,1,1145,7.44791666666667e-05,20.3570030483755,42.0864312123774,46.7512060304944,0.714511657563785,0.32407658195986,0.78457156446645,1,1
"DL",20,1,1,1175,7.64322916666667e-05,-19.2245080617068,3.10554823736192,19.473729485366,-0.413265560780767,0.610277189324376,0.737039124834701,1,1
"DL",20,1,1,1206,7.84505208333333e-05,-11.620289987632,-10.2413920212127,15.4892624075138,-0.307836518766016,0.240403757854934,0.390585828054159,1,1
"DL",20,1,1,1236,8.04036458333333e-05,4.73900501158178,-11.564689375696,12.498008195554,-0.170433880031267,-0.348117824845773,0.387599957995179,1,1
"DL",20,1,1,1266,8.23567708333333e-05,-11.3680007006678,16.4666206800447,20.0095236462755,0.0279594030629937,0.456234110536111,0.457090025964596,1,1
"DL",20,1,1,1296,8.43098958333333e-05,9.62376214081071,-10.1213480095987,13.9663339239154,-0.150395621795629,-0.00630748638692934,0.150527829452946,1,1
"DL",20,1,1,1326,8.62630208333333e-05,4.70109923971148,18.2288043665057,18.8252395122599,0.538302908505054,-0.172937502193611,0.565400213096852,1,1
"DL",20,1,1,1356,8.82161458333333e-05,-30.5087518898264,13.9388985136801,33.5421650113653,-0.00341112618758455,0.328740432671669,0.328758129717006,1,1
"DL",20,1,1,1386,9.01692708333333e-05,1.0637529188269,33.1266710222338,33.1437460660019,0.49599731949454,0.327743049180172,0.594498820210507,1,1
"DL",20,1,1,1416,9.21223958333333e-05,6.41918468864321,4.24833043364245,7.69767780179997,0.133764326030314,0.146697999385182,0.198527574764714,1,1
"DL",20,1,1,1446,9.40755208333333e-05,23.2794014603056,20.0905584298765,30.7499767540458,-0.0159852065299351,-0.299176799373124,0.299603544890495,1,1
"DL",20,1,1,1477,9.609375e-05,25.531598764673,10.8331939238662,27.7348269522697,0.463530409014487,-0.253285351083353,0.528217672133899,1,1
"DL",20,1,1,1507,9.8046875e-05,-14.0954924420296,-27.0625195336689,30.5133228392701,-0.647132444928761,-0.0107868578023542,0.647222340143419,1,1
"DL",20,1,1,1537,0.0001,0.34823033945358,15.5417765103656,15.5456772598516,0.300047075937784,0.11869908562427,0.322672776519576,1,1
"DL",20,1,1,1567,0.000101953125,-2.54828524089621,-23.5132987947426,23.6509825986113,-0.433136683049028,-0.125426493824452,0.450931471019499,1,1
"DL",20,1,1,1597,0.00010390625,-7.09935606841222,10.2286292350868,12.4509321986337,-0.164729390471691,0.195639928496552,0.255755261348248,1,1
"DL",20,1,1,1627,0.000105859375,16.6466503580949,-8.8092245461216,18.8338367107887,0.0240007956758391,-0.113410224134721,0.115922030396992,1,1
"DL",20,1,1,1657,0.0001078125,-52.4800739052677,10.9669711183491,53.6137352980844,0.0181599173144282,0.825055310611416,0.825255141253277,1,1
"DL",20,1,1,1687,0.000109765625,-7.28645713424615,-19.6099654980175,20.9199236232507,-0.280038957266293,0.0419070294808369,0.283157229656423,1,1
"DL",20,1,1,1717,0.00011171875,14.015856458088,2.20984623113497,14.1889975903511,-0.115948295996119,0.0315082762500436,0.120153147343932,1,1
"DL",20,1,1,1748,0.000113736979166667,-14.0900479901602,-8.07781060111959,16.2413200347933,-0.232699080014277,0.455515560970654,0.511510789843089,1,1
"DL",20,1,1,1778,0.000115690104166667,39.2691756204109,5.96285150019041,39.7193120776279,0.354195180385076,-0.709795705919063,0.793261728529215,1,1
"DL",20,1,1,1808,0.000117643229166667,28.2496114282199,30.5426298424404,41.6039996098662,0.786962519774108,-0.223232857463236,0.81801156237575,1,1
"DL",20,1,1,1838,0.000119596354166667,22.3605728524181,-6.58500450575708,23.3100300864057,-0.0410615915953442,-0.334481216445505,0.336992193469237,1,1
"DL",20,1,1,1868,0.000121549479166667,5.69408230667371,-22.3615146603783,23.075092875685,-0.258671624310416,-0.59163402812704,0.645710331697748,1,1
"DL",20,1,1,1898,0.000123502604166667,9.24655684393199,7.79375520998582,12.0930324460512,0.258166447499894,0.391536157203738,0.468988781329133,1,1
"DL",20,1,1,1928,0.000125455729166667,28.0445002070262,21.1075148138157,35.100159165983,0.701363096085454,-0.473248955973517,0.846093828650581,1,1
"DL",20,1,1,1958,0.000127408854166667,-11.152352804021,17.7360720399449,20.9509719218815,-0.25316121357385,0.337814718525079,0.422148533232513,1,1
"DL",20,1,1,1989,0.000129427083333333,32.0399582447592,-22.9792958078751,39.4285044118052,0.118851761587441,-0.878564441598843,0.886567098010255,1,1
"DL",20,1,1,2019,0.000131380208333333,-13.9905860706954,6.23570868979741,15.3173287966784,-0.171562775815516,0.0879508543663842,0.192792994762004,1,1
"DL",20,1,1,2049,0.000133333333333333,-17.3978012189449,-11.1292375356116,20.6529275256073,-0.0989601440025711,-0.427023763226026,0.438340512000347,1,1
"DL",20,1,1,2079,0.000135286458333333,-8.31703789371355,1.69243733682433,8.48748864296997,-0.449442817539913,0.386628803825191,0.5928580590542,1,1
"DL",20,1,1,2109,0.000137239583333333,-4.66344617279196,-16.6875445887942,17.3269118601534,-0.40056269657587,-0.323242124242462,0.514719287352739,1,1
"DL",20,1,1,2139,0.000139192708333333,-46.1786079187304,-18.9908085430739,49.9310989107142,-0.547448382398311,0.192649731515173,0.580356485656355,1,1
"DL",20,1,1,2169,0.000141145833333333,-52.4800739052677,10.9669711183491,53.6137352980844,0.14175149337289,0.83786675100515,0.849773015759721,1,1
"DL",20,1,1,2199,0.000143098958333333,-7.28645713424615,-19.6099654980175,20.9199236232507,-0.342092107531616,0.103937758313789,0.357533309831012,1,1
"DL",20,1,1,2229,0.000145052083333333,-22.8312326022235,29.8147560676796,37.5524281706532,0.291159714732099,0.549211705637866,0.621616824975427,1,1
"DL",20,1,1,2260,0.0001470703125,22.0501009621518,-31.3415848020494,38.3210371773148,-0.203600936283572,-0.45356466200786,0.497166213532106,1,1
"DL",20,1,1,2290,0.0001490234375,25.7987775834605,29.1953790732168,38.9608403917278,0.296490677174883,-0.189457699625829,0.35185357977308,1,1
"DL",20,1,1,2320,0.0001509765625,-26.3168809697871,-26.3683518199856,37.2541031522767,-0.295868069828935,0.45594716916865,0.543530804846612,1,1
"DL",20,1,1,2350,0.0001529296875,26.3838025676387,12.2357504104103,29.0829610946684,0.47645885295812,-0.354694440977383,0.59398752934925,1,1
"DL",20,1,1,2380,0.0001548828125,37.462364384827,24.7613979312841,44.9060750101025,1.04939438988377,-0.411465614247429,1.12717901738258,1,1
"DL",20,1,1,2410,0.0001568359375,-7.99677989892386,12.1623853479091,14.5558272215243,0.20895829122345,0.218749147336555,0.302514060717009,1,1
"DL",20,1,1,2440,0.0001587890625,-17.7954403399626,-8.54208682451673,19.7394261368144,-0.311112909296182,0.252203133868161,0.40049677035359,1,1
"DL",20,1,1,2470,0.0001607421875,8.49088164779421,-13.4340839004884,15.8924410145896,-0.0179798148617239,-0.186091024137568,0.18695759681551,1,1
"DL",20,1,1,2500,0.0001626953125,-5.87604459231847,-25.0783410379421,25.7575443174664,-0.164638460521019,0.0685380808258601,0.178334772845969,1,1
