Direction,SFN,ConfiguredSNR_dB,ConfiguredSNRSource,SNRValueRole,AppliedAWGNSNR_dB,SNR_dB,UEID,UEIndex,RNTI,BaseStationID,Frame,Slot,AllocatedPRBCount,PRBStart,MCSIndex,Layers,Rank,ChannelModel,DopplerHz,DopplerSourceMode,DopplerValueRole,InjectedCFO_Hz,CFOEstimateAvailability,CFOErrorDefinition,CFOValueStatus,InjectedTimingOffset_samples,AppliedTimingCorrection_samples,TimingEstimateApplicationPolicy,TimingEstimateStatus,TimingEstimateWasClipped,TimingError_samples,TimingEstimateUsed,UseIdealTimingSync,TimingEstimateAvailability,TimingErrorDefinition,TimingValueStatus,IQImbalanceConfigured,IQImbalanceApplied,IQImbalanceModel,ConfiguredIQGainImbalance_dB,ConfiguredIQPhaseImbalance_deg,IQImbalanceMirrorPowerRatio_dB,IQImbalanceImageRejection_dB,IQImbalanceIQPowerRatio_dB,IQImbalanceIQCorrelation,IQImbalanceEstimatedAlphaAbs,IQImbalanceEstimatedBetaAbs,IQImbalanceMeasurementSource,IQImbalanceMeasurementStatus,SystemLevelSINR_dB,SystemLevelSINRValueRole,ReceiverHestSINR_dB,ReceiverHestSINRSource,ReceiverHestSINRValueRole,ReceiverHestSINRValueStatus,ReceiverHestSINRNAReason,PostEqSINR_dB,PostEqSINRSource,PostEqSINRValueRole,PostEqSINRValueStatus,PostEqSINRNAReason,PostEqSINRPerLayer_dB,EVMProxySINR_dB,EVMProxySINRSource,EVMProxySINRValueRole,EVMProxySINRValueStatus,EVMProxySINRNAReason,DecoderTruthProxySINR_dB,DecoderTruthProxySINRSource,DecoderTruthProxySINRValueRole,DecoderTruthProxySINRValueStatus,DecoderTruthProxySINRNAReason,SINRValueRole,SINRSource,SINRValueStatus,SINRValueDefinition,MeasuredTrialSINR_dB,MeasuredTrialSINRSource,MeasuredTrialSINRValueRole,MeasuredTrialSINRValueStatus,MeasuredTrialSINRNAReason,LargeScaleSINR_dB,LargeScaleSINRSource,LargeScaleSINRValueRole,LargeScaleSINRValueStatus,LargeScaleSINRFinalizedFlag,LargeScaleSINRNAReason,PrimaryTruthValueStatus,SecondaryFieldGapFlag,SecondaryFieldGapCount,SecondaryFieldGapReason,ServingRSRP_dBm,ServingRSRPSource,CSI_RSRP_dB,CSI_RSRPSource,AppliedLargeScaleGain_dB,AppliedLargeScaleGainSource,InterferenceMode,ResidualInterferencePower_dB,InterferenceContributorCount,FullInterfererChannelTruthUsed,ConfiguredBeamSelectionStrategy,BeamSelectionStrategy,BeamSelectionAuthority,BeamSelectionPolicyType,BeamSelectionPolicyFixed,SelectedBeamValueRole,RequestedBeamIndexSet,RequestedBeamValueRole,RequestedBeamValueStatus,RequestedBeamNAReason,PrecoderSource,RequestedPrecoderSource,AppliedPrecoderSource,RequestedPrecoderPMI,PrecodingMode,PrecodingApplicationStage,PrecodingActive,ExplicitBeamWeightsApplied,TransformPrecodingApplied,BeamformingApplied,AppliedBeamIndexSet,AppliedBeamValueRole,AppliedBeamValueStatus,AppliedBeamNAReason,AppliedPrecoderPMI,AppliedPrecoderValueRole,AppliedPrecoderValueStatus,AppliedPrecoderNAReason,ExplicitPrecoderReplayBlocker,AppliedPrecoderPMIType,AppliedPrecoderCodebookMode,RequestedVsAppliedPrecoderPMIMatchStatus,PrecodingNumPorts,PrecodingNumLayers,PrecodingMatrixRows,PrecodingMatrixCols,InterfererBeamformingAppliedCount,InterfererExplicitBeamWeightCount,InterfererTransformPrecodingCount,BSAntennaArrayClass,BSAntennaElementClass,BSAntennaArrayType,BSAntennaRows,BSAntennaCols,BSAntennaElements,BSAntennaPolarization,BSAntennaAzimuth_deg,BSAntennaNumPorts,UEAntennaArrayClass,UEAntennaElementClass,UEAntennaArrayType,UEAntennaRows,UEAntennaCols,UEAntennaElements,UEAntennaPolarization,UEAntennaHeading_deg,UEAntennaNumPorts,AntennaConfigSource,RuntimeAntennaObjectSource,AntennaRuntimeObjectCreated,AntennaRuntimeObjectValueRole,AntennaRuntimeObjectValueStatus,AntennaRuntimeObjectNAReason,ChannelArrayModel,ChannelObjectSource,ChannelObjectClass,ChannelArrayHandlingStatus,ChannelArrayHandlingBlocker,ChannelGeometryCouplingLevel,GeometryAdapterType,GeometryAdapterSource,GeometryAdapterLimitation,GeometryAdapterPortMapping,ChannelArrayValueRole,ChannelArrayValueStatus,ChannelUsesCountOnlyAntennaModel,ChannelUsesSameRuntimeAntennaAssumptions,InterferenceChannelObjectSource,InterferenceChannelObjectClass,InterferenceChannelArrayHandlingStatus,InterferenceChannelArrayHandlingBlocker,InterferenceUsesSameRuntimeAntennaAssumptions,InterferencePathUsesSameArrayAssumptions,PropagationDistance_m,GeometricPropagationDelay_s,DominantPathDelay_s,ChannelFilterDelay_s,PropagationDelay_s,ToD_s,ToA_s,ToAEstimate_s,ToDSource,ToASource,ChannelDelaySource,AntennaGeometrySource,AntennaEvidenceSource,SameFlowEvidenceSource,RuntimeTraceSource,ChannelAgingLoss_dB,InterpolationLoss_dB,MismatchSensitivity_dB,RowLifecycleState,PartialRowFlag,FinalizedFlag,FallbackFlag,PlaceholderFlag,NAReason,ScenarioID,RunnerProfile,ConfigHash,SourceArtifact,SourceTable,ArtifactClass,SemanticState,CountsTowardCoverage,MachineReadable,HumanReadable,Status
"DL",1,20,"configured_operating_point_metadata","configured_operating_point_metadata",20,20,1,1,1,1,1,1,12,0,1,2,2,"CDL-C",0,"configured","scenario_resolved_metadata",0,"missing","not_available_without_cfo_estimate","NOT_AVAILABLE",0,0,"timing_estimate_unavailable_no_runtime_correction","unavailable",0,0,0,0,"missing","not_available_without_timing_estimate","NOT_AVAILABLE",0,0,"widely_linear_alpha_beta",0,0,-350.916640111003,350.916640111003,0.0124503216754027,0.00093285454228446,0.00152998152664678,4.3536567100704e-21,"sample_domain_widely_linear_fit_after_iq_stage","measured",NaN,"not_available",10.4661781105693,"canonical_dmrs_estimate_and_equalizer","measured_post_equalization_scheduling_input","OK","not_required_when_metric_present",10.4661781105693,"canonical_post_equalization_sinr","measured_post_equalization_scheduling_input","OK","not_required_when_metric_present","10.5807|10.3516",9.25320085652739,"evm_proxy_not_true_post_equalization_sinr","diagnostic_evm_proxy_not_scheduling_input","OK","not_required_when_metric_present",NaN,"evm_proxy_quarantined_not_decoder_truth","unavailable","unavailable","decoder_truth_sinr_requires_receiver_or_decoder_evidence_not_evm_proxy","measured_post_equalization_scheduling_input","canonical_post_equalization_sinr","not_emitted_by_active_channel_state_runtime","not_emitted_by_active_channel_state_runtime",10.4661781105693,"canonical_post_equalization_sinr","measured_post_equalization_scheduling_input","OK","not_required_when_metric_present",NaN,"not_available_without_intercell_waveform_interference","runtime_observation","NOT_AVAILABLE",0,"preview_source_present_value_not_finalized","OK",1,1,"large_scale_sinr_not_finalized",33.1814164753936,"large_scale_per_reference_re_power",20.0318938040497,"received_reference_signal_power",0,"runtime_total_pathloss_db","none",-8.91302223465487,0,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","configured_beam_policy_reference","dynamic_policy",0,"not_available","1|2","runtime_observation","available","not_required_when_metric_present","codebook_dft+hybrid-rf-element-domain","scheduler_grant_or_csi_feedback_request","codebook_dft+hybrid-rf-element-domain",3,"explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,"1|3|2|4","runtime_observation","available","not_required_when_metric_present",0,"runtime_observation","available","not_required_when_metric_present","not_blocked_in_active_channel_state_runtime","type2","type2_mu_mimo","requested_differs_from_runtime_applied",64,2,64,2,0,0,0,"phased.URA","phased.IsotropicAntennaElement","ura",4,4,64,"dual",0,4,"phased.ULA","phased.IsotropicAntennaElement","ula",1,2,4,"dual",110.436013693643,4,"browser_yaml_to_buildInternalConfig_to_CoupledTruthRuntime","CoupledTruthRuntime.initialize:AntennaArrayFactory.build",1,"runtime_observation","available","not_required_when_metric_present","nrcdl_runtime_array_geometry_channel","sixgr.channel.ChannelFactory.localCreateCDL","nrCDLChannel","runtime_array_shape_spacing_orientation_coupled","not_blocked_in_active_channel_state_runtime","runtime_array_shape_spacing_orientation","backend_native_nrCDLChannel_antenna_array","CoupledTruthRuntime.runtime_antenna_metadata_to_nrCDLChannel","no_additional_channel_state_limitation_recorded","runtime_array_shape_matches_channel_ports;runtime_array_shape_matches_channel_ports","runtime_observation","available",0,1,"","","","",0,0,416.699658272967,1.38996044481201e-06,0,4.55729166666667e-07,1.38996044481201e-06,0,1.38996044481201e-06,NaN,"runtime_slot_start_reference","runtime_geometry_plus_channel_path_delay","nrCDLChannel.PathDelays","CoupledTruthRuntime.applyUserContextImpl","active_runtime_user_context","CoupledTruthRuntime.applyUserContextImpl->runDLPDSCHThroughput","runDLPDSCHThroughput_active_trial",0,-22.6578961480349,157.634862965854,"finalized",0,1,0,0,"","webgui_sinr_sweep_64x4_mu_mimo_full","waveform_bundle","","air_interface/csv/dl_pdsch_trials.csv","air_interface/csv/dl_pdsch_trials.csv","raw_runtime_trial_evidence","finalized",1,1,1,"PASS"
"DL",1,20,"configured_operating_point_metadata","configured_operating_point_metadata",20,20,2,2,2,1,1,1,12,12,1,2,2,"CDL-C",0,"configured","scenario_resolved_metadata",0,"missing","not_available_without_cfo_estimate","NOT_AVAILABLE",0,0,"timing_estimate_unavailable_no_runtime_correction","unavailable",0,0,0,0,"missing","not_available_without_timing_estimate","NOT_AVAILABLE",0,0,"widely_linear_alpha_beta",0,0,-372.615273988108,372.615273988108,0.00576535151150579,-0.000617408109707802,0.001,2.34011015147458e-22,"sample_domain_widely_linear_fit_after_iq_stage","measured",NaN,"not_available",15.9445900882332,"canonical_dmrs_estimate_and_equalizer","measured_post_equalization_scheduling_input","OK","not_required_when_metric_present",15.9445900882332,"canonical_post_equalization_sinr","measured_post_equalization_scheduling_input","OK","not_required_when_metric_present","15.4341|16.4551",15.1721186200695,"evm_proxy_not_true_post_equalization_sinr","diagnostic_evm_proxy_not_scheduling_input","OK","not_required_when_metric_present",NaN,"evm_proxy_quarantined_not_decoder_truth","unavailable","unavailable","decoder_truth_sinr_requires_receiver_or_decoder_evidence_not_evm_proxy","measured_post_equalization_scheduling_input","canonical_post_equalization_sinr","not_emitted_by_active_channel_state_runtime","not_emitted_by_active_channel_state_runtime",15.9445900882332,"canonical_post_equalization_sinr","measured_post_equalization_scheduling_input","OK","not_required_when_metric_present",NaN,"not_available_without_intercell_waveform_interference","runtime_observation","NOT_AVAILABLE",0,"preview_source_present_value_not_finalized","OK",1,1,"large_scale_sinr_not_finalized",32.9475851372946,"large_scale_per_reference_re_power",19.8564072174908,"received_reference_signal_power",0,"runtime_total_pathloss_db","none",-15.0722316933371,0,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","configured_beam_policy_reference","dynamic_policy",0,"not_available","1|2","runtime_observation","available","not_required_when_metric_present","codebook_dft+hybrid-rf-element-domain","scheduler_grant_or_csi_feedback_request","codebook_dft+hybrid-rf-element-domain",3,"explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,"1|3|2|4","runtime_observation","available","not_required_when_metric_present",0,"runtime_observation","available","not_required_when_metric_present","not_blocked_in_active_channel_state_runtime","type2","type2_mu_mimo","requested_differs_from_runtime_applied",64,2,64,2,0,0,0,"phased.URA","phased.IsotropicAntennaElement","ura",4,4,64,"dual",0,4,"phased.ULA","phased.IsotropicAntennaElement","ula",1,2,4,"dual",148.606928206169,4,"browser_yaml_to_buildInternalConfig_to_CoupledTruthRuntime","CoupledTruthRuntime.initialize:AntennaArrayFactory.build",1,"runtime_observation","available","not_required_when_metric_present","nrcdl_runtime_array_geometry_channel","sixgr.channel.ChannelFactory.localCreateCDL","nrCDLChannel","runtime_array_shape_spacing_orientation_coupled","not_blocked_in_active_channel_state_runtime","runtime_array_shape_spacing_orientation","backend_native_nrCDLChannel_antenna_array","CoupledTruthRuntime.runtime_antenna_metadata_to_nrCDLChannel","no_additional_channel_state_limitation_recorded","runtime_array_shape_matches_channel_ports;runtime_array_shape_matches_channel_ports","runtime_observation","available",0,1,"","","","",0,0,158.003283932499,5.27042224432807e-07,0,4.55729166666667e-07,5.27042224432807e-07,0,5.27042224432807e-07,NaN,"runtime_slot_start_reference","runtime_geometry_plus_channel_path_delay","nrCDLChannel.PathDelays","CoupledTruthRuntime.applyUserContextImpl","active_runtime_user_context","CoupledTruthRuntime.applyUserContextImpl->runDLPDSCHThroughput","runDLPDSCHThroughput_active_trial",0,-19.1324953353261,165.281054067486,"finalized",0,1,0,0,"","webgui_sinr_sweep_64x4_mu_mimo_full","waveform_bundle","","air_interface/csv/dl_pdsch_trials.csv","air_interface/csv/dl_pdsch_trials.csv","raw_runtime_trial_evidence","finalized",1,1,1,"PASS"
