ControlIntegrationMode,CurrentSchedulingDirection,PBCHGatingActive,PRACHGatingActive,PDCCHGatingActive,SRSGatingActive,TRSGatingActive,PBCHFailureCount,PRACHFailureCount,ControlDecodeFailureCount,PUCCHDecodeFailureCount,PUCCHCrashCount,TRSFailureCount,SRSInvalidEventCount,SchedulingOpportunitiesBlockedByGating,GrantsBlockedByGating,UsersAcquired,UsersAccessReady,UsersWithValidSRS,UsersWithValidTRS,UsersControlEligible,UsersDLSchedulingEligible,UsersULSchedulingEligible,UsersSchedulingEligible,UsersSchedulingBlockedBySRS,DLGrantsScheduledWithInvalidSRS,ULGrantsScheduledWithInvalidSRS
"independent_signal_bundle","UL",0,0,0,0,0,0,0,0,2,0,0,4,0,0,4,4,0,4,4,4,4,4,0,0,0
