ScenarioID,ConfigHash,RunnerProfile,Direction,SFN,ConfiguredSNR_dB,SNR_dB,ReceiverHestSINR_dB,ReceiverHestSINRSource,PostEqSINR_dB,PostEqSINRSource,MeasuredTrialSINR_dB,MeasuredTrialSINRSource,DopplerHz,UEID,UEIndex,RNTI,BaseStationID,Frame,Slot,AllocatedPRBCount,PRBStart,MCSIndex,Layers,Rank,NMSE_dB,DetectionMetric,ChannelGain_dB,NoiseVariance,TimingEstimateUsed,UseIdealTimingSync,RankEstimate,ConditionNumber_dB,EstimatedDopplerHz,PhaseTrackingError_deg,QCLAccuracy,Status,NMSEDefinition,NMSEInterpretation
"webgui_sinr_sweep_64x4_mu_mimo_full","","waveform_bundle","DL",1,20,20,10.4661781105693,"canonical_dmrs_estimate_and_equalizer",10.4661781105693,"canonical_post_equalization_sinr",10.4661781105693,"canonical_post_equalization_sinr",0,1,1,1,1,1,1,12,0,1,2,2,-25.7636620050787,0.997354648325226,17.6459976596417,0.0918792955040584,0,0,4,29.7798185061101,0,0,1,"PASS","pilot_residual_over_aligned_pilot_power","negative_nmse_db_means_estimation_error_is_below_reference_pilot_power"
"webgui_sinr_sweep_64x4_mu_mimo_full","","waveform_bundle","DL",1,20,20,15.9445900882332,"canonical_dmrs_estimate_and_equalizer",15.9445900882332,"canonical_post_equalization_sinr",15.9445900882332,"canonical_post_equalization_sinr",0,2,2,2,1,1,1,12,12,1,2,2,-29.4868086715376,0.998875833500837,17.4334865998011,0.0256509313264451,0,0,4,31.950229081953,0,0,1,"PASS","pilot_residual_over_aligned_pilot_power","negative_nmse_db_means_estimation_error_is_below_reference_pilot_power"
