SignalType,TargetType,TargetId,ResourceId,ServingCell,ReferenceConfigurationEpoch,UEFilteredRSRP_dBm,UEPreviousFilteredRSRP_dBm,UERSRPFilterEffectiveAlpha,UERSRPFilterUpdateCount,UERSRPFilterSource,UERSRPFilterConfigHash,ProducerSlot,AvailableSlot,Valid,Direction,SourceSignal,MeasurementId,MeasurementSource,EvidenceSource,CQI,RI,PMI,CRI,SINR_dB,NMSE_dB,SINRSourceField,SINRValueStatus,RSRP_dBm,ReferenceSignalTxEPRE_dBm,Pathloss_dB,PathlossReferenceRS,PathlossSource,PowerReferencePlane,TimingOffset_samples,CFO_Hz,MeasurementClockDomain,ObservationStartSample,ObservationEndSampleExclusive,ObservationSampleRateHz,ResultAvailableAtSample,MeasurementClockEpoch,DeliverySlotStartSample,DeliverySlotEndSampleExclusive
CSI-RS,UE,1,NaN,1,NaN,NaN,NaN,NaN,NaN,,,1,2,1,DL,CSI-RS,CSI-RS_UE_1_slot_1,CoupledTruthRuntime.applyCSIRSTrial,,10,1,0,0,18.5,NaN,SINR_dB,available_runtime_measurement,NaN,NaN,NaN,CSI-RS,,,NaN,NaN,shared_receiver_sample_clock/v1,0,7680,7680000,7680,1,7680,15360
