RunId,ScenarioName,CellId,SSBIndex,PBCHiBarSSB,PBCHv,MIBSSBIndex,MIBKSSBSubcarrierOffset,MIBSFN4LSBValue,MIBSFN4LSBBitString,MIBHalfFrameBit,BCHTransportBlockNumBits,BCHTransportBlockHex,BCHTransportBlockHash,BCHScrambledBlockNumBits,BCHScrambledBlockHex,BCHScrambledBlockHash,BCHCrcPass,MIBDecoded,TimingOffsetSamples,FrequencyOffsetHz,PBCHDMRSMetric,PBCHNoiseVar,ChannelEstimateAvailable,EqualizationAvailable,ReceiverHestSINR_dB,MIBDecodedBitSource
"sib1_runtime_waveform","lls_sib1_strict_mini_anchor",1,2,2,2,2,0,0,"0000",0,24,"01C000","46d1e5645ff707bc668479f92e92ce51af7f90545a44b365890de6ae4e1a9488",32,"08F0C06E","8e615415a7e4eed5ffd60b0b758afc27c5c78f929b1bd721be5a5b985a093bc0",1,1,70272,0,3030.00329755129,3.04415471207957e-05,1,1,49.2549194510019,"nrBCHDecode"
