run_id,chart_name,direction,ue_index,frame,slot,cell_id,source_table_logical_path,source_row_index,requested_pmi_token,requested_pmi_source,applied_pmi_token,applied_pmi_type,applied_pmi_basis,qcl_status,qcl_type,qcl_source_resource_id,qcl_source_slot0,qcl_timing_prior_samples,qcl_dmrs_delay_residual_samples,qcl_measurement_status,tci_state_id,tci_codepoint,tci_initialization_source,equivalent_pdsch_port_basis_codebook_index,applied_csi_resource_index,csi_port_pmi_matrix_sha256,csi_port_to_element_matrix_sha256,composed_element_matrix_sha256,applied_codebook_mode,precoder_source,application_stage,feedback_source_slot,feedback_report_identity,feedback_binding_status,feedback_binding_authority,reported_pmi_token,reported_ri,requested_applied_pmi_equal,reported_applied_pmi_equal,rank_policy,logical_ports,applied_layers,matrix_rows,matrix_cols,matrix_dimension_match,requested_matrix_sha256,applied_matrix_sha256,matrix_digest_domain,requested_applied_matrix_hash_equal,matrix_coefficients_available
tpe948456c_c17b_448e_b898_4976ed1e6683,reported versus applied PMI,UL,1,1,10.0,,air_interface/csv/ul_pusch_trials.csv,1,0,configured_pusch_tpmi_runtime_request,0,pusch_codebook,,,,,,,,not_measured_requires_QCL_TCI_binding_evidence,,,,,,,,,codebook1_ng1n2n2,ul_pusch_native_codebook_tpmi,nrPUSCH_native_codebook_precoding_during_modulation,,,no_unique_delivered_feedback_binding,applied_link_adaptation_context_not_proof_of_precoder_selection_causality,,,1,,,1.0,1.0,1.0,1.0,1,45556b9079d4d94a6dd030a1a673ea35f5feb6c17126529f001369f980a8d30d,45556b9079d4d94a6dd030a1a673ea35f5feb6c17126529f001369f980a8d30d,logical_port,1,not_established_by_hash_only_evidence
