CaseID,Domain,Hop,Codeword,Layer,Port,PRB,Symbol,Subcarrier,LinearIndex0Based,Status
RESOURCE-R1-PTRS,DATA,0,0,0,0,6,3,5,509,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,6,3,6,510,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,6,3,7,511,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,6,3,8,512,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,6,3,9,513,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,6,3,10,514,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,6,3,11,515,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,3,1,517,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,3,2,518,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,3,3,519,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,3,4,520,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,3,5,521,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,3,6,522,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,3,7,523,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,3,8,524,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,3,9,525,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,3,10,526,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,3,11,527,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,3,0,528,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,3,1,529,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,3,2,530,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,3,3,531,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,3,4,532,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,3,5,533,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,3,6,534,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,3,7,535,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,3,8,536,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,3,9,537,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,3,10,538,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,3,11,539,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,3,1,541,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,3,2,542,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,3,3,543,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,3,4,544,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,3,5,545,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,3,6,546,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,3,7,547,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,3,8,548,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,3,9,549,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,3,10,550,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,3,11,551,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,3,0,552,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,3,1,553,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,3,2,554,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,3,3,555,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,3,4,556,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,3,5,557,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,3,6,558,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,3,7,559,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,3,8,560,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,3,9,561,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,3,10,562,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,3,11,563,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,3,1,565,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,3,2,566,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,3,3,567,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,3,4,568,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,3,5,569,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,3,6,570,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,3,7,571,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,3,8,572,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,3,9,573,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,3,10,574,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,3,11,575,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,4,0,576,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,4,1,577,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,4,2,578,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,4,3,579,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,4,4,580,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,4,5,581,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,4,6,582,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,4,7,583,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,4,8,584,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,4,9,585,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,4,10,586,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,4,11,587,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,1,4,1,589,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,1,4,2,590,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,1,4,3,591,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,1,4,4,592,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,1,4,5,593,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,1,4,6,594,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,1,4,7,595,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,1,4,8,596,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,1,4,9,597,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,1,4,10,598,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,1,4,11,599,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,2,4,0,600,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,2,4,1,601,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,2,4,2,602,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,2,4,3,603,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,2,4,4,604,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,2,4,5,605,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,2,4,6,606,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,2,4,7,607,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,2,4,8,608,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,2,4,9,609,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,2,4,10,610,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,2,4,11,611,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,3,4,1,613,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,3,4,2,614,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,3,4,3,615,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,3,4,4,616,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,3,4,5,617,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,3,4,6,618,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,3,4,7,619,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,3,4,8,620,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,3,4,9,621,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,3,4,10,622,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,3,4,11,623,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,4,4,0,624,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,4,4,1,625,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,4,4,2,626,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,4,4,3,627,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,4,4,4,628,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,4,4,5,629,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,4,4,6,630,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,4,4,7,631,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,4,4,8,632,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,4,4,9,633,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,4,4,10,634,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,4,4,11,635,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,5,4,1,637,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,5,4,2,638,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,5,4,3,639,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,5,4,4,640,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,5,4,5,641,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,5,4,6,642,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,5,4,7,643,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,5,4,8,644,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,5,4,9,645,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,5,4,10,646,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,5,4,11,647,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,6,4,0,648,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,6,4,1,649,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,6,4,2,650,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,6,4,3,651,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,6,4,4,652,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,6,4,5,653,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,6,4,6,654,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,6,4,7,655,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,6,4,8,656,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,6,4,9,657,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,6,4,10,658,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,6,4,11,659,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,4,1,661,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,4,2,662,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,4,3,663,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,4,4,664,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,4,5,665,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,4,6,666,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,4,7,667,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,4,8,668,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,4,9,669,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,4,10,670,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,4,11,671,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,4,0,672,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,4,1,673,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,4,2,674,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,4,3,675,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,4,4,676,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,4,5,677,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,4,6,678,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,4,7,679,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,4,8,680,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,4,9,681,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,4,10,682,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,4,11,683,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,4,1,685,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,4,2,686,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,4,3,687,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,4,4,688,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,4,5,689,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,4,6,690,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,4,7,691,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,4,8,692,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,4,9,693,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,4,10,694,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,4,11,695,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,4,0,696,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,4,1,697,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,4,2,698,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,4,3,699,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,4,4,700,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,4,5,701,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,4,6,702,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,4,7,703,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,4,8,704,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,4,9,705,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,4,10,706,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,4,11,707,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,4,1,709,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,4,2,710,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,4,3,711,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,4,4,712,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,4,5,713,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,4,6,714,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,4,7,715,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,4,8,716,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,4,9,717,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,4,10,718,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,4,11,719,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,5,0,720,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,5,1,721,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,5,2,722,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,5,3,723,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,5,4,724,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,5,5,725,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,5,6,726,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,5,7,727,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,5,8,728,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,5,9,729,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,5,10,730,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,5,11,731,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,1,5,1,733,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,1,5,2,734,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,1,5,3,735,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,1,5,4,736,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,1,5,5,737,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,1,5,6,738,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,1,5,7,739,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,1,5,8,740,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,1,5,9,741,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,1,5,10,742,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,1,5,11,743,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,2,5,0,744,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,2,5,1,745,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,2,5,2,746,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,2,5,3,747,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,2,5,4,748,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,2,5,5,749,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,2,5,6,750,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,2,5,7,751,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,2,5,8,752,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,2,5,9,753,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,2,5,10,754,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,2,5,11,755,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,3,5,1,757,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,3,5,2,758,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,3,5,3,759,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,3,5,4,760,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,3,5,5,761,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,3,5,6,762,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,3,5,7,763,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,3,5,8,764,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,3,5,9,765,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,3,5,10,766,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,3,5,11,767,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,4,5,0,768,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,4,5,1,769,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,4,5,2,770,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,4,5,3,771,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,4,5,4,772,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,4,5,5,773,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,4,5,6,774,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,4,5,7,775,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,4,5,8,776,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,4,5,9,777,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,4,5,10,778,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,4,5,11,779,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,5,5,1,781,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,5,5,2,782,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,5,5,3,783,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,5,5,4,784,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,5,5,5,785,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,5,5,6,786,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,5,5,7,787,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,5,5,8,788,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,5,5,9,789,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,5,5,10,790,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,5,5,11,791,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,6,5,0,792,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,6,5,1,793,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,6,5,2,794,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,6,5,3,795,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,6,5,4,796,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,6,5,5,797,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,6,5,6,798,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,6,5,7,799,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,6,5,8,800,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,6,5,9,801,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,6,5,10,802,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,6,5,11,803,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,5,1,805,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,5,2,806,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,5,3,807,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,5,4,808,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,5,5,809,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,5,6,810,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,5,7,811,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,5,8,812,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,5,9,813,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,5,10,814,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,7,5,11,815,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,5,0,816,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,5,1,817,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,5,2,818,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,5,3,819,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,5,4,820,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,5,5,821,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,5,6,822,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,5,7,823,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,5,8,824,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,5,9,825,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,5,10,826,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,8,5,11,827,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,5,1,829,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,5,2,830,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,5,3,831,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,5,4,832,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,5,5,833,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,5,6,834,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,5,7,835,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,5,8,836,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,5,9,837,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,5,10,838,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,9,5,11,839,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,5,0,840,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,5,1,841,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,5,2,842,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,5,3,843,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,5,4,844,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,5,5,845,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,5,6,846,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,5,7,847,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,5,8,848,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,5,9,849,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,5,10,850,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,10,5,11,851,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,5,1,853,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,5,2,854,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,5,3,855,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,5,4,856,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,5,5,857,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,5,6,858,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,5,7,859,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,5,8,860,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,5,9,861,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,5,10,862,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,11,5,11,863,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,6,0,864,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,6,1,865,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,6,2,866,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,6,3,867,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,6,4,868,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,6,5,869,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,6,6,870,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,6,7,871,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,6,8,872,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,6,9,873,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,6,10,874,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,0,6,11,875,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,1,6,1,877,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,1,6,2,878,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,1,6,3,879,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,1,6,4,880,PASS
RESOURCE-R1-PTRS,DATA,0,0,0,0,1,6,5,881,PASS
