CampaignID,OperatingPointID,SNRdB,ChannelModel,Rank,MCSIndex,Modulation,TransformPrecoding,FrequencyHopping,Trials,TBErrors,BLER,ConfidenceLevel,CILower,CIUpper,CIHalfWidth,MinErrorsRequired,StopReason,Incomplete,Status
PUSCH-AWGN-R1-QPSK,SNR_-8,-8,AWGN,1,4,QPSK,0,none,4,4,1,0.94999999999999996,0.5101091635454027,1,0.24494541822729865,1,ci_and_min_errors_met,0,PASS
PUSCH-AWGN-R1-QPSK,SNR_-3,-3,AWGN,1,4,QPSK,0,none,4,0,0,0.94999999999999996,0,0.4898908364545973,0.24494541822729865,0,one_sided_censored_precision_met,0,PASS
PUSCH-AWGN-R1-QPSK,SNR_+2,2,AWGN,1,4,QPSK,0,none,4,0,0,0.94999999999999996,0,0.4898908364545973,0.24494541822729865,0,one_sided_censored_precision_met,0,PASS
PUSCH-AWGN-R1-QPSK,SNR_+8,8,AWGN,1,4,QPSK,0,none,4,0,0,0.94999999999999996,0,0.4898908364545973,0.24494541822729865,0,one_sided_censored_precision_met,0,PASS
