run_id,chart_name,direction,ue_index,frame,slot,cell_id,source_table_logical_path,source_row_index,AppliedAWGNSNR_dB,Throughput_Mbps,AppliedSNR_dB,Goodput_Mbps,x_value,x_source_field,x_source,metric_value,metric_source_field,metric_reference_source,mcs,layers,format,crc_pass,noise_operating_mode,value_status
tpcfb02f3b_1999_4b1c_8ee3_f98cf8c3c6c2,throughput vs SNR,UL,1,1,10.0,,air_interface/csv/ul_pusch_trials.csv,1,12.0,19.968,,0.0,12.0,AppliedAWGNSNR_dB,,0.0,Goodput_Mbps,,28,1,,0,standalone_awgn_snr_argument,available
