run_id,chart_name,direction,ue_index,frame,slot,cell_id,source_table_logical_path,source_row_index,x_value,x_source_field,x_source,metric_value,metric_source_field,metric_reference_source,mcs,layers,format,crc_pass,noise_operating_mode,value_status
tpcfb02f3b_1999_4b1c_8ee3_f98cf8c3c6c2,PUSCH BLER vs measured SINR,UL,1,1,10.0,,air_interface/csv/ul_pusch_trials.csv,1,21.2395155683599,PostEqSINR_dB,post_equalization_sinr_from_decision_directed_symbol_residual_bounded_equalizer_channel_estimate,1,transport_block_error,,28,1,,0,standalone_awgn_snr_argument,available
