sha256,copy_count,relative_paths
17ec2d54248d060fb11cf9e3261823842b9a5cfe11724910b5a3a66f337830e9,2,analytics/image/contract__beamforming-precoding-mimo-analytics__beam-gain-gap-histogram.png|reports/image/contract__beamforming-precoding-mimo-massive-mimo__beam-gain-gap-histogram.png
3db943c7f080f0f84c05b1700f9353aa65c5ba194f748445c559c118dd53f5a8,2,analytics/image/contract__harq-analytics__retransmission-count-histogram.png|reports/image/contract__harq-ack-nack-retransmission__retransmission-count-histogram.png
456979d7de1ba079d14d6bffe8c8a2fb2be6a17aaf68c2fd8a83b96dccdbaffe,2,analytics/image/contract__power-energy-efficiency-analytics__power-vs-bler.png|reports/image/contract__power-energy-thermal-compute-runtime__power-vs-bler.png
4660038319140e37939324b4b93e614a7da5d636a3693e45f95d1253aa22d8df,2,analytics/image/contract__beamforming-precoding-mimo-analytics__condition-number-distribution.png|reports/image/contract__beamforming-precoding-mimo-massive-mimo__condition-number-distribution.png
4c78459803cb3eb0a0e4fb59250c1b6976ea576d9a93d125500dec4cf95e7379,2,analytics/image/contract__measurement-csi-link-adaptation-analytics__config-vs-measured-conflict-dashboard.png|reports/image/contract__measurements-csi-link-adaptation-inputs__config-vs-measured-conflict-dashboard.png
514cd7258629dc036c3b634bd425bb0156eadab50c4e734abe8342122873fd15,2,analytics/image/contract__impairments-tracking-analytics__timing-offset-true-vs-estimated-vs-residual.png|reports/image/contract__channel-interference-impairments__timing-offset-true-vs-estimated-vs-residual.png
632d322f0a0af430a7eea40c082f74a3c1a4256ec3aeddc291cca480181451f6,2,analytics/image/contract__power-energy-efficiency-analytics__power-vs-throughput.png|reports/image/contract__power-energy-thermal-compute-runtime__power-vs-throughput.png
68fe73e3a3ef45d6441f6faa595f6e0b2eaa0416cfc20bf8df599f2c44668f57,2,analytics/image/contract__harq-analytics__harq-process-timeline.png|reports/image/contract__harq-ack-nack-retransmission__harq-process-timeline.png
8aa56208bdc74612f261bce215bb601b930d37d7a283ead4431d2e1a93d127ff,2,analytics/image/contract__beamforming-precoding-mimo-analytics__rank-distribution.png|reports/image/contract__beamforming-precoding-mimo-massive-mimo__rank-distribution.png
ace2f01f66011ced339ef60789424723e16318d6413068a461cc4059db22fe2e,2,analytics/image/contract__impairments-tracking-analytics__cfo-true-vs-estimated-vs-residual.png|reports/image/contract__channel-interference-impairments__cfo-true-vs-estimated-vs-residual.png
c3ca645954352b273034cafde77798b5eeca3ac672a3612d893f11475a7ba3de,2,analytics/image/contract__resource-grid-re-occupancy-analytics__prb-heatmap.png|reports/image/contract__air-interface-frame-slot-symbol-grid__prb-heatmap.png
c483824b3a57f3246cc976f1f1f34908efd4c3cde44e8b480e35cd17e9e3a643,2,analytics/image/contract__throughput-goodput-spectral-efficiency-analytics__throughput-vs-snr.png|reports/image/contract__fixed-snr-sinr-sweep-validation__throughput-vs-snr.png
eeb9e7b9770ba9658ccbc81d5455590a1f84ac90dcddb17a87e7acd52024dc06,2,analytics/image/contract__beamforming-precoding-mimo-analytics__precoder-mode-distribution.png|reports/image/contract__beamforming-precoding-mimo-massive-mimo__precoder-mode-distribution.png
f31a370ebcebd1661c13894ad1e327f70c7c22265e9898cd52c025bfeae70474,2,analytics/image/contract__resource-grid-re-occupancy-analytics__re-occupancy-heatmap.png|reports/image/contract__air-interface-frame-slot-symbol-grid__re-occupancy-heatmap.png
