Direction,UEIndex,RNTI,Slot,Frame,HarqID,NDI,NDIEpoch,RV,IsRetransmission,FeedbackDueSlot,OriginalTBSBits,CurrentTBSBits,OriginalRateMatchedBits,CurrentRateMatchedBits,EffectiveInitialCodeRate,EffectiveCurrentTxCodeRate,ShortIRRetx,CodeBlockLayoutHash,HARQContextHash,HARQContextStatus,CurrentDecodeOK,CombinedDecodeOK,PreviousLLRCount,CurrentLLRCount,CombinedLLRCount,HARQCombiningApplied,LLRCombiningGain_dB,MeasuredSINR_dB,WidebandCQI,CQIDerivedMCS,CQIDerivedModulation,Goodput_Mbps,Status,Notes
"DL",1,1,16,1,0,1,1,0,0,19,184424,184424,211344,211344,0.872624725565902,0.872624725565902,0,"A=184424|BaseGraph=1|C=22|K=8448|N=25344|Nref=[]|TBCRCType=24A|Zc=384","5ddab9df1e6dc232cb42b4dfb598bd3c72f2f768fc34884c7c35deb3ddcdd7bf","new_tx_validated",0,0,0,557568,557568,0,0,-1.98491582807434,15,19,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"DL",2,2,16,1,0,1,1,0,0,19,184424,184424,211344,211344,0.872624725565902,0.872624725565902,0,"A=184424|BaseGraph=1|C=22|K=8448|N=25344|Nref=[]|TBCRCType=24A|Zc=384","55e8fdd0275124a2a2054dc4bd62aff8b8c2f75973416ca7d60cc6bc4ea095e2","new_tx_validated",0,0,0,557568,557568,0,0,-0.931491516601934,14,19,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"DL",3,3,17,1,0,1,1,0,0,19,184424,184424,211344,211344,0.872624725565902,0.872624725565902,0,"A=184424|BaseGraph=1|C=22|K=8448|N=25344|Nref=[]|TBCRCType=24A|Zc=384","174144c121e775e609ac5f26d9f842be9db39703142bee5b76d89bb78c6165ec","new_tx_validated",0,0,0,557568,557568,0,0,1.78334819647079,15,19,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"DL",4,4,17,1,0,1,1,0,0,19,184424,184424,211344,211344,0.872624725565902,0.872624725565902,0,"A=184424|BaseGraph=1|C=22|K=8448|N=25344|Nref=[]|TBCRCType=24A|Zc=384","bf65bceaea6439ac55957d3dc4c0161fc0b27ad73f0985f7f6d16f8f54415ac0","new_tx_validated",0,0,0,557568,557568,0,0,1.99747680577126,15,19,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"DL",1,1,18,1,1,1,1,0,0,19,184424,184424,211344,211344,0.872624725565902,0.872624725565902,0,"A=184424|BaseGraph=1|C=22|K=8448|N=25344|Nref=[]|TBCRCType=24A|Zc=384","25b17b8fae3ad02619a3f6914b6f283de6de8c5d479f4bf295bc4cf4f44c3158","new_tx_validated",0,0,0,557568,557568,0,0,9.66593678748685,15,19,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"DL",2,2,18,1,1,1,1,0,0,19,184424,184424,211344,211344,0.872624725565902,0.872624725565902,0,"A=184424|BaseGraph=1|C=22|K=8448|N=25344|Nref=[]|TBCRCType=24A|Zc=384","c1ad52e4409e1afb200bf3d9e08d440ab1f2dce2939dd5fb6740784e2b011030","new_tx_validated",0,0,0,557568,557568,0,0,10.9514379074899,14,19,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",1,1,20,1,0,1,1,0,0,24,200808,200808,230112,230112,0.872653316645807,0.872653316645807,0,"A=200808|BaseGraph=1|C=24|K=8448|N=25344|Nref=[]|TBCRCType=24A|Zc=384","d1c81ce262ae901e488e6ddfa021674b98f88f50a726575c69a6b589cbebb7ab","new_tx_validated",0,0,0,608256,608256,0,0,4.89785429021686,15,19,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
"UL",2,2,20,1,0,1,1,0,0,24,200808,200808,230112,230112,0.872653316645807,0.872653316645807,0,"A=200808|BaseGraph=1|C=24|K=8448|N=25344|Nref=[]|TBCRCType=24A|Zc=384","cbba2913a9cac4f5760c4aa9850a972070ab50972de678eab932942af96aea81","new_tx_validated",0,0,0,608256,608256,0,0,5.42594296123223,15,19,"64QAM",0,"FAIL","Canonical slot-runtime HARQ transmission attempt."
