ExperimentID,FamilyID,PairID,Arm,Seed,Trial,PrimaryMetric,MetricValue,Outcome,PayloadHash,ChannelHash,NoiseHash,Status,ExecutionBackend,ApproximationMode,FactorValue
F35-E07,F35,F35-P04,BASELINE,89,4,report_validity,0.6924,PASS,6a624a8e7a0f73bfcc77f3f1a62be0be7706d7acf60b46573d8a937f5ae61f14,cd70bea023f752a0564abb6ed08d42c1440f2e33e29914e55e0be1595e24f45a,b695396d3070a538dafaeed76a84fb93d8481fdd7f4672113c5a968130c2e9f4,PASS,production_component_impact_study,study_not_full_waveform_truth,1
F35-E08,F35,F35-P04,TREATMENT,89,4,report_validity,0.84781,PASS,6a624a8e7a0f73bfcc77f3f1a62be0be7706d7acf60b46573d8a937f5ae61f14,cd70bea023f752a0564abb6ed08d42c1440f2e33e29914e55e0be1595e24f45a,b695396d3070a538dafaeed76a84fb93d8481fdd7f4672113c5a968130c2e9f4,PASS,production_component_impact_study,study_not_full_waveform_truth,16
F35-E09,F35,F35-P05,BASELINE,131,5,report_validity,0.72689,PASS,6a624a8e7a0f73bfcc77f3f1a62be0be7706d7acf60b46573d8a937f5ae61f14,eeca91fd439b6d5e827e8fda7fee35046f2def93508637483f6be8a2df7a4392,2730a07b090013287fb53d7845830339ffac5eaac0ff7e4c6a25af6541d05620,PASS,production_component_impact_study,study_not_full_waveform_truth,1
F35-E10,F35,F35-P05,TREATMENT,131,5,report_validity,0.88229,PASS,6a624a8e7a0f73bfcc77f3f1a62be0be7706d7acf60b46573d8a937f5ae61f14,eeca91fd439b6d5e827e8fda7fee35046f2def93508637483f6be8a2df7a4392,2730a07b090013287fb53d7845830339ffac5eaac0ff7e4c6a25af6541d05620,PASS,production_component_impact_study,study_not_full_waveform_truth,16
F35-E11,F35,F35-P06,BASELINE,197,6,report_validity,0.76137,PASS,6a624a8e7a0f73bfcc77f3f1a62be0be7706d7acf60b46573d8a937f5ae61f14,8bcbb4c131df56f7c79066016241cc4bdf4e58db55c4f674e88b22365bd2e2ad,d4677f835c202d9267e009f5add0e43f2e3e599c7ea24987eda1afbeaa88dd93,PASS,production_component_impact_study,study_not_full_waveform_truth,1
F35-E12,F35,F35-P06,TREATMENT,197,6,report_validity,0.91678,PASS,6a624a8e7a0f73bfcc77f3f1a62be0be7706d7acf60b46573d8a937f5ae61f14,8bcbb4c131df56f7c79066016241cc4bdf4e58db55c4f674e88b22365bd2e2ad,d4677f835c202d9267e009f5add0e43f2e3e599c7ea24987eda1afbeaa88dd93,PASS,production_component_impact_study,study_not_full_waveform_truth,16
F36-E01,F36,F36-P01,BASELINE,11,1,report_validity,0.62614,PASS,ea0f3241b94b857f25fb4fcc860e0b2f18337bbca40d8d2e38129f16bd494f0f,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,PASS,production_component_impact_study,study_not_full_waveform_truth,configuredSNR
F36-E02,F36,F36-P01,TREATMENT,11,1,report_validity,0.74506,PASS,ea0f3241b94b857f25fb4fcc860e0b2f18337bbca40d8d2e38129f16bd494f0f,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,PASS,production_component_impact_study,study_not_full_waveform_truth,measuredCSI
F36-E03,F36,F36-P02,BASELINE,23,2,report_validity,0.66062,PASS,ea0f3241b94b857f25fb4fcc860e0b2f18337bbca40d8d2e38129f16bd494f0f,535fa30d7e25dd8a49f1536779734ec8286108d115da5045d77f3b4185d8f790,a934c244755c66aebb0d6f9f5687038ffae8f00b00b28b4e17521016393f38b9,PASS,production_component_impact_study,study_not_full_waveform_truth,configuredSNR
F36-E04,F36,F36-P02,TREATMENT,23,2,report_validity,0.77954,PASS,ea0f3241b94b857f25fb4fcc860e0b2f18337bbca40d8d2e38129f16bd494f0f,535fa30d7e25dd8a49f1536779734ec8286108d115da5045d77f3b4185d8f790,a934c244755c66aebb0d6f9f5687038ffae8f00b00b28b4e17521016393f38b9,PASS,production_component_impact_study,study_not_full_waveform_truth,measuredCSI
F36-E05,F36,F36-P03,BASELINE,47,3,report_validity,0.69511,PASS,ea0f3241b94b857f25fb4fcc860e0b2f18337bbca40d8d2e38129f16bd494f0f,31489056e0916d59fe3add79e63f095af3ffb81604691f21cad442a85c7be617,ce02d4b6d1aceeea96a562c10923d590607df6182b4a3405ad10be85b6354787,PASS,production_component_impact_study,study_not_full_waveform_truth,configuredSNR
F36-E06,F36,F36-P03,TREATMENT,47,3,report_validity,0.81403,PASS,ea0f3241b94b857f25fb4fcc860e0b2f18337bbca40d8d2e38129f16bd494f0f,31489056e0916d59fe3add79e63f095af3ffb81604691f21cad442a85c7be617,ce02d4b6d1aceeea96a562c10923d590607df6182b4a3405ad10be85b6354787,PASS,production_component_impact_study,study_not_full_waveform_truth,measuredCSI
F36-E07,F36,F36-P04,BASELINE,89,4,report_validity,0.72959,PASS,ea0f3241b94b857f25fb4fcc860e0b2f18337bbca40d8d2e38129f16bd494f0f,cd70bea023f752a0564abb6ed08d42c1440f2e33e29914e55e0be1595e24f45a,b695396d3070a538dafaeed76a84fb93d8481fdd7f4672113c5a968130c2e9f4,PASS,production_component_impact_study,study_not_full_waveform_truth,configuredSNR
F36-E08,F36,F36-P04,TREATMENT,89,4,report_validity,0.84851,PASS,ea0f3241b94b857f25fb4fcc860e0b2f18337bbca40d8d2e38129f16bd494f0f,cd70bea023f752a0564abb6ed08d42c1440f2e33e29914e55e0be1595e24f45a,b695396d3070a538dafaeed76a84fb93d8481fdd7f4672113c5a968130c2e9f4,PASS,production_component_impact_study,study_not_full_waveform_truth,measuredCSI
F36-E09,F36,F36-P05,BASELINE,131,5,report_validity,0.76407,PASS,ea0f3241b94b857f25fb4fcc860e0b2f18337bbca40d8d2e38129f16bd494f0f,eeca91fd439b6d5e827e8fda7fee35046f2def93508637483f6be8a2df7a4392,2730a07b090013287fb53d7845830339ffac5eaac0ff7e4c6a25af6541d05620,PASS,production_component_impact_study,study_not_full_waveform_truth,configuredSNR
F36-E10,F36,F36-P05,TREATMENT,131,5,report_validity,0.88299,PASS,ea0f3241b94b857f25fb4fcc860e0b2f18337bbca40d8d2e38129f16bd494f0f,eeca91fd439b6d5e827e8fda7fee35046f2def93508637483f6be8a2df7a4392,2730a07b090013287fb53d7845830339ffac5eaac0ff7e4c6a25af6541d05620,PASS,production_component_impact_study,study_not_full_waveform_truth,measuredCSI
F36-E11,F36,F36-P06,BASELINE,197,6,report_validity,0.79856,PASS,ea0f3241b94b857f25fb4fcc860e0b2f18337bbca40d8d2e38129f16bd494f0f,8bcbb4c131df56f7c79066016241cc4bdf4e58db55c4f674e88b22365bd2e2ad,d4677f835c202d9267e009f5add0e43f2e3e599c7ea24987eda1afbeaa88dd93,PASS,production_component_impact_study,study_not_full_waveform_truth,configuredSNR
F36-E12,F36,F36-P06,TREATMENT,197,6,report_validity,0.91747,PASS,ea0f3241b94b857f25fb4fcc860e0b2f18337bbca40d8d2e38129f16bd494f0f,8bcbb4c131df56f7c79066016241cc4bdf4e58db55c4f674e88b22365bd2e2ad,d4677f835c202d9267e009f5add0e43f2e3e599c7ea24987eda1afbeaa88dd93,PASS,production_component_impact_study,study_not_full_waveform_truth,measuredCSI
F37-E01,F37,F37-P01,BASELINE,11,1,adaptation_error,0.66603,PASS,bc94f2ad6d49ca9283afd217931401993cb4f5441d6876337e89781e9cbb5206,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,PASS,production_component_impact_study,study_not_full_waveform_truth,0.01
F37-E02,F37,F37-P01,TREATMENT,11,1,adaptation_error,0.81738,PASS,bc94f2ad6d49ca9283afd217931401993cb4f5441d6876337e89781e9cbb5206,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,PASS,production_component_impact_study,study_not_full_waveform_truth,0.1
F37-E03,F37,F37-P02,BASELINE,23,2,adaptation_error,0.70051,PASS,bc94f2ad6d49ca9283afd217931401993cb4f5441d6876337e89781e9cbb5206,535fa30d7e25dd8a49f1536779734ec8286108d115da5045d77f3b4185d8f790,a934c244755c66aebb0d6f9f5687038ffae8f00b00b28b4e17521016393f38b9,PASS,production_component_impact_study,study_not_full_waveform_truth,0.01
F37-E04,F37,F37-P02,TREATMENT,23,2,adaptation_error,0.85186,PASS,bc94f2ad6d49ca9283afd217931401993cb4f5441d6876337e89781e9cbb5206,535fa30d7e25dd8a49f1536779734ec8286108d115da5045d77f3b4185d8f790,a934c244755c66aebb0d6f9f5687038ffae8f00b00b28b4e17521016393f38b9,PASS,production_component_impact_study,study_not_full_waveform_truth,0.1
F37-E05,F37,F37-P03,BASELINE,47,3,adaptation_error,0.735,PASS,bc94f2ad6d49ca9283afd217931401993cb4f5441d6876337e89781e9cbb5206,31489056e0916d59fe3add79e63f095af3ffb81604691f21cad442a85c7be617,ce02d4b6d1aceeea96a562c10923d590607df6182b4a3405ad10be85b6354787,PASS,production_component_impact_study,study_not_full_waveform_truth,0.01
F37-E06,F37,F37-P03,TREATMENT,47,3,adaptation_error,0.88635,PASS,bc94f2ad6d49ca9283afd217931401993cb4f5441d6876337e89781e9cbb5206,31489056e0916d59fe3add79e63f095af3ffb81604691f21cad442a85c7be617,ce02d4b6d1aceeea96a562c10923d590607df6182b4a3405ad10be85b6354787,PASS,production_component_impact_study,study_not_full_waveform_truth,0.1
F37-E07,F37,F37-P04,BASELINE,89,4,adaptation_error,0.76948,PASS,bc94f2ad6d49ca9283afd217931401993cb4f5441d6876337e89781e9cbb5206,cd70bea023f752a0564abb6ed08d42c1440f2e33e29914e55e0be1595e24f45a,b695396d3070a538dafaeed76a84fb93d8481fdd7f4672113c5a968130c2e9f4,PASS,production_component_impact_study,study_not_full_waveform_truth,0.01
F37-E08,F37,F37-P04,TREATMENT,89,4,adaptation_error,0.92083,PASS,bc94f2ad6d49ca9283afd217931401993cb4f5441d6876337e89781e9cbb5206,cd70bea023f752a0564abb6ed08d42c1440f2e33e29914e55e0be1595e24f45a,b695396d3070a538dafaeed76a84fb93d8481fdd7f4672113c5a968130c2e9f4,PASS,production_component_impact_study,study_not_full_waveform_truth,0.1
F37-E09,F37,F37-P05,BASELINE,131,5,adaptation_error,0.80396,PASS,bc94f2ad6d49ca9283afd217931401993cb4f5441d6876337e89781e9cbb5206,eeca91fd439b6d5e827e8fda7fee35046f2def93508637483f6be8a2df7a4392,2730a07b090013287fb53d7845830339ffac5eaac0ff7e4c6a25af6541d05620,PASS,production_component_impact_study,study_not_full_waveform_truth,0.01
F37-E10,F37,F37-P05,TREATMENT,131,5,adaptation_error,0.95531,PASS,bc94f2ad6d49ca9283afd217931401993cb4f5441d6876337e89781e9cbb5206,eeca91fd439b6d5e827e8fda7fee35046f2def93508637483f6be8a2df7a4392,2730a07b090013287fb53d7845830339ffac5eaac0ff7e4c6a25af6541d05620,PASS,production_component_impact_study,study_not_full_waveform_truth,0.1
F37-E11,F37,F37-P06,BASELINE,197,6,adaptation_error,0.83844,PASS,bc94f2ad6d49ca9283afd217931401993cb4f5441d6876337e89781e9cbb5206,8bcbb4c131df56f7c79066016241cc4bdf4e58db55c4f674e88b22365bd2e2ad,d4677f835c202d9267e009f5add0e43f2e3e599c7ea24987eda1afbeaa88dd93,PASS,production_component_impact_study,study_not_full_waveform_truth,0.01
F37-E12,F37,F37-P06,TREATMENT,197,6,adaptation_error,0.98979,PASS,bc94f2ad6d49ca9283afd217931401993cb4f5441d6876337e89781e9cbb5206,8bcbb4c131df56f7c79066016241cc4bdf4e58db55c4f674e88b22365bd2e2ad,d4677f835c202d9267e009f5add0e43f2e3e599c7ea24987eda1afbeaa88dd93,PASS,production_component_impact_study,study_not_full_waveform_truth,0.1
F38-E01,F38,F38-P01,BASELINE,11,1,adaptation_error,0.6924,PASS,24efc3d237ada2f9d3f03177f0743f1b63f0e1da9066ca245ed4ff6ea74d41ef,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,PASS,production_component_impact_study,study_not_full_waveform_truth,fallback1p5dB
F38-E02,F38,F38-P01,TREATMENT,11,1,adaptation_error,0.83159,PASS,24efc3d237ada2f9d3f03177f0743f1b63f0e1da9066ca245ed4ff6ea74d41ef,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,PASS,production_component_impact_study,study_not_full_waveform_truth,profileCalibrated
F38-E03,F38,F38-P02,BASELINE,23,2,adaptation_error,0.72689,PASS,24efc3d237ada2f9d3f03177f0743f1b63f0e1da9066ca245ed4ff6ea74d41ef,535fa30d7e25dd8a49f1536779734ec8286108d115da5045d77f3b4185d8f790,a934c244755c66aebb0d6f9f5687038ffae8f00b00b28b4e17521016393f38b9,PASS,production_component_impact_study,study_not_full_waveform_truth,fallback1p5dB
F38-E04,F38,F38-P02,TREATMENT,23,2,adaptation_error,0.86608,PASS,24efc3d237ada2f9d3f03177f0743f1b63f0e1da9066ca245ed4ff6ea74d41ef,535fa30d7e25dd8a49f1536779734ec8286108d115da5045d77f3b4185d8f790,a934c244755c66aebb0d6f9f5687038ffae8f00b00b28b4e17521016393f38b9,PASS,production_component_impact_study,study_not_full_waveform_truth,profileCalibrated
F38-E05,F38,F38-P03,BASELINE,47,3,adaptation_error,0.76137,PASS,24efc3d237ada2f9d3f03177f0743f1b63f0e1da9066ca245ed4ff6ea74d41ef,31489056e0916d59fe3add79e63f095af3ffb81604691f21cad442a85c7be617,ce02d4b6d1aceeea96a562c10923d590607df6182b4a3405ad10be85b6354787,PASS,production_component_impact_study,study_not_full_waveform_truth,fallback1p5dB
F38-E06,F38,F38-P03,TREATMENT,47,3,adaptation_error,0.90056,PASS,24efc3d237ada2f9d3f03177f0743f1b63f0e1da9066ca245ed4ff6ea74d41ef,31489056e0916d59fe3add79e63f095af3ffb81604691f21cad442a85c7be617,ce02d4b6d1aceeea96a562c10923d590607df6182b4a3405ad10be85b6354787,PASS,production_component_impact_study,study_not_full_waveform_truth,profileCalibrated
F38-E07,F38,F38-P04,BASELINE,89,4,adaptation_error,0.79585,PASS,24efc3d237ada2f9d3f03177f0743f1b63f0e1da9066ca245ed4ff6ea74d41ef,cd70bea023f752a0564abb6ed08d42c1440f2e33e29914e55e0be1595e24f45a,b695396d3070a538dafaeed76a84fb93d8481fdd7f4672113c5a968130c2e9f4,PASS,production_component_impact_study,study_not_full_waveform_truth,fallback1p5dB
F38-E08,F38,F38-P04,TREATMENT,89,4,adaptation_error,0.93504,PASS,24efc3d237ada2f9d3f03177f0743f1b63f0e1da9066ca245ed4ff6ea74d41ef,cd70bea023f752a0564abb6ed08d42c1440f2e33e29914e55e0be1595e24f45a,b695396d3070a538dafaeed76a84fb93d8481fdd7f4672113c5a968130c2e9f4,PASS,production_component_impact_study,study_not_full_waveform_truth,profileCalibrated
F38-E09,F38,F38-P05,BASELINE,131,5,adaptation_error,0.83034,PASS,24efc3d237ada2f9d3f03177f0743f1b63f0e1da9066ca245ed4ff6ea74d41ef,eeca91fd439b6d5e827e8fda7fee35046f2def93508637483f6be8a2df7a4392,2730a07b090013287fb53d7845830339ffac5eaac0ff7e4c6a25af6541d05620,PASS,production_component_impact_study,study_not_full_waveform_truth,fallback1p5dB
F38-E10,F38,F38-P05,TREATMENT,131,5,adaptation_error,0.96952,PASS,24efc3d237ada2f9d3f03177f0743f1b63f0e1da9066ca245ed4ff6ea74d41ef,eeca91fd439b6d5e827e8fda7fee35046f2def93508637483f6be8a2df7a4392,2730a07b090013287fb53d7845830339ffac5eaac0ff7e4c6a25af6541d05620,PASS,production_component_impact_study,study_not_full_waveform_truth,profileCalibrated
F38-E11,F38,F38-P06,BASELINE,197,6,adaptation_error,0.86482,PASS,24efc3d237ada2f9d3f03177f0743f1b63f0e1da9066ca245ed4ff6ea74d41ef,8bcbb4c131df56f7c79066016241cc4bdf4e58db55c4f674e88b22365bd2e2ad,d4677f835c202d9267e009f5add0e43f2e3e599c7ea24987eda1afbeaa88dd93,PASS,production_component_impact_study,study_not_full_waveform_truth,fallback1p5dB
F38-E12,F38,F38-P06,TREATMENT,197,6,adaptation_error,1.004,PASS,24efc3d237ada2f9d3f03177f0743f1b63f0e1da9066ca245ed4ff6ea74d41ef,8bcbb4c131df56f7c79066016241cc4bdf4e58db55c4f674e88b22365bd2e2ad,d4677f835c202d9267e009f5add0e43f2e3e599c7ea24987eda1afbeaa88dd93,PASS,production_component_impact_study,study_not_full_waveform_truth,profileCalibrated
F39-E01,F39,F39-P01,BASELINE,11,1,adaptation_error,0.7404,PASS,022bd588d56a0dbf6b578b6d6a0651d01d4dca575000d0ce4d0755d4b0f8caa2,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,PASS,production_component_impact_study,study_not_full_waveform_truth,EESM
F39-E02,F39,F39-P01,TREATMENT,11,1,adaptation_error,0.85527,PASS,022bd588d56a0dbf6b578b6d6a0651d01d4dca575000d0ce4d0755d4b0f8caa2,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,PASS,production_component_impact_study,study_not_full_waveform_truth,MIESM
F39-E03,F39,F39-P02,BASELINE,23,2,adaptation_error,0.77488,PASS,022bd588d56a0dbf6b578b6d6a0651d01d4dca575000d0ce4d0755d4b0f8caa2,535fa30d7e25dd8a49f1536779734ec8286108d115da5045d77f3b4185d8f790,a934c244755c66aebb0d6f9f5687038ffae8f00b00b28b4e17521016393f38b9,PASS,production_component_impact_study,study_not_full_waveform_truth,EESM
F39-E04,F39,F39-P02,TREATMENT,23,2,adaptation_error,0.88975,PASS,022bd588d56a0dbf6b578b6d6a0651d01d4dca575000d0ce4d0755d4b0f8caa2,535fa30d7e25dd8a49f1536779734ec8286108d115da5045d77f3b4185d8f790,a934c244755c66aebb0d6f9f5687038ffae8f00b00b28b4e17521016393f38b9,PASS,production_component_impact_study,study_not_full_waveform_truth,MIESM
F39-E05,F39,F39-P03,BASELINE,47,3,adaptation_error,0.80937,PASS,022bd588d56a0dbf6b578b6d6a0651d01d4dca575000d0ce4d0755d4b0f8caa2,31489056e0916d59fe3add79e63f095af3ffb81604691f21cad442a85c7be617,ce02d4b6d1aceeea96a562c10923d590607df6182b4a3405ad10be85b6354787,PASS,production_component_impact_study,study_not_full_waveform_truth,EESM
F39-E06,F39,F39-P03,TREATMENT,47,3,adaptation_error,0.92423,PASS,022bd588d56a0dbf6b578b6d6a0651d01d4dca575000d0ce4d0755d4b0f8caa2,31489056e0916d59fe3add79e63f095af3ffb81604691f21cad442a85c7be617,ce02d4b6d1aceeea96a562c10923d590607df6182b4a3405ad10be85b6354787,PASS,production_component_impact_study,study_not_full_waveform_truth,MIESM
F39-E07,F39,F39-P04,BASELINE,89,4,adaptation_error,0.84385,PASS,022bd588d56a0dbf6b578b6d6a0651d01d4dca575000d0ce4d0755d4b0f8caa2,cd70bea023f752a0564abb6ed08d42c1440f2e33e29914e55e0be1595e24f45a,b695396d3070a538dafaeed76a84fb93d8481fdd7f4672113c5a968130c2e9f4,PASS,production_component_impact_study,study_not_full_waveform_truth,EESM
F39-E08,F39,F39-P04,TREATMENT,89,4,adaptation_error,0.95871,PASS,022bd588d56a0dbf6b578b6d6a0651d01d4dca575000d0ce4d0755d4b0f8caa2,cd70bea023f752a0564abb6ed08d42c1440f2e33e29914e55e0be1595e24f45a,b695396d3070a538dafaeed76a84fb93d8481fdd7f4672113c5a968130c2e9f4,PASS,production_component_impact_study,study_not_full_waveform_truth,MIESM
F39-E09,F39,F39-P05,BASELINE,131,5,adaptation_error,0.87833,PASS,022bd588d56a0dbf6b578b6d6a0651d01d4dca575000d0ce4d0755d4b0f8caa2,eeca91fd439b6d5e827e8fda7fee35046f2def93508637483f6be8a2df7a4392,2730a07b090013287fb53d7845830339ffac5eaac0ff7e4c6a25af6541d05620,PASS,production_component_impact_study,study_not_full_waveform_truth,EESM
F39-E10,F39,F39-P05,TREATMENT,131,5,adaptation_error,0.9932,PASS,022bd588d56a0dbf6b578b6d6a0651d01d4dca575000d0ce4d0755d4b0f8caa2,eeca91fd439b6d5e827e8fda7fee35046f2def93508637483f6be8a2df7a4392,2730a07b090013287fb53d7845830339ffac5eaac0ff7e4c6a25af6541d05620,PASS,production_component_impact_study,study_not_full_waveform_truth,MIESM
F39-E11,F39,F39-P06,BASELINE,197,6,adaptation_error,0.91281,PASS,022bd588d56a0dbf6b578b6d6a0651d01d4dca575000d0ce4d0755d4b0f8caa2,8bcbb4c131df56f7c79066016241cc4bdf4e58db55c4f674e88b22365bd2e2ad,d4677f835c202d9267e009f5add0e43f2e3e599c7ea24987eda1afbeaa88dd93,PASS,production_component_impact_study,study_not_full_waveform_truth,EESM
F39-E12,F39,F39-P06,TREATMENT,197,6,adaptation_error,1.0277,PASS,022bd588d56a0dbf6b578b6d6a0651d01d4dca575000d0ce4d0755d4b0f8caa2,8bcbb4c131df56f7c79066016241cc4bdf4e58db55c4f674e88b22365bd2e2ad,d4677f835c202d9267e009f5add0e43f2e3e599c7ea24987eda1afbeaa88dd93,PASS,production_component_impact_study,study_not_full_waveform_truth,MIESM
F40-E01,F40,F40-P01,BASELINE,11,1,adaptation_error,0.44292,PASS,78187c26532b23d4748d2ec09ec6f554ab63a99fa2176ba78d0fcadb4bc37b41,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,PASS,production_component_impact_study,study_not_full_waveform_truth,qam64
F40-E02,F40,F40-P01,TREATMENT,11,1,adaptation_error,0.61048,PASS,78187c26532b23d4748d2ec09ec6f554ab63a99fa2176ba78d0fcadb4bc37b41,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,PASS,production_component_impact_study,study_not_full_waveform_truth,qam256
F40-E03,F40,F40-P02,BASELINE,23,2,adaptation_error,0.4774,PASS,78187c26532b23d4748d2ec09ec6f554ab63a99fa2176ba78d0fcadb4bc37b41,535fa30d7e25dd8a49f1536779734ec8286108d115da5045d77f3b4185d8f790,a934c244755c66aebb0d6f9f5687038ffae8f00b00b28b4e17521016393f38b9,PASS,production_component_impact_study,study_not_full_waveform_truth,qam64
F40-E04,F40,F40-P02,TREATMENT,23,2,adaptation_error,0.64497,PASS,78187c26532b23d4748d2ec09ec6f554ab63a99fa2176ba78d0fcadb4bc37b41,535fa30d7e25dd8a49f1536779734ec8286108d115da5045d77f3b4185d8f790,a934c244755c66aebb0d6f9f5687038ffae8f00b00b28b4e17521016393f38b9,PASS,production_component_impact_study,study_not_full_waveform_truth,qam256
F40-E05,F40,F40-P03,BASELINE,47,3,adaptation_error,0.51188,PASS,78187c26532b23d4748d2ec09ec6f554ab63a99fa2176ba78d0fcadb4bc37b41,31489056e0916d59fe3add79e63f095af3ffb81604691f21cad442a85c7be617,ce02d4b6d1aceeea96a562c10923d590607df6182b4a3405ad10be85b6354787,PASS,production_component_impact_study,study_not_full_waveform_truth,qam64
F40-E06,F40,F40-P03,TREATMENT,47,3,adaptation_error,0.67945,PASS,78187c26532b23d4748d2ec09ec6f554ab63a99fa2176ba78d0fcadb4bc37b41,31489056e0916d59fe3add79e63f095af3ffb81604691f21cad442a85c7be617,ce02d4b6d1aceeea96a562c10923d590607df6182b4a3405ad10be85b6354787,PASS,production_component_impact_study,study_not_full_waveform_truth,qam256
F40-E07,F40,F40-P04,BASELINE,89,4,adaptation_error,0.54637,PASS,78187c26532b23d4748d2ec09ec6f554ab63a99fa2176ba78d0fcadb4bc37b41,cd70bea023f752a0564abb6ed08d42c1440f2e33e29914e55e0be1595e24f45a,b695396d3070a538dafaeed76a84fb93d8481fdd7f4672113c5a968130c2e9f4,PASS,production_component_impact_study,study_not_full_waveform_truth,qam64
F40-E08,F40,F40-P04,TREATMENT,89,4,adaptation_error,0.71393,PASS,78187c26532b23d4748d2ec09ec6f554ab63a99fa2176ba78d0fcadb4bc37b41,cd70bea023f752a0564abb6ed08d42c1440f2e33e29914e55e0be1595e24f45a,b695396d3070a538dafaeed76a84fb93d8481fdd7f4672113c5a968130c2e9f4,PASS,production_component_impact_study,study_not_full_waveform_truth,qam256
F40-E09,F40,F40-P05,BASELINE,131,5,adaptation_error,0.58085,PASS,78187c26532b23d4748d2ec09ec6f554ab63a99fa2176ba78d0fcadb4bc37b41,eeca91fd439b6d5e827e8fda7fee35046f2def93508637483f6be8a2df7a4392,2730a07b090013287fb53d7845830339ffac5eaac0ff7e4c6a25af6541d05620,PASS,production_component_impact_study,study_not_full_waveform_truth,qam64
F40-E10,F40,F40-P05,TREATMENT,131,5,adaptation_error,0.74842,PASS,78187c26532b23d4748d2ec09ec6f554ab63a99fa2176ba78d0fcadb4bc37b41,eeca91fd439b6d5e827e8fda7fee35046f2def93508637483f6be8a2df7a4392,2730a07b090013287fb53d7845830339ffac5eaac0ff7e4c6a25af6541d05620,PASS,production_component_impact_study,study_not_full_waveform_truth,qam256
F40-E11,F40,F40-P06,BASELINE,197,6,adaptation_error,0.61533,PASS,78187c26532b23d4748d2ec09ec6f554ab63a99fa2176ba78d0fcadb4bc37b41,8bcbb4c131df56f7c79066016241cc4bdf4e58db55c4f674e88b22365bd2e2ad,d4677f835c202d9267e009f5add0e43f2e3e599c7ea24987eda1afbeaa88dd93,PASS,production_component_impact_study,study_not_full_waveform_truth,qam64
F40-E12,F40,F40-P06,TREATMENT,197,6,adaptation_error,0.7829,PASS,78187c26532b23d4748d2ec09ec6f554ab63a99fa2176ba78d0fcadb4bc37b41,8bcbb4c131df56f7c79066016241cc4bdf4e58db55c4f674e88b22365bd2e2ad,d4677f835c202d9267e009f5add0e43f2e3e599c7ea24987eda1afbeaa88dd93,PASS,production_component_impact_study,study_not_full_waveform_truth,qam256
F41-E01,F41,F41-P01,BASELINE,11,1,adaptation_error,0.49362,PASS,f033e9ec264df6e28f1f2c3e34de720c1185695b6029a104c60428b64e878878,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,PASS,production_component_impact_study,study_not_full_waveform_truth,0.01
F41-E02,F41,F41-P01,TREATMENT,11,1,adaptation_error,0.64497,PASS,f033e9ec264df6e28f1f2c3e34de720c1185695b6029a104c60428b64e878878,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,PASS,production_component_impact_study,study_not_full_waveform_truth,0.1
