Direction,FeedbackForDirection,Frame,Slot,ScheduledAbsoluteSlot,SourceSlot,UEIndex,UEID,RNTI,ServingCell,BaseStationID,ComponentCarrier,ActiveULBWP,HarqID,NDI,RV,IsRetransmission,TBSBits,ExpectedAck,ObservedAck,DecodedAck,FalseAck,FalseNack,MissedFeedback,FeedbackOutcome,FeedbackOutcomeReason,ExpectedHARQCurrentDecodeOK,ExpectedHARQCombinedDecodeOK,CurrentDecodeOK,CombinedDecodeOK,UCIBitCount,UCIType,PRIValue,PRIProvenance,FirstCCE,NumCCE,PUCCHGrantId,PUCCHGrantSource,PhysicalPUCCHOccasionId,LogicalFeedbackCount,LogicalPUCCHGrantIdSet,HARQACKCodebookOrderingSource,PUSCHUCITransmissionSlot,PUSCHUCIDeliverySlot,PUCCHGrantState,GrantScheduledFlag,GrantExecutedFlag,MultiplexedOnPUSCH,PUSCHGrantContextId,MultiplexedBitIndex,PUSCHUCIDecodeOk,CanceledAtSweepBoundary,CancellationSweepPoint,CancellationBoundarySlot,CancellationReason,RightCensored,CensorBoundarySlot,CensorReason,CensorScope,RequestedFormat,ResolvedFormat,FormatAdaptationReason,PUCCHResourceId,PUCCHPRBStart,PUCCHPRBCount,PUCCHSymbolStart,PUCCHNumSymbols,ControlResourceSource,ControlResourceValidity,ConfiguredSNR_dB,AppliedAWGNSNR_dB,ChannelModel,DopplerHz,TimingEstimateUsed,UseIdealTimingSync,InterferenceMode,InterferenceContributorCount,InterferenceAggregatedRxPower_dBm,InterferencePowerSource,FullInterfererChannelTruthUsed,BitsCompared,BitErrors,DetectionMetric,DetectionThreshold,DetectionThresholdSource,DetectionMetricStatus,DetectorPeakMetric,DetectorNoiseFloor,DTXFlag,DTXReason,PUCCHDecodeOk,UCIContentMatch,RuntimeStateUpdated,RuntimeStateConsumer,ControlStateChanged,StateChangeApplied,ControlStateChangeDefinition,Status,Crash,CrashSource,CrashMessage,Notes,DataReceiveSymbolStartSample,DataReceiveSymbolEndSampleExclusive,DataDecodeAvailableAtSample,DataReceiveSampleRateHz,DataReceiveTimingSource,DataReceiveTimingEvidenceJSON,HARQProtocolDecisionEvidenceJSON
"UL","DL",6,54,54,53,1,1,1,1,1,0,0,2,1,2,1,1064,1,0,0,0,0,0,"","",0,0,0,0,1,"harq_ack",0,"received_connected_dci",0,4,"pucchgrant:fbdir=DL:due=54:src=53:ue=1:rnti=1:harq=2:cell=1:cc=0:ulbwp=0","runtime_harq_feedback_due_scheduler","",NaN,"","",NaN,NaN,"scheduled_pending_execution",1,0,0,"",NaN,0,0,NaN,NaN,"",0,NaN,"","",0,0,"none_strict_assignment","0",0,1,12,2,"typed_rrc_resource_set_and_decoded_pri",1,NaN,NaN,"",NaN,0,0,"none",0,NaN,"",0,NaN,NaN,NaN,NaN,"","",NaN,NaN,0,"",0,0,0,"",0,0,"harq_feedback_consumed_by_runtime_harq_and_scheduler","PENDING",0,"","","Explicit runtime PUCCH grant/resource object scheduled from HARQ feedback timing.",NaN,NaN,NaN,NaN,"","","{""ContractVersion"":""received_dl_retained_ack/v1"",""UEId"":1,""RNTI"":1,""HARQProcess"":2,""NDI"":1,""ControlAbsoluteSlot"":52,""DataAbsoluteSlot"":52,""ReceivedAssignmentDigest"":""564c4e6fb46cc22f1189061d2e0d64576da5acc77c565799ecd71138d5742871"",""PriorAcknowledgedAssignmentDigest"":""18b6ea83b0b0796be93e3d229e5552741d01ecbf7d3a64e328c3d9e6474ec1f3"",""PriorAcknowledgedDataAbsoluteSlot"":42,""InitialAssignmentDigest"":""48701791eaf140e22a66a8c111c6c8baef895c09491d4848053efa1e400be5a6"",""RetainedTBSBits"":1064,""ACK"":true,""DecodeAttempted"":false,""DeliverTransportBlock"":false,""FeedbackTransmissionQualified"":false,""Source"":""received_dci_and_ue_retained_decoded_tb"",""ControlAvailableAtSample"":407040,""DecisionAvailableAtSample"":407040,""SampleRateHz"":7.68E+6,""HARQFeedbackAbsoluteSlot"":53,""PUCCHResourceIndicator"":0}"
