TransmissionID,PHYGrantContextId,Direction,Signal,UEIndex,StartSample,EndSampleExclusive,SampleRate_Hz,Frequency_Hz,PRGIndex0,SymbolGroupIndex0,LayerIndex0,MatrixSHA256,MatrixDigestConvention,Azimuth_deg,Elevation_deg,Directivity_dBi,PatternKind,PatternSource,CoordinateFrame,ArrayClass,ElementModel,SelectedBeamApplied,OverTheAirMeasurement
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-180,-40,-Inf,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-180,-35,-Inf,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-180,-30,-Inf,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-180,-25,-Inf,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-180,-20,-Inf,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-180,-15,-Inf,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-180,-10,-Inf,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-180,-5,-Inf,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-180,0,-Inf,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-180,5,-Inf,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-180,10,-Inf,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-180,15,-Inf,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-180,20,-Inf,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-180,25,-Inf,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-180,30,-Inf,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-180,35,-Inf,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-180,40,-Inf,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-180,45,-Inf,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-180,50,-Inf,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-180,55,-Inf,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-180,60,-Inf,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-180,65,-Inf,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-180,70,-Inf,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-180,75,-Inf,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-180,80,-Inf,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-180,85,-Inf,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-180,90,-Inf,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-175,-90,-Inf,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-175,-85,-53.2122488845771,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-175,-80,-47.2253765156139,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-175,-75,-43.7598559645421,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-175,-70,-41.3401034213106,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-175,-65,-39.5038443873616,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-175,-60,-38.0453471223953,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-175,-55,-36.8550651766806,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-175,-50,-35.8678265311,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-175,-45,-35.0418335496873,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-175,-40,-34.3488116449062,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-175,-35,-33.7688865870758,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-175,-30,-33.2877094657741,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
"ec53efa49b61a510d09bff34bbe72f3c27550deebc42bd3d31eb2292a3a37e29","UL|cell=1|ue=1|rnti=1|frame=0|slot=8","UL","PUSCH",1,69020,76700,7680000,2350000000,0,0,0,"54609390e1bad2dade0c3abefdcce9a6722bdcdfcced46a0fc5a7549f62beb5f","sixgr-mimo-matrix-v1",-175,-25,-32.8947468891564,"data_precoder_directivity_before_node_rf","executed_matrix_and_installed_NRRectangularPanelArray","local_array_before_runtime_orientation","phased.NRRectangularPanelArray","3gpp_tr38901",1,0
