sha256,copy_count,relative_paths
006f7dc7a943614d83535ad09f188b4b1c752a6d25b1bf899cf332ed39aefacc,2,analytics/image/contract__throughput-goodput-spectral-efficiency-analytics__per-cell-throughput.png|waveform/image/contract__throughput-goodput-spectral-efficiency-analytics__per-cell-throughput.png
00c58441e28d2ad716481bccaf5fbb55f6aafee5f864cdd29363924cf5e478e0,2,reports/image/llr_histograms.png|validation/image/llr_histograms.png
0140fb5d88cff13f7bf94f80eb1211eaf708850f91890fdee07f37662beb88dd,2,analytics/image/contract__error-reliability-analytics__cbg-error-rates.png|validation/image/contract__error-reliability-analytics__cbg-error-rates.png
01ce774ce7b705dd9f0f96200e6cdaaa80390532540135c757a7fbe0dceb38d2,2,reports/image/contract__ue-side-state-ue-power-ue-control__ue-tx-power-timeline.png|validation/image/contract__ue-side-state-ue-power-ue-control__ue-tx-power-timeline.png
039b127b809d338ad4dd50a00a6bf71af7921b5b92af791ccccd98c2fad6b47a,2,reports/image/contract__fixed-snr-sinr-sweep-validation__dl-bler-vs-snr.png|validation/image/contract__fixed-snr-sinr-sweep-validation__dl-bler-vs-snr.png
03d2e5c656a9287ea6802747da5b59eaa843463e3f5df5f8e9158acc9f770012,2,reference_signals/image/contract__srs-ul-sounding-massive-mimo-inputs__channel-estimate-quality-trend.png|reports/image/contract__srs-ul-sounding-massive-mimo-inputs__channel-estimate-quality-trend.png
0453153cbc9c8def6543a5669eb67bfeb764320b4555dffa3d23c1a97f6c7c89,2,analytics/image/contract__waveform-time-domain-analytics__phase-vs-sample.png|waveform/image/contract__waveform-time-domain-analytics__phase-vs-sample.png
04753d6cf65d44590bc965231d73c0608df5c873730d4a550e09e5e430421c3f,2,pdsch/image/contract__pdsch-dl-data-chain__dmrs-ptrs-occupancy-plot.png|reports/image/contract__pdsch-dl-data-chain__dmrs-ptrs-occupancy-plot.png
049589640817700bd5aad4198c2ec7136e58714605c4bfb4c057ed4af23ed2ec,2,analytics/image/contract__constellation-evm-analytics__evm-per-layer.png|waveform/image/contract__constellation-evm-analytics__evm-per-layer.png
0524767e510c9ac08cfc7b432caff809e93af298d800eecf58a75545f48d1c31,2,prach/image/contract__prach-random-access__prach-peak-search-timeline.png|reports/image/contract__prach-random-access__prach-peak-search-timeline.png
0610583329fe1d3948c333e39f82dedc5a09d213e6bf9757cc091bc241569630,2,pucch/image/contract__pucch-f0-f1-f2-f3-f4__pucch-decode-success-failure-trend.png|reports/image/contract__pucch-f0-f1-f2-f3-f4__pucch-decode-success-failure-trend.png
0678b79ab71383a67c6866a3d0cb781400b245ef2da6b00b3e6db5226ab0bdf6,2,channel/image/contract__scenario-geometry-topology-layout__serving-cell-map.png|reports/image/contract__scenario-geometry-topology-layout__serving-cell-map.png
06df20953b959160850198e624b65727186b46c058533cc50071c4589e59fb6c,2,analytics/image/contract__beamforming-precoding-mimo-analytics__per-layer-sinr.png|mimo/image/contract__beamforming-precoding-mimo-analytics__per-layer-sinr.png
0783dcfac179d41e6dcd0c92ac874997ffaa7a930c8a7c43f41f99efe0ce68a2,2,reports/image/contract__measurements-csi-link-adaptation-inputs__measurement-source-coverage-chart.png|validation/image/contract__measurements-csi-link-adaptation-inputs__measurement-source-coverage-chart.png
07cb705be939d0f08367154e15552fdb8c725d23ce4a0693b83e00671806a711,2,reports/image/contract__fixed-snr-sinr-sweep-validation__ul-bler-vs-snr.png|validation/image/contract__fixed-snr-sinr-sweep-validation__ul-bler-vs-snr.png
0c112ac0a79786e4331361e382b81bb806d72c39a731ac3fd8c68cb5ae3fd418,2,analytics/image/contract__export-consistency-truth-analytics__assumption-usage-summaries.png|validation/image/contract__export-consistency-truth-analytics__assumption-usage-summaries.png
0e29193ded733c5d9ec34c9f1d9f9c7efa2719b72c5cbf90f6fb3c8cd0a31ebf,2,reports/image/contract__csi-rs__csi-rs-resource-occupancy.png|validation/image/contract__csi-rs__csi-rs-resource-occupancy.png
0e376d509c81a5ffd36660cdf13b85659b8b3e560143c997df8151b61bd2ae50,2,reports/image/heatmap_impairment_kpi.png|validation/image/heatmap_impairment_kpi.png
10005f9d5d200691f157d8907508537d8c7fb01c60a2cb8119a3709972a0f167,2,analytics/image/contract__export-consistency-truth-analytics__fallback-event-summaries.png|validation/image/contract__export-consistency-truth-analytics__fallback-event-summaries.png
10317420fef6946f60fe4cc9248ffdf0462b129fc123eea15167a97913a19438,2,reports/image/bler_vs_measured_posteq_sinr_bins_diagnostic.png|validation/image/bler_vs_measured_posteq_sinr_bins_diagnostic.png
123ad6eea544bd1484b7d821224905140c5ac49abe0d07cdf87529a77cf21594,2,reports/image/contract__fixed-snr-sinr-sweep-validation__measured-sinr-vs-configured-snr.png|validation/image/contract__fixed-snr-sinr-sweep-validation__measured-sinr-vs-configured-snr.png
137731e11ac866b94d76cf7bec3d941c823e1623cc15c1c79436de0114b6c56c,2,reports/image/contract__power-energy-thermal-compute-runtime__energy-per-bit-over-time.png|validation/image/contract__power-energy-thermal-compute-runtime__energy-per-bit-over-time.png
1478e7973c82e4ca75cec17ce57464ef6de72820fc77fd6a611263bf386da380,2,analytics/image/contract__power-energy-efficiency-analytics__active-bandwidth-vs-power.png|validation/image/contract__power-energy-efficiency-analytics__active-bandwidth-vs-power.png
15d4be6345068268cc0742998ddc9de9b66cc6d3faf0d356a20bc522f83f5430,2,reports/image/complexity_vs_gain.png|validation/image/complexity_vs_gain.png
15ed4eb075b3058994e36b2aa4e587395608ee791179821f1ccf61f0a87cb549,2,analytics/image/contract__detection-control-analytics__p-d.png|validation/image/contract__detection-control-analytics__p-d.png
16c44d56a32e161697dec2d8a66b22f6e1d01acf6e3a49617a4ceb39676085f7,2,analytics/image/contract__spectrum-psd-papr-analytics__power-spectral-comparison-before-after-impairment.png|waveform/image/contract__spectrum-psd-papr-analytics__power-spectral-comparison-before-after-impairment.png
17518262c6ddbf88fd2781bde6dc26c29111cfb6e70b73343083d34d30e6d8bf,2,pdsch/image/contract__pdsch-dl-data-chain__tb-size-over-time.png|reports/image/contract__pdsch-dl-data-chain__tb-size-over-time.png
183aa4ae57536207e80c6b7ac8fc837b05530b4f07e1c8abf8ee9c6515516012,2,analytics/image/contract__detection-control-analytics__prach-correlation-peak-distributions.png|prach/image/contract__detection-control-analytics__prach-correlation-peak-distributions.png
1939acbeb2c51dcd609489c7fa2b1bc558812de731e99cb334ebd431806d792d,2,reference_signals/image/contract__scheduler-mac-queue-qos-power-control-uci-flow__cqi-vs-selected-mcs.png|reports/image/contract__scheduler-mac-queue-qos-power-control-uci-flow__cqi-vs-selected-mcs.png
1af3a794444a207ea3ade55b79ccad8d37315e204060ebbc518445d5dff1ee7f,2,analytics/image/contract__power-energy-efficiency-analytics__sleep-idle-active-state-occupancy.png|validation/image/contract__power-energy-efficiency-analytics__sleep-idle-active-state-occupancy.png
