Direction,UEIndex,RNTI,TrialIndex,PropagationDistance_m,PostEqSINR_dB,LargeScaleSINR_dB,ReceiverHestSINR_dB,AppliedPathloss_dB,AppliedShadowFading_dB,MCS,Modulation,Rank,CRCPass,Goodput_Mbps,SourceArtifact
"DL",1,1,1,264.280920400292,-1.98491582807434,NaN,-1.98491582807434,0,0,19,"64QAM",2,0,0,"dl_pdsch_trials.csv"
"DL",1,1,5,264.280920400292,9.66593678748685,NaN,9.66593678748685,0,0,19,"64QAM",2,0,0,"dl_pdsch_trials.csv"
"UL",1,1,1,264.280920400292,4.89785429021686,NaN,9.52042828766027,0,0,19,"64QAM",2,0,0,"ul_pusch_trials.csv"
"DL",4,4,4,287.821685364051,1.99747680577126,NaN,1.99747680577126,0,0,19,"64QAM",2,0,0,"dl_pdsch_trials.csv"
"DL",3,3,3,388.302990651068,1.78334819647079,NaN,1.78334819647079,0,0,19,"64QAM",2,0,0,"dl_pdsch_trials.csv"
"DL",2,2,2,431.406921433355,-0.931491516601934,NaN,-0.931491516601934,0,0,19,"64QAM",2,0,0,"dl_pdsch_trials.csv"
"DL",2,2,6,431.406921433355,10.9514379074899,NaN,10.9514379074899,0,0,19,"64QAM",2,0,0,"dl_pdsch_trials.csv"
"UL",2,2,2,431.406921433355,5.42594296123223,NaN,10.7647468885592,0,0,19,"64QAM",2,0,0,"ul_pusch_trials.csv"
