Direction,UEIndex,RNTI,PostEqSINR_dB_BinCenter,PostEqSINR_dB_BinMin,PostEqSINR_dB_BinMax,BLER,BLER_CI_Low,BLER_CI_High,BER,TrialCount,FailureCount,PropagationDistance_m_mean,PropagationDistance_m_min,PropagationDistance_m_max,MCS_dominant,Modulation_dominant,Rank_dominant,SourceArtifact
"UL",NaN,1,4.5,4,5,1,0.206543291473893,1,0.246160511533405,1,1,264.280920400292,264.280920400292,264.280920400292,19,"64QAM",2,"ul_pusch_trials.csv"
"UL",NaN,2,5.5,5,6,1,0.206543291473893,1,0.221774032907055,1,1,431.406921433355,431.406921433355,431.406921433355,19,"64QAM",2,"ul_pusch_trials.csv"
"UL",1,1,4.5,4,5,1,0.206543291473893,1,0.246160511533405,1,1,264.280920400292,264.280920400292,264.280920400292,19,"64QAM",2,"ul_pusch_trials.csv"
"UL",2,2,5.5,5,6,1,0.206543291473893,1,0.221774032907055,1,1,431.406921433355,431.406921433355,431.406921433355,19,"64QAM",2,"ul_pusch_trials.csv"
