ImageFile,SourceCSV,SourceCSVSHA256,PNGSHA256,Width,Height,Title,XLabel,YLabel,AxesCount,SeriesCount,FinitePointCount,Status
rf_chain_reference_planes.png,rf_reference_plane_power.csv,2642cf14a04229cf48e9c8844351c69931aba8b91573d168debf45b593c7cbf0,d07144cfacff7cfc969bf572debc1d6c94592aaffe4b8d21be490e0d6bbd0388,1041,786,RF chain reference planes,Stage,Power,1,2,200,PASS
rf_cfo_acquisition_tracking.png,rf_cfo_tracking.csv,9a2db3bfffca15422ed786683b692e3aa583e1c84368c1a5571762b0449c0a52,0aa181a5248bfa31f032b4ec2d4fd0820465f27ebff1d40f65d560af6e75d293,1044,782,CFO acquisition and tracking,Time,Frequency error,1,2,400,PASS
rf_cfo_residual_vs_snr.png,rf_cfo_acquisition.csv,94df612438f8233c04d42ece68cc20c5d31cd0c5c79ea787e4a2af938e6c955b,070636c758678332e2c75327f45a258975225e39c814cb565c40b323fcfd1093,1045,784,Residual CFO versus SNR,SNR,Residual CFO,1,2,200,PASS
rf_timing_tracking.png,rf_timing_tracking.csv,5e14bcf7ae5168b5987aba3ab0285d1c692c4dc51b923013b8e5b07525d3d401,76258a5548433d678543441bce9763419c559242904f8c337e94f35c47630c37,1044,782,Timing acquisition and tracking,Time,Timing error,1,2,400,PASS
rf_sco_drift_resampling.png,rf_sco_resampler.csv,29c825fb99ee153da47e68eb6cfc62dca38a54b85f113a69a12782257da809ff,c32267d2453aa27b7fd88b2f5cfacea3f8354202bac29981f20856fad1000c22,1063,782,Sample clock drift and resampling,Time,Drift,1,2,300,PASS
rf_phase_noise_mask.png,rf_phase_noise_psd.csv,a44330abd6336ba1bb1597993be3ffeb56be445441dd307653b66a64a942fe0b,57d3fcf98d724beb8ce134d458db972bed64dd815ade54909e817c9bbfd898b2,1035,788,Phase-noise mask,Offset frequency,PSD,1,2,720,PASS
rf_phase_noise_cpe_ici.png,rf_phase_noise_tracking.csv,f619538456e664318059d05e8fa1e29f8762be2cf1563f8be3703252d76b3bde,c5abb1e36d530fcc98de0bfbcd7227c148ea7d1d64b2fa83e7a7f19a944f3592,1045,782,Phase-noise CPE and ICI,Case,Error power,1,2,200,PASS
rf_iq_constellation_image.png,rf_iq_imbalance.csv,d7da8070d184bfe2d23cdeba21d3db5e8077412d09d7717313d5ca0b97e3c226,6beff5c6c91d856af59e64342264160becb85dc96674465cfcd9b2fd990ecfcc,1045,786,IQ imbalance and image,In-phase,Quadrature,1,2,280,PASS
rf_iq_compensation.png,rf_iq_compensation.csv,12981b06dc6c9be14cccc78b871907648614b6544027dc4776948d1fc315e558,27b11354f4cbedf32a35e8187baecb53bff9dc5f442faaf2ba6ee158a3ce9775,1045,782,IQ compensation,Case,Image rejection,1,2,200,PASS
rf_pa_amam_ampm.png,rf_pa_characterization.csv,3ec2725a778475c61762f916e96776fd6a5e163de640a1b651bfac87bc1f4ee4,473ad04100f97f283de60dfcfaa6638a1fc5bb8d2c49d83b0687893adc340d49,1059,786,PA AM-AM and AM-PM,Input amplitude,Output amplitude,1,2,378,PASS
