TraceID,Step,UEID,Channel,TPCCommand_dB,AccumulatedTPC_dB,PowerHeadroom_dB,Clipped,StateEpoch,Status
TPC-PC-00001,1,UE-001,PUSCH,1,1,52,0,1,PASS
TPC-PC-00002,2,UE-002,PUSCH,1,1,28,0,2,PASS
TPC-PC-00003,3,UE-003,PUSCH,1,1,4,0,3,PASS
TPC-PC-00004,4,UE-004,PUSCH,1,1,42,0,4,PASS
TPC-PC-00005,5,UE-005,PUSCH,1,1,18,0,5,PASS
TPC-PC-00006,6,UE-006,PUSCH,1,1,0,1,6,PASS
TPC-PC-00007,7,UE-007,PUSCH,1,1,35.0102999566398,0,7,PASS
TPC-PC-00008,8,UE-008,PUSCH,1,1,11.0102999566398,0,8,PASS
TPC-PC-00009,9,UE-009,PUSCH,1,1,0,1,9,PASS
TPC-PC-00010,10,UE-010,PUSCH,1,1,32,0,10,PASS
TPC-PC-00011,11,UE-011,PUSCH,1,1,8,0,11,PASS
TPC-PC-00012,12,UE-012,PUSCH,1,1,0,1,12,PASS
TPC-PC-00013,13,UE-013,PUSCH,1,1,48.9897000433602,0,13,PASS
TPC-PC-00014,14,UE-014,PUSCH,1,1,24.9897000433602,0,14,PASS
TPC-PC-00015,15,UE-015,PUSCH,1,1,0.989700043360187,0,15,PASS
TPC-PC-00016,16,UE-016,PUSCH,1,1,38.9897000433602,0,16,PASS
TPC-PC-00017,17,UE-001,PUSCH,1,1,14.9897000433602,0,17,PASS
TPC-PC-00018,18,UE-002,PUSCH,1,1,0,1,18,PASS
TPC-PC-00019,19,UE-003,PUSCH,1,1,32,0,19,PASS
TPC-PC-00020,20,UE-004,PUSCH,1,1,8,0,20,PASS
TPC-PC-00021,21,UE-005,PUSCH,1,1,0,1,21,PASS
TPC-PC-00022,22,UE-006,PUSCH,1,1,28.9897000433602,0,22,PASS
TPC-PC-00023,23,UE-007,PUSCH,1,1,4.98970004336019,0,23,PASS
TPC-PC-00024,24,UE-008,PUSCH,1,1,0,1,24,PASS
TPC-PC-00025,25,UE-009,PUSCH,1,1,45.9794000867204,0,25,PASS
TPC-PC-00026,26,UE-010,PUSCH,1,1,21.9794000867204,0,26,PASS
TPC-PC-00027,27,UE-011,PUSCH,1,1,0,1,27,PASS
TPC-PC-00028,28,UE-012,PUSCH,1,1,35.9794000867204,0,28,PASS
TPC-PC-00029,29,UE-013,PUSCH,1,1,11.9794000867204,0,29,PASS
TPC-PC-00030,30,UE-014,PUSCH,1,1,0,1,30,PASS
TPC-PC-00031,31,UE-015,PUSCH,1,1,28.9897000433602,0,31,PASS
TPC-PC-00032,32,UE-016,PUSCH,1,1,4.98970004336019,0,32,PASS
TPC-PC-00033,33,UE-001,PUSCH,1,1,0,1,33,PASS
TPC-PC-00034,34,UE-002,PUSCH,1,1,25.9794000867204,0,34,PASS
TPC-PC-00035,35,UE-003,PUSCH,1,1,1.97940008672037,0,35,PASS
TPC-PC-00036,36,UE-004,PUSCH,1,1,0,1,36,PASS
TPC-PC-00037,37,UE-005,PUSCH,1,1,42.9691001300806,0,37,PASS
TPC-PC-00038,38,UE-006,PUSCH,1,1,18.9691001300806,0,38,PASS
TPC-PC-00039,39,UE-007,PUSCH,1,1,0,1,39,PASS
TPC-PC-00040,40,UE-008,PUSCH,1,1,32.9691001300806,0,40,PASS
TPC-PC-00041,41,UE-009,PUSCH,1,1,8.96910013008056,0,41,PASS
TPC-PC-00042,42,UE-010,PUSCH,1,1,0,1,42,PASS
TPC-PC-00043,43,UE-011,PUSCH,1,1,25.9794000867204,0,43,PASS
TPC-PC-00044,44,UE-012,PUSCH,1,1,1.97940008672037,0,44,PASS
TPC-PC-00045,45,UE-013,PUSCH,1,1,0,1,45,PASS
TPC-PC-00046,46,UE-014,PUSCH,1,1,22.9691001300806,0,46,PASS
TPC-PC-00047,47,UE-015,PUSCH,1,1,0,1,47,PASS
TPC-PC-00048,48,UE-016,PUSCH,1,1,0,1,48,PASS
TPC-PC-00049,49,UE-001,PUCCH,1,1,70,0,49,PASS
TPC-PC-00050,50,UE-002,PUCCH,1,1,46,0,50,PASS
TPC-PC-00051,51,UE-003,PUCCH,1,1,22,0,51,PASS
TPC-PC-00052,52,UE-004,PUCCH,1,1,60,0,52,PASS
TPC-PC-00053,53,UE-005,PUCCH,1,1,36,0,53,PASS
TPC-PC-00054,54,UE-006,PUCCH,1,1,12,0,54,PASS
TPC-PC-00055,55,UE-007,PUCCH,1,1,53.0102999566398,0,55,PASS
TPC-PC-00056,56,UE-008,PUCCH,1,1,29.0102999566398,0,56,PASS
TPC-PC-00057,57,UE-009,PUCCH,1,1,5.01029995663981,0,57,PASS
TPC-PC-00058,58,UE-010,PUCCH,1,1,50,0,58,PASS
TPC-PC-00059,59,UE-011,PUCCH,1,1,26,0,59,PASS
TPC-PC-00060,60,UE-012,PUCCH,1,1,2,0,60,PASS
TPC-PC-00061,61,UE-013,PUCCH,1,1,66.9897000433602,0,61,PASS
TPC-PC-00062,62,UE-014,PUCCH,1,1,42.9897000433602,0,62,PASS
TPC-PC-00063,63,UE-015,PUCCH,1,1,18.9897000433602,0,63,PASS
TPC-PC-00064,64,UE-016,PUCCH,1,1,56.9897000433602,0,64,PASS
TPC-PC-00065,65,UE-001,PUCCH,1,1,32.9897000433602,0,65,PASS
TPC-PC-00066,66,UE-002,PUCCH,1,1,8.98970004336019,0,66,PASS
TPC-PC-00067,67,UE-003,PUCCH,1,1,50,0,67,PASS
TPC-PC-00068,68,UE-004,PUCCH,1,1,26,0,68,PASS
TPC-PC-00069,69,UE-005,PUCCH,1,1,2,0,69,PASS
TPC-PC-00070,70,UE-006,PUCCH,1,1,46.9897000433602,0,70,PASS
TPC-PC-00071,71,UE-007,PUCCH,1,1,22.9897000433602,0,71,PASS
TPC-PC-00072,72,UE-008,PUCCH,1,1,0,1,72,PASS
TPC-PC-00073,73,UE-009,PUCCH,1,1,63.9794000867204,0,73,PASS
TPC-PC-00074,74,UE-010,PUCCH,1,1,39.9794000867204,0,74,PASS
TPC-PC-00075,75,UE-011,PUCCH,1,1,15.9794000867204,0,75,PASS
TPC-PC-00076,76,UE-012,PUCCH,1,1,53.9794000867204,0,76,PASS
TPC-PC-00077,77,UE-013,PUCCH,1,1,29.9794000867204,0,77,PASS
TPC-PC-00078,78,UE-014,PUCCH,1,1,5.97940008672037,0,78,PASS
TPC-PC-00079,79,UE-015,PUCCH,1,1,46.9897000433602,0,79,PASS
TPC-PC-00080,80,UE-016,PUCCH,1,1,22.9897000433602,0,80,PASS
TPC-PC-00081,81,UE-001,PUCCH,1,1,0,1,81,PASS
TPC-PC-00082,82,UE-002,PUCCH,1,1,43.9794000867204,0,82,PASS
TPC-PC-00083,83,UE-003,PUCCH,1,1,19.9794000867204,0,83,PASS
TPC-PC-00084,84,UE-004,PUCCH,1,1,0,1,84,PASS
TPC-PC-00085,85,UE-005,PUCCH,1,1,60.9691001300806,0,85,PASS
TPC-PC-00086,86,UE-006,PUCCH,1,1,36.9691001300806,0,86,PASS
TPC-PC-00087,87,UE-007,PUCCH,1,1,12.9691001300806,0,87,PASS
TPC-PC-00088,88,UE-008,PUCCH,1,1,50.9691001300806,0,88,PASS
TPC-PC-00089,89,UE-009,PUCCH,1,1,26.9691001300806,0,89,PASS
TPC-PC-00090,90,UE-010,PUCCH,1,1,2.96910013008056,0,90,PASS
TPC-PC-00091,91,UE-011,PUCCH,1,1,43.9794000867204,0,91,PASS
TPC-PC-00092,92,UE-012,PUCCH,1,1,19.9794000867204,0,92,PASS
TPC-PC-00093,93,UE-013,PUCCH,1,1,0,1,93,PASS
TPC-PC-00094,94,UE-014,PUCCH,1,1,40.9691001300806,0,94,PASS
TPC-PC-00095,95,UE-015,PUCCH,1,1,16.9691001300806,0,95,PASS
TPC-PC-00096,96,UE-016,PUCCH,1,1,0,1,96,PASS
TPC-PC-00097,97,UE-001,SRS,1,1,58,0,97,PASS
TPC-PC-00098,98,UE-002,SRS,1,1,34,0,98,PASS
TPC-PC-00099,99,UE-003,SRS,1,1,10,0,99,PASS
TPC-PC-00100,100,UE-004,SRS,1,1,48,0,100,PASS
TPC-PC-00101,101,UE-005,SRS,1,1,24,0,101,PASS
TPC-PC-00102,102,UE-006,SRS,1,1,0,0,102,PASS
TPC-PC-00103,103,UE-007,SRS,1,1,41.0102999566398,0,103,PASS
TPC-PC-00104,104,UE-008,SRS,1,1,17.0102999566398,0,104,PASS
TPC-PC-00105,105,UE-009,SRS,1,1,0,1,105,PASS
TPC-PC-00106,106,UE-010,SRS,1,1,38,0,106,PASS
TPC-PC-00107,107,UE-011,SRS,1,1,14,0,107,PASS
TPC-PC-00108,108,UE-012,SRS,1,1,0,1,108,PASS
TPC-PC-00109,109,UE-013,SRS,1,1,54.9897000433602,0,109,PASS
TPC-PC-00110,110,UE-014,SRS,1,1,30.9897000433602,0,110,PASS
TPC-PC-00111,111,UE-015,SRS,1,1,6.98970004336019,0,111,PASS
TPC-PC-00112,112,UE-016,SRS,1,1,44.9897000433602,0,112,PASS
TPC-PC-00113,113,UE-001,SRS,1,1,20.9897000433602,0,113,PASS
TPC-PC-00114,114,UE-002,SRS,1,1,0,1,114,PASS
TPC-PC-00115,115,UE-003,SRS,1,1,38,0,115,PASS
TPC-PC-00116,116,UE-004,SRS,1,1,14,0,116,PASS
TPC-PC-00117,117,UE-005,SRS,1,1,0,1,117,PASS
TPC-PC-00118,118,UE-006,SRS,1,1,34.9897000433602,0,118,PASS
TPC-PC-00119,119,UE-007,SRS,1,1,10.9897000433602,0,119,PASS
TPC-PC-00120,120,UE-008,SRS,1,1,0,1,120,PASS
TPC-PC-00121,121,UE-009,SRS,1,1,51.9794000867204,0,121,PASS
TPC-PC-00122,122,UE-010,SRS,1,1,27.9794000867204,0,122,PASS
TPC-PC-00123,123,UE-011,SRS,1,1,3.97940008672037,0,123,PASS
TPC-PC-00124,124,UE-012,SRS,1,1,41.9794000867204,0,124,PASS
TPC-PC-00125,125,UE-013,SRS,1,1,17.9794000867204,0,125,PASS
TPC-PC-00126,126,UE-014,SRS,1,1,0,1,126,PASS
TPC-PC-00127,127,UE-015,SRS,1,1,34.9897000433602,0,127,PASS
TPC-PC-00128,128,UE-016,SRS,1,1,10.9897000433602,0,128,PASS
TPC-PC-00129,129,UE-001,SRS,1,1,0,1,129,PASS
TPC-PC-00130,130,UE-002,SRS,1,1,31.9794000867204,0,130,PASS
TPC-PC-00131,131,UE-003,SRS,1,1,7.97940008672037,0,131,PASS
TPC-PC-00132,132,UE-004,SRS,1,1,0,1,132,PASS
TPC-PC-00133,133,UE-005,SRS,1,1,48.9691001300806,0,133,PASS
TPC-PC-00134,134,UE-006,SRS,1,1,24.9691001300806,0,134,PASS
TPC-PC-00135,135,UE-007,SRS,1,1,0.969100130080562,0,135,PASS
TPC-PC-00136,136,UE-008,SRS,1,1,38.9691001300806,0,136,PASS
TPC-PC-00137,137,UE-009,SRS,1,1,14.9691001300806,0,137,PASS
TPC-PC-00138,138,UE-010,SRS,1,1,0,1,138,PASS
TPC-PC-00139,139,UE-011,SRS,1,1,31.9794000867204,0,139,PASS
TPC-PC-00140,140,UE-012,SRS,1,1,7.97940008672037,0,140,PASS
TPC-PC-00141,141,UE-013,SRS,1,1,0,1,141,PASS
TPC-PC-00142,142,UE-014,SRS,1,1,28.9691001300806,0,142,PASS
TPC-PC-00143,143,UE-015,SRS,1,1,4.96910013008056,0,143,PASS
TPC-PC-00144,144,UE-016,SRS,1,1,0,1,144,PASS
TPC-PC-00145,145,UE-001,PRACH,1,1,74,0,145,PASS
TPC-PC-00146,146,UE-002,PRACH,1,1,50,0,146,PASS
TPC-PC-00147,147,UE-003,PRACH,1,1,26,0,147,PASS
TPC-PC-00148,148,UE-004,PRACH,1,1,64,0,148,PASS
TPC-PC-00149,149,UE-005,PRACH,1,1,40,0,149,PASS
TPC-PC-00150,150,UE-006,PRACH,1,1,16,0,150,PASS
TPC-PC-00151,151,UE-007,PRACH,1,1,57.0102999566398,0,151,PASS
TPC-PC-00152,152,UE-008,PRACH,1,1,33.0102999566398,0,152,PASS
TPC-PC-00153,153,UE-009,PRACH,1,1,9.01029995663981,0,153,PASS
TPC-PC-00154,154,UE-010,PRACH,1,1,54,0,154,PASS
TPC-PC-00155,155,UE-011,PRACH,1,1,30,0,155,PASS
TPC-PC-00156,156,UE-012,PRACH,1,1,6,0,156,PASS
TPC-PC-00157,157,UE-013,PRACH,1,1,70.9897000433602,0,157,PASS
TPC-PC-00158,158,UE-014,PRACH,1,1,46.9897000433602,0,158,PASS
TPC-PC-00159,159,UE-015,PRACH,1,1,22.9897000433602,0,159,PASS
TPC-PC-00160,160,UE-016,PRACH,1,1,60.9897000433602,0,160,PASS
TPC-PC-00161,161,UE-001,PRACH,1,1,36.9897000433602,0,161,PASS
TPC-PC-00162,162,UE-002,PRACH,1,1,12.9897000433602,0,162,PASS
TPC-PC-00163,163,UE-003,PRACH,1,1,54,0,163,PASS
TPC-PC-00164,164,UE-004,PRACH,1,1,30,0,164,PASS
TPC-PC-00165,165,UE-005,PRACH,1,1,6,0,165,PASS
TPC-PC-00166,166,UE-006,PRACH,1,1,50.9897000433602,0,166,PASS
TPC-PC-00167,167,UE-007,PRACH,1,1,26.9897000433602,0,167,PASS
TPC-PC-00168,168,UE-008,PRACH,1,1,2.98970004336019,0,168,PASS
TPC-PC-00169,169,UE-009,PRACH,1,1,67.9794000867204,0,169,PASS
TPC-PC-00170,170,UE-010,PRACH,1,1,43.9794000867204,0,170,PASS
TPC-PC-00171,171,UE-011,PRACH,1,1,19.9794000867204,0,171,PASS
TPC-PC-00172,172,UE-012,PRACH,1,1,57.9794000867204,0,172,PASS
TPC-PC-00173,173,UE-013,PRACH,1,1,33.9794000867204,0,173,PASS
TPC-PC-00174,174,UE-014,PRACH,1,1,9.97940008672037,0,174,PASS
TPC-PC-00175,175,UE-015,PRACH,1,1,50.9897000433602,0,175,PASS
TPC-PC-00176,176,UE-016,PRACH,1,1,26.9897000433602,0,176,PASS
TPC-PC-00177,177,UE-001,PRACH,1,1,2.98970004336019,0,177,PASS
TPC-PC-00178,178,UE-002,PRACH,1,1,47.9794000867204,0,178,PASS
TPC-PC-00179,179,UE-003,PRACH,1,1,23.9794000867204,0,179,PASS
TPC-PC-00180,180,UE-004,PRACH,1,1,0,1,180,PASS
TPC-PC-00181,181,UE-005,PRACH,1,1,64.9691001300806,0,181,PASS
TPC-PC-00182,182,UE-006,PRACH,1,1,40.9691001300806,0,182,PASS
TPC-PC-00183,183,UE-007,PRACH,1,1,16.9691001300806,0,183,PASS
TPC-PC-00184,184,UE-008,PRACH,1,1,54.9691001300806,0,184,PASS
TPC-PC-00185,185,UE-009,PRACH,1,1,30.9691001300806,0,185,PASS
TPC-PC-00186,186,UE-010,PRACH,1,1,6.96910013008056,0,186,PASS
TPC-PC-00187,187,UE-011,PRACH,1,1,47.9794000867204,0,187,PASS
TPC-PC-00188,188,UE-012,PRACH,1,1,23.9794000867204,0,188,PASS
TPC-PC-00189,189,UE-013,PRACH,1,1,0,1,189,PASS
TPC-PC-00190,190,UE-014,PRACH,1,1,44.9691001300806,0,190,PASS
TPC-PC-00191,191,UE-015,PRACH,1,1,20.9691001300806,0,191,PASS
TPC-PC-00192,192,UE-016,PRACH,1,1,0,1,192,PASS
