CaseID,PAProfile,MemoryDepth,Order,CoefficientSHA256,InputPAPR_dB,OutputPAPR_dB,ACLR_dB,EVM_pct,Status
PA-0017,RAPP_BOUNDED_V1,1,1,e93aefe232300d8d7095f2a708798b138dee4a09d84db42777dae0d444ec1d18,8.75505661952149,8.18248561989611,0.287172679760436,29.784405915026,PASS
PA-0018,RAPP_BOUNDED_V1,1,1,59412130c11257210761caed6ea2a6cc9b7c338eb944fcaf8d6d6a90c5f08f4d,9.44471176850432,8.6436231162018,-0.307491110610658,50.3127186922071,PASS
PA-0019,RAPP_BOUNDED_V1,1,1,0721af94cdf549899d2014394335d31b23c1df1765372c0425a5caa4b6201631,8.48734169691897,7.95981174599607,-0.700681269591448,1.49158684597717,PASS
PA-0020,RAPP_BOUNDED_V1,1,1,e93aefe232300d8d7095f2a708798b138dee4a09d84db42777dae0d444ec1d18,11.0020840015826,9.5726238635617,-0.301890008171656,29.9853648216143,PASS
PA-0021,RAPP_BOUNDED_V1,1,1,59412130c11257210761caed6ea2a6cc9b7c338eb944fcaf8d6d6a90c5f08f4d,7.72793723564179,7.35819148320624,0.07235431181888,50.3340558266691,PASS
PA-0022,RAPP_BOUNDED_V1,1,1,0721af94cdf549899d2014394335d31b23c1df1765372c0425a5caa4b6201631,9.07671611707648,8.45924011379594,0.403395897562893,1.67993578914106,PASS
PA-0023,RAPP_BOUNDED_V1,1,1,e93aefe232300d8d7095f2a708798b138dee4a09d84db42777dae0d444ec1d18,8.15976074689175,7.73647046168792,-0.322132081307824,29.8221200966275,PASS
PA-0024,RAPP_BOUNDED_V1,1,1,59412130c11257210761caed6ea2a6cc9b7c338eb944fcaf8d6d6a90c5f08f4d,8.6816724742266,8.13469425215132,-0.239607950646665,50.3071237949559,PASS
PA-0025,RAPP_BOUNDED_V1,1,1,0721af94cdf549899d2014394335d31b23c1df1765372c0425a5caa4b6201631,8.25354866814714,7.76541715638349,0.574251885697541,1.3090483807578,PASS
PA-0026,RAPP_BOUNDED_V1,1,1,e93aefe232300d8d7095f2a708798b138dee4a09d84db42777dae0d444ec1d18,9.17504368158736,8.49794418083231,-0.0306574448237027,29.8807645921307,PASS
PA-0027,RAPP_BOUNDED_V1,1,1,59412130c11257210761caed6ea2a6cc9b7c338eb944fcaf8d6d6a90c5f08f4d,8.73494181433153,8.16067035724545,-0.338073290834669,50.3343219327787,PASS
PA-0028,RAPP_BOUNDED_V1,1,1,0721af94cdf549899d2014394335d31b23c1df1765372c0425a5caa4b6201631,9.10702201962433,8.46265645608565,0.157663279117584,1.65009320557309,PASS
PA-0029,RAPP_BOUNDED_V1,1,1,e93aefe232300d8d7095f2a708798b138dee4a09d84db42777dae0d444ec1d18,8.54122296936675,8.01039208595942,-0.518505657363962,29.819787727232,PASS
PA-0030,RAPP_BOUNDED_V1,1,1,59412130c11257210761caed6ea2a6cc9b7c338eb944fcaf8d6d6a90c5f08f4d,8.54576802306505,7.98187274969179,-0.141943034859866,50.2711750624026,PASS
PA-0031,RAPP_BOUNDED_V1,1,1,0721af94cdf549899d2014394335d31b23c1df1765372c0425a5caa4b6201631,9.5304496665952,8.73277699933425,0.0228644412164462,1.61629884188506,PASS
PA-0032,RAPP_BOUNDED_V1,1,1,e93aefe232300d8d7095f2a708798b138dee4a09d84db42777dae0d444ec1d18,9.3913578088778,8.58012727044991,0.148629294563561,29.9512124937754,PASS
PA-0033,RAPP_BOUNDED_V1,1,1,59412130c11257210761caed6ea2a6cc9b7c338eb944fcaf8d6d6a90c5f08f4d,10.0066982449972,8.97135344989671,-0.335232716441922,50.4444574104098,PASS
PA-0034,RAPP_BOUNDED_V1,1,1,0721af94cdf549899d2014394335d31b23c1df1765372c0425a5caa4b6201631,8.05321606973587,7.63068230080263,-0.269336991360189,1.23703198994689,PASS
PA-0035,RAPP_BOUNDED_V1,1,1,e93aefe232300d8d7095f2a708798b138dee4a09d84db42777dae0d444ec1d18,10.3686992739066,9.30272094401092,0.189935009108227,29.8916971785762,PASS
PA-0036,RAPP_BOUNDED_V1,1,1,59412130c11257210761caed6ea2a6cc9b7c338eb944fcaf8d6d6a90c5f08f4d,8.64919478517753,8.15587048155539,0.182486585427851,50.3384483289306,PASS
PA-0037,RAPP_BOUNDED_V1,1,1,0721af94cdf549899d2014394335d31b23c1df1765372c0425a5caa4b6201631,8.4742418410146,7.94865035398623,0.606815951099526,1.59982315709156,PASS
PA-0038,RAPP_BOUNDED_V1,1,1,e93aefe232300d8d7095f2a708798b138dee4a09d84db42777dae0d444ec1d18,8.29949249911637,7.82540565824379,-0.44513297631521,29.8914846557467,PASS
PA-0039,RAPP_BOUNDED_V1,1,1,59412130c11257210761caed6ea2a6cc9b7c338eb944fcaf8d6d6a90c5f08f4d,8.52553188852191,8.02023455026494,0.404620627380293,50.2984002932708,PASS
PA-0040,RAPP_BOUNDED_V1,1,1,0721af94cdf549899d2014394335d31b23c1df1765372c0425a5caa4b6201631,7.26774050305774,6.97979464633057,0.250347074670165,1.0555979951004,PASS
PA-0041,RAPP_BOUNDED_V1,1,1,e93aefe232300d8d7095f2a708798b138dee4a09d84db42777dae0d444ec1d18,8.78978099635693,8.21963097291398,0.409128289086832,29.8602798639404,PASS
PA-0042,RAPP_BOUNDED_V1,1,1,59412130c11257210761caed6ea2a6cc9b7c338eb944fcaf8d6d6a90c5f08f4d,7.9644792501163,7.50964168743998,-0.82139262587829,50.3280902047628,PASS
PA-0043,RAPP_BOUNDED_V1,1,1,0721af94cdf549899d2014394335d31b23c1df1765372c0425a5caa4b6201631,8.54830483063242,8.05187197492669,0.488719466646321,1.46413002899645,PASS
PA-0044,RAPP_BOUNDED_V1,1,1,e93aefe232300d8d7095f2a708798b138dee4a09d84db42777dae0d444ec1d18,9.06611633202846,8.38266118273891,0.429747050282671,29.8972575350637,PASS
PA-0045,RAPP_BOUNDED_V1,1,1,59412130c11257210761caed6ea2a6cc9b7c338eb944fcaf8d6d6a90c5f08f4d,8.06998642467672,7.65174806031592,-0.275498709385035,50.3180407887243,PASS
PA-0046,RAPP_BOUNDED_V1,1,1,0721af94cdf549899d2014394335d31b23c1df1765372c0425a5caa4b6201631,9.99337444258554,8.99425439835369,-0.503653574349836,1.63800405145928,PASS
PA-0047,RAPP_BOUNDED_V1,1,1,e93aefe232300d8d7095f2a708798b138dee4a09d84db42777dae0d444ec1d18,7.87229793466798,7.46076116781037,0.0323003480173164,29.8199653138816,PASS
PA-0048,RAPP_BOUNDED_V1,1,1,59412130c11257210761caed6ea2a6cc9b7c338eb944fcaf8d6d6a90c5f08f4d,8.3752286210013,7.88918035157615,-0.0671911811257858,50.2996324277775,PASS
PA-0049,RAPP_BOUNDED_V1,1,1,0721af94cdf549899d2014394335d31b23c1df1765372c0425a5caa4b6201631,8.92955452170796,8.3502415742206,0.73331055175422,1.62601849095474,PASS
PA-0050,RAPP_BOUNDED_V1,1,1,e93aefe232300d8d7095f2a708798b138dee4a09d84db42777dae0d444ec1d18,8.39423512278888,7.92174668615915,0.122641979914099,29.8260299707574,PASS
PA-0051,RAPP_BOUNDED_V1,1,1,59412130c11257210761caed6ea2a6cc9b7c338eb944fcaf8d6d6a90c5f08f4d,8.32289552375998,7.87011481564484,0.190653207931439,50.2729994144566,PASS
PA-0052,RAPP_BOUNDED_V1,1,1,0721af94cdf549899d2014394335d31b23c1df1765372c0425a5caa4b6201631,8.94471560192817,8.30714106243541,-0.00801063598627798,1.68681131987644,PASS
PA-0053,RAPP_BOUNDED_V1,1,1,e93aefe232300d8d7095f2a708798b138dee4a09d84db42777dae0d444ec1d18,9.49380286436968,8.70972193678663,-0.214352051883154,29.8437903223182,PASS
PA-0054,RAPP_BOUNDED_V1,1,1,59412130c11257210761caed6ea2a6cc9b7c338eb944fcaf8d6d6a90c5f08f4d,9.28699792147533,8.56051784832332,0.349346902111875,50.2996611602419,PASS
PA-0055,RAPP_BOUNDED_V1,1,1,0721af94cdf549899d2014394335d31b23c1df1765372c0425a5caa4b6201631,7.7759148782289,7.38422739044319,-0.607707813966317,1.4211863352711,PASS
PA-0056,RAPP_BOUNDED_V1,1,1,e93aefe232300d8d7095f2a708798b138dee4a09d84db42777dae0d444ec1d18,7.80446518182505,7.41436667737015,0.0246942779543704,29.7659843419808,PASS
PA-0057,RAPP_BOUNDED_V1,1,1,59412130c11257210761caed6ea2a6cc9b7c338eb944fcaf8d6d6a90c5f08f4d,7.92000611364042,7.51135978749695,0.324662108275721,50.3174499574012,PASS
PA-0058,RAPP_BOUNDED_V1,1,1,0721af94cdf549899d2014394335d31b23c1df1765372c0425a5caa4b6201631,9.35508818458039,8.52697104812614,-0.111154465558603,1.7494188806615,PASS
PA-0059,RAPP_BOUNDED_V1,1,1,e93aefe232300d8d7095f2a708798b138dee4a09d84db42777dae0d444ec1d18,9.25962407270691,8.50499146674303,0.026194895700164,29.9630380305512,PASS
PA-0060,RAPP_BOUNDED_V1,1,1,59412130c11257210761caed6ea2a6cc9b7c338eb944fcaf8d6d6a90c5f08f4d,8.57099184022438,8.03780587150584,-0.649865885828257,50.3112551831464,PASS
PA-0061,RAPP_BOUNDED_V1,1,1,0721af94cdf549899d2014394335d31b23c1df1765372c0425a5caa4b6201631,8.8764409219793,8.22274960933981,-0.193773746214031,1.47070198328565,PASS
PA-0062,RAPP_BOUNDED_V1,1,1,e93aefe232300d8d7095f2a708798b138dee4a09d84db42777dae0d444ec1d18,7.88644125112022,7.50061509214441,0.11976774653705,29.7692350530423,PASS
PA-0063,RAPP_BOUNDED_V1,1,1,59412130c11257210761caed6ea2a6cc9b7c338eb944fcaf8d6d6a90c5f08f4d,8.7448185096637,8.14260698771808,-0.0766173997956549,50.3705361622822,PASS
PA-0064,SALEH_BOUNDED_V1,1,1,595e0ab12f28a8a6af685486bab17042ecb53d4d03861c2169b9efc6c38334a9,8.30966427067303,5.63608977834748,-0.40559063323887,75.2133584848053,PASS
PA-0065,SALEH_BOUNDED_V1,1,1,69b05064378572682308a273d1385cd69ae5db863c8e880ed82cd4f13c88f10a,9.50602311665791,6.08521515772068,0.124488054624005,25.5447198713564,PASS
PA-0066,SALEH_BOUNDED_V1,1,1,172f9d1d956798dff7268348281611bb1b1c314212b098672d4085cb84d158c3,9.15691383143943,5.98636843382534,-0.200212971190393,15.16633938866,PASS
PA-0067,SALEH_BOUNDED_V1,1,1,595e0ab12f28a8a6af685486bab17042ecb53d4d03861c2169b9efc6c38334a9,8.71058075314917,6.01875621387658,-0.0143629437511421,77.484856955505,PASS
PA-0068,SALEH_BOUNDED_V1,1,1,69b05064378572682308a273d1385cd69ae5db863c8e880ed82cd4f13c88f10a,7.55269668236198,5.41680776616782,0.189973822164015,25.3206141987651,PASS
PA-0069,SALEH_BOUNDED_V1,1,1,172f9d1d956798dff7268348281611bb1b1c314212b098672d4085cb84d158c3,7.9206793091973,5.5343800011005,0.249340927897632,13.9856989829563,PASS
PA-0070,SALEH_BOUNDED_V1,1,1,595e0ab12f28a8a6af685486bab17042ecb53d4d03861c2169b9efc6c38334a9,8.50463091101565,5.88424027441498,0.216880278720373,75.8095876279368,PASS
PA-0071,SALEH_BOUNDED_V1,1,1,69b05064378572682308a273d1385cd69ae5db863c8e880ed82cd4f13c88f10a,9.92478910041514,6.05841881324748,-0.547468569297356,25.3882382344734,PASS
PA-0072,SALEH_BOUNDED_V1,1,1,172f9d1d956798dff7268348281611bb1b1c314212b098672d4085cb84d158c3,9.70530872444757,6.16991258709077,0.307161019402924,14.4052947863349,PASS
PA-0073,SALEH_BOUNDED_V1,1,1,595e0ab12f28a8a6af685486bab17042ecb53d4d03861c2169b9efc6c38334a9,8.88043747035055,5.92344567548876,0.158959150284445,74.9636446521945,PASS
PA-0074,SALEH_BOUNDED_V1,1,1,69b05064378572682308a273d1385cd69ae5db863c8e880ed82cd4f13c88f10a,8.6947373454475,5.75230909359157,-0.613347937842926,25.0632497671424,PASS
PA-0075,SALEH_BOUNDED_V1,1,1,172f9d1d956798dff7268348281611bb1b1c314212b098672d4085cb84d158c3,8.47559144451981,5.79072448639655,0.28134669785454,15.7640433390437,PASS
PA-0076,SALEH_BOUNDED_V1,1,1,595e0ab12f28a8a6af685486bab17042ecb53d4d03861c2169b9efc6c38334a9,9.00661259600462,5.93605756426131,0.22907291984198,76.2499384432856,PASS
PA-0077,SALEH_BOUNDED_V1,1,1,69b05064378572682308a273d1385cd69ae5db863c8e880ed82cd4f13c88f10a,8.39337485725848,5.69055339752552,-0.477309574192739,25.2967032578207,PASS
PA-0078,SALEH_BOUNDED_V1,1,1,172f9d1d956798dff7268348281611bb1b1c314212b098672d4085cb84d158c3,9.0532252825177,5.84227828297924,0.159164141663648,15.0440034657081,PASS
PA-0079,SALEH_BOUNDED_V1,1,1,595e0ab12f28a8a6af685486bab17042ecb53d4d03861c2169b9efc6c38334a9,10.3828387887592,6.11889217196181,0.427223459981341,75.5130273251063,PASS
PA-0080,SALEH_BOUNDED_V1,1,1,69b05064378572682308a273d1385cd69ae5db863c8e880ed82cd4f13c88f10a,8.76170622370239,5.68425826368945,-0.571837167368508,25.058417633762,PASS
PA-0081,SALEH_BOUNDED_V1,1,1,172f9d1d956798dff7268348281611bb1b1c314212b098672d4085cb84d158c3,9.99438302389926,6.1567794147442,-0.223295982433555,14.5785607940786,PASS
PA-0082,SALEH_BOUNDED_V1,1,1,595e0ab12f28a8a6af685486bab17042ecb53d4d03861c2169b9efc6c38334a9,10.6352223800039,5.97274147587755,-0.735183686395985,74.6938530170663,PASS
PA-0083,SALEH_BOUNDED_V1,1,1,69b05064378572682308a273d1385cd69ae5db863c8e880ed82cd4f13c88f10a,8.32868947706029,5.7964783571227,-0.00607315461014686,25.6387224489354,PASS
PA-0084,SALEH_BOUNDED_V1,1,1,172f9d1d956798dff7268348281611bb1b1c314212b098672d4085cb84d158c3,8.56037469260514,5.78279175231896,0.486245112149569,15.0003287480377,PASS
PA-0085,SALEH_BOUNDED_V1,1,1,595e0ab12f28a8a6af685486bab17042ecb53d4d03861c2169b9efc6c38334a9,9.43356979284511,5.9364819697769,0.0392819074355646,75.0458635531984,PASS
PA-0086,SALEH_BOUNDED_V1,1,1,69b05064378572682308a273d1385cd69ae5db863c8e880ed82cd4f13c88f10a,10.1362506494362,5.99693768682321,-0.593349957093253,25.2394646068348,PASS
PA-0087,SALEH_BOUNDED_V1,1,1,172f9d1d956798dff7268348281611bb1b1c314212b098672d4085cb84d158c3,7.50703718428218,5.38957748514862,0.113643490159678,14.3286167609341,PASS
PA-0088,SALEH_BOUNDED_V1,1,1,595e0ab12f28a8a6af685486bab17042ecb53d4d03861c2169b9efc6c38334a9,9.02925241667141,6.11341633364744,0.0147767778917694,75.6658553523123,PASS
PA-0089,SALEH_BOUNDED_V1,1,1,69b05064378572682308a273d1385cd69ae5db863c8e880ed82cd4f13c88f10a,8.19151281961792,5.67192573469193,0.42227228195678,24.8897972910976,PASS
PA-0090,SALEH_BOUNDED_V1,1,1,172f9d1d956798dff7268348281611bb1b1c314212b098672d4085cb84d158c3,8.51170323091343,5.78107296066543,0.0669218990304877,15.4120034320094,PASS
PA-0091,SALEH_BOUNDED_V1,1,1,595e0ab12f28a8a6af685486bab17042ecb53d4d03861c2169b9efc6c38334a9,7.48725160495552,5.36564334953663,0.579944104187125,75.2506081718057,PASS
PA-0092,SALEH_BOUNDED_V1,1,1,69b05064378572682308a273d1385cd69ae5db863c8e880ed82cd4f13c88f10a,8.75871819020117,5.93845938306984,0.1005972635689,25.7030141021567,PASS
PA-0093,SALEH_BOUNDED_V1,1,1,172f9d1d956798dff7268348281611bb1b1c314212b098672d4085cb84d158c3,8.60205675801793,5.82416402032508,-0.109458719645679,14.9417123504544,PASS
PA-0094,SALEH_BOUNDED_V1,1,1,595e0ab12f28a8a6af685486bab17042ecb53d4d03861c2169b9efc6c38334a9,8.01140260496458,5.64944932535727,0.414721276899229,75.148103985787,PASS
PA-0095,SALEH_BOUNDED_V1,1,1,69b05064378572682308a273d1385cd69ae5db863c8e880ed82cd4f13c88f10a,8.44621764624909,5.82965752555534,0.529034195383753,25.6475292685685,PASS
PA-0096,SALEH_BOUNDED_V1,1,1,172f9d1d956798dff7268348281611bb1b1c314212b098672d4085cb84d158c3,8.57251464021946,5.80431768293515,-0.344618373789418,15.3357496498793,PASS
PA-0097,SALEH_BOUNDED_V1,1,1,595e0ab12f28a8a6af685486bab17042ecb53d4d03861c2169b9efc6c38334a9,8.94642729763556,5.95576363268035,0.392809203768565,75.2242717063456,PASS
PA-0098,SALEH_BOUNDED_V1,1,1,69b05064378572682308a273d1385cd69ae5db863c8e880ed82cd4f13c88f10a,8.35396729025266,5.69718343707209,-0.297149895452995,25.5827544716984,PASS
PA-0099,SALEH_BOUNDED_V1,1,1,172f9d1d956798dff7268348281611bb1b1c314212b098672d4085cb84d158c3,9.05580807054776,5.99871399700853,0.882038306367365,15.1883735719106,PASS
PA-0100,SALEH_BOUNDED_V1,1,1,595e0ab12f28a8a6af685486bab17042ecb53d4d03861c2169b9efc6c38334a9,8.95563963717382,5.82364943420271,0.055754871386545,75.0193680322703,PASS
PA-0101,SALEH_BOUNDED_V1,1,1,69b05064378572682308a273d1385cd69ae5db863c8e880ed82cd4f13c88f10a,7.52120524255496,5.49022592462652,0.229000143434989,25.8955867404151,PASS
PA-0102,SALEH_BOUNDED_V1,1,1,172f9d1d956798dff7268348281611bb1b1c314212b098672d4085cb84d158c3,8.35702880254306,5.78080962997733,-0.00914240611401931,14.3236672494637,PASS
PA-0103,SALEH_BOUNDED_V1,1,1,595e0ab12f28a8a6af685486bab17042ecb53d4d03861c2169b9efc6c38334a9,8.35456637205689,5.71827652583595,-0.023673308250592,74.8258440795947,PASS
PA-0104,SALEH_BOUNDED_V1,1,1,69b05064378572682308a273d1385cd69ae5db863c8e880ed82cd4f13c88f10a,8.66714020594363,5.90496335294394,0.483817373797396,26.1398082749758,PASS
PA-0105,SALEH_BOUNDED_V1,1,1,172f9d1d956798dff7268348281611bb1b1c314212b098672d4085cb84d158c3,9.8540822560669,6.02146110341424,-0.0615915249473841,15.7893342932183,PASS
PA-0106,SALEH_BOUNDED_V1,1,1,595e0ab12f28a8a6af685486bab17042ecb53d4d03861c2169b9efc6c38334a9,8.9746874551326,5.89123809166338,-0.173676509853341,77.027724645851,PASS
PA-0107,SALEH_BOUNDED_V1,1,1,69b05064378572682308a273d1385cd69ae5db863c8e880ed82cd4f13c88f10a,8.43161581205878,5.81813809207905,-0.064178004168304,25.4459567987002,PASS
PA-0108,SALEH_BOUNDED_V1,1,1,172f9d1d956798dff7268348281611bb1b1c314212b098672d4085cb84d158c3,8.75727260346808,5.83019156307302,-0.384096353884472,14.884908343782,PASS
PA-0109,SALEH_BOUNDED_V1,1,1,595e0ab12f28a8a6af685486bab17042ecb53d4d03861c2169b9efc6c38334a9,8.67695203963913,5.77038476652122,-0.613221253824227,75.0009008539212,PASS
PA-0110,SALEH_BOUNDED_V1,1,1,69b05064378572682308a273d1385cd69ae5db863c8e880ed82cd4f13c88f10a,8.87022914099793,5.91060721310372,-0.439261994719331,25.3521415808649,PASS
PA-0111,SALEH_BOUNDED_V1,1,1,172f9d1d956798dff7268348281611bb1b1c314212b098672d4085cb84d158c3,8.36457622174199,5.74367398415243,0.475103919461668,15.5967513119954,PASS
PA-0112,SALEH_BOUNDED_V1,1,1,595e0ab12f28a8a6af685486bab17042ecb53d4d03861c2169b9efc6c38334a9,9.40423725026199,5.92881151316369,0.14018975308017,74.2652407640838,PASS
PA-0113,SALEH_BOUNDED_V1,1,1,69b05064378572682308a273d1385cd69ae5db863c8e880ed82cd4f13c88f10a,8.65680246313947,5.87293242374425,-0.0666758612371378,25.5121063476028,PASS
PA-0114,SALEH_BOUNDED_V1,1,1,172f9d1d956798dff7268348281611bb1b1c314212b098672d4085cb84d158c3,10.3664389445361,6.10843498534851,0.202644952589934,15.4857247506978,PASS
PA-0115,SALEH_BOUNDED_V1,1,1,595e0ab12f28a8a6af685486bab17042ecb53d4d03861c2169b9efc6c38334a9,8.91446301401867,5.81399938432607,-0.283414886001509,74.1379640934613,PASS
PA-0116,SALEH_BOUNDED_V1,1,1,69b05064378572682308a273d1385cd69ae5db863c8e880ed82cd4f13c88f10a,9.02263235153465,5.98390821085458,-0.0241422886203371,25.502660755442,PASS
PA-0117,SALEH_BOUNDED_V1,1,1,172f9d1d956798dff7268348281611bb1b1c314212b098672d4085cb84d158c3,8.1748854379775,5.70835840022859,0.099306925781425,13.9626863531263,PASS
PA-0118,SALEH_BOUNDED_V1,1,1,595e0ab12f28a8a6af685486bab17042ecb53d4d03861c2169b9efc6c38334a9,8.8177063499966,5.74656105079867,0.251665977283647,75.326326627849,PASS
PA-0119,SALEH_BOUNDED_V1,1,1,69b05064378572682308a273d1385cd69ae5db863c8e880ed82cd4f13c88f10a,9.70611299828762,5.87241105845198,0.968475435304893,24.8549782124692,PASS
PA-0120,SALEH_BOUNDED_V1,1,1,172f9d1d956798dff7268348281611bb1b1c314212b098672d4085cb84d158c3,9.31011013137756,5.95563785688181,0.209526896635305,14.7728595299418,PASS
PA-0121,SALEH_BOUNDED_V1,1,1,595e0ab12f28a8a6af685486bab17042ecb53d4d03861c2169b9efc6c38334a9,9.5606774399519,6.02406563626199,0.785887294067272,74.3551104619774,PASS
PA-0122,SALEH_BOUNDED_V1,1,1,69b05064378572682308a273d1385cd69ae5db863c8e880ed82cd4f13c88f10a,8.53173296612859,5.90359770131253,0.389908019066969,25.8187319924017,PASS
PA-0123,SALEH_BOUNDED_V1,1,1,172f9d1d956798dff7268348281611bb1b1c314212b098672d4085cb84d158c3,8.72591305584027,5.99324027102649,1.11155508251427,14.7919220720691,PASS
PA-0124,SALEH_BOUNDED_V1,1,1,595e0ab12f28a8a6af685486bab17042ecb53d4d03861c2169b9efc6c38334a9,9.10030933208807,5.87873299826975,0.530651236693121,74.2313549313942,PASS
PA-0125,SALEH_BOUNDED_V1,1,1,69b05064378572682308a273d1385cd69ae5db863c8e880ed82cd4f13c88f10a,8.62782127701529,5.82330098213985,-0.0118920086381395,25.9418978594357,PASS
PA-0126,SALEH_BOUNDED_V1,1,1,172f9d1d956798dff7268348281611bb1b1c314212b098672d4085cb84d158c3,11.0435821957141,6.12075929053118,-0.14723210118281,15.6652398199539,PASS
PA-0127,MEMORY_POLYNOMIAL_BOUNDED_V1,1,5,0f4406d4c4e82c36ddbc6d8d2aa942b5df35ffee2933272ac717ff05a76b0086,7.69229692085992,7.4027577482988,0.307167699457523,1.99589652469839,PASS
PA-0128,MEMORY_POLYNOMIAL_BOUNDED_V1,1,5,15a64a83fc4d8106d52c66dca6938822a1574feaeec6206886702d7dd65efa31,9.21719786881143,8.7165155885956,-0.461318179214977,30.5162873753288,PASS
PA-0129,MEMORY_POLYNOMIAL_BOUNDED_V1,1,5,00c372485014768a7df888b9bb951e6abd0680e96322dd2508b571f523935ae6,9.30847692846512,8.80748925439255,-0.0433340090671339,50.811449126203,PASS
PA-0130,MEMORY_POLYNOMIAL_BOUNDED_V1,1,5,0f4406d4c4e82c36ddbc6d8d2aa942b5df35ffee2933272ac717ff05a76b0086,8.12565812539673,7.75837103911685,0.0178930160661109,2.15814479143429,PASS
PA-0131,MEMORY_POLYNOMIAL_BOUNDED_V1,1,5,15a64a83fc4d8106d52c66dca6938822a1574feaeec6206886702d7dd65efa31,8.84076004021348,8.42433593582751,-0.012271413321397,30.4078457744888,PASS
PA-0132,MEMORY_POLYNOMIAL_BOUNDED_V1,1,5,00c372485014768a7df888b9bb951e6abd0680e96322dd2508b571f523935ae6,9.87095449171289,9.31193944702684,-0.584102292589388,50.8381088864045,PASS
PA-0133,MEMORY_POLYNOMIAL_BOUNDED_V1,1,5,0f4406d4c4e82c36ddbc6d8d2aa942b5df35ffee2933272ac717ff05a76b0086,8.08892336061428,7.73090663049363,-0.256350905932753,2.14112004152033,PASS
PA-0134,MEMORY_POLYNOMIAL_BOUNDED_V1,1,5,15a64a83fc4d8106d52c66dca6938822a1574feaeec6206886702d7dd65efa31,8.46818043410195,8.11192744000536,0.265241000381555,30.4896910052851,PASS
PA-0135,MEMORY_POLYNOMIAL_BOUNDED_V1,1,5,00c372485014768a7df888b9bb951e6abd0680e96322dd2508b571f523935ae6,8.28313587236585,7.91332886358138,-0.202603439601734,50.806631771741,PASS
