CaseID,ProfileID,Offset_Hz,ExpectedPSD_dBcHz,MeasuredPSD_dBcHz,Error_dB,ChainID,MeasurementMethod,Status
PN-0012,OSC_FR2_A,10000,-82,-82.0419276045633,-0.0419276045633126,2,runtime_filter_transfer_psd,PASS
PN-0012,OSC_FR2_A,100000,-96,-95.8245005905195,0.175499409480494,2,runtime_filter_transfer_psd,PASS
PN-0012,OSC_FR2_A,1000000,-112,-112.382790925636,-0.38279092563576,2,runtime_filter_transfer_psd,PASS
PN-0012,OSC_FR2_A,10000000,-130,-129.757367512051,0.242632487949265,2,runtime_filter_transfer_psd,PASS
PN-0012,OSC_FR2_A,1000,-70,-69.9934132432723,0.00658675672772802,3,runtime_filter_transfer_psd,PASS
PN-0012,OSC_FR2_A,10000,-82,-82.0419276045633,-0.0419276045633126,3,runtime_filter_transfer_psd,PASS
PN-0012,OSC_FR2_A,100000,-96,-95.8245005905195,0.175499409480494,3,runtime_filter_transfer_psd,PASS
PN-0012,OSC_FR2_A,1000000,-112,-112.382790925636,-0.38279092563576,3,runtime_filter_transfer_psd,PASS
PN-0012,OSC_FR2_A,10000000,-130,-129.757367512051,0.242632487949265,3,runtime_filter_transfer_psd,PASS
PN-0012,OSC_FR2_A,1000,-70,-69.9934132432723,0.00658675672772802,4,runtime_filter_transfer_psd,PASS
PN-0012,OSC_FR2_A,10000,-82,-82.0419276045633,-0.0419276045633126,4,runtime_filter_transfer_psd,PASS
PN-0012,OSC_FR2_A,100000,-96,-95.8245005905195,0.175499409480494,4,runtime_filter_transfer_psd,PASS
PN-0012,OSC_FR2_A,1000000,-112,-112.382790925636,-0.38279092563576,4,runtime_filter_transfer_psd,PASS
PN-0012,OSC_FR2_A,10000000,-130,-129.757367512051,0.242632487949265,4,runtime_filter_transfer_psd,PASS
PN-0013,OSC_FR2_A,1000,-70,-70.0000000000064,-6.4090954765561e-12,1,runtime_filter_transfer_psd,PASS
PN-0013,OSC_FR2_A,10000,-82,-81.9999999999942,5.82645043323282e-12,1,runtime_filter_transfer_psd,PASS
PN-0013,OSC_FR2_A,100000,-96,-95.9999999999986,1.4495071809506e-12,1,runtime_filter_transfer_psd,PASS
PN-0013,OSC_FR2_A,1000000,-112,-111.999999999996,4.36273239756702e-12,1,runtime_filter_transfer_psd,PASS
PN-0013,OSC_FR2_A,10000000,-130,-130.000000000003,-2.61479726759717e-12,1,runtime_filter_transfer_psd,PASS
PN-0013,OSC_FR2_A,1000,-70,-70.0000000000064,-6.4090954765561e-12,2,runtime_filter_transfer_psd,PASS
PN-0013,OSC_FR2_A,10000,-82,-81.9999999999942,5.82645043323282e-12,2,runtime_filter_transfer_psd,PASS
PN-0013,OSC_FR2_A,100000,-96,-95.9999999999986,1.4495071809506e-12,2,runtime_filter_transfer_psd,PASS
PN-0013,OSC_FR2_A,1000000,-112,-111.999999999996,4.36273239756702e-12,2,runtime_filter_transfer_psd,PASS
PN-0013,OSC_FR2_A,10000000,-130,-130.000000000003,-2.61479726759717e-12,2,runtime_filter_transfer_psd,PASS
PN-0013,OSC_FR2_A,1000,-70,-70.0000000000064,-6.4090954765561e-12,3,runtime_filter_transfer_psd,PASS
PN-0013,OSC_FR2_A,10000,-82,-81.9999999999942,5.82645043323282e-12,3,runtime_filter_transfer_psd,PASS
PN-0013,OSC_FR2_A,100000,-96,-95.9999999999986,1.4495071809506e-12,3,runtime_filter_transfer_psd,PASS
PN-0013,OSC_FR2_A,1000000,-112,-111.999999999996,4.36273239756702e-12,3,runtime_filter_transfer_psd,PASS
PN-0013,OSC_FR2_A,10000000,-130,-130.000000000003,-2.61479726759717e-12,3,runtime_filter_transfer_psd,PASS
PN-0013,OSC_FR2_A,1000,-70,-70.0000000000064,-6.4090954765561e-12,4,runtime_filter_transfer_psd,PASS
PN-0013,OSC_FR2_A,10000,-82,-81.9999999999942,5.82645043323282e-12,4,runtime_filter_transfer_psd,PASS
PN-0013,OSC_FR2_A,100000,-96,-95.9999999999986,1.4495071809506e-12,4,runtime_filter_transfer_psd,PASS
PN-0013,OSC_FR2_A,1000000,-112,-111.999999999996,4.36273239756702e-12,4,runtime_filter_transfer_psd,PASS
PN-0013,OSC_FR2_A,10000000,-130,-130.000000000003,-2.61479726759717e-12,4,runtime_filter_transfer_psd,PASS
PN-0014,OSC_FR2_A,1000,-70,-70.0000000000064,-6.4090954765561e-12,1,runtime_filter_transfer_psd,PASS
PN-0014,OSC_FR2_A,10000,-82,-81.9999999999942,5.82645043323282e-12,1,runtime_filter_transfer_psd,PASS
PN-0014,OSC_FR2_A,100000,-96,-95.9999999999986,1.4495071809506e-12,1,runtime_filter_transfer_psd,PASS
PN-0014,OSC_FR2_A,1000000,-112,-111.999999999996,4.36273239756702e-12,1,runtime_filter_transfer_psd,PASS
PN-0014,OSC_FR2_A,10000000,-130,-130.000000000003,-2.61479726759717e-12,1,runtime_filter_transfer_psd,PASS
PN-0014,OSC_FR2_A,1000,-70,-70.0000000000064,-6.4090954765561e-12,2,runtime_filter_transfer_psd,PASS
PN-0014,OSC_FR2_A,10000,-82,-81.9999999999942,5.82645043323282e-12,2,runtime_filter_transfer_psd,PASS
PN-0014,OSC_FR2_A,100000,-96,-95.9999999999986,1.4495071809506e-12,2,runtime_filter_transfer_psd,PASS
PN-0014,OSC_FR2_A,1000000,-112,-111.999999999996,4.36273239756702e-12,2,runtime_filter_transfer_psd,PASS
PN-0014,OSC_FR2_A,10000000,-130,-130.000000000003,-2.61479726759717e-12,2,runtime_filter_transfer_psd,PASS
PN-0014,OSC_FR2_A,1000,-70,-70.0000000000064,-6.4090954765561e-12,3,runtime_filter_transfer_psd,PASS
PN-0014,OSC_FR2_A,10000,-82,-81.9999999999942,5.82645043323282e-12,3,runtime_filter_transfer_psd,PASS
PN-0014,OSC_FR2_A,100000,-96,-95.9999999999986,1.4495071809506e-12,3,runtime_filter_transfer_psd,PASS
PN-0014,OSC_FR2_A,1000000,-112,-111.999999999996,4.36273239756702e-12,3,runtime_filter_transfer_psd,PASS
PN-0014,OSC_FR2_A,10000000,-130,-130.000000000003,-2.61479726759717e-12,3,runtime_filter_transfer_psd,PASS
PN-0014,OSC_FR2_A,1000,-70,-70.0000000000064,-6.4090954765561e-12,4,runtime_filter_transfer_psd,PASS
PN-0014,OSC_FR2_A,10000,-82,-81.9999999999942,5.82645043323282e-12,4,runtime_filter_transfer_psd,PASS
PN-0014,OSC_FR2_A,100000,-96,-95.9999999999986,1.4495071809506e-12,4,runtime_filter_transfer_psd,PASS
PN-0014,OSC_FR2_A,1000000,-112,-111.999999999996,4.36273239756702e-12,4,runtime_filter_transfer_psd,PASS
PN-0014,OSC_FR2_A,10000000,-130,-130.000000000003,-2.61479726759717e-12,4,runtime_filter_transfer_psd,PASS
PN-0015,OSC_FR2_A,1000,-70,-70.0000000000064,-6.4090954765561e-12,1,runtime_filter_transfer_psd,PASS
PN-0015,OSC_FR2_A,10000,-82,-81.9999999999942,5.82645043323282e-12,1,runtime_filter_transfer_psd,PASS
PN-0015,OSC_FR2_A,100000,-96,-95.9999999999986,1.4495071809506e-12,1,runtime_filter_transfer_psd,PASS
PN-0015,OSC_FR2_A,1000000,-112,-111.999999999996,4.36273239756702e-12,1,runtime_filter_transfer_psd,PASS
PN-0015,OSC_FR2_A,10000000,-130,-130.000000000003,-2.61479726759717e-12,1,runtime_filter_transfer_psd,PASS
PN-0015,OSC_FR2_A,1000,-70,-70.0000000000064,-6.4090954765561e-12,2,runtime_filter_transfer_psd,PASS
PN-0015,OSC_FR2_A,10000,-82,-81.9999999999942,5.82645043323282e-12,2,runtime_filter_transfer_psd,PASS
PN-0015,OSC_FR2_A,100000,-96,-95.9999999999986,1.4495071809506e-12,2,runtime_filter_transfer_psd,PASS
PN-0015,OSC_FR2_A,1000000,-112,-111.999999999996,4.36273239756702e-12,2,runtime_filter_transfer_psd,PASS
PN-0015,OSC_FR2_A,10000000,-130,-130.000000000003,-2.61479726759717e-12,2,runtime_filter_transfer_psd,PASS
PN-0015,OSC_FR2_A,1000,-70,-70.0000000000064,-6.4090954765561e-12,3,runtime_filter_transfer_psd,PASS
PN-0015,OSC_FR2_A,10000,-82,-81.9999999999942,5.82645043323282e-12,3,runtime_filter_transfer_psd,PASS
PN-0015,OSC_FR2_A,100000,-96,-95.9999999999986,1.4495071809506e-12,3,runtime_filter_transfer_psd,PASS
PN-0015,OSC_FR2_A,1000000,-112,-111.999999999996,4.36273239756702e-12,3,runtime_filter_transfer_psd,PASS
PN-0015,OSC_FR2_A,10000000,-130,-130.000000000003,-2.61479726759717e-12,3,runtime_filter_transfer_psd,PASS
PN-0015,OSC_FR2_A,1000,-70,-70.0000000000064,-6.4090954765561e-12,4,runtime_filter_transfer_psd,PASS
PN-0015,OSC_FR2_A,10000,-82,-81.9999999999942,5.82645043323282e-12,4,runtime_filter_transfer_psd,PASS
PN-0015,OSC_FR2_A,100000,-96,-95.9999999999986,1.4495071809506e-12,4,runtime_filter_transfer_psd,PASS
PN-0015,OSC_FR2_A,1000000,-112,-111.999999999996,4.36273239756702e-12,4,runtime_filter_transfer_psd,PASS
PN-0015,OSC_FR2_A,10000000,-130,-130.000000000003,-2.61479726759717e-12,4,runtime_filter_transfer_psd,PASS
PN-0016,OSC_FR2_A,1000,-70,-70.0000000000029,-2.88480350718601e-12,1,runtime_filter_transfer_psd,PASS
PN-0016,OSC_FR2_A,10000,-82,-82.0000000000029,-2.8705926524708e-12,1,runtime_filter_transfer_psd,PASS
PN-0016,OSC_FR2_A,100000,-96,-95.9999999999967,3.33955085807247e-12,1,runtime_filter_transfer_psd,PASS
PN-0016,OSC_FR2_A,1000000,-112,-112.000000000006,-6.16751094639767e-12,1,runtime_filter_transfer_psd,PASS
PN-0016,OSC_FR2_A,10000000,-130,-129.999999999999,9.9475983006414e-13,1,runtime_filter_transfer_psd,PASS
PN-0016,OSC_FR2_A,1000,-70,-70.0000000000029,-2.88480350718601e-12,2,runtime_filter_transfer_psd,PASS
PN-0016,OSC_FR2_A,10000,-82,-82.0000000000029,-2.8705926524708e-12,2,runtime_filter_transfer_psd,PASS
PN-0016,OSC_FR2_A,100000,-96,-95.9999999999967,3.33955085807247e-12,2,runtime_filter_transfer_psd,PASS
PN-0016,OSC_FR2_A,1000000,-112,-112.000000000006,-6.16751094639767e-12,2,runtime_filter_transfer_psd,PASS
PN-0016,OSC_FR2_A,10000000,-130,-129.999999999999,9.9475983006414e-13,2,runtime_filter_transfer_psd,PASS
PN-0016,OSC_FR2_A,1000,-70,-70.0000000000029,-2.88480350718601e-12,3,runtime_filter_transfer_psd,PASS
PN-0016,OSC_FR2_A,10000,-82,-82.0000000000029,-2.8705926524708e-12,3,runtime_filter_transfer_psd,PASS
PN-0016,OSC_FR2_A,100000,-96,-95.9999999999967,3.33955085807247e-12,3,runtime_filter_transfer_psd,PASS
PN-0016,OSC_FR2_A,1000000,-112,-112.000000000006,-6.16751094639767e-12,3,runtime_filter_transfer_psd,PASS
PN-0016,OSC_FR2_A,10000000,-130,-129.999999999999,9.9475983006414e-13,3,runtime_filter_transfer_psd,PASS
PN-0016,OSC_FR2_A,1000,-70,-70.0000000000029,-2.88480350718601e-12,4,runtime_filter_transfer_psd,PASS
PN-0016,OSC_FR2_A,10000,-82,-82.0000000000029,-2.8705926524708e-12,4,runtime_filter_transfer_psd,PASS
PN-0016,OSC_FR2_A,100000,-96,-95.9999999999967,3.33955085807247e-12,4,runtime_filter_transfer_psd,PASS
PN-0016,OSC_FR2_A,1000000,-112,-112.000000000006,-6.16751094639767e-12,4,runtime_filter_transfer_psd,PASS
PN-0016,OSC_FR2_A,10000000,-130,-129.999999999999,9.9475983006414e-13,4,runtime_filter_transfer_psd,PASS
PN-0017,OSC_FR2_A,1000,-70,-70.0000000000029,-2.88480350718601e-12,1,runtime_filter_transfer_psd,PASS
PN-0017,OSC_FR2_A,10000,-82,-82.0000000000029,-2.8705926524708e-12,1,runtime_filter_transfer_psd,PASS
PN-0017,OSC_FR2_A,100000,-96,-95.9999999999967,3.33955085807247e-12,1,runtime_filter_transfer_psd,PASS
PN-0017,OSC_FR2_A,1000000,-112,-112.000000000006,-6.16751094639767e-12,1,runtime_filter_transfer_psd,PASS
PN-0017,OSC_FR2_A,10000000,-130,-129.999999999999,9.9475983006414e-13,1,runtime_filter_transfer_psd,PASS
PN-0017,OSC_FR2_A,1000,-70,-70.0000000000029,-2.88480350718601e-12,2,runtime_filter_transfer_psd,PASS
PN-0017,OSC_FR2_A,10000,-82,-82.0000000000029,-2.8705926524708e-12,2,runtime_filter_transfer_psd,PASS
PN-0017,OSC_FR2_A,100000,-96,-95.9999999999967,3.33955085807247e-12,2,runtime_filter_transfer_psd,PASS
PN-0017,OSC_FR2_A,1000000,-112,-112.000000000006,-6.16751094639767e-12,2,runtime_filter_transfer_psd,PASS
PN-0017,OSC_FR2_A,10000000,-130,-129.999999999999,9.9475983006414e-13,2,runtime_filter_transfer_psd,PASS
PN-0017,OSC_FR2_A,1000,-70,-70.0000000000029,-2.88480350718601e-12,3,runtime_filter_transfer_psd,PASS
PN-0017,OSC_FR2_A,10000,-82,-82.0000000000029,-2.8705926524708e-12,3,runtime_filter_transfer_psd,PASS
PN-0017,OSC_FR2_A,100000,-96,-95.9999999999967,3.33955085807247e-12,3,runtime_filter_transfer_psd,PASS
PN-0017,OSC_FR2_A,1000000,-112,-112.000000000006,-6.16751094639767e-12,3,runtime_filter_transfer_psd,PASS
PN-0017,OSC_FR2_A,10000000,-130,-129.999999999999,9.9475983006414e-13,3,runtime_filter_transfer_psd,PASS
PN-0017,OSC_FR2_A,1000,-70,-70.0000000000029,-2.88480350718601e-12,4,runtime_filter_transfer_psd,PASS
PN-0017,OSC_FR2_A,10000,-82,-82.0000000000029,-2.8705926524708e-12,4,runtime_filter_transfer_psd,PASS
PN-0017,OSC_FR2_A,100000,-96,-95.9999999999967,3.33955085807247e-12,4,runtime_filter_transfer_psd,PASS
PN-0017,OSC_FR2_A,1000000,-112,-112.000000000006,-6.16751094639767e-12,4,runtime_filter_transfer_psd,PASS
PN-0017,OSC_FR2_A,10000000,-130,-129.999999999999,9.9475983006414e-13,4,runtime_filter_transfer_psd,PASS
PN-0018,OSC_FR2_A,1000,-70,-70.0000000000029,-2.88480350718601e-12,1,runtime_filter_transfer_psd,PASS
PN-0018,OSC_FR2_A,10000,-82,-82.0000000000029,-2.8705926524708e-12,1,runtime_filter_transfer_psd,PASS
PN-0018,OSC_FR2_A,100000,-96,-95.9999999999967,3.33955085807247e-12,1,runtime_filter_transfer_psd,PASS
PN-0018,OSC_FR2_A,1000000,-112,-112.000000000006,-6.16751094639767e-12,1,runtime_filter_transfer_psd,PASS
PN-0018,OSC_FR2_A,10000000,-130,-129.999999999999,9.9475983006414e-13,1,runtime_filter_transfer_psd,PASS
PN-0018,OSC_FR2_A,1000,-70,-70.0000000000029,-2.88480350718601e-12,2,runtime_filter_transfer_psd,PASS
PN-0018,OSC_FR2_A,10000,-82,-82.0000000000029,-2.8705926524708e-12,2,runtime_filter_transfer_psd,PASS
PN-0018,OSC_FR2_A,100000,-96,-95.9999999999967,3.33955085807247e-12,2,runtime_filter_transfer_psd,PASS
PN-0018,OSC_FR2_A,1000000,-112,-112.000000000006,-6.16751094639767e-12,2,runtime_filter_transfer_psd,PASS
PN-0018,OSC_FR2_A,10000000,-130,-129.999999999999,9.9475983006414e-13,2,runtime_filter_transfer_psd,PASS
PN-0018,OSC_FR2_A,1000,-70,-70.0000000000029,-2.88480350718601e-12,3,runtime_filter_transfer_psd,PASS
PN-0018,OSC_FR2_A,10000,-82,-82.0000000000029,-2.8705926524708e-12,3,runtime_filter_transfer_psd,PASS
PN-0018,OSC_FR2_A,100000,-96,-95.9999999999967,3.33955085807247e-12,3,runtime_filter_transfer_psd,PASS
PN-0018,OSC_FR2_A,1000000,-112,-112.000000000006,-6.16751094639767e-12,3,runtime_filter_transfer_psd,PASS
PN-0018,OSC_FR2_A,10000000,-130,-129.999999999999,9.9475983006414e-13,3,runtime_filter_transfer_psd,PASS
PN-0018,OSC_FR2_A,1000,-70,-70.0000000000029,-2.88480350718601e-12,4,runtime_filter_transfer_psd,PASS
PN-0018,OSC_FR2_A,10000,-82,-82.0000000000029,-2.8705926524708e-12,4,runtime_filter_transfer_psd,PASS
PN-0018,OSC_FR2_A,100000,-96,-95.9999999999967,3.33955085807247e-12,4,runtime_filter_transfer_psd,PASS
PN-0018,OSC_FR2_A,1000000,-112,-112.000000000006,-6.16751094639767e-12,4,runtime_filter_transfer_psd,PASS
PN-0018,OSC_FR2_A,10000000,-130,-129.999999999999,9.9475983006414e-13,4,runtime_filter_transfer_psd,PASS
