relative_path,extension,bytes,sha256,decode_ok,format,width_px,height_px,mode,grayscale_min,grayscale_max,grayscale_stddev,blank_or_constant,issue
analytics/image/contract__beamforming-precoding-mimo-analytics__beam-gain-gap-histogram.png,.png,18110,111f6922d12d9f5bf57576d37fc5db5b92e585fc5910ff5e5318b530eb7f9aa2,True,PNG,1100,620,RGBA,23,255,47.696249614518287,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__beam-pattern-3d.png,.png,37159,35302a38887b45b77a4187619607b2cedd6ef934bb5c9ac338f25f827f6b628f,True,PNG,1180,760,RGBA,23,255,53.155536436966841,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__condition-number-distribution.png,.png,18192,efadd391c2f78432342ccfcf1f85d05cecd9d7d65a7ab5e6d3797242db77964c,True,PNG,1100,620,RGBA,23,255,47.972268322741286,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__inter-user-leakage.png,.png,30183,468717ed6d6efc77e56d3c8a833dca0941697eef2be3d85a8d4ce243c2c81e9e,True,PNG,1100,620,RGBA,23,255,19.253616302134645,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__mu-grouping-analytics.png,.png,22377,4fc56b82f8a823d247c88ed2ebde66e6136f1ae0ba7629850e5f585aa1bab168,True,PNG,1100,620,RGBA,23,255,50.07465267129831,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__per-layer-sinr.png,.png,21242,da209565f2aca4277a9bd5526e2c046371accb8e189a66131204767b171a57bf,True,PNG,1100,620,RGBA,23,255,42.197745431416834,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__precoder-mode-distribution.png,.png,25628,4032ad63b0a81a6ce75f68904f4ce167294db24cd5d75612c88363bf338f239f,True,PNG,1100,620,RGBA,23,255,48.264147764928573,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__selected-vs-best-beam-gap.png,.png,18198,89c406cc1c4a81ea32bdf9ae91c007b21621fe6551010490d3ed7893378cfaa9,True,PNG,1100,620,RGBA,23,255,47.657238767232663,False,
analytics/image/contract__channel-estimation-propagation-analytics__estimator-bias-variance-summaries.png,.png,23133,f52b9f6f2cb05a233ae44ba204239d930e374263b82b324343da7811429db0d4,True,PNG,1100,620,RGBA,23,255,43.471467531459375,False,
analytics/image/contract__channel-estimation-propagation-analytics__noise-variance-trend.png,.png,23522,d09a7b9a6894d407958a48b26dbae97c88e3c05ad04359962de212bcb3e0a085,True,PNG,1100,620,RGBA,23,255,18.734220029769464,False,
analytics/image/contract__channel-estimation-propagation-analytics__serving-vs-interferer-decomposition.png,.png,29709,1a15dd2762ec2794b391ae8987d2db34917b51f1e7dd64a417defa6e3bd8fcb4,True,PNG,1100,620,RGBA,23,255,21.966987504062661,False,
analytics/image/contract__constellation-evm-analytics__constellation-per-codeword.png,.png,71448,feca1d261cbdab061fe3dfdd6638e35b21fdb87f8768528bc5fc49bc2319b5c8,True,PNG,1180,760,RGBA,23,255,21.941144706724657,False,
analytics/image/contract__constellation-evm-analytics__constellation-per-layer.png,.png,70036,86c988325d1471a5d4b16cbd30cc4b4751a9c16acd7f81629ada3ecf7baf2741,True,PNG,1180,760,RGBA,23,255,20.79297629839505,False,
analytics/image/contract__constellation-evm-analytics__constellation-per-modulation-order.png,.png,53414,dc16f3936f2e8c4f3114300a0e3617be156e6f07451cae36bbd373e3a016def3,True,PNG,1180,760,RGBA,23,255,20.147962514050583,False,
analytics/image/contract__constellation-evm-analytics__evm-per-subcarrier.png,.png,44890,a0866ab35cc820ce0311e769d52091ec57fe6bb42ba2192c237e7b2c24d4f196,True,PNG,1180,700,RGBA,23,255,25.155146052611627,False,
analytics/image/contract__constellation-evm-analytics__evm-rms.png,.png,16685,180ec9f2cf6cf2a0b2e182f80c0753788324159d17312a0bd5beb156ac3d45c9,True,PNG,1100,620,RGBA,23,255,49.14254188642645,False,
analytics/image/contract__constellation-evm-analytics__post-equalization-constellation.png,.png,73207,79557b7222cb79100241fae967d28d57d74fe188f2b9dc0b5e48db01da635d99,True,PNG,1180,760,RGBA,23,255,22.703498224093472,False,
analytics/image/contract__constellation-evm-analytics__symbol-decision-error-histogram.png,.png,21268,d1536afa6412c5f0e7c8caf9457d89bf7990d80b0e1e101108a5955b7f858a06,True,PNG,1100,620,RGBA,23,255,43.14430285271763,False,
analytics/image/contract__error-reliability-analytics__crc-pass-fail-rates.png,.png,28634,2771c8ca4cc1f585fd338e11aa6f4d17e0e00a2e9daaf5495b411494c9e1d502,True,PNG,1100,620,RGBA,23,255,43.06560494334672,False,
analytics/image/contract__error-reliability-analytics__decoder-iteration-distributions.png,.png,19390,b93ce14daf65d967543c6ebcc13ea09164daca90c4f6fb6d0bd3d049e8950dfb,True,PNG,1100,620,RGBA,23,255,43.133258754727578,False,
analytics/image/contract__export-consistency-truth-analytics__assumption-usage-summaries.png,.png,23894,0c112ac0a79786e4331361e382b81bb806d72c39a731ac3fd8c68cb5ae3fd418,True,PNG,1100,620,RGBA,23,255,39.870832338166814,False,
analytics/image/contract__export-consistency-truth-analytics__missing-field-audits.png,.png,22224,252126ec2862f3dce5bba09c20a312257a6164d4f155a07ebac2a7888e332481,True,PNG,1100,620,RGBA,23,255,23.187942816438174,False,
analytics/image/contract__export-consistency-truth-analytics__schema-drift.png,.png,21333,6278000fb8f8bb5ea128fd370a109a22cfa99a6240e7d8d138d7b9a55544fd45,True,PNG,1100,620,RGBA,23,255,43.115655843345777,False,
analytics/image/contract__export-consistency-truth-analytics__source-row-count-vs-analytics-row-count.png,.png,28043,290efb70cb962ca309b44545d18d4f73406177a408f51e64dc81a1295f99625f,True,PNG,1100,620,RGBA,23,255,22.972361424144506,False,
analytics/image/contract__export-consistency-truth-analytics__summary-vs-raw-contradiction-checks.png,.png,30354,42e2ccfc21e9f4079f76541e9f1ff3fc374d1650430a9045991deb99165e6230,True,PNG,1100,620,RGBA,23,255,21.434591632858304,False,
analytics/image/contract__harq-analytics__harq-rtt-distribution.png,.png,23941,b077b9bdec67f1fba936107a80b9078aa0358f7cbd72a3bd1c369e42229a976c,True,PNG,1100,620,RGBA,23,255,52.747715889619023,False,
analytics/image/contract__impairments-tracking-analytics__cfo-true-vs-estimated-vs-residual.png,.png,50471,7433941e340776dbd3f150b7df47ecf3d90a69d0d05c16839c21ccdc6cb5546f,True,PNG,1180,700,RGBA,23,255,23.031548107900619,False,
analytics/image/contract__impairments-tracking-analytics__timing-offset-true-vs-estimated-vs-residual.png,.png,28579,c5dd87e8f25ca1850c22e81939d5fa026a3cbacec13a19b57ae517f5282eafda,True,PNG,1100,620,RGBA,23,255,48.967761057572702,False,
analytics/image/contract__measurement-csi-link-adaptation-analytics__applied-awgn-snr-vs-measured-runtime-sinr-comparison.png,.png,42188,39701de44fde34393e8732b1bbb450a669a9102a42e0a1df3496eac53cb90b54,True,PNG,1180,700,RGBA,23,255,26.50718875785952,False,
analytics/image/contract__measurement-csi-link-adaptation-analytics__config-vs-measured-conflict-dashboard.png,.png,26179,897865fed10e73bea22b03c0216c11331d2521318f0aea2f22211bebb62f7945,True,PNG,1100,620,RGBA,23,255,20.607717582070617,False,
analytics/image/contract__measurement-csi-link-adaptation-analytics__cqi-pmi-ri-cri-ssbri-trends.png,.png,36347,2e9fbbb3006a6fada5444e2da3de23d7ed2b413ed082cb477d1083cdb868f35d,True,PNG,1180,700,RGBA,23,255,23.196070151084026,False,
analytics/image/contract__measurement-csi-link-adaptation-analytics__cqi-to-mcs-mapping-plot.png,.png,25166,97999ed7af683c3659abbc304645d4037c1def94810877372a5647d4725db3c1,True,PNG,1100,620,RGBA,23,255,19.525558327914357,False,
analytics/image/contract__measurement-csi-link-adaptation-analytics__quality-vs-selected-mcs-mismatch-plot.png,.png,25352,2fed5d40fde4ba8c31e014332dc6fffb4521aba96bb17cd906a9fad3df15dc59,True,PNG,1100,620,RGBA,23,255,22.95281183325422,False,
analytics/image/contract__measurement-csi-link-adaptation-analytics__selected-mcs-distribution.png,.png,17141,e737e04ed59fe8ab9d00b0325ce1619eb392bbf99f395ab93cb3c3d235c03fe1,True,PNG,1100,620,RGBA,23,255,42.68639738381821,False,
analytics/image/contract__measurement-csi-link-adaptation-analytics__selected-vs-derived-mcs-confusion-matrix.png,.png,24048,8674f1ad8d6e52ffa04cf9d0197a21f0cf831d49e7e1ca20b94147f3ef6843d5,True,PNG,1180,760,RGBA,23,255,32.258455400510528,False,
analytics/image/contract__power-energy-efficiency-analytics__baseband-power.png,.png,25529,65a9b289b95d617bab0c2a457d15a139547d1324c81e9dcf4623d6dfb334062b,True,PNG,1100,620,RGBA,23,255,19.069278954593113,False,
analytics/image/contract__power-energy-efficiency-analytics__dl-tx-power-per-cell-beam-ue.png,.png,37031,f2b8997948ae61379c098d61ff44047fc18fdeea8354b25e6147c19f6ad08f36,True,PNG,1100,620,RGBA,23,255,56.173347977669586,False,
analytics/image/contract__power-energy-efficiency-analytics__energy-bit.png,.png,21278,c1356931df32ee1aa6a8c40857adcd1e10eb654ec6ce3e5baa9f7db2c9a14a0f,True,PNG,1100,620,RGBA,23,255,41.98630216003145,False,
analytics/image/contract__power-energy-efficiency-analytics__energy-efficiency-by-ue.png,.png,23036,633ee1720b5434e9ff61b006cc57e13c31ea454c787ad07f06dff985c1a0dfaf,True,PNG,1100,620,RGBA,23,255,17.701168422358094,False,
analytics/image/contract__power-energy-efficiency-analytics__energy-per-bit-histogram.png,.png,20119,180470885d56a53764a92da624cda5e5b4355815b1dfaa7fed0d391bdcffc010,True,PNG,1100,620,RGBA,23,255,35.903669800271544,False,
analytics/image/contract__power-energy-efficiency-analytics__joules-gb.png,.png,20670,d0ee9a51c0b50fc3b343c3ad2dbf3e2e8705de9e10adfc3277b2131e0733eabb,True,PNG,1100,620,RGBA,23,255,41.906789170345263,False,
analytics/image/contract__power-energy-efficiency-analytics__papr-vs-power.png,.png,22932,763e9ef709eea6146cf98b1d5f1684bc248fc7e8593469c45aaa1837dc1233f6,True,PNG,1100,620,RGBA,23,255,15.857967163596463,False,
analytics/image/contract__power-energy-efficiency-analytics__power-vs-throughput.png,.png,23253,3a1268ddb8ca7fa7eb779ab5ad3fad835c3034718fca14949192f5f5eff92c1b,True,PNG,1100,620,RGBA,23,255,17.102313542564325,False,
analytics/image/contract__random-access-prach-analytics__access-latency.png,.png,22667,ec05934817f7d407ab6b00c0b61a3a67b9403e75fb1c9fcf3fa9785484d4f684,True,PNG,1100,620,RGBA,23,255,50.763233897247716,False,
analytics/image/contract__random-access-prach-analytics__timing-advance-distribution.png,.png,24536,9fcf3604d4886586829b2c46f8db39b3bea77f76fe21ad5a163d21ee2541e89e,True,PNG,1100,620,RGBA,23,255,43.347231628716635,False,
analytics/image/contract__resource-grid-re-occupancy-analytics__csi-rs-map.png,.png,40081,8c2712545a5d8c7300741882d24b2a099f889cb81263f540e9558d82c9617488,True,PNG,1180,760,RGBA,23,255,56.318184350821987,False,
analytics/image/contract__resource-grid-re-occupancy-analytics__dmrs-ptrs-occupancy-map.png,.png,27962,3a45b37c2f5366d95e5a814738edbe2dae3705f6990012734c4ff0b023498073,True,PNG,1100,620,RGBA,23,255,43.157869756949601,False,
analytics/image/contract__resource-grid-re-occupancy-analytics__pdsch-map.png,.png,32305,3574db64f6c5a6e751b1c84f43b0af2987e2d94c1d8c4db383dac0903468fbf7,True,PNG,1180,760,RGBA,23,255,49.808308032481101,False,
analytics/image/contract__resource-grid-re-occupancy-analytics__prb-heatmap.png,.png,32873,8a29f52f15e38322c368022d58ffbbc90f5a791fbb1e18cab43a837e60c9aa57,True,PNG,1180,760,RGBA,23,255,53.580618631022467,False,
analytics/image/contract__resource-grid-re-occupancy-analytics__pusch-map.png,.png,32293,ef89260dc250ffec3b9aa2b303c5a4b672bd031cc93172128eb06a5c305abd9f,True,PNG,1180,760,RGBA,23,255,53.501618628231618,False,
analytics/image/contract__resource-grid-re-occupancy-analytics__re-occupancy-heatmap.png,.png,38800,36074b214fe29348e8488fdaea8c4d93ea1ba6136b68463e7d27b90e77e83e52,True,PNG,1180,760,RGBA,23,255,53.022305554076283,False,
analytics/image/contract__runtime-compute-complexity-parallelism-analytics__decoder-complexity-units.png,.png,23041,310f1b7cb35059115a1e7fe9e78eb2d81b94c215313cfa504c0f14262c0b5175,True,PNG,1100,620,RGBA,23,255,46.071848550662111,False,
analytics/image/contract__runtime-compute-complexity-parallelism-analytics__latency-cdf.png,.png,23249,1ce9bfaf12eb9229eff62e2e9e2f7875363129011a5f5b0199c4202ad7d5e3d4,True,PNG,1100,620,RGBA,23,255,17.4370625602171,False,
analytics/image/contract__runtime-compute-complexity-parallelism-analytics__normalized-decoder-complexity.png,.png,24196,c81bac2e60fd80ac5c5430c8b0d7656b6d04f6d82df4482102d3ab44972dfe4b,True,PNG,1100,620,RGBA,23,255,46.537594943878254,False,
analytics/image/contract__spectrum-psd-papr-analytics__papr-histogram-cdf.png,.png,23636,26a9c4d945f505a32063c76d360a4480570e023fb7bdff4205cba2fd766e3977,True,PNG,1100,620,RGBA,23,255,51.224183849729613,False,
analytics/image/contract__spectrum-psd-papr-analytics__power-spectral-comparison-before-after-impairment.png,.png,67752,1d13df3e9cbc2764fce5f9c77c42790c834394c8bcb82379b31c78ee6304e426,True,PNG,1180,700,RGBA,23,255,34.49072002832942,False,
analytics/image/contract__spectrum-psd-papr-analytics__psd.png,.png,63165,8e04acf7af73b5ba45d2be30d6e8f6b001f9f7a5d47f4f60b7c8dd1029ced085,True,PNG,1180,700,RGBA,23,255,30.272130373274901,False,
analytics/image/contract__throughput-goodput-spectral-efficiency-analytics__goodput-over-time.png,.png,31574,9645efab879b4c502461bcc181425d18504e2d8de440bf7f7f46149c7090658c,True,PNG,1180,700,RGBA,23,255,18.074798904004766,False,
analytics/image/contract__throughput-goodput-spectral-efficiency-analytics__goodput.png,.png,19085,90013b392841a82a5264711f980306f4168989cbc2c6a407bdf96ab77a6d400e,True,PNG,1100,620,RGBA,23,255,51.567902514149402,False,
analytics/image/contract__throughput-goodput-spectral-efficiency-analytics__offered-throughput.png,.png,20588,fa6ecee9b41ed9df1681e8db384c37c919d15958d5fa69f79ea779691ad00f13,True,PNG,1100,620,RGBA,23,255,52.177340784163952,False,
analytics/image/contract__throughput-goodput-spectral-efficiency-analytics__per-ue-throughput.png,.png,17892,067a427149bb2f406dea84f26f62694ecd028a4cf937bf9a314697eaf839fc38,True,PNG,1100,620,RGBA,23,255,51.747905052922093,False,
analytics/image/contract__throughput-goodput-spectral-efficiency-analytics__spectral-efficiency.png,.png,20843,b8aaa294c6ea85a908de87ee179661b5e53c8f67a9760851be95e9159f0aaae6,True,PNG,1100,620,RGBA,23,255,52.036205210938562,False,
