Direction,SNR_dB,Frame,Slot,UEIndex,RNTI,SelectedBeamIndex,BestBeamIndex,BeamHit,TopKBeamHit,BeamCandidateCount,SelectedBeamGain_dB,BestBeamGain_dB,BeamGainGap_dB,ReceiverHestSINR_dB,ChannelGain_dB,BeamSelectionStrategy,BeamIndexSet,ConfiguredBeamSelectionStrategy,AppliedBeamIndexSet,PrecoderSource,PrecodingMode,PrecodingApplicationStage,PrecodingActive,ExplicitBeamWeightsApplied,TransformPrecodingApplied,BeamformingApplied,AppliedPrecoderPMI,AppliedPrecoderPMIType,AppliedPrecoderCodebookMode,PrecodingNumPorts,PrecodingNumLayers,PrecodingMatrixRows,PrecodingMatrixCols,Status,BeamSweepEnabled,BeamCountConfigured
"DL",20,1,16,1,1,8,8,1,1,8,31.8909518278199,31.8909518278199,0,-1.98491582807434,38.3082636549079,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1|2","causal_measured_srs_mu_block_diagonalization+hybrid-rf-element-domain","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,NaN,"dft_beam_index_precoder","dft_beam_codebook",64,2,64,2,"FAIL",1,8
"DL",20,1,16,2,2,1,2,0,0,8,33.1887325884067,33.1887325884067,0,-0.931491516601934,40.2245489703873,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1|2","causal_measured_srs_mu_block_diagonalization+hybrid-rf-element-domain","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,NaN,"dft_beam_index_precoder","dft_beam_codebook",64,2,64,2,"FAIL",1,8
"DL",20,1,17,3,3,1,2,0,1,8,33.2158506294698,33.2158506294698,0,1.78334819647079,38.87105304,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1|2","causal_measured_srs_mu_block_diagonalization+hybrid-rf-element-domain","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,NaN,"dft_beam_index_precoder","dft_beam_codebook",64,2,64,2,"FAIL",1,8
"DL",20,1,17,4,4,1,1,1,1,8,36.5701795289425,36.5701795289425,0,1.99747680577126,41.7862551089962,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1|2","causal_measured_srs_mu_block_diagonalization+hybrid-rf-element-domain","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,NaN,"dft_beam_index_precoder","dft_beam_codebook",64,2,64,2,"FAIL",1,8
"DL",20,1,18,1,1,1,2,0,0,8,35.2745141842426,35.2745141842426,0,9.66593678748685,43.1352753102693,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1|2","causal_measured_srs_mu_block_diagonalization+hybrid-rf-element-domain","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,NaN,"dft_beam_index_precoder","dft_beam_codebook",64,2,64,2,"FAIL",1,8
"DL",20,1,18,2,2,1,2,0,1,8,33.1737973344954,33.1737973344954,0,10.9514379074899,42.4446929610421,"runtime_best_beam_per_link","1|2","runtime_best_beam_per_link","1|2","causal_measured_srs_mu_block_diagonalization+hybrid-rf-element-domain","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,NaN,"dft_beam_index_precoder","dft_beam_codebook",64,2,64,2,"FAIL",1,8
"UL",20,1,20,1,1,1,14,0,0,64,-4.14205103650712,-1.26372245772889,2.87832857877823,9.52042828766027,16.0856615744016,"runtime_best_beam_per_link","not_recorded_by_active_ul_pusch_trials_runtime","runtime_best_beam_per_link","not_recorded_by_active_ul_pusch_trials_runtime","ul_direct_mapping_no_explicit_beam_weights","direct_mapping_no_explicit_beam_weights","re_mapping_without_explicit_beam_weights",0,0,0,1,NaN,"runtime_precoder_no_pmi_index","runtime_precoder_mode",4,2,4,2,"FAIL",1,8
"UL",20,1,20,2,2,1,16,0,0,64,3.37728522507851,7.3020688433459,3.9247836182674,10.7647468885592,17.2932845597847,"runtime_best_beam_per_link","not_recorded_by_active_ul_pusch_trials_runtime","runtime_best_beam_per_link","not_recorded_by_active_ul_pusch_trials_runtime","ul_direct_mapping_no_explicit_beam_weights","direct_mapping_no_explicit_beam_weights","re_mapping_without_explicit_beam_weights",0,0,0,1,NaN,"runtime_precoder_no_pmi_index","runtime_precoder_mode",4,2,4,2,"FAIL",1,8
