UEIndex,RNTI,Direction,SNR_dB,Frame,Slot,MCS,PRBs,Layers,ConfiguredLayers,ConfiguredTxAntennas,ConfiguredRxAntennas,PostEqSINR_dB,ReceiverHestSINR_dB,WidebandCQI,RankIndicator,PMI,ChannelGain_dB,ConditionNumber_dB,RankEstimate,NumRxAntennas,NumTxPorts,SelectedBeamIndex,BestBeamIndex,BeamHit,TopKBeamHit,BeamCandidateCount,SelectedBeamGain_dB,BestBeamGain_dB,BeamGainGap_dB,BeamSelectionStrategy,ConfiguredBeamSelectionStrategy,AppliedBeamIndexSet,PrecoderSource,PrecodingMode,PrecodingApplicationStage,PrecodingActive,ExplicitBeamWeightsApplied,TransformPrecodingApplied,BeamformingApplied,AppliedPrecoderPMI,AppliedPrecoderPMIType,AppliedPrecoderCodebookMode,PrecodingNumPorts,PrecodingNumLayers,PrecodingMatrixRows,PrecodingMatrixCols,Status,BeamIndexSet,BeamSweepEnabled,BeamCount
1,1,"DL",20,1,16,19,136,2,2,64,4,-1.98491582807434,-1.98491582807434,15,2,7,38.3082636549079,39.0834694075098,4,4,4,8,8,1,1,8,31.8909518278199,31.8909518278199,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1|2","causal_measured_srs_mu_block_diagonalization+hybrid-rf-element-domain","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,NaN,"dft_beam_index_precoder","dft_beam_codebook",64,2,64,2,"FAIL","1|2",1,8
2,2,"DL",20,1,16,19,136,2,2,64,4,-0.931491516601934,-0.931491516601934,14,2,0,40.2245489703873,37.8987941527629,4,4,4,1,2,0,0,8,33.1887325884067,33.1887325884067,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1|2","causal_measured_srs_mu_block_diagonalization+hybrid-rf-element-domain","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,NaN,"dft_beam_index_precoder","dft_beam_codebook",64,2,64,2,"FAIL","1|2",1,8
3,3,"DL",20,1,17,19,136,2,2,64,4,1.78334819647079,1.78334819647079,15,2,0,38.87105304,36.9470694707409,4,4,4,1,2,0,1,8,33.2158506294698,33.2158506294698,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1|2","causal_measured_srs_mu_block_diagonalization+hybrid-rf-element-domain","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,NaN,"dft_beam_index_precoder","dft_beam_codebook",64,2,64,2,"FAIL","1|2",1,8
4,4,"DL",20,1,17,19,136,2,2,64,4,1.99747680577126,1.99747680577126,15,2,0,41.7862551089962,38.3491680732488,4,4,4,1,1,1,1,8,36.5701795289425,36.5701795289425,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1|2","causal_measured_srs_mu_block_diagonalization+hybrid-rf-element-domain","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,NaN,"dft_beam_index_precoder","dft_beam_codebook",64,2,64,2,"FAIL","1|2",1,8
1,1,"DL",20,1,18,19,136,2,2,64,4,9.66593678748685,9.66593678748685,15,2,0,43.1352753102693,33.9822386104622,4,4,4,1,2,0,0,8,35.2745141842426,35.2745141842426,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1|2","causal_measured_srs_mu_block_diagonalization+hybrid-rf-element-domain","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,NaN,"dft_beam_index_precoder","dft_beam_codebook",64,2,64,2,"FAIL","1|2",1,8
2,2,"DL",20,1,18,19,136,2,2,64,4,10.9514379074899,10.9514379074899,14,2,0,42.4446929610421,29.5333572795786,4,4,4,1,2,0,1,8,33.1737973344954,33.1737973344954,0,"runtime_best_beam_per_link","runtime_best_beam_per_link","1|2","causal_measured_srs_mu_block_diagonalization+hybrid-rf-element-domain","explicit-wideband","nrPDSCHPrecode_before_RE_mapping",1,1,0,1,NaN,"dft_beam_index_precoder","dft_beam_codebook",64,2,64,2,"FAIL","1|2",1,8
1,1,"UL",20,1,20,19,136,2,2,4,4,4.89785429021686,9.52042828766027,15,2,NaN,16.0856615744016,13.1203568254866,2,2,2,1,14,0,0,64,-4.14205103650712,-1.26372245772889,2.87832857877823,"runtime_best_beam_per_link","runtime_best_beam_per_link","not_recorded_by_active_ul_pusch_trials_runtime","ul_direct_mapping_no_explicit_beam_weights","direct_mapping_no_explicit_beam_weights","re_mapping_without_explicit_beam_weights",0,0,0,1,NaN,"runtime_precoder_no_pmi_index","runtime_precoder_mode",4,2,4,2,"FAIL","not_recorded_by_active_ul_pusch_trials_runtime",1,8
2,2,"UL",20,1,20,19,136,2,2,4,4,5.42594296123223,10.7647468885592,15,2,NaN,17.2932845597847,14.100844840565,2,2,2,1,16,0,0,64,3.37728522507851,7.3020688433459,3.9247836182674,"runtime_best_beam_per_link","runtime_best_beam_per_link","not_recorded_by_active_ul_pusch_trials_runtime","ul_direct_mapping_no_explicit_beam_weights","direct_mapping_no_explicit_beam_weights","re_mapping_without_explicit_beam_weights",0,0,0,1,NaN,"runtime_precoder_no_pmi_index","runtime_precoder_mode",4,2,4,2,"FAIL","not_recorded_by_active_ul_pusch_trials_runtime",1,8
