ComparisonID,FixedReceiverSHA256,GeometryReceiverSHA256,Equal,Status
UL_TDL-C_-5_23,ac155c86dffb7948bc2df13f1a731757d1f7f887622cee0e797f64c9f344e8bb,ac155c86dffb7948bc2df13f1a731757d1f7f887622cee0e797f64c9f344e8bb,1,PASS
UL_TDL-C_-5_47,c5f7d27a33099b56747a9388a051b706ee8f07f13cbfc21e7a774c27190bfd5e,c5f7d27a33099b56747a9388a051b706ee8f07f13cbfc21e7a774c27190bfd5e,1,PASS
UL_TDL-C_-5_89,678b30043f7efab534d73a01a328e295698ee351a46315d9d239f598c60b7f8e,678b30043f7efab534d73a01a328e295698ee351a46315d9d239f598c60b7f8e,1,PASS
UL_TDL-C_0_11,d3053df40a7eaf50e0e05d54dffa4e5ac676de04d68e8407aa2ea2e838d62cc2,d3053df40a7eaf50e0e05d54dffa4e5ac676de04d68e8407aa2ea2e838d62cc2,1,PASS
UL_TDL-C_0_23,6002cde52e7aceafdd1643ed253f7df91d0ef4eb0de5dca7a5537241d78f9deb,6002cde52e7aceafdd1643ed253f7df91d0ef4eb0de5dca7a5537241d78f9deb,1,PASS
UL_TDL-C_0_47,b3f42bec0b8540c28a8da46381624bb8322a3f3c019dbc61f0e3f4f4e968e79b,b3f42bec0b8540c28a8da46381624bb8322a3f3c019dbc61f0e3f4f4e968e79b,1,PASS
UL_TDL-C_0_89,40597c3c389254edad3396fe75d659c3a52b00f7ad1299831590373f2cbc27eb,40597c3c389254edad3396fe75d659c3a52b00f7ad1299831590373f2cbc27eb,1,PASS
UL_TDL-C_5_11,59f861f016c3f0ef7eeabbba3676e6ba2ec9a1ce656a11186036dbd700156b47,59f861f016c3f0ef7eeabbba3676e6ba2ec9a1ce656a11186036dbd700156b47,1,PASS
UL_TDL-C_5_23,7b9206f6b88b093955340d4bc320b74e17620a36bed26c51a53d7ef764b8ca88,7b9206f6b88b093955340d4bc320b74e17620a36bed26c51a53d7ef764b8ca88,1,PASS
UL_TDL-C_5_47,a4ff545b105a852852e4c51c32267ccb5ef2963047d97a67fe4b1ded8dfb3248,a4ff545b105a852852e4c51c32267ccb5ef2963047d97a67fe4b1ded8dfb3248,1,PASS
UL_TDL-C_5_89,e8606a48600f61477e22eb32e4ae40c60b434e1e013b4f6b76ad72afe529575f,e8606a48600f61477e22eb32e4ae40c60b434e1e013b4f6b76ad72afe529575f,1,PASS
UL_TDL-C_10_11,0c5030249d4fbe530ece2399b078d3cb2ad9f45466229a5576681b776e811a4c,0c5030249d4fbe530ece2399b078d3cb2ad9f45466229a5576681b776e811a4c,1,PASS
UL_TDL-C_10_23,35bd5bbdf553b4acb5a81aa28bd03b3c7c9a09de5c12ef3109bb749147f638a0,35bd5bbdf553b4acb5a81aa28bd03b3c7c9a09de5c12ef3109bb749147f638a0,1,PASS
UL_TDL-C_10_47,1b3f3f94fb07effff8705f4637f610b8d75827cca7045792c799df0ca4dac552,1b3f3f94fb07effff8705f4637f610b8d75827cca7045792c799df0ca4dac552,1,PASS
UL_TDL-C_10_89,beee6ff7e8d426ea83f085b65c7b7917a77d4a33eda276730fb481e05ad80463,beee6ff7e8d426ea83f085b65c7b7917a77d4a33eda276730fb481e05ad80463,1,PASS
