RunID,Image,SourceCSV,SourceSHA256,PNG_SHA256,Width,Height,Axes,Series,FinitePoints,Status
INTEGRATION-VALIDATION,reports/image/integration_mode_profile_matrix.png,reports/csv/integration_profile_resolution.csv,3043cebe98e6f08513cfbb0fa493b6e9658ebedce072a46c64b7e2dd54dd8ee0,09489de42ab0d6e9b362ad7c89fd40bc2fb5a6e84c6e1ed990dffad5c3042e83,1530,1108,1,1,2,PASS
INTEGRATION-VALIDATION,reports/image/cross_mode_awgn_equivalence.png,reports/csv/cross_mode_equivalence.csv,a39a991b038af8f20b15c76668ec0e19de3f3d228e1a0d69e4b737342581ad86,f02e911f8708d77112fd1f2644e2269fbc815ad607bc9a8cc42ca150d7123001,1542,1108,1,1,64,PASS
INTEGRATION-VALIDATION,reports/image/cross_mode_noise_power.png,reports/csv/cross_mode_noise_power_reconciliation.csv,91422a47caeab93808e0b256906f12447fbd41dc6e667e8aadfe9c6e6eb69f48,c6b9695e118e6b3bde80b5340a58a7c4d1ab9e914e17c4156c686dd00be9d191,1542,1108,1,2,128,PASS
INTEGRATION-VALIDATION,reports/image/cross_mode_digest_matrix.png,reports/csv/cross_mode_waveform_digest.csv,064bcca287844b09775d0168f9cd5346b79bc3535627f3fa9ff741b8e7953ace,0ef0fc12bc895c1538972497b04abcb9ae9eb660068a9a2253b4c5d73de73c62,1535,1108,1,1,64,PASS
INTEGRATION-VALIDATION,reports/image/cross_mode_kpi_comparison.png,reports/csv/cross_mode_kpi_comparison.csv,6c388c623e2a61191bbf88e399acd7175a0ccee18628aac6290732703c910e44,fcf9258c167dba1633bc0edc73d8757b3377ca968e87136b3071fdf1f81ebf36,1548,1108,1,1,192,PASS
