RunID,SourceYAML,SourceSHA256,EffectiveSHA256,ResolvedSHA256,ExecutedSHA256,Status
master_sinr_sweep-99f4d8f859ea,C:\Users\anup0\OneDrive\Documents\Simulator\6GR Simulator_v2_clean_main\simulator\configs\scenarios\master_sinr_sweep.yaml,5524cd5fb3330a9ca0abd84e4e177f2b095f9ef88a644890041bac1b01895239,c78b92cfee1cab6029c50c68524dc836dc81e2460189f4a396ac53cdfc92ec31,99f4d8f859ea5398b7e10dee06ad36f6b912fca1d3601e1faff52d86bdc94e57,17deb2a69b6f307b775c3a609399039045e6ca6282deda30a4886461f74cab49,PASS
master_geometry_based-c48470a04d4d,C:\Users\anup0\OneDrive\Documents\Simulator\6GR Simulator_v2_clean_main\simulator\configs\scenarios\master_geometry_based.yaml,f6876983bf2f3499132cabef40d69a7f6663f86c0c67a45f832cf5a28cb00e7e,51b83bb87a7c13112fd7163a76a02e8f6744563ced9e8fe8f7b50cb8bab8da65,c48470a04d4d074ad7f3643141f98cdf6abc27a68f64de8029c7d497d22295f7,9c69aabbb9c1c492c9d6f32940ad680f9d110e6fe3f1d877182ea557005eb5e0,PASS
