relative_path,extension,bytes,sha256,decode_ok,format,width_px,height_px,mode,grayscale_min,grayscale_max,grayscale_stddev,blank_or_constant,issue
analytics/image/contract__beamforming-precoding-mimo-analytics__beam-gain-gap-histogram.png,.png,21145,aa113a7ac762b2e246a41afe3eedce799196899c87036c014fbc361f5567f2e3,True,PNG,1100,620,RGBA,23,255,47.696249614518287,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__beam-pattern-3d.png,.png,41783,bad8bafd09d1cc7c072eda36570adbd725c63466ed40d2f090903663359d52f7,True,PNG,1180,760,RGBA,23,255,53.155536436966841,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__condition-number-distribution.png,.png,21161,09ac7d70d92c89a6d15f48f3f97f63f9d043765e5ec6dd82a24127ceeb6c22f0,True,PNG,1100,620,RGBA,23,255,47.972268322741286,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__inter-user-leakage.png,.png,34957,8b2300a80bf82e0448387adf7107e7ab149d722266ce5dd27c5f1d7797838687,True,PNG,1100,620,RGBA,23,255,19.253616302134645,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__mu-grouping-analytics.png,.png,26527,1517924e1b4a7e5e526e5075455004cbc31dafcf7a36d54a5e6dc98e46193c9c,True,PNG,1100,620,RGBA,23,255,50.07465267129831,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__per-layer-sinr.png,.png,24970,b54b9df7cb9e3414d793e6811e171775cbf2b5be78e7a58e2fdb26fa10741233,True,PNG,1100,620,RGBA,23,255,42.197745431416834,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__precoder-mode-distribution.png,.png,30257,b2dc4414afb2423250cdc009654a89198c0210f115efcb165d98a6adf0185528,True,PNG,1100,620,RGBA,23,255,48.264147764928573,False,
analytics/image/contract__beamforming-precoding-mimo-analytics__selected-vs-best-beam-gap.png,.png,21268,bf123a1138efcd4ee83c91db2ae175804167497f6352e11705f77dd987432b8a,True,PNG,1100,620,RGBA,23,255,47.657238767232663,False,
analytics/image/contract__channel-estimation-propagation-analytics__estimator-bias-variance-summaries.png,.png,27252,aa5cafffde11d99715ada312b9e95d63c35ff270cbdfda71d9b32a5d7ab6be3d,True,PNG,1100,620,RGBA,23,255,43.471467531459375,False,
analytics/image/contract__channel-estimation-propagation-analytics__noise-variance-trend.png,.png,27448,63c5b83f525004bfeb7195cd47c55e881e173d1859e47600d330ef74b5efcb1c,True,PNG,1100,620,RGBA,23,255,18.734220029769464,False,
