CaseID,Part,BitIndex,FieldName,DecodedBit,ExpectedBit,ConfigurationEpoch,Status
CSIRPT-033,2,18,SubbandCQI,0,0,1,PASS
CSIRPT-033,2,19,SubbandCQI,0,0,1,PASS
CSIRPT-033,2,20,SubbandCQI,0,0,1,PASS
CSIRPT-033,2,21,SubbandCQI,1,1,1,PASS
CSIRPT-033,2,22,SubbandCQI,1,1,1,PASS
CSIRPT-033,2,23,SubbandCQI,1,1,1,PASS
CSIRPT-033,2,24,SubbandCQI,1,1,1,PASS
CSIRPT-033,2,25,SubbandCQI,0,0,1,PASS
CSIRPT-033,2,26,SubbandCQI,0,0,1,PASS
CSIRPT-033,2,27,SubbandCQI,1,1,1,PASS
CSIRPT-035,1,0,CRI,1,1,1,PASS
CSIRPT-035,1,1,CRI,0,0,1,PASS
CSIRPT-035,1,2,CRI,0,0,1,PASS
CSIRPT-035,1,3,CRI,1,1,1,PASS
CSIRPT-035,1,4,RI,0,0,1,PASS
CSIRPT-035,1,5,RI,1,1,1,PASS
CSIRPT-035,1,6,RI,0,0,1,PASS
CSIRPT-035,1,7,CQI,1,1,1,PASS
CSIRPT-035,1,8,CQI,0,0,1,PASS
CSIRPT-035,1,9,CQI,1,1,1,PASS
CSIRPT-035,1,10,CQI,1,1,1,PASS
CSIRPT-035,2,0,PMI,0,0,1,PASS
CSIRPT-035,2,1,PMI,0,0,1,PASS
CSIRPT-035,2,2,PMI,0,0,1,PASS
CSIRPT-035,2,3,PMI,0,0,1,PASS
CSIRPT-035,2,4,PMI,0,0,1,PASS
CSIRPT-035,2,5,PMI,1,1,1,PASS
CSIRPT-035,2,6,PMI,1,1,1,PASS
CSIRPT-035,2,7,PMI,1,1,1,PASS
CSIRPT-035,2,8,PMI,1,1,1,PASS
CSIRPT-035,2,9,PMI,1,1,1,PASS
CSIRPT-035,2,10,PMI,0,0,1,PASS
CSIRPT-035,2,11,PMI,0,0,1,PASS
CSIRPT-035,2,12,SubbandCQI,0,0,1,PASS
CSIRPT-035,2,13,SubbandCQI,0,0,1,PASS
CSIRPT-035,2,14,SubbandCQI,0,0,1,PASS
CSIRPT-035,2,15,SubbandCQI,0,0,1,PASS
CSIRPT-035,2,16,SubbandCQI,0,0,1,PASS
CSIRPT-035,2,17,SubbandCQI,0,0,1,PASS
CSIRPT-035,2,18,SubbandCQI,0,0,1,PASS
CSIRPT-035,2,19,SubbandCQI,0,0,1,PASS
CSIRPT-035,2,20,SubbandCQI,0,0,1,PASS
CSIRPT-035,2,21,SubbandCQI,1,1,1,PASS
CSIRPT-035,2,22,SubbandCQI,1,1,1,PASS
CSIRPT-035,2,23,SubbandCQI,1,1,1,PASS
CSIRPT-035,2,24,SubbandCQI,1,1,1,PASS
CSIRPT-035,2,25,SubbandCQI,1,1,1,PASS
CSIRPT-035,2,26,SubbandCQI,0,0,1,PASS
CSIRPT-035,2,27,SubbandCQI,1,1,1,PASS
CSIRPT-036,1,0,CRI,1,1,1,PASS
CSIRPT-036,1,1,CRI,0,0,1,PASS
CSIRPT-036,1,2,CRI,1,1,1,PASS
CSIRPT-036,1,3,CRI,1,1,1,PASS
CSIRPT-036,1,4,RI,1,1,1,PASS
CSIRPT-036,1,5,RI,0,0,1,PASS
CSIRPT-036,1,6,RI,0,0,1,PASS
CSIRPT-036,1,7,CQI,1,1,1,PASS
CSIRPT-036,1,8,CQI,1,1,1,PASS
CSIRPT-036,1,9,CQI,0,0,1,PASS
CSIRPT-036,1,10,CQI,1,1,1,PASS
CSIRPT-036,2,0,PMI,0,0,1,PASS
CSIRPT-036,2,1,PMI,0,0,1,PASS
CSIRPT-036,2,2,PMI,0,0,1,PASS
CSIRPT-036,2,3,PMI,0,0,1,PASS
CSIRPT-036,2,4,PMI,0,0,1,PASS
CSIRPT-036,2,5,PMI,1,1,1,PASS
CSIRPT-036,2,6,PMI,1,1,1,PASS
CSIRPT-036,2,7,PMI,1,1,1,PASS
CSIRPT-036,2,8,PMI,1,1,1,PASS
CSIRPT-036,2,9,PMI,1,1,1,PASS
CSIRPT-036,2,10,PMI,1,1,1,PASS
CSIRPT-036,2,11,PMI,0,0,1,PASS
CSIRPT-036,2,12,SubbandCQI,0,0,1,PASS
CSIRPT-036,2,13,SubbandCQI,0,0,1,PASS
CSIRPT-036,2,14,SubbandCQI,0,0,1,PASS
CSIRPT-036,2,15,SubbandCQI,0,0,1,PASS
CSIRPT-036,2,16,SubbandCQI,0,0,1,PASS
CSIRPT-036,2,17,SubbandCQI,0,0,1,PASS
CSIRPT-036,2,18,SubbandCQI,0,0,1,PASS
CSIRPT-036,2,19,SubbandCQI,0,0,1,PASS
CSIRPT-036,2,20,SubbandCQI,0,0,1,PASS
CSIRPT-036,2,21,SubbandCQI,1,1,1,PASS
CSIRPT-036,2,22,SubbandCQI,1,1,1,PASS
CSIRPT-036,2,23,SubbandCQI,1,1,1,PASS
CSIRPT-036,2,24,SubbandCQI,1,1,1,PASS
CSIRPT-036,2,25,SubbandCQI,1,1,1,PASS
CSIRPT-036,2,26,SubbandCQI,1,1,1,PASS
CSIRPT-036,2,27,SubbandCQI,1,1,1,PASS
CSIRPT-037,1,0,CRI,1,1,1,PASS
CSIRPT-037,1,1,CRI,1,1,1,PASS
CSIRPT-037,1,2,CRI,0,0,1,PASS
CSIRPT-037,1,3,CRI,1,1,1,PASS
CSIRPT-037,1,4,RI,1,1,1,PASS
CSIRPT-037,1,5,RI,0,0,1,PASS
CSIRPT-037,1,6,CQI,1,1,1,PASS
CSIRPT-037,1,7,CQI,1,1,1,PASS
CSIRPT-037,1,8,CQI,1,1,1,PASS
CSIRPT-037,1,9,CQI,1,1,1,PASS
CSIRPT-037,2,0,BeamIndices,0,0,1,PASS
CSIRPT-037,2,1,BeamIndices,0,0,1,PASS
CSIRPT-037,2,2,BeamIndices,0,0,1,PASS
CSIRPT-037,2,3,BeamIndices,0,0,1,PASS
CSIRPT-037,2,4,BeamIndices,1,1,1,PASS
CSIRPT-037,2,5,BeamIndices,0,0,1,PASS
CSIRPT-037,2,6,BeamIndices,0,0,1,PASS
CSIRPT-037,2,7,BeamIndices,0,0,1,PASS
CSIRPT-037,2,8,BeamIndices,0,0,1,PASS
CSIRPT-037,2,9,BeamIndices,0,0,1,PASS
CSIRPT-037,2,10,BeamIndices,0,0,1,PASS
CSIRPT-037,2,11,BeamIndices,0,0,1,PASS
CSIRPT-037,2,12,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-037,2,13,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-037,2,14,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-037,2,15,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-037,2,16,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-037,2,17,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-037,2,18,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-037,2,19,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-037,2,20,AmplitudeCoefficients,1,1,1,PASS
CSIRPT-037,2,21,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-037,2,22,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-037,2,23,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-037,2,24,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-037,2,25,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-037,2,26,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-037,2,27,AmplitudeCoefficients,1,1,1,PASS
CSIRPT-037,2,28,PhaseCoefficients,0,0,1,PASS
CSIRPT-037,2,29,PhaseCoefficients,0,0,1,PASS
CSIRPT-037,2,30,PhaseCoefficients,0,0,1,PASS
CSIRPT-037,2,31,PhaseCoefficients,0,0,1,PASS
CSIRPT-037,2,32,PhaseCoefficients,0,0,1,PASS
CSIRPT-037,2,33,PhaseCoefficients,0,0,1,PASS
CSIRPT-037,2,34,PhaseCoefficients,0,0,1,PASS
CSIRPT-037,2,35,PhaseCoefficients,0,0,1,PASS
CSIRPT-037,2,36,PhaseCoefficients,1,1,1,PASS
CSIRPT-037,2,37,PhaseCoefficients,0,0,1,PASS
CSIRPT-037,2,38,PhaseCoefficients,0,0,1,PASS
CSIRPT-037,2,39,PhaseCoefficients,0,0,1,PASS
CSIRPT-037,2,40,PhaseCoefficients,0,0,1,PASS
CSIRPT-037,2,41,PhaseCoefficients,0,0,1,PASS
CSIRPT-037,2,42,PhaseCoefficients,1,1,1,PASS
CSIRPT-037,2,43,PhaseCoefficients,0,0,1,PASS
CSIRPT-038,1,0,CRI,1,1,1,PASS
CSIRPT-038,1,1,CRI,1,1,1,PASS
CSIRPT-038,1,2,CRI,1,1,1,PASS
CSIRPT-038,1,3,CRI,1,1,1,PASS
CSIRPT-038,1,4,RI,0,0,1,PASS
CSIRPT-038,1,5,RI,0,0,1,PASS
CSIRPT-038,1,6,CQI,0,0,1,PASS
CSIRPT-038,1,7,CQI,0,0,1,PASS
CSIRPT-038,1,8,CQI,0,0,1,PASS
CSIRPT-038,1,9,CQI,1,1,1,PASS
CSIRPT-038,2,0,BeamIndices,0,0,1,PASS
CSIRPT-038,2,1,BeamIndices,0,0,1,PASS
CSIRPT-038,2,2,BeamIndices,0,0,1,PASS
CSIRPT-038,2,3,BeamIndices,0,0,1,PASS
CSIRPT-038,2,4,BeamIndices,1,1,1,PASS
CSIRPT-038,2,5,BeamIndices,0,0,1,PASS
CSIRPT-038,2,6,BeamIndices,0,0,1,PASS
CSIRPT-038,2,7,BeamIndices,0,0,1,PASS
CSIRPT-038,2,8,BeamIndices,0,0,1,PASS
CSIRPT-038,2,9,BeamIndices,0,0,1,PASS
CSIRPT-038,2,10,BeamIndices,1,1,1,PASS
CSIRPT-038,2,11,BeamIndices,0,0,1,PASS
CSIRPT-038,2,12,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-038,2,13,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-038,2,14,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-038,2,15,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-038,2,16,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-038,2,17,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-038,2,18,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-038,2,19,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-038,2,20,AmplitudeCoefficients,1,1,1,PASS
CSIRPT-038,2,21,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-038,2,22,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-038,2,23,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-038,2,24,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-038,2,25,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-038,2,26,AmplitudeCoefficients,1,1,1,PASS
CSIRPT-038,2,27,AmplitudeCoefficients,1,1,1,PASS
CSIRPT-038,2,28,PhaseCoefficients,0,0,1,PASS
CSIRPT-038,2,29,PhaseCoefficients,0,0,1,PASS
CSIRPT-038,2,30,PhaseCoefficients,0,0,1,PASS
CSIRPT-038,2,31,PhaseCoefficients,0,0,1,PASS
CSIRPT-038,2,32,PhaseCoefficients,0,0,1,PASS
CSIRPT-038,2,33,PhaseCoefficients,0,0,1,PASS
CSIRPT-038,2,34,PhaseCoefficients,0,0,1,PASS
CSIRPT-038,2,35,PhaseCoefficients,0,0,1,PASS
CSIRPT-038,2,36,PhaseCoefficients,1,1,1,PASS
CSIRPT-038,2,37,PhaseCoefficients,0,0,1,PASS
CSIRPT-038,2,38,PhaseCoefficients,0,0,1,PASS
CSIRPT-038,2,39,PhaseCoefficients,0,0,1,PASS
CSIRPT-038,2,40,PhaseCoefficients,0,0,1,PASS
CSIRPT-038,2,41,PhaseCoefficients,1,1,1,PASS
CSIRPT-038,2,42,PhaseCoefficients,0,0,1,PASS
CSIRPT-038,2,43,PhaseCoefficients,0,0,1,PASS
CSIRPT-039,1,0,CRI,0,0,1,PASS
CSIRPT-039,1,1,CRI,0,0,1,PASS
CSIRPT-039,1,2,CRI,0,0,1,PASS
CSIRPT-039,1,3,CRI,1,1,1,PASS
CSIRPT-039,1,4,RI,1,1,1,PASS
CSIRPT-039,1,5,RI,0,0,1,PASS
CSIRPT-039,1,6,CQI,0,0,1,PASS
CSIRPT-039,1,7,CQI,0,0,1,PASS
CSIRPT-039,1,8,CQI,1,1,1,PASS
CSIRPT-039,1,9,CQI,1,1,1,PASS
CSIRPT-039,2,0,BeamIndices,0,0,1,PASS
CSIRPT-039,2,1,BeamIndices,0,0,1,PASS
CSIRPT-039,2,2,BeamIndices,0,0,1,PASS
CSIRPT-039,2,3,BeamIndices,0,0,1,PASS
CSIRPT-039,2,4,BeamIndices,1,1,1,PASS
CSIRPT-039,2,5,BeamIndices,0,0,1,PASS
CSIRPT-039,2,6,BeamIndices,0,0,1,PASS
CSIRPT-039,2,7,BeamIndices,0,0,1,PASS
CSIRPT-039,2,8,BeamIndices,0,0,1,PASS
CSIRPT-039,2,9,BeamIndices,1,1,1,PASS
CSIRPT-039,2,10,BeamIndices,0,0,1,PASS
CSIRPT-039,2,11,BeamIndices,0,0,1,PASS
CSIRPT-039,2,12,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-039,2,13,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-039,2,14,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-039,2,15,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-039,2,16,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-039,2,17,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-039,2,18,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-039,2,19,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-039,2,20,AmplitudeCoefficients,1,1,1,PASS
CSIRPT-039,2,21,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-039,2,22,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-039,2,23,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-039,2,24,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-039,2,25,AmplitudeCoefficients,1,1,1,PASS
CSIRPT-039,2,26,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-039,2,27,AmplitudeCoefficients,1,1,1,PASS
CSIRPT-039,2,28,PhaseCoefficients,0,0,1,PASS
CSIRPT-039,2,29,PhaseCoefficients,0,0,1,PASS
CSIRPT-039,2,30,PhaseCoefficients,0,0,1,PASS
CSIRPT-039,2,31,PhaseCoefficients,0,0,1,PASS
CSIRPT-039,2,32,PhaseCoefficients,0,0,1,PASS
CSIRPT-039,2,33,PhaseCoefficients,0,0,1,PASS
CSIRPT-039,2,34,PhaseCoefficients,0,0,1,PASS
CSIRPT-039,2,35,PhaseCoefficients,0,0,1,PASS
CSIRPT-039,2,36,PhaseCoefficients,1,1,1,PASS
CSIRPT-039,2,37,PhaseCoefficients,0,0,1,PASS
CSIRPT-039,2,38,PhaseCoefficients,0,0,1,PASS
CSIRPT-039,2,39,PhaseCoefficients,0,0,1,PASS
CSIRPT-039,2,40,PhaseCoefficients,0,0,1,PASS
CSIRPT-039,2,41,PhaseCoefficients,1,1,1,PASS
CSIRPT-039,2,42,PhaseCoefficients,1,1,1,PASS
CSIRPT-039,2,43,PhaseCoefficients,0,0,1,PASS
CSIRPT-041,1,0,CRI,0,0,1,PASS
CSIRPT-041,1,1,CRI,1,1,1,PASS
CSIRPT-041,1,2,CRI,0,0,1,PASS
CSIRPT-041,1,3,CRI,1,1,1,PASS
CSIRPT-041,1,4,RI,1,1,1,PASS
CSIRPT-041,1,5,RI,0,0,1,PASS
CSIRPT-041,1,6,CQI,0,0,1,PASS
CSIRPT-041,1,7,CQI,1,1,1,PASS
CSIRPT-041,1,8,CQI,1,1,1,PASS
CSIRPT-041,1,9,CQI,1,1,1,PASS
CSIRPT-041,2,0,BeamIndices,0,0,1,PASS
CSIRPT-041,2,1,BeamIndices,0,0,1,PASS
CSIRPT-041,2,2,BeamIndices,0,0,1,PASS
CSIRPT-041,2,3,BeamIndices,0,0,1,PASS
CSIRPT-041,2,4,BeamIndices,1,1,1,PASS
CSIRPT-041,2,5,BeamIndices,0,0,1,PASS
CSIRPT-041,2,6,BeamIndices,0,0,1,PASS
CSIRPT-041,2,7,BeamIndices,0,0,1,PASS
CSIRPT-041,2,8,BeamIndices,1,1,1,PASS
CSIRPT-041,2,9,BeamIndices,0,0,1,PASS
CSIRPT-041,2,10,BeamIndices,0,0,1,PASS
CSIRPT-041,2,11,BeamIndices,0,0,1,PASS
CSIRPT-041,2,12,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-041,2,13,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-041,2,14,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-041,2,15,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-041,2,16,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-041,2,17,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-041,2,18,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-041,2,19,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-041,2,20,AmplitudeCoefficients,1,1,1,PASS
CSIRPT-041,2,21,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-041,2,22,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-041,2,23,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-041,2,24,AmplitudeCoefficients,1,1,1,PASS
CSIRPT-041,2,25,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-041,2,26,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-041,2,27,AmplitudeCoefficients,1,1,1,PASS
CSIRPT-041,2,28,PhaseCoefficients,0,0,1,PASS
CSIRPT-041,2,29,PhaseCoefficients,0,0,1,PASS
CSIRPT-041,2,30,PhaseCoefficients,0,0,1,PASS
CSIRPT-041,2,31,PhaseCoefficients,0,0,1,PASS
CSIRPT-041,2,32,PhaseCoefficients,0,0,1,PASS
CSIRPT-041,2,33,PhaseCoefficients,0,0,1,PASS
CSIRPT-041,2,34,PhaseCoefficients,0,0,1,PASS
CSIRPT-041,2,35,PhaseCoefficients,0,0,1,PASS
CSIRPT-041,2,36,PhaseCoefficients,1,1,1,PASS
CSIRPT-041,2,37,PhaseCoefficients,0,0,1,PASS
CSIRPT-041,2,38,PhaseCoefficients,0,0,1,PASS
CSIRPT-041,2,39,PhaseCoefficients,0,0,1,PASS
CSIRPT-041,2,40,PhaseCoefficients,1,1,1,PASS
CSIRPT-041,2,41,PhaseCoefficients,0,0,1,PASS
CSIRPT-041,2,42,PhaseCoefficients,1,1,1,PASS
CSIRPT-041,2,43,PhaseCoefficients,0,0,1,PASS
CSIRPT-042,1,0,CRI,0,0,1,PASS
CSIRPT-042,1,1,CRI,1,1,1,PASS
CSIRPT-042,1,2,CRI,1,1,1,PASS
CSIRPT-042,1,3,CRI,1,1,1,PASS
CSIRPT-042,1,4,RI,0,0,1,PASS
CSIRPT-042,1,5,RI,0,0,1,PASS
CSIRPT-042,1,6,CQI,1,1,1,PASS
CSIRPT-042,1,7,CQI,0,0,1,PASS
CSIRPT-042,1,8,CQI,0,0,1,PASS
CSIRPT-042,1,9,CQI,1,1,1,PASS
CSIRPT-042,2,0,BeamIndices,0,0,1,PASS
CSIRPT-042,2,1,BeamIndices,0,0,1,PASS
CSIRPT-042,2,2,BeamIndices,0,0,1,PASS
CSIRPT-042,2,3,BeamIndices,0,0,1,PASS
CSIRPT-042,2,4,BeamIndices,1,1,1,PASS
CSIRPT-042,2,5,BeamIndices,0,0,1,PASS
CSIRPT-042,2,6,BeamIndices,0,0,1,PASS
CSIRPT-042,2,7,BeamIndices,0,0,1,PASS
CSIRPT-042,2,8,BeamIndices,1,1,1,PASS
CSIRPT-042,2,9,BeamIndices,0,0,1,PASS
CSIRPT-042,2,10,BeamIndices,1,1,1,PASS
CSIRPT-042,2,11,BeamIndices,0,0,1,PASS
CSIRPT-042,2,12,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-042,2,13,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-042,2,14,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-042,2,15,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-042,2,16,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-042,2,17,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-042,2,18,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-042,2,19,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-042,2,20,AmplitudeCoefficients,1,1,1,PASS
CSIRPT-042,2,21,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-042,2,22,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-042,2,23,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-042,2,24,AmplitudeCoefficients,1,1,1,PASS
CSIRPT-042,2,25,AmplitudeCoefficients,0,0,1,PASS
CSIRPT-042,2,26,AmplitudeCoefficients,1,1,1,PASS
CSIRPT-042,2,27,AmplitudeCoefficients,1,1,1,PASS
CSIRPT-042,2,28,PhaseCoefficients,0,0,1,PASS
CSIRPT-042,2,29,PhaseCoefficients,0,0,1,PASS
CSIRPT-042,2,30,PhaseCoefficients,0,0,1,PASS
CSIRPT-042,2,31,PhaseCoefficients,0,0,1,PASS
CSIRPT-042,2,32,PhaseCoefficients,0,0,1,PASS
CSIRPT-042,2,33,PhaseCoefficients,0,0,1,PASS
CSIRPT-042,2,34,PhaseCoefficients,0,0,1,PASS
CSIRPT-042,2,35,PhaseCoefficients,0,0,1,PASS
CSIRPT-042,2,36,PhaseCoefficients,1,1,1,PASS
CSIRPT-042,2,37,PhaseCoefficients,0,0,1,PASS
CSIRPT-042,2,38,PhaseCoefficients,0,0,1,PASS
CSIRPT-042,2,39,PhaseCoefficients,0,0,1,PASS
CSIRPT-042,2,40,PhaseCoefficients,1,1,1,PASS
CSIRPT-042,2,41,PhaseCoefficients,1,1,1,PASS
CSIRPT-042,2,42,PhaseCoefficients,0,0,1,PASS
CSIRPT-042,2,43,PhaseCoefficients,0,0,1,PASS
CSIRPT-043,1,0,CRI,0,0,1,PASS
CSIRPT-043,1,1,CRI,0,0,1,PASS
CSIRPT-043,1,2,CRI,1,1,1,PASS
CSIRPT-043,1,3,RI,1,1,1,PASS
CSIRPT-043,1,4,RI,0,0,1,PASS
CSIRPT-043,1,5,CQI,1,1,1,PASS
CSIRPT-043,1,6,CQI,0,0,1,PASS
CSIRPT-043,1,7,CQI,1,1,1,PASS
CSIRPT-043,1,8,CQI,1,1,1,PASS
CSIRPT-043,2,0,PMI,0,0,1,PASS
CSIRPT-043,2,1,PMI,0,0,1,PASS
CSIRPT-043,2,2,PMI,1,1,1,PASS
CSIRPT-043,2,3,PMI,0,0,1,PASS
CSIRPT-043,2,4,PMI,0,0,1,PASS
CSIRPT-043,2,5,PMI,0,0,1,PASS
CSIRPT-043,2,6,PMI,1,1,1,PASS
CSIRPT-043,2,7,PMI,1,1,1,PASS
CSIRPT-043,2,8,PMI,0,0,1,PASS
CSIRPT-043,2,9,PMI,0,0,1,PASS
CSIRPT-043,2,10,SubbandCQI,0,0,1,PASS
CSIRPT-043,2,11,SubbandCQI,0,0,1,PASS
CSIRPT-043,2,12,SubbandCQI,0,0,1,PASS
CSIRPT-043,2,13,SubbandCQI,0,0,1,PASS
CSIRPT-043,2,14,SubbandCQI,1,1,1,PASS
CSIRPT-043,2,15,SubbandCQI,0,0,1,PASS
CSIRPT-043,2,16,SubbandCQI,0,0,1,PASS
CSIRPT-043,2,17,SubbandCQI,0,0,1,PASS
CSIRPT-043,2,18,SubbandCQI,1,1,1,PASS
CSIRPT-043,2,19,SubbandCQI,1,1,1,PASS
CSIRPT-043,2,20,SubbandCQI,0,0,1,PASS
CSIRPT-043,2,21,SubbandCQI,1,1,1,PASS
CSIRPT-044,1,0,CRI,0,0,1,PASS
CSIRPT-044,1,1,CRI,1,1,1,PASS
CSIRPT-044,1,2,CRI,1,1,1,PASS
CSIRPT-044,1,3,RI,0,0,1,PASS
CSIRPT-044,1,4,RI,0,0,1,PASS
CSIRPT-044,1,5,CQI,1,1,1,PASS
CSIRPT-044,1,6,CQI,1,1,1,PASS
CSIRPT-044,1,7,CQI,0,0,1,PASS
CSIRPT-044,1,8,CQI,1,1,1,PASS
CSIRPT-044,2,0,PMI,0,0,1,PASS
CSIRPT-044,2,1,PMI,0,0,1,PASS
CSIRPT-044,2,2,PMI,1,1,1,PASS
CSIRPT-044,2,3,PMI,0,0,1,PASS
CSIRPT-044,2,4,PMI,0,0,1,PASS
CSIRPT-044,2,5,PMI,0,0,1,PASS
CSIRPT-044,2,6,PMI,1,1,1,PASS
CSIRPT-044,2,7,PMI,1,1,1,PASS
CSIRPT-044,2,8,PMI,1,1,1,PASS
CSIRPT-044,2,9,PMI,0,0,1,PASS
CSIRPT-044,2,10,SubbandCQI,0,0,1,PASS
CSIRPT-044,2,11,SubbandCQI,0,0,1,PASS
CSIRPT-044,2,12,SubbandCQI,0,0,1,PASS
CSIRPT-044,2,13,SubbandCQI,0,0,1,PASS
CSIRPT-044,2,14,SubbandCQI,1,1,1,PASS
CSIRPT-044,2,15,SubbandCQI,0,0,1,PASS
CSIRPT-044,2,16,SubbandCQI,0,0,1,PASS
CSIRPT-044,2,17,SubbandCQI,0,0,1,PASS
CSIRPT-044,2,18,SubbandCQI,1,1,1,PASS
CSIRPT-044,2,19,SubbandCQI,1,1,1,PASS
CSIRPT-044,2,20,SubbandCQI,1,1,1,PASS
CSIRPT-044,2,21,SubbandCQI,1,1,1,PASS
CSIRPT-045,1,0,CRI,1,1,1,PASS
CSIRPT-045,1,1,CRI,0,0,1,PASS
CSIRPT-045,1,2,CRI,1,1,1,PASS
CSIRPT-045,1,3,RI,1,1,1,PASS
CSIRPT-045,1,4,RI,0,0,1,PASS
CSIRPT-045,1,5,CQI,1,1,1,PASS
CSIRPT-045,1,6,CQI,1,1,1,PASS
CSIRPT-045,1,7,CQI,1,1,1,PASS
CSIRPT-045,1,8,CQI,1,1,1,PASS
CSIRPT-045,2,0,PMI,0,0,1,PASS
CSIRPT-045,2,1,PMI,0,0,1,PASS
CSIRPT-045,2,2,PMI,1,1,1,PASS
CSIRPT-045,2,3,PMI,0,0,1,PASS
CSIRPT-045,2,4,PMI,0,0,1,PASS
CSIRPT-045,2,5,PMI,1,1,1,PASS
CSIRPT-045,2,6,PMI,0,0,1,PASS
CSIRPT-045,2,7,PMI,0,0,1,PASS
CSIRPT-045,2,8,PMI,0,0,1,PASS
CSIRPT-045,2,9,PMI,0,0,1,PASS
CSIRPT-045,2,10,SubbandCQI,0,0,1,PASS
CSIRPT-045,2,11,SubbandCQI,0,0,1,PASS
CSIRPT-045,2,12,SubbandCQI,0,0,1,PASS
CSIRPT-045,2,13,SubbandCQI,0,0,1,PASS
CSIRPT-045,2,14,SubbandCQI,1,1,1,PASS
CSIRPT-045,2,15,SubbandCQI,0,0,1,PASS
CSIRPT-045,2,16,SubbandCQI,0,0,1,PASS
CSIRPT-045,2,17,SubbandCQI,1,1,1,PASS
CSIRPT-045,2,18,SubbandCQI,0,0,1,PASS
CSIRPT-045,2,19,SubbandCQI,0,0,1,PASS
CSIRPT-045,2,20,SubbandCQI,0,0,1,PASS
CSIRPT-045,2,21,SubbandCQI,1,1,1,PASS
CSIRPT-047,1,0,CRI,0,0,1,PASS
CSIRPT-047,1,1,CRI,0,0,1,PASS
CSIRPT-047,1,2,CRI,1,1,1,PASS
CSIRPT-047,1,3,RI,1,1,1,PASS
CSIRPT-047,1,4,RI,0,0,1,PASS
CSIRPT-047,1,5,CQI,0,0,1,PASS
