UEID,Direction,MCSTable,EventIndex,Outcome,MarginBeforeDb,MarginAfterDb,TargetBLER,MuAckDb,MuNackDb,ResetReason,Status
14,DL,qam64,27,NACK,1.04,1.08,0.2,0.01,0.04,,PASS
14,DL,qam64,28,NACK,1.08,1.12,0.2,0.01,0.04,,PASS
14,DL,qam64,29,NACK,1.12,1.16,0.2,0.01,0.04,,PASS
14,DL,qam64,30,NACK,1.16,1.2,0.2,0.01,0.04,,PASS
14,DL,qam64,31,NACK,1.2,1.24,0.2,0.01,0.04,,PASS
14,DL,qam64,32,NACK,1.24,1.28,0.2,0.01,0.04,,PASS
14,DL,qam64,33,NACK,1.28,1.32,0.2,0.01,0.04,,PASS
14,DL,qam64,34,NACK,1.32,1.36,0.2,0.01,0.04,,PASS
14,DL,qam64,35,NACK,1.36,1.4,0.2,0.01,0.04,,PASS
14,DL,qam64,36,NACK,1.4,1.44,0.2,0.01,0.04,,PASS
14,DL,qam64,37,NACK,1.44,1.48,0.2,0.01,0.04,,PASS
14,DL,qam64,38,NACK,1.48,1.52,0.2,0.01,0.04,,PASS
14,DL,qam64,39,NACK,1.52,1.56,0.2,0.01,0.04,,PASS
14,DL,qam64,40,NACK,1.56,1.6,0.2,0.01,0.04,,PASS
15,DL,qam64,1,ACK,0,-0.01,0.2,0.01,0.04,,PASS
15,DL,qam64,2,NACK,-0.01,0.03,0.2,0.01,0.04,,PASS
15,DL,qam64,3,ACK,0.03,0.02,0.2,0.01,0.04,,PASS
15,DL,qam64,4,NACK,0.02,0.06,0.2,0.01,0.04,,PASS
15,DL,qam64,5,ACK,0.06,0.05,0.2,0.01,0.04,,PASS
15,DL,qam64,6,NACK,0.05,0.09,0.2,0.01,0.04,,PASS
15,DL,qam64,7,ACK,0.09,0.08,0.2,0.01,0.04,,PASS
15,DL,qam64,8,NACK,0.08,0.12,0.2,0.01,0.04,,PASS
15,DL,qam64,9,ACK,0.12,0.11,0.2,0.01,0.04,,PASS
15,DL,qam64,10,NACK,0.11,0.15,0.2,0.01,0.04,,PASS
15,DL,qam64,11,ACK,0.15,0.14,0.2,0.01,0.04,,PASS
15,DL,qam64,12,NACK,0.14,0.18,0.2,0.01,0.04,,PASS
15,DL,qam64,13,ACK,0.18,0.17,0.2,0.01,0.04,,PASS
15,DL,qam64,14,NACK,0.17,0.21,0.2,0.01,0.04,,PASS
15,DL,qam64,15,ACK,0.21,0.2,0.2,0.01,0.04,,PASS
15,DL,qam64,16,NACK,0.2,0.24,0.2,0.01,0.04,,PASS
15,DL,qam64,17,ACK,0.24,0.23,0.2,0.01,0.04,,PASS
15,DL,qam64,18,NACK,0.23,0.27,0.2,0.01,0.04,,PASS
15,DL,qam64,19,ACK,0.27,0.26,0.2,0.01,0.04,,PASS
15,DL,qam64,20,NACK,0.26,0.3,0.2,0.01,0.04,,PASS
15,DL,qam64,21,ACK,0.3,0.29,0.2,0.01,0.04,,PASS
15,DL,qam64,22,NACK,0.29,0.33,0.2,0.01,0.04,,PASS
15,DL,qam64,23,ACK,0.33,0.32,0.2,0.01,0.04,,PASS
15,DL,qam64,24,NACK,0.32,0.36,0.2,0.01,0.04,,PASS
15,DL,qam64,25,ACK,0.36,0.35,0.2,0.01,0.04,,PASS
15,DL,qam64,26,NACK,0.35,0.39,0.2,0.01,0.04,,PASS
15,DL,qam64,27,ACK,0.39,0.38,0.2,0.01,0.04,,PASS
15,DL,qam64,28,NACK,0.38,0.42,0.2,0.01,0.04,,PASS
15,DL,qam64,29,ACK,0.42,0.41,0.2,0.01,0.04,,PASS
15,DL,qam64,30,NACK,0.41,0.45,0.2,0.01,0.04,,PASS
15,DL,qam64,31,ACK,0.45,0.44,0.2,0.01,0.04,,PASS
15,DL,qam64,32,NACK,0.44,0.48,0.2,0.01,0.04,,PASS
15,DL,qam64,33,ACK,0.48,0.47,0.2,0.01,0.04,,PASS
15,DL,qam64,34,NACK,0.47,0.51,0.2,0.01,0.04,,PASS
15,DL,qam64,35,ACK,0.51,0.5,0.2,0.01,0.04,,PASS
15,DL,qam64,36,NACK,0.5,0.54,0.2,0.01,0.04,,PASS
15,DL,qam64,37,ACK,0.54,0.53,0.2,0.01,0.04,,PASS
15,DL,qam64,38,NACK,0.53,0.57,0.2,0.01,0.04,,PASS
15,DL,qam64,39,ACK,0.57,0.56,0.2,0.01,0.04,,PASS
15,DL,qam64,40,NACK,0.56,0.6,0.2,0.01,0.04,,PASS
16,DL,qam64,1,ACK,0,-0.01,0.2,0.01,0.04,,PASS
16,DL,qam64,2,ACK,-0.01,-0.02,0.2,0.01,0.04,,PASS
16,DL,qam64,3,ACK,-0.02,-0.03,0.2,0.01,0.04,,PASS
16,DL,qam64,4,ACK,-0.03,-0.04,0.2,0.01,0.04,,PASS
16,DL,qam64,5,NACK,-0.04,0,0.2,0.01,0.04,,PASS
16,DL,qam64,6,ACK,0,-0.01,0.2,0.01,0.04,,PASS
16,DL,qam64,7,ACK,-0.01,-0.02,0.2,0.01,0.04,,PASS
16,DL,qam64,8,ACK,-0.02,-0.03,0.2,0.01,0.04,,PASS
16,DL,qam64,9,ACK,-0.03,-0.04,0.2,0.01,0.04,,PASS
16,DL,qam64,10,NACK,-0.04,0,0.2,0.01,0.04,,PASS
16,DL,qam64,11,ACK,0,-0.01,0.2,0.01,0.04,,PASS
16,DL,qam64,12,ACK,-0.01,-0.02,0.2,0.01,0.04,,PASS
16,DL,qam64,13,ACK,-0.02,-0.03,0.2,0.01,0.04,,PASS
16,DL,qam64,14,ACK,-0.03,-0.04,0.2,0.01,0.04,,PASS
16,DL,qam64,15,NACK,-0.04,0,0.2,0.01,0.04,,PASS
16,DL,qam64,16,ACK,0,-0.01,0.2,0.01,0.04,,PASS
16,DL,qam64,17,ACK,-0.01,-0.02,0.2,0.01,0.04,,PASS
16,DL,qam64,18,ACK,-0.02,-0.03,0.2,0.01,0.04,,PASS
16,DL,qam64,19,ACK,-0.03,-0.04,0.2,0.01,0.04,,PASS
16,DL,qam64,20,NACK,-0.04,0,0.2,0.01,0.04,,PASS
16,DL,qam64,21,ACK,0,-0.01,0.2,0.01,0.04,,PASS
16,DL,qam64,22,ACK,-0.01,-0.02,0.2,0.01,0.04,,PASS
16,DL,qam64,23,ACK,-0.02,-0.03,0.2,0.01,0.04,,PASS
16,DL,qam64,24,ACK,-0.03,-0.04,0.2,0.01,0.04,,PASS
16,DL,qam64,25,NACK,-0.04,0,0.2,0.01,0.04,,PASS
16,DL,qam64,26,ACK,0,-0.01,0.2,0.01,0.04,,PASS
16,DL,qam64,27,ACK,-0.01,-0.02,0.2,0.01,0.04,,PASS
16,DL,qam64,28,ACK,-0.02,-0.03,0.2,0.01,0.04,,PASS
16,DL,qam64,29,ACK,-0.03,-0.04,0.2,0.01,0.04,,PASS
16,DL,qam64,30,NACK,-0.04,0,0.2,0.01,0.04,,PASS
16,DL,qam64,31,ACK,0,-0.01,0.2,0.01,0.04,,PASS
16,DL,qam64,32,ACK,-0.01,-0.02,0.2,0.01,0.04,,PASS
16,DL,qam64,33,ACK,-0.02,-0.03,0.2,0.01,0.04,,PASS
16,DL,qam64,34,ACK,-0.03,-0.04,0.2,0.01,0.04,,PASS
16,DL,qam64,35,NACK,-0.04,0,0.2,0.01,0.04,,PASS
16,DL,qam64,36,ACK,0,-0.01,0.2,0.01,0.04,,PASS
16,DL,qam64,37,ACK,-0.01,-0.02,0.2,0.01,0.04,,PASS
16,DL,qam64,38,ACK,-0.02,-0.03,0.2,0.01,0.04,,PASS
16,DL,qam64,39,ACK,-0.03,-0.04,0.2,0.01,0.04,,PASS
16,DL,qam64,40,NACK,-0.04,0,0.2,0.01,0.04,,PASS
16,DL,qam64,41,ACK,0,-0.01,0.2,0.01,0.04,,PASS
16,DL,qam64,42,ACK,-0.01,-0.02,0.2,0.01,0.04,,PASS
16,DL,qam64,43,ACK,-0.02,-0.03,0.2,0.01,0.04,,PASS
16,DL,qam64,44,ACK,-0.03,-0.04,0.2,0.01,0.04,,PASS
16,DL,qam64,45,NACK,-0.04,0,0.2,0.01,0.04,,PASS
16,DL,qam64,46,ACK,0,-0.01,0.2,0.01,0.04,,PASS
16,DL,qam64,47,ACK,-0.01,-0.02,0.2,0.01,0.04,,PASS
16,DL,qam64,48,ACK,-0.02,-0.03,0.2,0.01,0.04,,PASS
16,DL,qam64,49,ACK,-0.03,-0.04,0.2,0.01,0.04,,PASS
16,DL,qam64,50,NACK,-0.04,0,0.2,0.01,0.04,,PASS
16,DL,qam64,51,ACK,0,-0.01,0.2,0.01,0.04,,PASS
16,DL,qam64,52,ACK,-0.01,-0.02,0.2,0.01,0.04,,PASS
16,DL,qam64,53,ACK,-0.02,-0.03,0.2,0.01,0.04,,PASS
16,DL,qam64,54,ACK,-0.03,-0.04,0.2,0.01,0.04,,PASS
16,DL,qam64,55,NACK,-0.04,0,0.2,0.01,0.04,,PASS
16,DL,qam64,56,ACK,0,-0.01,0.2,0.01,0.04,,PASS
16,DL,qam64,57,ACK,-0.01,-0.02,0.2,0.01,0.04,,PASS
16,DL,qam64,58,ACK,-0.02,-0.03,0.2,0.01,0.04,,PASS
16,DL,qam64,59,ACK,-0.03,-0.04,0.2,0.01,0.04,,PASS
16,DL,qam64,60,NACK,-0.04,0,0.2,0.01,0.04,,PASS
16,DL,qam64,61,ACK,0,-0.01,0.2,0.01,0.04,,PASS
16,DL,qam64,62,ACK,-0.01,-0.02,0.2,0.01,0.04,,PASS
16,DL,qam64,63,ACK,-0.02,-0.03,0.2,0.01,0.04,,PASS
16,DL,qam64,64,ACK,-0.03,-0.04,0.2,0.01,0.04,,PASS
16,DL,qam64,65,NACK,-0.04,0,0.2,0.01,0.04,,PASS
16,DL,qam64,66,ACK,0,-0.01,0.2,0.01,0.04,,PASS
16,DL,qam64,67,ACK,-0.01,-0.02,0.2,0.01,0.04,,PASS
16,DL,qam64,68,ACK,-0.02,-0.03,0.2,0.01,0.04,,PASS
16,DL,qam64,69,ACK,-0.03,-0.04,0.2,0.01,0.04,,PASS
16,DL,qam64,70,NACK,-0.04,0,0.2,0.01,0.04,,PASS
16,DL,qam64,71,ACK,0,-0.01,0.2,0.01,0.04,,PASS
16,DL,qam64,72,ACK,-0.01,-0.02,0.2,0.01,0.04,,PASS
16,DL,qam64,73,ACK,-0.02,-0.03,0.2,0.01,0.04,,PASS
16,DL,qam64,74,ACK,-0.03,-0.04,0.2,0.01,0.04,,PASS
16,DL,qam64,75,NACK,-0.04,0,0.2,0.01,0.04,,PASS
16,DL,qam64,76,ACK,0,-0.01,0.2,0.01,0.04,,PASS
16,DL,qam64,77,ACK,-0.01,-0.02,0.2,0.01,0.04,,PASS
16,DL,qam64,78,ACK,-0.02,-0.03,0.2,0.01,0.04,,PASS
16,DL,qam64,79,ACK,-0.03,-0.04,0.2,0.01,0.04,,PASS
16,DL,qam64,80,NACK,-0.04,0,0.2,0.01,0.04,,PASS
