ImageFile,SourceCSV,SourceCSVSHA256,PNGSHA256,Width,Height,Title,XLabel,YLabel,AxesCount,SeriesCount,FinitePointCount,Status
rsla_resource_ownership_map.png,rsla_resource_ownership.csv,54440a3b4ce68dcdb9283f7e23a8dbf18cb3aa3873ee7ff47ccef1bd79f5b644,cd066dae0b22eb0f290094258e97a751cbff5813e31c65291d3824c2fcc14895,1200,760,"Reference-signal resource ownership — production evidence",slot/symbol/PRB,resource type,1,1,600,PASS
rsla_dmrs_port_symbol_map.png,rsla_dmrs_matrix.csv,f2df2639ca308407d4ce768ebda1d7e37d85cf12dd724a4c4ac6c4530fb47edf,4ccd8da4e444df6f3995b0baa46570817a8b67fce63080193d001b2aed76ebcc,1200,760,"DM-RS ports and symbols — production evidence",configuration case,logical port / symbol,1,1,192,PASS
rsla_csirs_resource_map.png,rsla_csirs_matrix.csv,67cf193ee24a9a9e00ceb112092af8fdd5bee7e48616a77b90cdea04beb822ee,391cecb694ed2fc0e4f9d3fb9b14ac71ad884a7a13d57b12a627bce754839bb8,1200,760,"CSI-RS and CSI-IM resource map — production evidence",resource case,RE ownership,1,1,114,PASS
rsla_srs_resource_hopping_map.png,rsla_srs_matrix.csv,e2a0669ef050ebda921f5085e6a46b2b8054b26f97ea169c8c8c06f2fb88b336,f2831304fcadefcbb82e736c8336097680245d6ed4ff8d5aa3ed77ba0cc935df,1200,760,"SRS resource, comb and hopping map — production evidence",slot / frequency,SRS resource,1,1,162,PASS
rsla_trs_tracking_convergence.png,rsla_trs_tracking.csv,0b88d2dfece7adc00951bd32ae3eff2b4546a0fb599237f80bb68dc7170fd6ca,1941510d2b718bd4bd52c5be6fe4d31fc07faf46a22ac8f44bca2bd6f404cd0a,1200,760,"TRS timing and frequency tracking — production evidence",update index,residual error,1,1,100,PASS
rsla_ptrs_cpe_evm.png,rsla_ptrs_tracking.csv,a5a0bc9370bea6921f6bf926405caf0366f04c1f88177dbeeffa503b7ded3d5e,87b7b5ccb22d597ad163e521932cd79d2420360f8e2e21603774bb52305389f7,1200,760,"PT-RS common phase error and EVM — production evidence",phase-noise case,CPE / EVM,1,1,96,PASS
rsla_measurement_accuracy.png,rsla_measurement_results.csv,9c36a95879d2bad67695b8182813e6df70996b34f584027c68f1c91cc0016527,1e7cf304797f5eae364251251cec7fa1ea70f6839f5059c60cf6df29a355162d,1200,760,"TS 38.215 measurement accuracy — production evidence",expected value,measured value,1,1,120,PASS
rsla_measurement_filter_trace.png,rsla_measurement_filter_trace.csv,624507e726397fd3b8350b754da54b23224f71f7e83c88690fcab6b812afd064,ae4a55b5f05bc1f0c563d300a91344a14be26ee124db9d37434721f15309f032,1200,760,"Measurement filtering trace — production evidence",sample index,measurement (dB),1,1,504,PASS
rsla_measurement_gap_timeline.png,rsla_measurement_gap_trace.csv,1c137ba6a1b587a538e8de6ecb614a4d38cf7637f13150eb2f509ba6dddeaed2,2dba4dc6f869b6cace73f4471b275a69c89191e5798c171dc60cd73e5644df2f,1200,760,"Measurement-gap timeline — production evidence",absolute slot,gap / measurement state,1,1,1024,PASS
rsla_rrm_event_timeline.png,rsla_rrm_event_trace.csv,b39bc8b22a9b68cbcca891aeb2fea61a7feddee8f22c96a6335cdce711fbef5a,0a24a660796f5efdd5a816a4b5ae8f972f76b384403f6317bb40b2e10a53a340,1200,760,"RRM event entry and leave timeline — production evidence",sample index,event state,1,1,360,PASS
rsla_srs_scheduler_authority.png,rsla_srs_scheduler_consumption.csv,635ef55c74244eaa13a353536342bc1d2149f52ad2ffacd75ec671f01b1c58f6,0d012b54a8ad8d1e6c75d040594b94ef12d6e84288be108b25bd55a719284479,1200,760,"Measured SRS scheduler authority — production evidence",measurement age,selection validity,1,1,180,PASS
