RunID,RuleID,FamilyID,Severity,Metric,ObservedValue,Threshold,Passed,EvidenceCSV,Status
mimo_impact_20260726T182409Z,MRULE-001,F01,HARD,technical_invariant,12,12_executed_invariants,true,mimo_impact_raw_trials.csv|mimo_impact_operating_points.csv,PASS
mimo_impact_20260726T182409Z,MRULE-002,F02,HARD,technical_invariant,12,12_executed_invariants,true,mimo_impact_raw_trials.csv|mimo_impact_operating_points.csv,PASS
mimo_impact_20260726T182409Z,MRULE-003,F03,HARD,technical_invariant,12,12_executed_invariants,true,mimo_impact_raw_trials.csv|mimo_impact_operating_points.csv,PASS
mimo_impact_20260726T182409Z,MRULE-004,F04,HARD,technical_invariant,12,12_executed_invariants,true,mimo_impact_raw_trials.csv|mimo_impact_operating_points.csv,PASS
mimo_impact_20260726T182409Z,MRULE-005,F05,HARD,technical_invariant,12,12_executed_invariants,true,mimo_impact_raw_trials.csv|mimo_impact_operating_points.csv,PASS
mimo_impact_20260726T182409Z,MRULE-006,F06,HARD,technical_invariant,12,12_executed_invariants,true,mimo_impact_raw_trials.csv|mimo_impact_operating_points.csv,PASS
mimo_impact_20260726T182409Z,MRULE-007,F07,HARD,technical_invariant,12,12_executed_invariants,true,mimo_impact_raw_trials.csv|mimo_impact_operating_points.csv,PASS
mimo_impact_20260726T182409Z,MRULE-008,F08,HARD,technical_invariant,12,12_executed_invariants,true,mimo_impact_raw_trials.csv|mimo_impact_operating_points.csv,PASS
mimo_impact_20260726T182409Z,MRULE-009,F09,HARD,technical_invariant,12,12_executed_invariants,true,mimo_impact_raw_trials.csv|mimo_impact_operating_points.csv,PASS
mimo_impact_20260726T182409Z,MRULE-010,F10,HARD,technical_invariant,12,12_executed_invariants,true,mimo_impact_raw_trials.csv|mimo_impact_operating_points.csv,PASS
mimo_impact_20260726T182409Z,MRULE-011,F11,HARD,technical_invariant,12,12_executed_invariants,true,mimo_impact_raw_trials.csv|mimo_impact_operating_points.csv,PASS
mimo_impact_20260726T182409Z,MRULE-012,F12,HARD,technical_invariant,12,12_executed_invariants,true,mimo_impact_raw_trials.csv|mimo_impact_operating_points.csv,PASS
mimo_impact_20260726T182409Z,MRULE-013,F13,HARD,technical_invariant,12,12_executed_invariants,true,mimo_impact_raw_trials.csv|mimo_impact_operating_points.csv,PASS
mimo_impact_20260726T182409Z,MRULE-014,F14,HARD,technical_invariant,12,12_executed_invariants,true,mimo_impact_raw_trials.csv|mimo_impact_operating_points.csv,PASS
