RunID,FamilyID,PairID,Metric,BaselineValue,TreatmentValue,AbsoluteEffect,RelativeEffect,CILower,CIUpper,PValue,AdjustedPValue,EffectSize,PracticalMargin,Conclusion,Status,EffectScale,StandardizedCILower,StandardizedCIUpper
mimo_impact_20260726T123109Z,F02,F02_P05,GoodputMbps,2.4000000000000001e-05,0.0090240000000000008,0.0090000000000000011,375.00000000000006,0.0066959999999999997,0.011519999999999999,2.842170943040414e-14,1.4210854715202069e-13,0.15506596209812001,0.002,beneficial,PASS,0.058039816593051761,0.11536907580100127,0.19848443148559355
mimo_impact_20260726T123109Z,F02,F02_P06,GoodputMbps,0,0.014592000000000003,0.014592000000000003,65716525762590.289,0.010944000000000001,0.018240000000000006,2.6469779601697226e-23,1.5881867761018336e-22,0.19869899089147092,0.002,beneficial,PASS,0.073437715685079299,0.14902424316860316,0.24837373861433867
mimo_impact_20260726T123109Z,F03,F03_P01,GoodputMbps,2.4000000000000001e-05,2.4000000000000001e-05,0,0,0,0,1,1,0,0.002,equivalent,PASS,0.002,0,0
mimo_impact_20260726T123109Z,F03,F03_P02,GoodputMbps,0.0021600000000000005,0.0021600000000000005,0,0,0,0,1,1,0,0.002,equivalent,PASS,0.0021600000000000005,0,0
mimo_impact_20260726T123109Z,F03,F03_P03,GoodputMbps,0.016320000000000012,0.013464000000000011,-0.0028560000000000009,-0.17499999999999993,-0.0033360000000000017,-0.0023520000000000008,3.0092655381050243e-36,1.8055593228630146e-35,-0.17499999999999993,0.002,harmful,PASS,0.016320000000000012,-0.20441176470588232,-0.14411764705882349
mimo_impact_20260726T123109Z,F03,F03_P04,GoodputMbps,0.024816000000000019,0.024816000000000019,0,0,0,0,1,1,0,0.002,equivalent,PASS,0.024816000000000019,0,0
mimo_impact_20260726T123109Z,F03,F03_P05,GoodputMbps,0.028128000000000021,0.028128000000000021,0,0,0,0,1,1,0,0.002,equivalent,PASS,0.028128000000000021,0,0
mimo_impact_20260726T123109Z,F03,F03_P06,GoodputMbps,0.034511999999999932,0.034511999999999932,0,0,0,0,1,1,0,0.002,equivalent,PASS,0.034511999999999932,0,0
mimo_impact_20260726T123109Z,F04,F04_P01,GoodputMbps,0,0,0,0,0,0,1,1,0,0.002,equivalent,PASS,0.002,0,0
mimo_impact_20260726T123109Z,F04,F04_P02,GoodputMbps,0.00023999999999999998,0,-0.00023999999999999998,-1,-0.00048000000000000001,-4.8000000000000001e-05,0.062499999999999965,0.12499999999999993,-0.05005010021297001,0.002,equivalent,PASS,0.0047951951939909651,-0.10010020042594003,-0.010010020042594003
mimo_impact_20260726T123109Z,F04,F04_P03,GoodputMbps,0.0037920000000000011,0,-0.0037920000000000011,-1,-0.0045600000000000016,-0.0030240000000000006,3.3087224502121577e-24,9.9261673506364732e-24,-0.20274084975735257,0.002,harmful,PASS,0.0187036801144831,-0.24380228768289233,-0.16167941183181278
mimo_impact_20260726T123109Z,F04,F04_P04,GoodputMbps,0.015648000000000009,0,-0.015648000000000009,-1,-0.017280000000000011,-0.014208000000000009,1.4630238608414182e-98,5.8520954433656728e-98,-0.44118676165756099,0.002,harmful,PASS,0.035467972659038276,-0.48720010489792009,-0.40058675291606766
mimo_impact_20260726T123109Z,F04,F04_P05,GoodputMbps,0.02649600000000002,0,-0.02649600000000002,-1,-0.028416000000000021,-0.024768000000000019,1.3566642758092153e-166,6.7833213790460761e-166,-0.61727211331669252,0.002,harmful,PASS,0.042924343135530896,-0.66200197660051086,-0.57701523636125607
mimo_impact_20260726T123109Z,F04,F04_P06,GoodputMbps,0.032736000000000015,0,-0.032736000000000015,-1,-0.034848000000000025,-0.030768000000000021,9.9671949510967752e-206,5.9803169706580651e-205,-0.7191605922958918,0.002,harmful,PASS,0.045519735578796981,-0.76555804986336884,-0.67592659774437935
mimo_impact_20260726T123109Z,F05,F05_P01,GoodputMbps,0,0,0,0,0,0,1,1,0,0.002,equivalent,PASS,0.002,0,0
mimo_impact_20260726T123109Z,F05,F05_P02,GoodputMbps,0.00074399999999999987,0.00057600000000000001,-0.00016799999999999986,-0.22580645161290308,-0.00040800000000000005,7.2000000000000002e-05,3.8146972656250068e-06,7.6293945312500136e-06,-0.028116760315122752,0.002,equivalent,PASS,0.0059750838331697892,-0.068283560765298179,0.012050040135052618
mimo_impact_20260726T123109Z,F05,F05_P03,GoodputMbps,0.0076560000000000039,0.010080000000000006,0.0024240000000000017,0.31661442006269597,0.0014400000000000003,0.003216000000000001,3.0814879110197334e-33,9.2444637330592001e-33,0.1274390317704257,0.002,inconclusive,PASS,0.019020860142493098,0.075706355507183548,0.16907752729937658
mimo_impact_20260726T123109Z,F05,F05_P04,GoodputMbps,0.018120000000000011,0.029664000000000024,0.011544000000000013,0.63708609271523209,0.010344000000000008,0.01264800000000001,1.1479437019748559e-41,5.7397185098742794e-41,0.38915857605178006,0.002,beneficial,PASS,0.029664000000000024,0.34870550161812297,0.42637540453074435
mimo_impact_20260726T123109Z,F05,F05_P05,GoodputMbps,0.02414400000000002,0.041904000000000032,0.017760000000000012,0.73558648111331992,0.016392000000000011,0.019200000000000012,1.8367099231597569e-40,7.3468396926390278e-40,0.42382588774341345,0.002,beneficial,PASS,0.041904000000000032,0.39117983963344782,0.45819014891179832
mimo_impact_20260726T123109Z,F05,F05_P06,GoodputMbps,0.02913600000000002,0.050688000000000032,0.021552000000000012,0.73970345963756168,0.020184000000000011,0.022728000000000016,5.4738221262692166e-48,3.2842932757615302e-47,0.42518939393939392,0.002,beneficial,PASS,0.050688000000000032,0.39820075757575757,0.44839015151515155
mimo_impact_20260726T123109Z,F06,F06_P01,GoodputMbps,0,0,0,0,0,0,1,1,0,0.002,equivalent,PASS,0.002,0,0
mimo_impact_20260726T123109Z,F06,F06_P02,GoodputMbps,9.6000000000000002e-05,0,-9.6000000000000002e-05,-1,-0.00024000000000000001,0,0.50000000000000011,1,-0.031630689219498583,0.002,equivalent,PASS,0.0030350271324730183,-0.079076723048746467,0
mimo_impact_20260726T123109Z,F06,F06_P03,GoodputMbps,0.0036960000000000009,0,-0.0036960000000000009,-1,-0.0045120000000000013,-0.0029760000000000003,1.3234889800848399e-23,3.9704669402545199e-23,-0.20005394488296024,0.002,harmful,PASS,0.018475016836895231,-0.24422169894802939,-0.16108239717848744
mimo_impact_20260726T123109Z,F06,F06_P04,GoodputMbps,0.014592000000000009,0.000144,-0.014448000000000009,-0.99013157894736847,-0.015744000000000011,-0.012960000000000008,4.9090934652981724e-91,1.963637386119269e-90,-0.42080215726882253,0.002,harmful,PASS,0.034334424741958115,-0.45854853017997937,-0.37746372911156834
mimo_impact_20260726T123109Z,F06,F06_P05,GoodputMbps,0.029184000000000022,0.000192,-0.028992000000000021,-0.99342105263157887,-0.030912000000000019,-0.027264000000000021,3.0123998313794887e-182,1.5061999156897443e-181,-0.65760810827480531,0.002,harmful,PASS,0.044087047643099724,-0.70115831412081875,-0.61841292301339301
mimo_impact_20260726T123109Z,F06,F06_P06,GoodputMbps,0.034512000000000029,0.000192,-0.034320000000000031,-0.99443671766342145,-0.036336000000000028,-0.03230400000000002,1.1603342079435936e-215,6.9620052476615619e-215,-0.74574930328248168,0.002,harmful,PASS,0.046020827440183328,-0.78955555606271122,-0.70194305050225181
mimo_impact_20260726T123109Z,F07,F07_P01,GoodputMbps,0,0,0,0,0,0,1,1,0,0.002,equivalent,PASS,0.002,0,0
mimo_impact_20260726T123109Z,F07,F07_P02,GoodputMbps,0.00074399999999999998,4.8000000000000001e-05,-0.000696,-0.93548387096774199,-0.00096000000000000002,-0.00043199999999999998,1.8626451492309419e-09,3.7252902984618839e-09,-0.11723551869548962,0.002,equivalent,PASS,0.0059367673529709649,-0.16170416371791674,-0.072766873673062518
mimo_impact_20260726T123109Z,F07,F07_P03,GoodputMbps,0.0076320000000000051,0.0036960000000000005,-0.0039360000000000046,-0.51572327044025179,-0.0048240000000000028,-0.0031200000000000012,5.6597994242673588e-73,1.6979398272802076e-72,-0.21008232807669178,0.002,harmful,PASS,0.018735512101537379,-0.25747895087448186,-0.16652867469493848
mimo_impact_20260726T123109Z,F07,F07_P04,GoodputMbps,0.018432000000000014,0.016992000000000011,-0.0014400000000000038,-0.078125000000000139,-0.002808000000000001,-0.00026400000000000007,4.7272850523055955e-125,1.8909140209222382e-124,-0.048457006107239714,0.002,inconclusive,PASS,0.029717064995991586,-0.09449116190911723,-0.0088837844529939258
mimo_impact_20260726T123109Z,F07,F07_P05,GoodputMbps,0.024816000000000019,0.025872000000000017,0.0010559999999999979,0.042553191489361583,-0.00035999999999999997,0.002448000000000001,1.9551592726403843e-149,1.1730955635842306e-148,0.03060357699601492,0.002,inconclusive,PASS,0.034505770359376818,-0.010433037612277834,0.070944655763489309
mimo_impact_20260726T123109Z,F07,F07_P06,GoodputMbps,0.027408000000000023,0.032544000000000024,0.0051360000000000017,0.1873905429071803,0.0035280000000000012,0.0067920000000000038,4.1986725672293708e-140,2.0993362836146854e-139,0.14300635548533877,0.002,beneficial,PASS,0.035914487734264033,0.098233337646471033,0.18911588131939666
mimo_impact_20260726T123109Z,F08,F08_P01,GoodputMbps,4.8000000000000001e-05,4.8000000000000001e-05,0,0,0,0,1,1,0,0.002,equivalent,PASS,0.002,0,0
mimo_impact_20260726T123109Z,F08,F08_P02,GoodputMbps,0.00011999999999999999,0.0020880000000000004,0.0019680000000000006,16.400000000000006,0.0016080000000000003,0.002448000000000001,4.135903062765233e-25,1.6543612251060932e-24,0.20671596729957967,0.002,inconclusive,PASS,0.009520309561514952,0.16890207084233946,0.25713449590923326
mimo_impact_20260726T123109Z,F08,F08_P03,GoodputMbps,0.011616000000000008,0.011616000000000008,0,0,0,0,1,1,0,0.002,equivalent,PASS,0.011616000000000008,0,0
mimo_impact_20260726T123109Z,F08,F08_P04,GoodputMbps,0.01764000000000001,0.025968000000000019,0.008328000000000009,0.47210884353741522,0.0075360000000000045,0.009144000000000008,6.9762414018685959e-105,3.4881207009342979e-104,0.32070240295748625,0.002,beneficial,PASS,0.025968000000000019,0.29020332717190384,0.35212569316081338
mimo_impact_20260726T123109Z,F08,F08_P05,GoodputMbps,0.020832000000000014,0.033311999999999974,0.01247999999999996,0.59907834101382251,0.011544000000000007,0.013464000000000011,5.826828696248477e-157,3.4960972177490862e-156,0.37463976945244865,0.002,beneficial,PASS,0.033311999999999974,0.34654178674351632,0.40417867435158567
mimo_impact_20260726T123109Z,F08,F08_P06,GoodputMbps,0.034703999999999922,0.034703999999999922,0,0,0,0,1,1,0,0.002,equivalent,PASS,0.034703999999999922,0,0
mimo_impact_20260726T123109Z,F09,F09_P01,GoodputMbps,0,0,0,0,0,0,1,1,0,0.002,equivalent,PASS,0.002,0,0
mimo_impact_20260726T123109Z,F09,F09_P02,GoodputMbps,0.000144,0.00038400000000000001,0.00024000000000000001,1.6666666666666667,4.8000000000000001e-05,0.00043200000000000004,0.062499999999999965,0.12499999999999993,0.050050100212969836,0.002,equivalent,PASS,0.0047951951939909825,0.010010020042593968,0.090090180383345708
mimo_impact_20260726T123109Z,F09,F09_P03,GoodputMbps,0.00264,0.0050400000000000019,0.002400000000000002,0.90909090909090984,0.0019199999999999996,0.0030720000000000005,1.7763568394002079e-15,5.3290705182006236e-15,0.16008811676138074,0.002,inconclusive,PASS,0.01499174360066538,0.12807049340910445,0.20491278945456723
mimo_impact_20260726T123109Z,F09,F09_P04,GoodputMbps,0.014016000000000009,0.019968000000000014,0.0059520000000000042,0.42465753424657537,0.0051360000000000017,0.0069120000000000032,9.4039548065789161e-38,3.7615819226315664e-37,0.2570311887358086,0.002,beneficial,PASS,0.023156722844704311,0.22179304189299603,0.29848783208029378
mimo_impact_20260726T123109Z,F09,F09_P05,GoodputMbps,0.023520000000000017,0.030528000000000024,0.0070080000000000073,0.29795918367346946,0.006048000000000003,0.0080640000000000035,2.2420775429193797e-44,1.12103877145969e-43,0.22955974842767302,0.002,beneficial,PASS,0.030528000000000024,0.19811320754716977,0.2641509433962263
mimo_impact_20260726T123109Z,F09,F09_P06,GoodputMbps,0.030912000000000023,0.038976000000000025,0.0080640000000000017,0.26086956521739119,0.0070080000000000038,0.0091680000000000043,5.3455294201843023e-51,3.2073176521105816e-50,0.20689655172413784,0.002,beneficial,PASS,0.038976000000000025,0.17980295566502461,0.23522167487684725
mimo_impact_20260726T123109Z,F10,F10_P01,GoodputMbps,0,0,0,0,0,0,1,1,0,0.002,equivalent,PASS,0.002,0,0
mimo_impact_20260726T123109Z,F10,F10_P02,GoodputMbps,0.000192,0.00023999999999999998,4.7999999999999974e-05,0.24999999999999986,0,0.000144,1,1,0.022360679774998161,0.002,equivalent,PASS,0.0021466252583997717,0,0.067082039324994513
mimo_impact_20260726T123109Z,F10,F10_P03,GoodputMbps,0.0028320000000000003,0.0052800000000000017,0.0024480000000000014,0.86440677966101731,0.001872,0.0031680000000000007,8.881784197001274e-16,2.664535259100382e-15,0.16172254521743804,0.002,inconclusive,PASS,0.015137036068215684,0.1236701816368643,0.20928799969315504
mimo_impact_20260726T123109Z,F10,F10_P04,GoodputMbps,0.014112000000000008,0.020976000000000012,0.0068640000000000038,0.48639455782312924,0.0058080000000000024,0.0080640000000000035,1.793662034336049e-43,7.1746481373441961e-43,0.27743002824282265,0.002,beneficial,PASS,0.024741373684294327,0.2347484854362345,0.32593178143212725
mimo_impact_20260726T123109Z,F10,F10_P05,GoodputMbps,0.026064000000000021,0.03350400000000002,0.0074399999999999987,0.28545119705340671,0.0062880000000000028,0.0083520000000000035,4.3790577010150864e-47,2.189528850507543e-46,0.2220630372492835,0.002,beneficial,PASS,0.03350400000000002,0.18767908309455583,0.24928366762177645
mimo_impact_20260726T123109Z,F10,F10_P06,GoodputMbps,0.032112000000000022,0.039936000000000027,0.0078240000000000046,0.24364723467862479,0.0068160000000000035,0.0089280000000000036,1.710569414459017e-49,1.0263416486754101e-48,0.19591346153846151,0.002,beneficial,PASS,0.039936000000000027,0.1706730769230769,0.22355769230769224
mimo_impact_20260726T123109Z,F11,F11_P01,GoodputMbps,0,0,0,0,0,0,1,1,0,0.002,equivalent,PASS,0.002,0,0
mimo_impact_20260726T123109Z,F11,F11_P02,GoodputMbps,0.000192,0.00024000000000000001,4.8000000000000001e-05,0.25,0,0.000144,1,1,0.02236067977499797,0.002,equivalent,PASS,0.0021466252583997912,0,0.067082039324993903
mimo_impact_20260726T123109Z,F11,F11_P03,GoodputMbps,0.0020639999999999999,0.0033120000000000007,0.0012480000000000008,0.60465116279069808,0.00081599999999999999,0.0016799999999999999,2.9802322387695399e-08,8.9406967163086202e-08,0.11473726650140646,0.002,equivalent,PASS,0.010877023987535058,0.075020520404765714,0.15445401259804706
mimo_impact_20260726T123109Z,F11,F11_P04,GoodputMbps,0.012144000000000005,0.016032000000000012,0.003888000000000006,0.32015810276679879,0.0030720000000000005,0.0046560000000000013,8.2718061255302464e-25,3.3087224502120986e-24,0.20539809970944919,0.002,beneficial,PASS,0.018929094307590332,0.16228985656055223,0.24597056384958699
mimo_impact_20260726T123109Z,F11,F11_P05,GoodputMbps,0.023280000000000019,0.028944000000000022,0.0056640000000000024,0.24329896907216483,0.0046560000000000013,0.0066240000000000031,6.018531076210231e-36,3.6111186457261389e-35,0.19568822553897175,0.002,beneficial,PASS,0.028944000000000022,0.16086235489220557,0.22885572139303476
mimo_impact_20260726T123109Z,F11,F11_P06,GoodputMbps,0.026832000000000019,0.031632000000000028,0.0048000000000000091,0.17889087656529537,0.0039840000000000006,0.0056160000000000021,1.5777218104419956e-30,7.8886090522099779e-30,0.15174506828528089,0.002,beneficial,PASS,0.031632000000000028,0.12594840667678292,0.17754172989377837
mimo_impact_20260726T123109Z,F12,F12_P01,GoodputMbps,0,0,0,0,0,0,1,1,0,0.002,equivalent,PASS,0.002,0,0
mimo_impact_20260726T123109Z,F12,F12_P02,GoodputMbps,4.8000000000000001e-05,0,-4.8000000000000001e-05,-1,-0.000144,0,1,1,-0.022360679774998019,0.002,equivalent,PASS,0.0021466252583997865,-0.067082039324994056,0
mimo_impact_20260726T123109Z,F12,F12_P03,GoodputMbps,0.0036960000000000005,0.0018239999999999999,-0.0018720000000000006,-0.50649350649350655,-0.0024480000000000005,-0.0013439999999999999,3.6379788070917388e-12,1.0913936421275216e-11,-0.14098889472037232,0.002,inconclusive,PASS,0.013277641502990691,-0.18437009309587149,-0.10122279620949803
mimo_impact_20260726T123109Z,F12,F12_P04,GoodputMbps,0.015648000000000009,0.010896000000000008,-0.004752000000000001,-0.30368098159509194,-0.0057600000000000021,-0.0038880000000000008,3.1554436208840865e-30,1.2621774483536346e-29,-0.22814866827202329,0.002,harmful,PASS,0.020828523944457819,-0.27654384032972523,-0.1866670922225645
mimo_impact_20260726T123109Z,F12,F12_P05,GoodputMbps,0.027456000000000022,0.020688000000000012,-0.0067680000000000101,-0.24650349650349668,-0.007872000000000004,-0.0058080000000000024,7.1746481373437134e-43,4.304788882406228e-42,-0.24650349650349668,0.002,harmful,PASS,0.027456000000000022,-0.28671328671328661,-0.21153846153846145
mimo_impact_20260726T123109Z,F12,F12_P06,GoodputMbps,0.031968000000000024,0.025824000000000021,-0.0061440000000000036,-0.19219219219219216,-0.0072000000000000041,-0.0050880000000000022,5.8774717541115276e-39,2.9387358770557637e-38,-0.19219219219219216,0.002,harmful,PASS,0.031968000000000024,-0.22522522522522517,-0.1591591591591591
mimo_impact_20260726T123109Z,F13,F13_P01,GoodputMbps,0,0,0,0,0,0,1,1,0,0.002,equivalent,PASS,0.002,0,0
mimo_impact_20260726T123109Z,F13,F13_P02,GoodputMbps,0,0,0,0,0,0,1,1,0,0.002,equivalent,PASS,0.002,0,0
mimo_impact_20260726T123109Z,F13,F13_P03,GoodputMbps,0.0032160000000000005,0.00043200000000000004,-0.0027840000000000005,-0.86567164179104472,-0.0034560000000000003,-0.00216,6.9388939039073039e-18,2.0816681711721913e-17,-0.17277495288969047,0.002,harmful,PASS,0.016113446731931491,-0.21447925186306402,-0.134049532414415
mimo_impact_20260726T123109Z,F13,F13_P04,GoodputMbps,0.01588800000000001,0.0041280000000000006,-0.01176000000000001,-0.74018126888217539,-0.013152000000000007,-0.010176000000000006,3.5373746401654643e-74,1.4149498560661857e-73,-0.37353893910988595,0.002,harmful,PASS,0.031482661561397507,-0.41775375231064782,-0.32322553098488083
mimo_impact_20260726T123109Z,F13,F13_P05,GoodputMbps,0.028896000000000022,0.011568000000000009,-0.017328000000000014,-0.59966777408637872,-0.018720000000000014,-0.01584000000000001,4.257959840008908e-109,2.1289799200044539e-108,-0.46919732063002434,0.002,harmful,PASS,0.03693115718719895,-0.50688907214877976,-0.42890613797204435
mimo_impact_20260726T123109Z,F13,F13_P06,GoodputMbps,0.032112000000000022,0.01310400000000001,-0.019008000000000011,-0.59192825112107617,-0.020688000000000015,-0.017280000000000011,1.2392294127521327e-119,7.4353764765127955e-119,-0.49674878119724436,0.002,harmful,PASS,0.038264814569222851,-0.54065334519195041,-0.45158980108840402
mimo_impact_20260726T123109Z,F14,F14_P01,GoodputMbps,0,0,0,0,0,0,1,1,0,0.002,equivalent,PASS,0.002,0,0
mimo_impact_20260726T123109Z,F14,F14_P02,GoodputMbps,9.6000000000000002e-05,0,-9.6000000000000002e-05,-1,-0.00024000000000000001,0,0.50000000000000011,1,-0.031630689219498763,0.002,equivalent,PASS,0.0030350271324730009,-0.079076723048746911,0
mimo_impact_20260726T123109Z,F14,F14_P03,GoodputMbps,0.0036960000000000009,0.00028799999999999995,-0.0034080000000000009,-0.92207792207792205,-0.0040320000000000009,-0.00264,8.4703294725429498e-22,2.5410988417628848e-21,-0.19180258664753852,0.002,harmful,PASS,0.017768269237487561,-0.22692137011821456,-0.14857946852978332
mimo_impact_20260726T123109Z,F14,F14_P04,GoodputMbps,0.016176000000000013,0.0042240000000000012,-0.011952000000000011,-0.73887240356083095,-0.013104000000000006,-0.010560000000000005,2.21085915010409e-75,8.8434366004163598e-75,-0.37700577232991267,0.002,harmful,PASS,0.03170243236896908,-0.41334367809665107,-0.33309746952843677
mimo_impact_20260726T123109Z,F14,F14_P05,GoodputMbps,0.027168000000000022,0.0095040000000000055,-0.017664000000000016,-0.65017667844522975,-0.019248000000000015,-0.016080000000000011,3.3265311250055922e-111,1.6632655625027962e-110,-0.47473935057080574,0.002,harmful,PASS,0.037207785659144538,-0.51731108581220941,-0.43216761532940184
mimo_impact_20260726T123109Z,F14,F14_P06,GoodputMbps,0.033936000000000029,0.012672000000000008,-0.021264000000000019,-0.62659123055162658,-0.022992000000000016,-0.019584000000000015,8.8052545717110541e-134,5.2831527430266324e-133,-0.53327221470607233,0.002,harmful,PASS,0.039874569523034795,-0.57660810574313448,-0.49114009842003947
mimo_impact_20260726T123109Z,F15,F15_P01,GoodputMbps,0,0,0,0,0,0,1,1,0,0.002,equivalent,PASS,0.002,0,0
mimo_impact_20260726T123109Z,F15,F15_P02,GoodputMbps,0.000144,0.000144,0,0,-0.000144,0.000144,1,1,0,0.002,equivalent,PASS,0.0042943242320888104,-0.033532633359162241,0.033532633359162241
mimo_impact_20260726T123109Z,F15,F15_P03,GoodputMbps,0.001632,0.0043200000000000009,0.0026880000000000012,1.6470588235294126,0.0019680000000000001,0.0034080000000000009,3.1762786845135622e-15,9.5288360535406866e-15,0.16377177371688564,0.002,inconclusive,PASS,0.016413084739784166,0.11990433432843409,0.20763921310533712
mimo_impact_20260726T123109Z,F15,F15_P04,GoodputMbps,0.0083040000000000041,0.028416000000000021,0.020112000000000019,2.4219653179190761,0.018336000000000012,0.021696000000000017,1.5585267906827698e-124,6.2341071627310794e-124,0.51312741703528097,0.002,beneficial,PASS,0.039194943268091212,0.46781544942118686,0.55354079355595942
mimo_impact_20260726T123109Z,F15,F15_P05,GoodputMbps,0.012576000000000007,0.052080000000000043,0.039504000000000039,3.1412213740458026,0.037344000000000023,0.041472000000000023,3.5755558345264438e-248,1.7877779172632218e-247,0.75852534562211993,0.002,beneficial,PASS,0.052080000000000043,0.71705069124423948,0.79631336405529929
mimo_impact_20260726T123109Z,F15,F15_P06,GoodputMbps,0.01440000000000001,0.064512,0.05011199999999999,3.4799999999999969,0.048048000000000035,0.052320000000000033,1.0609978954826362e-314,6.3659873728958169e-314,0.77678571428571408,0.002,beneficial,PASS,0.064512,0.74479166666666718,0.81101190476190532
mimo_impact_20260726T123109Z,F16,F16_P01,GoodputMbps,0,0,0,0,0,0,1,1,0,0.002,equivalent,PASS,0.002,0,0
mimo_impact_20260726T123109Z,F16,F16_P02,GoodputMbps,0,0.000144,0.000144,648518346341.35144,0,0.00033600000000000004,0.25,0.5,0.038749222616461076,0.002,equivalent,PASS,0.0037162035849159798,0,0.090414852771742507
mimo_impact_20260726T123109Z,F16,F16_P03,GoodputMbps,0.0014400000000000001,0.0034560000000000007,0.0020160000000000004,1.4000000000000001,0.001392,0.0026400000000000004,4.5474735088646321e-13,1.3642420526593895e-12,0.14642313486222275,0.002,inconclusive,PASS,0.013768316064923491,0.10110168835724902,0.19174458136719646
mimo_impact_20260726T123109Z,F16,F16_P04,GoodputMbps,0.011328000000000006,0.016464000000000013,0.0051360000000000069,0.45338983050847492,0.0040320000000000009,0.0060480000000000022,1.232595164407933e-32,4.9303806576317321e-32,0.2376883966538032,0.002,beneficial,PASS,0.021608122534818853,0.18659649830765837,0.27989474746148763
mimo_impact_20260726T123109Z,F16,F16_P05,GoodputMbps,0.020496000000000014,0.02736000000000002,0.0068640000000000055,0.33489461358313821,0.0057120000000000027,0.0079200000000000034,1.793662034336049e-43,8.9683101716802455e-43,0.25087719298245614,0.002,beneficial,PASS,0.02736000000000002,0.20877192982456136,0.28947368421052622
mimo_impact_20260726T123109Z,F16,F16_P06,GoodputMbps,0.02649600000000002,0.034416000000000023,0.0079200000000000034,0.29891304347826075,0.0069120000000000023,0.0091200000000000048,4.2764235361483164e-50,2.5658541216889898e-49,0.23012552301255224,0.002,beneficial,PASS,0.034416000000000023,0.20083682008368195,0.26499302649930262
mimo_impact_20260726T123109Z,F17,F17_P01,GoodputMbps,0,0,0,0,0,0,1,1,0,0.002,equivalent,PASS,0.002,0,0
mimo_impact_20260726T123109Z,F17,F17_P02,GoodputMbps,4.8000000000000001e-05,0,-4.8000000000000001e-05,-1,-0.000144,0,1,1,-0.022360679774998074,0.002,equivalent,PASS,0.0021466252583997813,-0.067082039324994222,0
mimo_impact_20260726T123109Z,F17,F17_P03,GoodputMbps,0.0036000000000000008,0,-0.0036000000000000008,-1,-0.0045120000000000013,-0.0028800000000000002,5.2939559203393795e-23,1.5881867761018138e-22,-0.19733615594096798,0.002,harmful,PASS,0.018242982300095686,-0.24732798211267987,-0.15786892475277436
mimo_impact_20260726T123109Z,F17,F17_P04,GoodputMbps,0.016896000000000012,0.0030720000000000001,-0.013824000000000012,-0.81818181818181834,-0.015648000000000009,-0.012048000000000008,1.4287342391027582e-101,5.7149369564110329e-101,-0.30744697548040567,0.002,harmful,PASS,0.044963851013330419,-0.34801289585629247,-0.26794857932493688
mimo_impact_20260726T123109Z,F17,F17_P05,GoodputMbps,0.028800000000000023,0.0094079999999999997,-0.019392000000000024,-0.67333333333333356,-0.022128000000000019,-0.016608000000000012,2.7133285516158137e-166,1.3566642758079069e-165,-0.2993253852479501,0.002,harmful,PASS,0.064785684595165247,-0.34155693712699242,-0.25635292894997691
