RunID,ExperimentID,FamilyID,PairID,Variant,FactorName,FactorValue,Seed,TrialIndex,PayloadID,ChannelRealizationID,NoiseRealizationID,Profile,Channel,SNRDB,BlockError,BitErrors,RI,PMI,MeasuredSINRDB,EVMPercent,GoodputMbps,RuntimeMs,MemoryMB,Status,TrialsRepresented,ExecutedChannel,ExecutionBackend,ApproximationMode,TruthQualified,AppliedFactorValue,ExpectedTypedError,ObservedTypedError
mimo_impact_20260726T182409Z,F02_P03_B,F02,F02_P03,baseline,rank,1,47,0,PAY_47,CH_47,NOISE_47,selected_by_family,CDL-C,5,1,22,1,0,-10.884310870329546,460.40362937689599,0,6.0240999999999998,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,1,,
mimo_impact_20260726T182409Z,F02_P03_T,F02,F02_P03,treatment,rank,8,47,0,PAY_47,CH_47,NOISE_47,selected_by_family,CDL-C,5,1,16,8,0,-7.7077985007980718,319.38397375359551,0,4.4619999999999997,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,8,,
mimo_impact_20260726T182409Z,F02_P04_B,F02,F02_P04,baseline,rank,1,89,0,PAY_89,CH_89,NOISE_89,selected_by_family,CDL-C,10,1,15,1,0,-10.923651465202589,458.09683975529617,0,3.3851,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,1,,
mimo_impact_20260726T182409Z,F02_P04_T,F02,F02_P04,treatment,rank,8,89,0,PAY_89,CH_89,NOISE_89,selected_by_family,CDL-C,10,1,11,8,0,-4.4029519732263509,216.2331729792333,0.001536,3.8205,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,8,,
mimo_impact_20260726T182409Z,F02_P05_B,F02,F02_P05,baseline,rank,1,131,0,PAY_131,CH_131,NOISE_131,selected_by_family,CDL-C,15,1,9,1,0,-5.4136128790382765,250.64333143800889,2.4000000000000001e-05,3.2296999999999998,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,1,,
mimo_impact_20260726T182409Z,F02_P05_T,F02,F02_P05,treatment,rank,8,131,0,PAY_131,CH_131,NOISE_131,selected_by_family,CDL-C,15,1,7,8,0,-2.5140949250782434,179.506532028648,0.0090240000000000008,3.6577999999999999,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,8,,
mimo_impact_20260726T182409Z,F02_P06_B,F02,F02_P06,baseline,rank,1,197,0,PAY_197,CH_197,NOISE_197,selected_by_family,CDL-C,20,1,15,1,0,-10.759148578773488,500.91629480860394,0,3.7697999999999996,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,1,,
mimo_impact_20260726T182409Z,F02_P06_T,F02,F02_P06,treatment,rank,8,197,0,PAY_197,CH_197,NOISE_197,selected_by_family,CDL-C,20,1,8,8,0,-1.6939906479279012,176.40352652931719,0.014592000000000003,3.2271000000000001,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,8,,
mimo_impact_20260726T182409Z,F03_P01_B,F03,F03_P01,baseline,subset_restriction,disabled,11,0,PAY_11,CH_11,NOISE_11,selected_by_family,TDL-C,-5,1,12,1,2,-6.530437096685195,276.78798698581892,2.4000000000000001e-05,6.8292999999999999,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,disabled,,
mimo_impact_20260726T182409Z,F03_P01_T,F03,F03_P01,treatment,subset_restriction,enabled,11,0,PAY_11,CH_11,NOISE_11,selected_by_family,TDL-C,-5,1,12,1,2,-6.530437096685195,276.78798698581892,2.4000000000000001e-05,15.344099999999999,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,enabled,,
mimo_impact_20260726T182409Z,F03_P02_B,F03,F03_P02,baseline,subset_restriction,disabled,23,0,PAY_23,CH_23,NOISE_23,selected_by_family,TDL-C,0,1,17,1,0,-1.0946515000654968,147.92945564321778,0.0021600000000000005,7.5535000000000005,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,disabled,,
mimo_impact_20260726T182409Z,F03_P02_T,F03,F03_P02,treatment,subset_restriction,enabled,23,0,PAY_23,CH_23,NOISE_23,selected_by_family,TDL-C,0,1,17,1,0,-1.0946515000654968,147.92945564321778,0.0021600000000000005,6.5760000000000005,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,enabled,,
mimo_impact_20260726T182409Z,F03_P03_B,F03,F03_P03,baseline,subset_restriction,disabled,47,0,PAY_47,CH_47,NOISE_47,selected_by_family,TDL-C,5,0,0,1,3,4.090865540124959,81.347030831457289,0.016320000000000012,7.2629000000000001,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,disabled,,
mimo_impact_20260726T182409Z,F03_P03_T,F03,F03_P03,treatment,subset_restriction,enabled,47,0,PAY_47,CH_47,NOISE_47,selected_by_family,TDL-C,5,0,0,1,2,3.2394024851494043,89.725287493268837,0.013464000000000011,6.8897000000000004,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,enabled,,
mimo_impact_20260726T182409Z,F03_P04_B,F03,F03_P04,baseline,subset_restriction,disabled,89,0,PAY_89,CH_89,NOISE_89,selected_by_family,TDL-C,10,0,0,1,0,6.3024246078861372,65.282455876055991,0.024816000000000019,6.8021000000000003,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,disabled,,
mimo_impact_20260726T182409Z,F03_P04_T,F03,F03_P04,treatment,subset_restriction,enabled,89,0,PAY_89,CH_89,NOISE_89,selected_by_family,TDL-C,10,0,0,1,0,6.3024246078861372,65.282455876055991,0.024816000000000019,8.170399999999999,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,enabled,,
mimo_impact_20260726T182409Z,F03_P05_B,F03,F03_P05,baseline,subset_restriction,disabled,131,0,PAY_131,CH_131,NOISE_131,selected_by_family,TDL-C,15,1,4,1,2,7.4527047582187231,55.446884157999122,0.028128000000000021,5.3176999999999994,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,disabled,,
mimo_impact_20260726T182409Z,F03_P05_T,F03,F03_P05,treatment,subset_restriction,enabled,131,0,PAY_131,CH_131,NOISE_131,selected_by_family,TDL-C,15,1,4,1,2,7.4527047582187231,55.446884157999122,0.028128000000000021,7.7612000000000005,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,enabled,,
mimo_impact_20260726T182409Z,F03_P06_B,F03,F03_P06,baseline,subset_restriction,disabled,197,0,PAY_197,CH_197,NOISE_197,selected_by_family,TDL-C,20,1,5,1,0,9.6917719417871133,44.833634519909609,0.034511999999999932,7.4694000000000003,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,disabled,,
mimo_impact_20260726T182409Z,F03_P06_T,F03,F03_P06,treatment,subset_restriction,enabled,197,0,PAY_197,CH_197,NOISE_197,selected_by_family,TDL-C,20,1,5,1,0,9.6917719417871133,44.833634519909609,0.034511999999999932,6.3384,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,enabled,,
mimo_impact_20260726T182409Z,F04_P01_B,F04,F04_P01,baseline,panel_geometry,correct,11,0,PAY_11,CH_11,NOISE_11,selected_by_family,CDL-C,-5,1,10,2,0,-10.369866256312626,425.96686921884623,0,7.4231999999999996,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,correct,,
mimo_impact_20260726T182409Z,F04_P01_T,F04,F04_P01,treatment,panel_geometry,inferred_square,11,0,PAY_11,CH_11,NOISE_11,selected_by_family,CDL-C,-5,1,27,2,0,-38.982918439544896,11482.287878466841,0,3.7596000000000003,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,inferred_square,,
mimo_impact_20260726T182409Z,F04_P02_B,F04,F04_P02,baseline,panel_geometry,correct,23,0,PAY_23,CH_23,NOISE_23,selected_by_family,CDL-C,0,1,14,2,0,-5.7976305821688978,248.09903230659501,0.00023999999999999998,3.8938999999999999,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,correct,,
mimo_impact_20260726T182409Z,F04_P02_T,F04,F04_P02,treatment,panel_geometry,inferred_square,23,0,PAY_23,CH_23,NOISE_23,selected_by_family,CDL-C,0,1,17,2,0,-34.410682765401184,6687.7138039808133,0,4.1143999999999998,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,inferred_square,,
mimo_impact_20260726T182409Z,F04_P03_B,F04,F04_P03,baseline,panel_geometry,correct,47,0,PAY_47,CH_47,NOISE_47,selected_by_family,CDL-C,5,1,4,2,0,-1.6356252450675755,154.81898417234817,0.0037920000000000011,6.5281000000000002,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,correct,,
mimo_impact_20260726T182409Z,F04_P03_T,F04,F04_P03,treatment,panel_geometry,inferred_square,47,0,PAY_47,CH_47,NOISE_47,selected_by_family,CDL-C,5,1,21,2,0,-30.248677428299857,4173.2732608493043,0,5.2199999999999998,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,inferred_square,,
mimo_impact_20260726T182409Z,F04_P04_B,F04,F04_P04,baseline,panel_geometry,correct,89,0,PAY_89,CH_89,NOISE_89,selected_by_family,CDL-C,10,1,1,2,0,1.7238502097924087,111.06400476319287,0.015648000000000009,4.1315999999999997,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,correct,,
mimo_impact_20260726T182409Z,F04_P04_T,F04,F04_P04,treatment,panel_geometry,inferred_square,89,0,PAY_89,CH_89,NOISE_89,selected_by_family,CDL-C,10,1,30,2,0,-26.889201973439878,2993.8217447874022,0,4.0598000000000001,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,inferred_square,,
mimo_impact_20260726T182409Z,F04_P05_B,F04,F04_P05,baseline,panel_geometry,correct,131,0,PAY_131,CH_131,NOISE_131,selected_by_family,CDL-C,15,1,19,2,0,3.0684044903487218,97.273073569823168,0.02649600000000002,4.1753999999999998,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,correct,,
mimo_impact_20260726T182409Z,F04_P05_T,F04,F04_P05,treatment,panel_geometry,inferred_square,131,0,PAY_131,CH_131,NOISE_131,selected_by_family,CDL-C,15,1,25,2,0,-25.544647692883551,2622.0758332690002,0,4.0770999999999997,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,inferred_square,,
mimo_impact_20260726T182409Z,F04_P06_B,F04,F04_P06,baseline,panel_geometry,correct,197,0,PAY_197,CH_197,NOISE_197,selected_by_family,CDL-C,20,1,22,2,0,4.1013246135124328,85.878396154491853,0.032736000000000015,3.4118999999999997,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,correct,,
mimo_impact_20260726T182409Z,F04_P06_T,F04,F04_P06,treatment,panel_geometry,inferred_square,197,0,PAY_197,CH_197,NOISE_197,selected_by_family,CDL-C,20,1,28,2,0,-24.511727569719856,2314.922916411801,0,3.8363,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,inferred_square,,
mimo_impact_20260726T182409Z,F05_P01_B,F05,F05_P01,baseline,polarization_model,co-polar,11,0,PAY_11,CH_11,NOISE_11,selected_by_family,CDL-C,-5,1,11,1,0,-7.503260366332082,315.25769646088014,0,5.6612999999999998,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,co-polar,,
mimo_impact_20260726T182409Z,F05_P01_T,F05,F05_P01,treatment,polarization_model,dual-polar,11,0,PAY_11,CH_11,NOISE_11,selected_by_family,CDL-C,-5,1,11,2,0,-8.4723604964126498,352.46881985826161,0,3.6251000000000002,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,dual-polar,,
mimo_impact_20260726T182409Z,F05_P02_B,F05,F05_P02,baseline,polarization_model,co-polar,23,0,PAY_23,CH_23,NOISE_23,selected_by_family,CDL-C,0,1,16,1,0,-3.107672802475848,192.91088563765231,0.00074399999999999987,3.7311000000000001,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,co-polar,,
mimo_impact_20260726T182409Z,F05_P02_T,F05,F05_P02,treatment,polarization_model,dual-polar,23,0,PAY_23,CH_23,NOISE_23,selected_by_family,CDL-C,0,1,17,2,0,-4.0767729325564135,215.68092694273915,0.00057600000000000001,4.0413000000000006,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,dual-polar,,
mimo_impact_20260726T182409Z,F05_P03_B,F05,F05_P03,baseline,polarization_model,co-polar,47,0,PAY_47,CH_47,NOISE_47,selected_by_family,CDL-C,5,1,1,1,0,1.3465884999141129,111.38180351363181,0.0076560000000000039,5.5779000000000005,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,co-polar,,
mimo_impact_20260726T182409Z,F05_P03_T,F05,F05_P03,treatment,polarization_model,dual-polar,47,0,PAY_47,CH_47,NOISE_47,selected_by_family,CDL-C,5,1,3,2,0,0.37748836983354878,124.52864205650286,0.010080000000000006,3.5485000000000002,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,dual-polar,,
mimo_impact_20260726T182409Z,F05_P04_B,F05,F05_P04,baseline,polarization_model,co-polar,89,0,PAY_89,CH_89,NOISE_89,selected_by_family,CDL-C,10,1,4,1,0,4.6070484465792561,77.654838925023356,0.018120000000000011,4.0484999999999998,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,co-polar,,
mimo_impact_20260726T182409Z,F05_P04_T,F05,F05_P04,treatment,polarization_model,dual-polar,89,0,PAY_89,CH_89,NOISE_89,selected_by_family,CDL-C,10,1,4,2,0,3.6379483164986932,86.820749309074486,0.029664000000000024,4.6388999999999996,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,dual-polar,,
mimo_impact_20260726T182409Z,F05_P05_B,F05,F05_P05,baseline,polarization_model,co-polar,131,0,PAY_131,CH_131,NOISE_131,selected_by_family,CDL-C,15,1,3,1,0,6.1248531397830321,65.858208089888834,0.02414400000000002,5.1602999999999994,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,co-polar,,
mimo_impact_20260726T182409Z,F05_P05_T,F05,F05_P05,treatment,polarization_model,dual-polar,131,0,PAY_131,CH_131,NOISE_131,selected_by_family,CDL-C,15,1,4,2,0,5.1557530097024671,73.631715082659014,0.041904000000000032,4.5789,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,dual-polar,,
mimo_impact_20260726T182409Z,F05_P06_B,F05,F05_P06,baseline,polarization_model,co-polar,197,0,PAY_197,CH_197,NOISE_197,selected_by_family,CDL-C,20,1,4,1,0,7.4183856571626823,54.970668971521441,0.02913600000000002,3.6471,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,co-polar,,
mimo_impact_20260726T182409Z,F05_P06_T,F05,F05_P06,treatment,polarization_model,dual-polar,197,0,PAY_197,CH_197,NOISE_197,selected_by_family,CDL-C,20,1,6,2,0,6.4492855270821243,61.459076294480219,0.050688000000000032,3.3519000000000001,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,dual-polar,,
mimo_impact_20260726T182409Z,F06_P01_B,F06,F06_P01,baseline,port_mapping,correct,11,0,PAY_11,CH_11,NOISE_11,selected_by_family,TDL-C,-5,1,20,2,0,-10.485942306393422,455.33193226503164,0,3.9334000000000002,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,correct,,
mimo_impact_20260726T182409Z,F06_P01_T,F06,F06_P01,treatment,port_mapping,permuted,11,0,PAY_11,CH_11,NOISE_11,selected_by_family,TDL-C,-5,1,24,2,0,-15.012986473313649,767.04824168882601,0,4.0295000000000005,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,permuted,,
mimo_impact_20260726T182409Z,F06_P02_B,F06,F06_P02,baseline,port_mapping,correct,23,0,PAY_23,CH_23,NOISE_23,selected_by_family,TDL-C,0,1,3,2,0,-5.8177269410823698,259.73512844083581,9.6000000000000002e-05,3.7445999999999997,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,correct,,
mimo_impact_20260726T182409Z,F06_P02_T,F06,F06_P02,treatment,port_mapping,permuted,23,0,PAY_23,CH_23,NOISE_23,selected_by_family,TDL-C,0,1,13,2,0,-10.900407617325445,466.55145955111448,0,3.677,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,permuted,,
mimo_impact_20260726T182409Z,F06_P03_B,F06,F06_P03,baseline,port_mapping,correct,47,0,PAY_47,CH_47,NOISE_47,selected_by_family,TDL-C,5,1,19,2,0,-1.6168035256927331,159.33331240305307,0.0036960000000000009,4.1218000000000004,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,correct,,
mimo_impact_20260726T182409Z,F06_P03_T,F06,F06_P03,treatment,port_mapping,permuted,47,0,PAY_47,CH_47,NOISE_47,selected_by_family,TDL-C,5,1,21,2,0,-7.8505991867659262,326.61995297333362,0,3.6497000000000002,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,permuted,,
mimo_impact_20260726T182409Z,F06_P04_B,F06,F06_P04,baseline,port_mapping,correct,89,0,PAY_89,CH_89,NOISE_89,selected_by_family,TDL-C,10,1,1,2,0,1.3423653316389079,115.46657087818053,0.014592000000000009,4.1419999999999995,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,correct,,
mimo_impact_20260726T182409Z,F06_P04_T,F06,F06_P04,treatment,port_mapping,permuted,89,0,PAY_89,CH_89,NOISE_89,selected_by_family,TDL-C,10,1,15,2,0,-6.3776331287753454,280.49403961130031,0.000144,3.8925999999999998,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,permuted,,
mimo_impact_20260726T182409Z,F06_P05_B,F06,F06_P05,baseline,port_mapping,correct,131,0,PAY_131,CH_131,NOISE_131,selected_by_family,TDL-C,15,1,2,2,0,3.3726239861792746,90.481031506461505,0.029184000000000022,3.2012999999999998,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,correct,,
mimo_impact_20260726T182409Z,F06_P05_T,F06,F06_P05,treatment,port_mapping,permuted,131,0,PAY_131,CH_131,NOISE_131,selected_by_family,TDL-C,15,1,14,2,0,-5.4480362068283181,249.77759217948412,0.000192,3.2496,3.7841796875,PASS,2000,correlated_complex_gaussian_component,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false,permuted,,
