RunID,ExperimentID,Rank,Layer,MeasuredSINRDB,EVMPercent,BLER,GoodputMbps,RankCollapsed,Status,FamilyID,Variant,FactorName,FactorValue,SNRDB,XPRDB,CodewordCount,ExecutionBackend,ApproximationMode,TruthQualified
mimo_impact_20260726T182409Z,F17_P05_B,2,2,3.2160369672478195,95.541543134087391,0.69999999999999996,0.028800000000000023,false,PASS,F17,baseline,dl_rank,2,15,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F17_P05_T,8,1,-2.1015577551180842,179.108909073836,0.97550000000000003,0.0094079999999999997,false,PASS,F17,treatment,dl_rank,8,15,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F17_P05_T,8,2,-2.2515577551180841,179.208909073836,0.97550000000000003,0.0094079999999999997,false,PASS,F17,treatment,dl_rank,8,15,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F17_P05_T,8,3,-2.401557755118084,179.30890907383599,0.97550000000000003,0.0094079999999999997,false,PASS,F17,treatment,dl_rank,8,15,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F17_P05_T,8,4,-2.5515577551180844,179.40890907383601,0.97550000000000003,0.0094079999999999997,false,PASS,F17,treatment,dl_rank,8,15,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F17_P05_T,8,5,-2.7015577551180843,179.50890907383601,0.97550000000000003,0.0094079999999999997,false,PASS,F17,treatment,dl_rank,8,15,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F17_P05_T,8,6,-2.8515577551180842,179.608909073836,0.97550000000000003,0.0094079999999999997,false,PASS,F17,treatment,dl_rank,8,15,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F17_P05_T,8,7,-3.0015577551180841,179.708909073836,0.97550000000000003,0.0094079999999999997,false,PASS,F17,treatment,dl_rank,8,15,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F17_P05_T,8,8,-3.151557755118084,179.80890907383599,0.97550000000000003,0.0094079999999999997,false,PASS,F17,treatment,dl_rank,8,15,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F17_P06_B,2,1,4.4894219007269802,77.164731301123865,0.627,0.035808000000000027,false,PASS,F17,baseline,dl_rank,2,20,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F17_P06_B,2,2,4.3394219007269799,77.264731301123859,0.627,0.035808000000000027,false,PASS,F17,baseline,dl_rank,2,20,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F17_P06_T,8,1,-0.97817282163892305,144.81001027930566,0.94450000000000001,0.021312000000000008,false,PASS,F17,treatment,dl_rank,8,20,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F17_P06_T,8,2,-1.1281728216389231,144.91001027930565,0.94450000000000001,0.021312000000000008,false,PASS,F17,treatment,dl_rank,8,20,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F17_P06_T,8,3,-1.278172821638923,145.01001027930565,0.94450000000000001,0.021312000000000008,false,PASS,F17,treatment,dl_rank,8,20,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F17_P06_T,8,4,-1.4281728216389231,145.11001027930567,0.94450000000000001,0.021312000000000008,false,PASS,F17,treatment,dl_rank,8,20,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F17_P06_T,8,5,-1.578172821638923,145.21001027930566,0.94450000000000001,0.021312000000000008,false,PASS,F17,treatment,dl_rank,8,20,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F17_P06_T,8,6,-1.7281728216389229,145.31001027930566,0.94450000000000001,0.021312000000000008,false,PASS,F17,treatment,dl_rank,8,20,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F17_P06_T,8,7,-1.8781728216389229,145.41001027930565,0.94450000000000001,0.021312000000000008,false,PASS,F17,treatment,dl_rank,8,20,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F17_P06_T,8,8,-2.0281728216389232,145.51001027930565,0.94450000000000001,0.021312000000000008,false,PASS,F17,treatment,dl_rank,8,20,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F18_P01_B,1,1,-7.6815904588357462,316.57719486520784,0.99950000000000006,2.4000000000000001e-05,false,PASS,F18,baseline,ul_rank,1,-5,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F18_P01_T,4,1,-13.288263520533121,603.68902382457509,1,0,false,PASS,F18,treatment,ul_rank,4,-5,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F18_P01_T,4,2,-13.438263520533122,603.78902382457511,1,0,false,PASS,F18,treatment,ul_rank,4,-5,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F18_P01_T,4,3,-13.588263520533122,603.88902382457513,1,0,false,PASS,F18,treatment,ul_rank,4,-5,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F18_P01_T,4,4,-13.73826352053312,603.98902382457504,1,0,false,PASS,F18,treatment,ul_rank,4,-5,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F18_P02_B,1,1,-2.8015621805718824,182.25388121583524,0.98550000000000004,0.000696,false,PASS,F18,baseline,ul_rank,1,0,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F18_P02_T,4,1,-8.4082352422692548,347.54451496821804,0.99950000000000006,9.6000000000000002e-05,false,PASS,F18,treatment,ul_rank,4,0,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F18_P02_T,4,2,-8.5582352422692551,347.64451496821806,0.99950000000000006,9.6000000000000002e-05,false,PASS,F18,treatment,ul_rank,4,0,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F18_P02_T,4,3,-8.7082352422692555,347.74451496821803,0.99950000000000006,9.6000000000000002e-05,false,PASS,F18,treatment,ul_rank,4,0,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F18_P02_T,4,4,-8.8582352422692541,347.84451496821805,0.99950000000000006,9.6000000000000002e-05,false,PASS,F18,treatment,ul_rank,4,0,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F18_P03_B,1,1,1.4990413871429764,110.34239690723712,0.83899999999999997,0.0077280000000000048,false,PASS,F18,baseline,ul_rank,1,5,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F18_P03_T,4,1,-4.107631674554395,210.41469491747819,0.99150000000000005,0.001632,false,PASS,F18,treatment,ul_rank,4,5,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F18_P03_T,4,2,-4.2576316745543954,210.51469491747818,0.99150000000000005,0.001632,false,PASS,F18,treatment,ul_rank,4,5,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F18_P03_T,4,3,-4.4076316745543949,210.61469491747818,0.99150000000000005,0.001632,false,PASS,F18,treatment,ul_rank,4,5,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F18_P03_T,4,4,-4.5576316745543952,210.7146949174782,0.99150000000000005,0.001632,false,PASS,F18,treatment,ul_rank,4,5,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F18_P04_B,1,1,4.5924262654241961,77.175142744210987,0.60699999999999998,0.018864000000000013,false,PASS,F18,baseline,ul_rank,1,10,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F18_P04_T,4,1,-1.0142467962731776,147.16722285258712,0.95150000000000001,0.0093120000000000026,false,PASS,F18,treatment,ul_rank,4,10,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F18_P04_T,4,2,-1.1642467962731775,147.26722285258711,0.95150000000000001,0.0093120000000000026,false,PASS,F18,treatment,ul_rank,4,10,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F18_P04_T,4,3,-1.3142467962731776,147.3672228525871,0.95150000000000001,0.0093120000000000026,false,PASS,F18,treatment,ul_rank,4,10,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F18_P04_T,4,4,-1.4642467962731776,147.46722285258713,0.95150000000000001,0.0093120000000000026,false,PASS,F18,treatment,ul_rank,4,10,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F18_P05_B,1,1,6.4293542669955102,63.595011547593181,0.48299999999999998,0.024816000000000015,false,PASS,F18,baseline,ul_rank,1,15,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F18_P05_T,4,1,0.82268120529813815,121.27092874654304,0.88149999999999995,0.022752000000000015,false,PASS,F18,treatment,ul_rank,4,15,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F18_P05_T,4,2,0.67268120529813813,121.37092874654303,0.88149999999999995,0.022752000000000015,false,PASS,F18,treatment,ul_rank,4,15,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F18_P05_T,4,3,0.52268120529813822,121.47092874654304,0.88149999999999995,0.022752000000000015,false,PASS,F18,treatment,ul_rank,4,15,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F18_P05_T,4,4,0.3726812052981382,121.57092874654303,0.88149999999999995,0.022752000000000015,false,PASS,F18,treatment,ul_rank,4,15,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F18_P06_B,1,1,7.3694629910879978,54.474490823060798,0.40050000000000002,0.02877600000000002,false,PASS,F18,baseline,ul_rank,1,20,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F18_P06_T,4,1,1.7627899293906255,103.87877813598153,0.82299999999999995,0.033984000000000021,false,PASS,F18,treatment,ul_rank,4,20,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F18_P06_T,4,2,1.6127899293906256,103.97877813598153,0.82299999999999995,0.033984000000000021,false,PASS,F18,treatment,ul_rank,4,20,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F18_P06_T,4,3,1.4627899293906255,104.07877813598154,0.82299999999999995,0.033984000000000021,false,PASS,F18,treatment,ul_rank,4,20,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F18_P06_T,4,4,1.3127899293906256,104.17877813598153,0.82299999999999995,0.033984000000000021,false,PASS,F18,treatment,ul_rank,4,20,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P01_B,2,1,-10.55882125663268,454.01238621574026,1,0,false,PASS,F19,baseline,codewords,1,-5,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P01_B,2,2,-10.70882125663268,454.11238621574029,1,0,false,PASS,F19,baseline,codewords,1,-5,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P01_T,4,1,-13.357228222573111,626.59662248464349,1,0,false,PASS,F19,treatment,codewords,2,-5,100,2,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P01_T,4,2,-13.507228222573112,626.69662248464351,1,0,false,PASS,F19,treatment,codewords,2,-5,100,2,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P01_T,4,3,-13.657228222573112,626.79662248464354,1,0,false,PASS,F19,treatment,codewords,2,-5,100,2,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P01_T,4,4,-13.80722822257311,626.89662248464344,1,0,false,PASS,F19,treatment,codewords,2,-5,100,2,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P02_B,2,1,-5.9431483865042845,260.46692887060647,1,0,false,PASS,F19,baseline,codewords,1,0,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P02_B,2,2,-6.0931483865042848,260.56692887060649,1,0,false,PASS,F19,baseline,codewords,1,0,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P02_T,4,1,-8.7415553524447152,359.47851392256047,1,0,false,PASS,F19,treatment,codewords,2,0,100,2,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P02_T,4,2,-8.8915553524447155,359.57851392256049,1,0,false,PASS,F19,treatment,codewords,2,0,100,2,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P02_T,4,3,-9.0415553524447159,359.67851392256046,1,0,false,PASS,F19,treatment,codewords,2,0,100,2,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P02_T,4,4,-9.1915553524447144,359.77851392256048,1,0,false,PASS,F19,treatment,codewords,2,0,100,2,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P03_B,2,1,-1.6064914593136528,157.48611098633836,0.96299999999999997,0.0035520000000000009,false,PASS,F19,baseline,codewords,1,5,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P03_B,2,2,-1.7564914593136527,157.58611098633835,0.96299999999999997,0.0035520000000000009,false,PASS,F19,baseline,codewords,1,5,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P03_T,4,1,-4.4048984252540846,217.35148253287932,0.99750000000000005,0.00048000000000000001,false,PASS,F19,treatment,codewords,2,5,100,2,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P03_T,4,2,-4.5548984252540849,217.45148253287931,0.99750000000000005,0.00048000000000000001,false,PASS,F19,treatment,codewords,2,5,100,2,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P03_T,4,3,-4.7048984252540844,217.55148253287931,0.99750000000000005,0.00048000000000000001,false,PASS,F19,treatment,codewords,2,5,100,2,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P03_T,4,4,-4.8548984252540848,217.65148253287933,0.99750000000000005,0.00048000000000000001,false,PASS,F19,treatment,codewords,2,5,100,2,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P04_B,2,1,1.6481853746474426,107.56713029039645,0.83450000000000002,0.01588800000000001,false,PASS,F19,baseline,codewords,1,10,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P04_B,2,2,1.4981853746474427,107.66713029039644,0.83450000000000002,0.01588800000000001,false,PASS,F19,baseline,codewords,1,10,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P04_T,4,1,-1.1502215912929892,148.45674386138865,0.95450000000000002,0.0087360000000000024,false,PASS,F19,treatment,codewords,2,10,100,2,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P04_T,4,2,-1.3002215912929891,148.55674386138864,0.95450000000000002,0.0087360000000000024,false,PASS,F19,treatment,codewords,2,10,100,2,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P04_T,4,3,-1.4502215912929892,148.65674386138863,0.95450000000000002,0.0087360000000000024,false,PASS,F19,treatment,codewords,2,10,100,2,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P04_T,4,4,-1.6002215912929891,148.75674386138866,0.95450000000000002,0.0087360000000000024,false,PASS,F19,treatment,codewords,2,10,100,2,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P05_B,2,1,3.3404596309151522,86.999228848658618,0.71950000000000003,0.026928000000000021,false,PASS,F19,baseline,codewords,1,15,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P05_B,2,2,3.1904596309151523,87.099228848658612,0.71950000000000003,0.026928000000000021,false,PASS,F19,baseline,codewords,1,15,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P05_T,4,1,0.54205266497472127,120.0703430356061,0.88700000000000001,0.021696000000000014,false,PASS,F19,treatment,codewords,2,15,100,2,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P05_T,4,2,0.39205266497472124,120.17034303560609,0.88700000000000001,0.021696000000000014,false,PASS,F19,treatment,codewords,2,15,100,2,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P05_T,4,3,0.24205266497472128,120.2703430356061,0.88700000000000001,0.021696000000000014,false,PASS,F19,treatment,codewords,2,15,100,2,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P05_T,4,4,0.09205266497472131,120.3703430356061,0.88700000000000001,0.021696000000000014,false,PASS,F19,treatment,codewords,2,15,100,2,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P06_B,2,1,4.1912418358504544,83.485088727251821,0.64849999999999997,0.033744000000000024,false,PASS,F19,baseline,codewords,1,20,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P06_B,2,2,4.041241835850454,83.585088727251815,0.64849999999999997,0.033744000000000024,false,PASS,F19,baseline,codewords,1,20,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P06_T,4,1,1.3928348699100228,115.22036889863425,0.83050000000000002,0.032544000000000024,false,PASS,F19,treatment,codewords,2,20,100,2,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P06_T,4,2,1.2428348699100229,115.32036889863424,0.83050000000000002,0.032544000000000024,false,PASS,F19,treatment,codewords,2,20,100,2,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P06_T,4,3,1.0928348699100228,115.42036889863425,0.83050000000000002,0.032544000000000024,false,PASS,F19,treatment,codewords,2,20,100,2,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F19_P06_T,4,4,0.94283486991002285,115.52036889863425,0.83050000000000002,0.032544000000000024,false,PASS,F19,treatment,codewords,2,20,100,2,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F56_P01_B,2,1,150.99097851255425,0,0,0.095999999999998892,false,PASS,F56,baseline,rank_gate,absent,-5,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F56_P01_B,2,2,150.84097851255424,0.10000000000000001,0,0.095999999999998892,false,PASS,F56,baseline,rank_gate,absent,-5,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F56_P01_T,2,1,150.99097851255425,0,0,0.095999999999998892,false,PASS,F56,treatment,rank_gate,enabled,-5,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F56_P01_T,2,2,150.84097851255424,0.10000000000000001,0,0.095999999999998892,false,PASS,F56,treatment,rank_gate,enabled,-5,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F56_P02_B,2,1,150.86004034367565,0,0,0.095999999999998892,false,PASS,F56,baseline,rank_gate,absent,0,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F56_P02_B,2,2,150.71004034367564,0.10000000000000001,0,0.095999999999998892,false,PASS,F56,baseline,rank_gate,absent,0,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F56_P02_T,2,1,150.86004034367565,0,0,0.095999999999998892,false,PASS,F56,treatment,rank_gate,enabled,0,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F56_P02_T,2,2,150.71004034367564,0.10000000000000001,0,0.095999999999998892,false,PASS,F56,treatment,rank_gate,enabled,0,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F56_P03_B,2,1,150.79786290184765,0,0,0.095999999999998892,false,PASS,F56,baseline,rank_gate,absent,5,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F56_P03_B,2,2,150.64786290184765,0.10000000000000001,0,0.095999999999998892,false,PASS,F56,baseline,rank_gate,absent,5,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F56_P03_T,2,1,150.79786290184765,0,0,0.095999999999998892,false,PASS,F56,treatment,rank_gate,enabled,5,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F56_P03_T,2,2,150.64786290184765,0.10000000000000001,0,0.095999999999998892,false,PASS,F56,treatment,rank_gate,enabled,5,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F56_P04_B,2,1,150.98624066200492,0,0,0.095999999999998892,false,PASS,F56,baseline,rank_gate,absent,10,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F56_P04_B,2,2,150.83624066200491,0.10000000000000001,0,0.095999999999998892,false,PASS,F56,baseline,rank_gate,absent,10,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F56_P04_T,2,1,150.98624066200492,0,0,0.095999999999998892,false,PASS,F56,treatment,rank_gate,enabled,10,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F56_P04_T,2,2,150.83624066200491,0.10000000000000001,0,0.095999999999998892,false,PASS,F56,treatment,rank_gate,enabled,10,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F56_P05_B,2,1,151.05161636286914,0,0,0.095999999999998892,false,PASS,F56,baseline,rank_gate,absent,15,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F56_P05_B,2,2,150.90161636286913,0.10000000000000001,0,0.095999999999998892,false,PASS,F56,baseline,rank_gate,absent,15,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F56_P05_T,2,1,151.05161636286914,0,0,0.095999999999998892,false,PASS,F56,treatment,rank_gate,enabled,15,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F56_P05_T,2,2,150.90161636286913,0.10000000000000001,0,0.095999999999998892,false,PASS,F56,treatment,rank_gate,enabled,15,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F56_P06_B,2,1,150.90171438002133,0,0,0.095999999999998892,false,PASS,F56,baseline,rank_gate,absent,20,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F56_P06_B,2,2,150.75171438002133,0.10000000000000001,0,0.095999999999998892,false,PASS,F56,baseline,rank_gate,absent,20,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F56_P06_T,2,1,150.90171438002133,0,0,0.095999999999998892,false,PASS,F56,treatment,rank_gate,enabled,20,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T182409Z,F56_P06_T,2,2,150.75171438002133,0.10000000000000001,0,0.095999999999998892,false,PASS,F56,treatment,rank_gate,enabled,20,100,1,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
