RunID,ExperimentID,NumUE,UEID,AngularSeparationDeg,PowerDeltaDB,Receiver,MeasuredSINRDB,BLER,GoodputMbps,Fairness,Status,FamilyID,Variant,FactorName,FactorValue,SNRDB,ExecutionBackend,ApproximationMode,TruthQualified
mimo_impact_20260726T123109Z,F31_P01_T,2,UE1,60,0,MMSE,-11.818019769078321,1,0,1,PASS,F31,treatment,mu_users,2,-5,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F31_P01_T,2,UE2,60,0,MMSE,-14.818019769078321,1,0,1,PASS,F31,treatment,mu_users,2,-5,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F31_P02_T,2,UE1,60,0,MMSE,-7.0431420060212702,0.99950000000000006,2.4000000000000001e-05,1,PASS,F31,treatment,mu_users,2,0,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F31_P02_T,2,UE2,60,0,MMSE,-10.04314200602127,1,2.4000000000000001e-05,1,PASS,F31,treatment,mu_users,2,0,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F31_P03_T,2,UE1,60,0,MMSE,-2.6565542617851587,0.97999999999999998,0.00095999999999999992,1,PASS,F31,treatment,mu_users,2,5,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F31_P03_T,2,UE2,60,0,MMSE,-5.6565542617851587,0.98999999999999999,0.00095999999999999992,1,PASS,F31,treatment,mu_users,2,5,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F31_P04_T,2,UE1,60,0,MMSE,0.91540294545443412,0.875,0.0060000000000000036,1,PASS,F31,treatment,mu_users,2,10,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F31_P04_T,2,UE2,60,0,MMSE,-2.0845970545455659,0.88500000000000001,0.0060000000000000036,1,PASS,F31,treatment,mu_users,2,10,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F31_P05_T,2,UE1,60,0,MMSE,3.2590563524065423,0.72399999999999998,0.01324800000000001,1,PASS,F31,treatment,mu_users,2,15,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F31_P05_T,2,UE2,60,0,MMSE,0.25905635240654235,0.73399999999999999,0.01324800000000001,1,PASS,F31,treatment,mu_users,2,15,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F31_P06_T,2,UE1,60,0,MMSE,4.1625148519866357,0.64000000000000001,0.017280000000000011,1,PASS,F31,treatment,mu_users,2,20,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F31_P06_T,2,UE2,60,0,MMSE,1.1625148519866357,0.65000000000000002,0.017280000000000011,1,PASS,F31,treatment,mu_users,2,20,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F32_P01_B,2,UE1,60,0,MMSE,-11.781120696183009,1,0,1,PASS,F32,baseline,mu_users,2,-5,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F32_P01_B,2,UE2,60,0,MMSE,-14.781120696183009,1,0,1,PASS,F32,baseline,mu_users,2,-5,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F32_P01_T,4,UE1,60,0,MMSE,-14.897473925769573,1,0,1,PASS,F32,treatment,mu_users,4,-5,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F32_P01_T,4,UE2,60,0,MMSE,-17.897473925769575,1,0,1,PASS,F32,treatment,mu_users,4,-5,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F32_P02_B,2,UE1,60,0,MMSE,-6.8554349900565708,0.99950000000000006,2.4000000000000001e-05,1,PASS,F32,baseline,mu_users,2,0,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F32_P02_B,2,UE2,60,0,MMSE,-9.8554349900565708,1,2.4000000000000001e-05,1,PASS,F32,baseline,mu_users,2,0,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F32_P02_T,4,UE1,60,0,MMSE,-10.181975728467121,1,0,1,PASS,F32,treatment,mu_users,4,0,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F32_P02_T,4,UE2,60,0,MMSE,-13.181975728467121,1,0,1,PASS,F32,treatment,mu_users,4,0,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F32_P03_B,2,UE1,60,0,MMSE,-2.7087621819042642,0.97899999999999998,0.0010079999999999998,1,PASS,F32,baseline,mu_users,2,5,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F32_P03_B,2,UE2,60,0,MMSE,-5.7087621819042642,0.98899999999999999,0.0010079999999999998,1,PASS,F32,baseline,mu_users,2,5,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F32_P03_T,4,UE1,60,0,MMSE,-6.536920097578661,0.99750000000000005,0.00012,1,PASS,F32,treatment,mu_users,4,5,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F32_P03_T,4,UE2,60,0,MMSE,-9.5369200975786619,1,0.00012,1,PASS,F32,treatment,mu_users,4,5,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F32_P04_B,2,UE1,60,0,MMSE,0.94113646499062797,0.86650000000000005,0.0064080000000000031,1,PASS,F32,baseline,mu_users,2,10,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F32_P04_B,2,UE2,60,0,MMSE,-2.058863535009372,0.87650000000000006,0.0064080000000000031,1,PASS,F32,baseline,mu_users,2,10,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F32_P04_T,4,UE1,60,0,MMSE,-3.7446193836260666,0.99050000000000005,0.00045599999999999997,1,PASS,F32,treatment,mu_users,4,10,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F32_P04_T,4,UE2,60,0,MMSE,-6.7446193836260662,1,0.00045599999999999997,1,PASS,F32,treatment,mu_users,4,10,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F32_P05_B,2,UE1,60,0,MMSE,3.231876328178402,0.70950000000000002,0.01394400000000001,1,PASS,F32,baseline,mu_users,2,15,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F32_P05_B,2,UE2,60,0,MMSE,0.23187632817840198,0.71950000000000003,0.01394400000000001,1,PASS,F32,baseline,mu_users,2,15,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F32_P05_T,4,UE1,60,0,MMSE,-2.2924070652834718,0.97750000000000004,0.00108,1,PASS,F32,treatment,mu_users,4,15,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F32_P05_T,4,UE2,60,0,MMSE,-5.2924070652834718,0.98750000000000004,0.00108,1,PASS,F32,treatment,mu_users,4,15,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F32_P06_B,2,UE1,60,0,MMSE,4.4884588476423692,0.63449999999999995,0.017544000000000011,1,PASS,F32,baseline,mu_users,2,20,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
mimo_impact_20260726T123109Z,F32_P06_B,2,UE2,60,0,MMSE,1.4884588476423692,0.64449999999999996,0.017544000000000011,1,PASS,F32,baseline,mu_users,2,20,production_sample_domain_mimo_components,component_campaign_not_nr_waveform_truth,false
