output_relative_path,source_relative_path,source_sha256,image_sha256,width,height,series_count,finite_point_count
prach/png/prach_preamble_correlation.png,prach/csv/prach_detection_trials.csv,33645e82a27420c7fdef0f28317cc573fb8ea631e7923595ecd86ae13c212957,7d2484bedfe921986b974b79df7ca5775946858d575652a99a1555d09398ceb2,1180,700,2,4
pdsch/png/pdsch_bler_vs_snr.png,pdsch/csv/pdsch_bler_curve.csv,ec3fec1496670ff107a47dea7dab38c6a926787932c8e1997b3f85ad3c28649f,326e3eb1e9ed4b3ea8d8b9fd36fe29102db3b8eac0cc42414af398390eb0d711,1180,700,2,4
pusch/png/pusch_bler_vs_snr.png,pusch/csv/pusch_bler_curve.csv,472ec908c279fad9fcce3ecea9cd3c90fb42940f031479978b944f4c7138166b,5cbb70dfeddd5e76e3d44f58eea078eb7ee38f3a357d038de85c5fd36e2c1529,1180,700,2,6
