RunID,ImageFile,SourceCSV,SourceCSV_SHA256,PNG_SHA256,Width,Height,AxesCount,SeriesCount,FinitePointCount,ActualTitle,ActualXLabel,ActualYLabel,Status
PUCCH_IMPACT_R18,pucch_impact_uci_composition.png,pucch_impact_uci.csv,4ecce255f73cdf101b19f143d38d758a54e18bf9c019934635f666292eb420fd,6fad676125dbb26e804a1a2627aa439d7f3def7e2f5a16eda8355110bd74c873,1200,760,1,2,1200,UCI composition — production evidence,UCI composition,Bit mismatch count,PASS
PUCCH_IMPACT_R18,pucch_impact_coding_boundaries.png,pucch_impact_uci.csv,4ecce255f73cdf101b19f143d38d758a54e18bf9c019934635f666292eb420fd,e58c776eea0d64574864e20874d0b8f96df45e8eb3dcbe12ed765d56895cc019,1200,760,1,2,1200,UCI coding boundaries — production evidence,Payload bits,BLER,PASS
PUCCH_IMPACT_R18,pucch_impact_harq_codebook.png,pucch_impact_uci.csv,4ecce255f73cdf101b19f143d38d758a54e18bf9c019934635f666292eb420fd,cf8318d3349ab58b5f10a69424aa2250e321f22dec308d176a6980f2e3bcdf3c,1200,760,1,2,1200,HARQ-ACK codebook — production evidence,Codebook size,HARQ bit error rate,PASS
PUCCH_IMPACT_R18,pucch_impact_sr_periodicity.png,pucch_impact_resource_timing.csv,830e1ecd08167709d4ca88587bdf1337c4afd1e306ac8c2e437eced2cfb9f31a,9c61de2809a42db5c3e50e3da47988efecf5a1bdb99d9798882bd292b41bef1d,1200,760,1,2,1200,SR periodicity — production evidence,SR periodicity (slots),Latency (slots),PASS
PUCCH_IMPACT_R18,pucch_impact_csi_size.png,pucch_impact_uci.csv,4ecce255f73cdf101b19f143d38d758a54e18bf9c019934635f666292eb420fd,a030f39b371cfd8877e4877487720aeadc4222706be67270f2e68a90f8fe6f69,1200,760,1,2,1200,CSI payload size — production evidence,CSI bits,BLER,PASS
PUCCH_IMPACT_R18,pucch_impact_resource_set.png,pucch_impact_resource_timing.csv,830e1ecd08167709d4ca88587bdf1337c4afd1e306ac8c2e437eced2cfb9f31a,5d23c58679ebe5235a63acb1113a9499aa984a0fb1ade21a5f3658161d957164,1200,760,1,2,1200,PUCCH resource set — production evidence,UCI payload bits,Selected resource set,PASS
PUCCH_IMPACT_R18,pucch_impact_format_selection.png,pucch_impact_formats_dmrs.csv,51750112592b6ff675c1227b194fe643fdbda3d23122682d2e4c6c786c8e425b,01c829a8e4f7ec3fbd9f4953fba35146441c266b68545b42abc3afafc3facdd0,1200,760,1,2,1200,PUCCH format selection — production evidence,PUCCH format,BLER,PASS
PUCCH_IMPACT_R18,pucch_impact_format0_cyclic_shift.png,pucch_impact_formats_dmrs.csv,51750112592b6ff675c1227b194fe643fdbda3d23122682d2e4c6c786c8e425b,9bfc2bfebab81b41f1753f6a19b3524c9d1a9176e99e00305b56d9a25da61ea0,1200,760,1,2,1200,Format 0 cyclic shift — production evidence,Cyclic shift separation,Correlation magnitude,PASS
PUCCH_IMPACT_R18,pucch_impact_format1_occ.png,pucch_impact_formats_dmrs.csv,51750112592b6ff675c1227b194fe643fdbda3d23122682d2e4c6c786c8e425b,c0a3e8adf1564d50411dc005f0d991e4ac66b99e6ad0161ff49f8225aceb91e7,1200,760,1,2,1200,Format 1 OCC — production evidence,OCC index,Correlation magnitude,PASS
PUCCH_IMPACT_R18,pucch_impact_format2_efficiency.png,pucch_impact_formats_dmrs.csv,51750112592b6ff675c1227b194fe643fdbda3d23122682d2e4c6c786c8e425b,6d39aabb6e3e8f10fa2d5e1f8db1fa19fdaa53a2696694a9d2edec1440938d54,1200,760,1,2,1200,Format 2 efficiency — production evidence,Allocated REs,Spectral efficiency,PASS
PUCCH_IMPACT_R18,pucch_impact_format3_dmrs.png,pucch_impact_formats_dmrs.csv,51750112592b6ff675c1227b194fe643fdbda3d23122682d2e4c6c786c8e425b,4a853f46698ae9f9bf73af33b6e9b1314a0c4524e32502ec4ef7d45c8ad2562a,1200,760,1,2,1200,Format 3 DM-RS — production evidence,Doppler (Hz),BLER,PASS
PUCCH_IMPACT_R18,pucch_impact_format4_spreading.png,pucch_impact_formats_dmrs.csv,51750112592b6ff675c1227b194fe643fdbda3d23122682d2e4c6c786c8e425b,afb115becf2f87b338ef5944bbd3c0a46826bbf89a0447d3a7e01e62418c2bf7,1200,760,1,2,1200,Format 4 spreading — production evidence,Spreading factor,BLER,PASS
PUCCH_IMPACT_R18,pucch_impact_hopping_diversity.png,pucch_impact_hopping_repetition.csv,68832a07c6e572e0ed3898d784e42a2988b3dd642f0ae2396e82f9b8931340e2,a681fde131d4af11429639521f0db9fdf7a2668a027592ef5713b1c085522676,1200,760,1,2,1200,PUCCH hopping diversity — production evidence,Delay spread (ns),BLER,PASS
PUCCH_IMPACT_R18,pucch_impact_repetition.png,pucch_impact_hopping_repetition.csv,68832a07c6e572e0ed3898d784e42a2988b3dd642f0ae2396e82f9b8931340e2,04dafa11731e5d25421e71b2d1bf91b64671cb91b5f6863b01893e5888eb2b42,1200,760,1,2,1200,PUCCH repetition — production evidence,Repetition slots,BLER,PASS
PUCCH_IMPACT_R18,pucch_impact_interlace.png,pucch_impact_hopping_repetition.csv,68832a07c6e572e0ed3898d784e42a2988b3dd642f0ae2396e82f9b8931340e2,cb5c7618261aac3c5559158acbaeb5e93def1334cf24f6a9bc59ec7501f0807d,1200,760,1,2,1200,Interlaced PUCCH — production evidence,Interlace count,Occupied PRBs,PASS
PUCCH_IMPACT_R18,pucch_impact_k1_latency.png,pucch_impact_resource_timing.csv,830e1ecd08167709d4ca88587bdf1337c4afd1e306ac8c2e437eced2cfb9f31a,355bc62b3396a4308ce35d67477535a63650e29e3c003f6014465e76b0e1a273,1200,760,1,2,1200,K1 feedback latency — production evidence,K1 (slots),Latency (slots),PASS
PUCCH_IMPACT_R18,pucch_impact_tdd_availability.png,pucch_impact_resource_timing.csv,830e1ecd08167709d4ca88587bdf1337c4afd1e306ac8c2e437eced2cfb9f31a,64e18f046ce16873cfde7927b100b8ebb16f9c85bdb576b38e99f844ecef95e2,1200,760,1,2,1200,TDD PUCCH availability — production evidence,TDD pattern,Availability probability,PASS
PUCCH_IMPACT_R18,pucch_impact_pri_mapping.png,pucch_impact_resource_timing.csv,830e1ecd08167709d4ca88587bdf1337c4afd1e306ac8c2e437eced2cfb9f31a,c64114fbee6769d6c787711e5201e19d3f2071d22cf64d05d9f1a3efe54e6d25,1200,760,1,2,1200,PUCCH resource indicator — production evidence,PRI value,Selected resource ordinal,PASS
PUCCH_IMPACT_R18,pucch_impact_collision_matrix.png,pucch_impact_collisions.csv,d7fd06b75059b677180bfa43b0ee896e0925dee521fd0edf85909a1711847173,54653355ba7a8a46b1c976f2be437231209d1d951d622356bb206f66268d7f32,1200,760,1,2,1200,PUCCH collision matrix — production evidence,Collision type,Collision rate,PASS
PUCCH_IMPACT_R18,pucch_impact_power_control.png,pucch_impact_power_spatial.csv,51e085573ba95e94fd8e12d142a1f3e3970812e9b556259ea10e7a24c37a537f,31ce704b96216f0d320dba05c838adb34c9363ab557bc4e78f2653b73ac01b21,1200,760,1,2,1200,PUCCH power control — production evidence,Transmission occasion,Power error (dB),PASS
PUCCH_IMPACT_R18,pucch_impact_power_clipping.png,pucch_impact_power_spatial.csv,51e085573ba95e94fd8e12d142a1f3e3970812e9b556259ea10e7a24c37a537f,b0c7754dfda51f2db042aad10f719d4f34f9a2befd83187cbe264225310083bc,1200,760,1,2,1200,PUCCH power clipping — production evidence,Requested power (dBm),EVM (%),PASS
PUCCH_IMPACT_R18,pucch_impact_spatial_relation.png,pucch_impact_power_spatial.csv,51e085573ba95e94fd8e12d142a1f3e3970812e9b556259ea10e7a24c37a537f,e0329f859c86f148bda66a95c1036555ffe611caff8f6ce32dbbc816bcf220c6,1200,760,1,2,1200,PUCCH spatial relation — production evidence,Beam mismatch,BLER,PASS
PUCCH_IMPACT_R18,pucch_impact_bler_formats.png,pucch_impact_receiver.csv,aada8dbc7eea45246fdd85b8dd46cf5ab4a9d089a3979f997e8497e5babae9d0,ddde0a7cdffae73c85507b61c2dc180af9cb99de67b00e714228b682df3e6609,1200,760,1,2,1200,PUCCH format BLER — production evidence,SNR (dB),BLER,PASS
PUCCH_IMPACT_R18,pucch_impact_delay_doppler.png,pucch_impact_receiver.csv,aada8dbc7eea45246fdd85b8dd46cf5ab4a9d089a3979f997e8497e5babae9d0,2a4493a824474b1c33f76c1604232986c080b0b795863b5f626e5191c529847d,1200,760,1,2,1200,PUCCH delay and Doppler — production evidence,Doppler (Hz),BLER,PASS
PUCCH_IMPACT_R18,pucch_impact_cfo_timing.png,pucch_impact_receiver.csv,aada8dbc7eea45246fdd85b8dd46cf5ab4a9d089a3979f997e8497e5babae9d0,f05de297abe7cb2c8b8d04e84acfc76e7d0aa0dddc2271a8c570fd330cad9d16,1200,760,1,2,1200,PUCCH CFO and timing — production evidence,Normalized impairment,BLER,PASS
PUCCH_IMPACT_R18,pucch_impact_false_alarm.png,pucch_impact_receiver.csv,aada8dbc7eea45246fdd85b8dd46cf5ab4a9d089a3979f997e8497e5babae9d0,38b02af0f3b74b64cd56777a0179374469701169aac18a1aa2a025d47bb36806,1200,760,1,2,1200,PUCCH false alarm — production evidence,Detection threshold,False alarm probability,PASS
PUCCH_IMPACT_R18,pucch_impact_near_far.png,pucch_impact_collisions.csv,d7fd06b75059b677180bfa43b0ee896e0925dee521fd0edf85909a1711847173,5f6ed210dc603d2efb70b8c3416387d66464f85f7e221976d667b50fcf202fda,1200,760,1,2,1200,PUCCH near-far — production evidence,Power imbalance (dB),BLER,PASS
PUCCH_IMPACT_R18,pucch_impact_effect_forest.png,pucch_impact_pairwise_effects.csv,e6de0453fd5b4d347466addd410a0bf2a5350492f35c0b6dbd75fd710a0efadd,ee1d07ded78f0bf0d9b86dd9d2d3c639811fb42c1e9ce147636c78fa76be6c35,1200,760,1,2,600,PUCCH impact effects — production evidence,Treatment minus baseline,Effect size,PASS
