RunID,ExperimentID,FamilyID,PairID,Variant,FactorName,FactorValue,BaselineFactorValue,Seed,TrialIndex,PayloadID,ChannelRealizationID,NoiseRealizationID,Channel,SNR_dB,SignalPresent,CorrectDecode,FalseAlarm,BitErrors,MeasuredSINR_dB,EVMPercent,TransmitPowerdBm,RuntimeMs,MemoryMB,PrimaryMetric,PrimaryMetricValue,ExecutionBackend,ApproximationMode,DependencyEvidence,Status
PUCCH_IMPACT_R18,F02-E01-B,F02,F02-P01,baseline,payload size A,BASE_1,BASE_1,11,1,PAY02_01,F02-F02-P01-CHANNEL-11,F02-F02-P01-NOISE-11,TDL-C,-6,1,0,0,2,-0.188515568468461,3.862105579736,-3,508.9196,6.05078125,BLER,1,production_component_and_waveform_truth,none,typed_pucch_production_state,PASS
PUCCH_IMPACT_R18,F02-E01-T,F02,F02-P01,treatment,payload size A,TREAT_1,BASE_1,11,1,PAY02_01,F02-F02-P01-CHANNEL-11,F02-F02-P01-NOISE-11,TDL-C,-6,1,0,0,3,-6.74601797449963,31.5741230342834,3.02059991327963,177.724,1.58984375,BLER,1,production_component_and_waveform_truth,none,typed_pucch_production_state,PASS
PUCCH_IMPACT_R18,F02-E02-B,F02,F02-P02,baseline,payload size A,BASE_2,BASE_2,23,2,PAY02_02,F02-F02-P02-CHANNEL-23,F02-F02-P02-NOISE-23,CDL-C,-3,1,0,0,3,-6.28202401941759,25.2816461294501,3.02059991327963,267.6513,2,BLER,1,production_component_and_waveform_truth,none,typed_pucch_production_state,PASS
PUCCH_IMPACT_R18,F02-E02-T,F02,F02-P02,treatment,payload size A,TREAT_2,BASE_2,23,2,PAY02_02,F02-F02-P02-CHANNEL-23,F02-F02-P02-NOISE-23,CDL-C,-3,1,0,0,4,-6.02391955229786,24.5618552957935,3.02059991327962,142.9747,0.5546875,BLER,1,production_component_and_waveform_truth,none,typed_pucch_production_state,PASS
PUCCH_IMPACT_R18,F02-E03-B,F02,F02-P03,baseline,payload size A,BASE_3,BASE_3,47,3,PAY02_03,F02-F02-P03-CHANNEL-47,F02-F02-P03-NOISE-47,AWGN,0,1,1,0,0,18.4776149139476,751.151138565168,3.02059991327963,531.5789,3.5234375,BLER,0,production_component_and_waveform_truth,none,typed_pucch_production_state,PASS
PUCCH_IMPACT_R18,F02-E03-T,F02,F02-P03,treatment,payload size A,TREAT_3,BASE_3,47,3,PAY02_03,F02-F02-P03-CHANNEL-47,F02-F02-P03-NOISE-47,AWGN,0,1,1,0,0,18.7361611014231,776.788720167596,3.02059991327963,107.1496,0.375,BLER,0,production_component_and_waveform_truth,none,typed_pucch_production_state,PASS
PUCCH_IMPACT_R18,F02-E04-B,F02,F02-P04,baseline,payload size A,BASE_4,BASE_4,89,4,PAY02_04,F02-F02-P04-CHANNEL-89,F02-F02-P04-NOISE-89,TDL-C,3,1,1,0,0,1.9421103147596,10.7115570104483,3.02059991327963,124.3665,0.61328125,BLER,0,production_component_and_waveform_truth,none,typed_pucch_production_state,PASS
PUCCH_IMPACT_R18,F02-E04-T,F02,F02-P04,treatment,payload size A,TREAT_4,BASE_4,89,4,PAY02_04,F02-F02-P04-CHANNEL-89,F02-F02-P04-NOISE-89,TDL-C,3,1,1,0,0,1.94051957626609,9.57541315607183,3.02059991327963,125.9271,0.25390625,BLER,0,production_component_and_waveform_truth,none,typed_pucch_production_state,PASS
PUCCH_IMPACT_R18,F02-E05-B,F02,F02-P05,baseline,payload size A,BASE_5,BASE_5,11,5,PAY02_05,F02-F02-P05-CHANNEL-11,F02-F02-P05-NOISE-11,CDL-C,6,1,0,0,19,-0.590086096759417,6.24439885527043,3.02059991327963,131.3755,0.25390625,BLER,1,production_component_and_waveform_truth,none,typed_pucch_production_state,PASS
PUCCH_IMPACT_R18,F02-E05-T,F02,F02-P05,treatment,payload size A,TREAT_5,BASE_5,11,5,PAY02_05,F02-F02-P05-CHANNEL-11,F02-F02-P05-NOISE-11,CDL-C,6,1,0,0,20,-0.589138163948678,6.56742634757546,3.02059991327963,146.3268,2751.09375,BLER,1,production_component_and_waveform_truth,none,typed_pucch_production_state,PASS
PUCCH_IMPACT_R18,F02-E06-B,F02,F02-P06,baseline,payload size A,BASE_6,BASE_6,23,6,PAY02_06,F02-F02-P06-CHANNEL-23,F02-F02-P06-NOISE-23,AWGN,9,1,1,0,0,27.8797442270194,790.618058738884,3.02059991327963,119.9108,2751.0625,BLER,0,production_component_and_waveform_truth,none,typed_pucch_production_state,PASS
PUCCH_IMPACT_R18,F02-E06-T,F02,F02-P06,treatment,payload size A,TREAT_6,BASE_6,23,6,PAY02_06,F02-F02-P06-CHANNEL-23,F02-F02-P06-NOISE-23,AWGN,9,1,1,0,0,27.8375931227834,786.312317709092,3.02059991327963,88.8124,2751.0625,BLER,0,production_component_and_waveform_truth,none,typed_pucch_production_state,PASS
PUCCH_IMPACT_R18,F03-E01-B,F03,F03-P01,baseline,codebook type,BASE_1,BASE_1,11,1,PAY03_01,F03-F03-P01-CHANNEL-11,F03-F03-P01-NOISE-11,TDL-C,-6,1,0,0,20,-7.03673801620062,28.5332724009568,3.02059991327963,348.3026,2751.0625,HARQBitErrors,20,production_component_and_waveform_truth,none,HARQACKCodebookBuilder:cda8853960657512dfb16c638ce89e126bdbd5111b5166f933205c0c4df24254,PASS
PUCCH_IMPACT_R18,F03-E01-T,F03,F03-P01,treatment,codebook type,TREAT_1,BASE_1,11,1,PAY03_01,F03-F03-P01-CHANNEL-11,F03-F03-P01-NOISE-11,TDL-C,-6,1,0,0,20,-6.82699208078549,29.9157132762034,3.02059991327963,122.4308,2751.0625,HARQBitErrors,20,production_component_and_waveform_truth,none,HARQACKCodebookBuilder:cda8853960657512dfb16c638ce89e126bdbd5111b5166f933205c0c4df24254,PASS
PUCCH_IMPACT_R18,F03-E02-B,F03,F03-P02,baseline,codebook type,BASE_2,BASE_2,23,2,PAY03_02,F03-F03-P02-CHANNEL-23,F03-F03-P02-NOISE-23,CDL-C,-3,1,0,0,20,-8.10829617365166,27.7406904444605,3.02059991327963,385.7172,11.0625,HARQBitErrors,20,production_component_and_waveform_truth,none,HARQACKCodebookBuilder:f1ec54b5496da8603043e2926b2f4675394a5bb38c3a2746ad26081418e17b12,PASS
PUCCH_IMPACT_R18,F03-E02-T,F03,F03-P02,treatment,codebook type,TREAT_2,BASE_2,23,2,PAY03_02,F03-F03-P02-CHANNEL-23,F03-F03-P02-NOISE-23,CDL-C,-3,1,0,0,20,-8.13254115767481,29.6119599070009,3.02059991327963,143.3017,2763.125,HARQBitErrors,20,production_component_and_waveform_truth,none,HARQACKCodebookBuilder:f1ec54b5496da8603043e2926b2f4675394a5bb38c3a2746ad26081418e17b12,PASS
PUCCH_IMPACT_R18,F03-E03-B,F03,F03-P03,baseline,codebook type,BASE_3,BASE_3,47,3,PAY03_03,F03-F03-P03-CHANNEL-47,F03-F03-P03-NOISE-47,AWGN,0,1,1,0,0,21.7259534436299,517.0821874425,-3,226.4832,3,HARQBitErrors,0,production_component_and_waveform_truth,none,HARQACKCodebookBuilder:dd161c80efb40efaa50290b5970a273be10bac09119d80a7f9a3b38fd9a2363f,PASS
PUCCH_IMPACT_R18,F03-E03-T,F03,F03-P03,treatment,codebook type,TREAT_3,BASE_3,47,3,PAY03_03,F03-F03-P03-CHANNEL-47,F03-F03-P03-NOISE-47,AWGN,0,1,1,0,0,21.9213704008563,531.155020243951,-3,100.9867,0.25390625,HARQBitErrors,0,production_component_and_waveform_truth,none,HARQACKCodebookBuilder:dd161c80efb40efaa50290b5970a273be10bac09119d80a7f9a3b38fd9a2363f,PASS
PUCCH_IMPACT_R18,F03-E04-B,F03,F03-P04,baseline,codebook type,BASE_4,BASE_4,89,4,PAY03_04,F03-F03-P04-CHANNEL-89,F03-F03-P04-NOISE-89,TDL-C,3,1,1,0,0,1.96426972571311,9.55536817412589,3.02059991327963,116.9931,2766.37890625,HARQBitErrors,0,production_component_and_waveform_truth,none,HARQACKCodebookBuilder:6c5794a6aafb063d2e31c29f5f7aa3d2310c56677347689b71d4f7a6cf618ce8,PASS
PUCCH_IMPACT_R18,F03-E04-T,F03,F03-P04,treatment,codebook type,TREAT_4,BASE_4,89,4,PAY03_04,F03-F03-P04-CHANNEL-89,F03-F03-P04-NOISE-89,TDL-C,3,1,1,0,0,1.86150712386256,10.3867467354979,3.02059991327963,117.6638,0.25390625,HARQBitErrors,0,production_component_and_waveform_truth,none,HARQACKCodebookBuilder:6c5794a6aafb063d2e31c29f5f7aa3d2310c56677347689b71d4f7a6cf618ce8,PASS
PUCCH_IMPACT_R18,F03-E05-B,F03,F03-P05,baseline,codebook type,BASE_5,BASE_5,11,5,PAY03_05,F03-F03-P05-CHANNEL-11,F03-F03-P05-NOISE-11,CDL-C,6,1,0,0,20,1.27385694580747,8.3261610357554,3.02059991327963,163.307,0.25390625,HARQBitErrors,20,production_component_and_waveform_truth,none,HARQACKCodebookBuilder:1d77a1053193e32267505802587b961ee61b46226b5fe7e76acce3a3c3c424ed,PASS
PUCCH_IMPACT_R18,F03-E05-T,F03,F03-P05,treatment,codebook type,TREAT_5,BASE_5,11,5,PAY03_05,F03-F03-P05-CHANNEL-11,F03-F03-P05-NOISE-11,CDL-C,6,1,0,0,20,1.32467391842112,8.5741163548422,3.02059991327963,322.1756,0.50390625,HARQBitErrors,20,production_component_and_waveform_truth,none,HARQACKCodebookBuilder:1d77a1053193e32267505802587b961ee61b46226b5fe7e76acce3a3c3c424ed,PASS
PUCCH_IMPACT_R18,F03-E06-B,F03,F03-P06,baseline,codebook type,BASE_6,BASE_6,23,6,PAY03_06,F03-F03-P06-CHANNEL-23,F03-F03-P06-NOISE-23,AWGN,9,1,1,0,0,30.7850527612799,522.072934971282,-3,206.667,58.7265625,HARQBitErrors,0,production_component_and_waveform_truth,none,HARQACKCodebookBuilder:ce70e1c0a3cf45a11c44dad1590d15e7867e089200b1f522627a3ba2b0b039ed,PASS
PUCCH_IMPACT_R18,F03-E06-T,F03,F03-P06,treatment,codebook type,TREAT_6,BASE_6,23,6,PAY03_06,F03-F03-P06-CHANNEL-23,F03-F03-P06-NOISE-23,AWGN,9,1,1,0,0,30.830076691642,525.303990333436,-3,104.3579,0.61328125,HARQBitErrors,0,production_component_and_waveform_truth,none,HARQACKCodebookBuilder:ce70e1c0a3cf45a11c44dad1590d15e7867e089200b1f522627a3ba2b0b039ed,PASS
PUCCH_IMPACT_R18,F04-E01-B,F04,F04-P01,baseline,priority mix,BASE_1,BASE_1,11,1,PAY04_01,F04-F04-P01-CHANNEL-11,F04-F04-P01-NOISE-11,TDL-C,-6,1,0,0,11,-7.2006324042258,28.6979109901218,3.02059991327963,146.5969,0.25390625,HARQBitErrors,11,production_component_and_waveform_truth,none,typed_pucch_production_state,PASS
PUCCH_IMPACT_R18,F04-E01-T,F04,F04-P01,treatment,priority mix,TREAT_1,BASE_1,11,1,PAY04_01,F04-F04-P01-CHANNEL-11,F04-F04-P01-NOISE-11,TDL-C,-6,1,0,0,13,-6.77622194876722,29.0354281030876,3.02059991327963,132.9482,2830.2890625,HARQBitErrors,13,production_component_and_waveform_truth,none,typed_pucch_production_state,PASS
PUCCH_IMPACT_R18,F04-E02-B,F04,F04-P02,baseline,priority mix,BASE_2,BASE_2,23,2,PAY04_02,F04-F04-P02-CHANNEL-23,F04-F04-P02-NOISE-23,CDL-C,-3,1,0,0,12,-6.17582496534944,25.5071810647511,3.02059991327963,143.1981,2830.2890625,HARQBitErrors,12,production_component_and_waveform_truth,none,typed_pucch_production_state,PASS
PUCCH_IMPACT_R18,F04-E02-T,F04,F04-P02,treatment,priority mix,TREAT_2,BASE_2,23,2,PAY04_02,F04-F04-P02-CHANNEL-23,F04-F04-P02-NOISE-23,CDL-C,-3,1,0,0,14,-5.7980792929996,27.9340487168507,3.02059991327963,123.7096,2830.2890625,HARQBitErrors,14,production_component_and_waveform_truth,none,typed_pucch_production_state,PASS
PUCCH_IMPACT_R18,F04-E03-B,F04,F04-P03,baseline,priority mix,BASE_3,BASE_3,47,3,PAY04_03,F04-F04-P03-CHANNEL-47,F04-F04-P03-NOISE-47,AWGN,0,1,1,0,0,18.7768170454633,780.890042904823,3.02059991327963,90.336,2830.2890625,HARQBitErrors,0,production_component_and_waveform_truth,none,typed_pucch_production_state,PASS
PUCCH_IMPACT_R18,F04-E03-T,F04,F04-P03,treatment,priority mix,TREAT_3,BASE_3,47,3,PAY04_03,F04-F04-P03-CHANNEL-47,F04-F04-P03-NOISE-47,AWGN,0,1,1,0,0,18.6248656633129,765.635203601274,3.02059991327963,82.4489,2830.2890625,HARQBitErrors,0,production_component_and_waveform_truth,none,typed_pucch_production_state,PASS
PUCCH_IMPACT_R18,F04-E04-B,F04,F04-P04,baseline,priority mix,BASE_4,BASE_4,89,4,PAY04_04,F04-F04-P04-CHANNEL-89,F04-F04-P04-NOISE-89,TDL-C,3,1,1,0,0,2.00867934068584,9.66060084893882,3.02059991327963,118.7853,2830.2890625,HARQBitErrors,0,production_component_and_waveform_truth,none,typed_pucch_production_state,PASS
PUCCH_IMPACT_R18,F04-E04-T,F04,F04-P04,treatment,priority mix,TREAT_4,BASE_4,89,4,PAY04_04,F04-F04-P04-CHANNEL-89,F04-F04-P04-NOISE-89,TDL-C,3,1,0,0,16,1.75981188104305,10.1435906193905,3.02059991327963,113.6138,2830.2890625,HARQBitErrors,16,production_component_and_waveform_truth,none,typed_pucch_production_state,PASS
PUCCH_IMPACT_R18,F04-E05-B,F04,F04-P05,baseline,priority mix,BASE_5,BASE_5,11,5,PAY04_05,F04-F04-P05-CHANNEL-11,F04-F04-P05-NOISE-11,CDL-C,6,1,0,0,16,-0.611155947973048,6.07780051960458,3.02059991327963,128.9364,2830.2890625,HARQBitErrors,16,production_component_and_waveform_truth,none,typed_pucch_production_state,PASS
PUCCH_IMPACT_R18,F04-E05-T,F04,F04-P05,treatment,priority mix,TREAT_5,BASE_5,11,5,PAY04_05,F04-F04-P05-CHANNEL-11,F04-F04-P05-NOISE-11,CDL-C,6,1,0,0,18,-0.651830666046304,6.32839361595824,3.02059991327963,119.1124,2830.2890625,HARQBitErrors,18,production_component_and_waveform_truth,none,typed_pucch_production_state,PASS
PUCCH_IMPACT_R18,F04-E06-B,F04,F04-P06,baseline,priority mix,BASE_6,BASE_6,23,6,PAY04_06,F04-F04-P06-CHANNEL-23,F04-F04-P06-NOISE-23,AWGN,9,1,1,0,0,27.7907667040733,781.549070631219,3.02059991327963,82.9454,2830.2890625,HARQBitErrors,0,production_component_and_waveform_truth,none,typed_pucch_production_state,PASS
PUCCH_IMPACT_R18,F04-E06-T,F04,F04-P06,treatment,priority mix,TREAT_6,BASE_6,23,6,PAY04_06,F04-F04-P06-CHANNEL-23,F04-F04-P06-NOISE-23,AWGN,9,1,1,0,0,27.8143234096147,783.942086774119,3.02059991327963,111.4478,2827.19140625,HARQBitErrors,0,production_component_and_waveform_truth,none,typed_pucch_production_state,PASS
PUCCH_IMPACT_R18,F05-E01-B,F05,F05-P01,baseline,SR periodicity,BASE_1,BASE_1,11,1,PAY05_01,F05-F05-P01-CHANNEL-11,F05-F05-P01-NOISE-11,TDL-C,-6,1,0,0,20,-7.03673801620062,28.5332724009568,3.02059991327963,124.6171,2827.19140625,SRLatencySlots,1,production_component_and_waveform_truth,none,SchedulingRequestState:8151bcf898d8b494f08f621bdf94640af66b81a2c4f68ba924f16d2439c4b353,PASS
PUCCH_IMPACT_R18,F05-E01-T,F05,F05-P01,treatment,SR periodicity,TREAT_1,BASE_1,11,1,PAY05_01,F05-F05-P01-CHANNEL-11,F05-F05-P01-NOISE-11,TDL-C,-6,1,0,0,20,-6.82699208078549,29.9157132762034,3.02059991327963,143.9244,0.49609375,SRLatencySlots,1,production_component_and_waveform_truth,none,SchedulingRequestState:b9a1ecb30cbc1a5f1d1696e1fc1112b4b2629d51d3cc7b8e303ac57afe768f66,PASS
PUCCH_IMPACT_R18,F05-E02-B,F05,F05-P02,baseline,SR periodicity,BASE_2,BASE_2,23,2,PAY05_02,F05-F05-P02-CHANNEL-23,F05-F05-P02-NOISE-23,CDL-C,-3,1,0,0,20,-8.10829617365166,27.7406904444605,3.02059991327963,209.1352,2827.6875,SRLatencySlots,1,production_component_and_waveform_truth,none,SchedulingRequestState:f9afb3fd68c1d62534e3348449d1a3fe3b8f63d6d353317a2c7a4e78ee9fc27c,PASS
PUCCH_IMPACT_R18,F05-E02-T,F05,F05-P02,treatment,SR periodicity,TREAT_2,BASE_2,23,2,PAY05_02,F05-F05-P02-CHANNEL-23,F05-F05-P02-NOISE-23,CDL-C,-3,1,0,0,20,-8.13254115767481,29.6119599070009,3.02059991327963,164.7024,0.25390625,SRLatencySlots,1,production_component_and_waveform_truth,none,SchedulingRequestState:edb8eed3f5ba5d3ee3af8b3a5252928eba8cc64c9a642546da26658ad095f3b5,PASS
PUCCH_IMPACT_R18,F05-E03-B,F05,F05-P03,baseline,SR periodicity,BASE_3,BASE_3,47,3,PAY05_03,F05-F05-P03-CHANNEL-47,F05-F05-P03-NOISE-47,AWGN,0,1,1,0,0,21.7259534436299,517.0821874425,-3,113.4379,2827.94140625,SRLatencySlots,1,production_component_and_waveform_truth,none,SchedulingRequestState:08a8cc1ddf18c3d07b7ef47470194c9e9af14d5606b715ca7e6192a499b9384f,PASS
PUCCH_IMPACT_R18,F05-E03-T,F05,F05-P03,treatment,SR periodicity,TREAT_3,BASE_3,47,3,PAY05_03,F05-F05-P03-CHANNEL-47,F05-F05-P03-NOISE-47,AWGN,0,1,1,0,0,21.9213704008563,531.155020243951,-3,110.5705,2827.94140625,SRLatencySlots,1,production_component_and_waveform_truth,none,SchedulingRequestState:e7ba599e1b4ea816170f59e6f6a75103b5e1a6be3d6be800873fed9fe6a76c6a,PASS
PUCCH_IMPACT_R18,F05-E04-B,F05,F05-P04,baseline,SR periodicity,BASE_4,BASE_4,89,4,PAY05_04,F05-F05-P04-CHANNEL-89,F05-F05-P04-NOISE-89,TDL-C,3,1,1,0,0,1.96426972571311,9.55536817412589,3.02059991327963,119.7144,2827.94140625,SRLatencySlots,1,production_component_and_waveform_truth,none,SchedulingRequestState:61b9bfebaedc71559dfcc9b67e5bea925a4ae8f1e1a5a932b71943db8f3e8273,PASS
PUCCH_IMPACT_R18,F05-E04-T,F05,F05-P04,treatment,SR periodicity,TREAT_4,BASE_4,89,4,PAY05_04,F05-F05-P04-CHANNEL-89,F05-F05-P04-NOISE-89,TDL-C,3,1,1,0,0,1.86150712386256,10.3867467354979,3.02059991327963,145.3781,0.25390625,SRLatencySlots,1,production_component_and_waveform_truth,none,SchedulingRequestState:eb00114a139f7cc47ae3616944a02ed8b9c06d6404f6ae7cf82ffdd567b54c37,PASS
PUCCH_IMPACT_R18,F05-E05-B,F05,F05-P05,baseline,SR periodicity,BASE_5,BASE_5,11,5,PAY05_05,F05-F05-P05-CHANNEL-11,F05-F05-P05-NOISE-11,CDL-C,6,1,0,0,20,1.27385694580747,8.3261610357554,3.02059991327963,152.102,2828.1953125,SRLatencySlots,1,production_component_and_waveform_truth,none,SchedulingRequestState:5e09be38162606c06747c6130cf87dc7d1a04bc9af50d54b5516277086235df5,PASS
PUCCH_IMPACT_R18,F05-E05-T,F05,F05-P05,treatment,SR periodicity,TREAT_5,BASE_5,11,5,PAY05_05,F05-F05-P05-CHANNEL-11,F05-F05-P05-NOISE-11,CDL-C,6,1,0,0,20,1.32467391842112,8.5741163548422,3.02059991327963,137.7386,2828.1953125,SRLatencySlots,1,production_component_and_waveform_truth,none,SchedulingRequestState:59d1000bb48cf8b1ac6328c51a92d5552aff87efbf102aa987d95f1bc5be50a7,PASS
PUCCH_IMPACT_R18,F05-E06-B,F05,F05-P06,baseline,SR periodicity,BASE_6,BASE_6,23,6,PAY05_06,F05-F05-P06-CHANNEL-23,F05-F05-P06-NOISE-23,AWGN,9,1,1,0,0,30.7850527612799,522.072934971282,-3,95.4852,2828.1953125,SRLatencySlots,1,production_component_and_waveform_truth,none,SchedulingRequestState:113d5f86e64ef9399863486c428f12e30dbf6d5f66577f18f526cea00e27e822,PASS
PUCCH_IMPACT_R18,F05-E06-T,F05,F05-P06,treatment,SR periodicity,TREAT_6,BASE_6,23,6,PAY05_06,F05-F05-P06-CHANNEL-23,F05-F05-P06-NOISE-23,AWGN,9,1,1,0,0,30.830076691642,525.303990333436,-3,112.8298,0.25390625,SRLatencySlots,1,production_component_and_waveform_truth,none,SchedulingRequestState:62e87753628d5dbd471703dbf73fc2cc74bc0431b83f17ebf46ad610b919d621,PASS
PUCCH_IMPACT_R18,F06-E01-B,F06,F06-P01,baseline,simultaneous HARQ/SR,BASE_1,BASE_1,11,1,PAY06_01,F06-F06-P01-CHANNEL-11,F06-F06-P01-NOISE-11,TDL-C,-6,1,0,0,11,-6.91272232764657,28.7206579363348,3.02059991327962,149.1627,0.99609375,BLER,1,production_component_and_waveform_truth,none,typed_pucch_production_state,PASS
PUCCH_IMPACT_R18,F06-E01-T,F06,F06-P01,treatment,simultaneous HARQ/SR,TREAT_1,BASE_1,11,1,PAY06_01,F06-F06-P01-CHANNEL-11,F06-F06-P01-NOISE-11,TDL-C,-6,1,0,0,13,-6.77622194876722,29.0354281030876,3.02059991327963,128.5937,1,BLER,1,production_component_and_waveform_truth,none,typed_pucch_production_state,PASS
PUCCH_IMPACT_R18,F06-E02-B,F06,F06-P02,baseline,simultaneous HARQ/SR,BASE_2,BASE_2,23,2,PAY06_02,F06-F06-P02-CHANNEL-23,F06-F06-P02-NOISE-23,CDL-C,-3,1,0,0,12,-6.12599411051576,25.6928061001449,3.02059991327963,131.6696,2833.08203125,BLER,1,production_component_and_waveform_truth,none,typed_pucch_production_state,PASS
PUCCH_IMPACT_R18,F06-E02-T,F06,F06-P02,treatment,simultaneous HARQ/SR,TREAT_2,BASE_2,23,2,PAY06_02,F06-F06-P02-CHANNEL-23,F06-F06-P02-NOISE-23,CDL-C,-3,1,0,0,14,-5.7980792929996,27.9340487168507,3.02059991327963,125.7171,2833.08203125,BLER,1,production_component_and_waveform_truth,none,typed_pucch_production_state,PASS
PUCCH_IMPACT_R18,F06-E03-B,F06,F06-P03,baseline,simultaneous HARQ/SR,BASE_3,BASE_3,47,3,PAY06_03,F06-F06-P03-CHANNEL-47,F06-F06-P03-NOISE-47,AWGN,0,1,1,0,0,18.9579177875008,799.385988899302,3.02059991327963,142.1924,2833.08203125,BLER,0,production_component_and_waveform_truth,none,typed_pucch_production_state,PASS
