RunID,ExperimentID,FamilyID,PairID,Variant,Trials,BlockErrors,BitErrors,FalseAlarms,BLER,BLERCILower,BLERCIUpper,FalseAlarmProbability,FalseAlarmCIUpper,MeanSINR_dB,MeanEVMPercent,MeanPowerdBm,MeanRuntimeMs,MeanMemoryMB,Incomplete,Status
PUCCH_IMPACT_R18,F03-E01-T,F03,F03-P01,treatment,1,1,20,0,1,0.206549314377237,1,0,0.793450685622763,-6.82699208078549,29.9157132762034,3.02059991327963,122.4308,2751.0625,0,PASS
PUCCH_IMPACT_R18,F03-E02-B,F03,F03-P02,baseline,1,1,20,0,1,0.206549314377237,1,0,0.793450685622763,-8.10829617365166,27.7406904444605,3.02059991327963,385.7172,11.0625,0,PASS
PUCCH_IMPACT_R18,F03-E02-T,F03,F03-P02,treatment,1,1,20,0,1,0.206549314377237,1,0,0.793450685622763,-8.13254115767481,29.6119599070009,3.02059991327963,143.3017,2763.125,0,PASS
PUCCH_IMPACT_R18,F03-E03-B,F03,F03-P03,baseline,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,21.7259534436299,517.0821874425,-3,226.4832,3,0,PASS
PUCCH_IMPACT_R18,F03-E03-T,F03,F03-P03,treatment,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,21.9213704008563,531.155020243951,-3,100.9867,0.25390625,0,PASS
PUCCH_IMPACT_R18,F03-E04-B,F03,F03-P04,baseline,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,1.96426972571311,9.55536817412589,3.02059991327963,116.9931,2766.37890625,0,PASS
PUCCH_IMPACT_R18,F03-E04-T,F03,F03-P04,treatment,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,1.86150712386256,10.3867467354979,3.02059991327963,117.6638,0.25390625,0,PASS
PUCCH_IMPACT_R18,F03-E05-B,F03,F03-P05,baseline,1,1,20,0,1,0.206549314377237,1,0,0.793450685622763,1.27385694580747,8.3261610357554,3.02059991327963,163.307,0.25390625,0,PASS
PUCCH_IMPACT_R18,F03-E05-T,F03,F03-P05,treatment,1,1,20,0,1,0.206549314377237,1,0,0.793450685622763,1.32467391842112,8.5741163548422,3.02059991327963,322.1756,0.50390625,0,PASS
PUCCH_IMPACT_R18,F03-E06-B,F03,F03-P06,baseline,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,30.7850527612799,522.072934971282,-3,206.667,58.7265625,0,PASS
PUCCH_IMPACT_R18,F03-E06-T,F03,F03-P06,treatment,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,30.830076691642,525.303990333436,-3,104.3579,0.61328125,0,PASS
PUCCH_IMPACT_R18,F04-E01-B,F04,F04-P01,baseline,1,1,11,0,1,0.206549314377237,1,0,0.793450685622763,-7.2006324042258,28.6979109901218,3.02059991327963,146.5969,0.25390625,0,PASS
PUCCH_IMPACT_R18,F04-E01-T,F04,F04-P01,treatment,1,1,13,0,1,0.206549314377237,1,0,0.793450685622763,-6.77622194876722,29.0354281030876,3.02059991327963,132.9482,2830.2890625,0,PASS
PUCCH_IMPACT_R18,F04-E02-B,F04,F04-P02,baseline,1,1,12,0,1,0.206549314377237,1,0,0.793450685622763,-6.17582496534944,25.5071810647511,3.02059991327963,143.1981,2830.2890625,0,PASS
PUCCH_IMPACT_R18,F04-E02-T,F04,F04-P02,treatment,1,1,14,0,1,0.206549314377237,1,0,0.793450685622763,-5.7980792929996,27.9340487168507,3.02059991327963,123.7096,2830.2890625,0,PASS
PUCCH_IMPACT_R18,F04-E03-B,F04,F04-P03,baseline,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,18.7768170454633,780.890042904823,3.02059991327963,90.336,2830.2890625,0,PASS
PUCCH_IMPACT_R18,F04-E03-T,F04,F04-P03,treatment,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,18.6248656633129,765.635203601274,3.02059991327963,82.4489,2830.2890625,0,PASS
PUCCH_IMPACT_R18,F04-E04-B,F04,F04-P04,baseline,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,2.00867934068584,9.66060084893882,3.02059991327963,118.7853,2830.2890625,0,PASS
PUCCH_IMPACT_R18,F04-E04-T,F04,F04-P04,treatment,1,1,16,0,1,0.206549314377237,1,0,0.793450685622763,1.75981188104305,10.1435906193905,3.02059991327963,113.6138,2830.2890625,0,PASS
PUCCH_IMPACT_R18,F04-E05-B,F04,F04-P05,baseline,1,1,16,0,1,0.206549314377237,1,0,0.793450685622763,-0.611155947973048,6.07780051960458,3.02059991327963,128.9364,2830.2890625,0,PASS
PUCCH_IMPACT_R18,F04-E05-T,F04,F04-P05,treatment,1,1,18,0,1,0.206549314377237,1,0,0.793450685622763,-0.651830666046304,6.32839361595824,3.02059991327963,119.1124,2830.2890625,0,PASS
PUCCH_IMPACT_R18,F04-E06-B,F04,F04-P06,baseline,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,27.7907667040733,781.549070631219,3.02059991327963,82.9454,2830.2890625,0,PASS
PUCCH_IMPACT_R18,F04-E06-T,F04,F04-P06,treatment,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,27.8143234096147,783.942086774119,3.02059991327963,111.4478,2827.19140625,0,PASS
PUCCH_IMPACT_R18,F05-E01-B,F05,F05-P01,baseline,1,1,20,0,1,0.206549314377237,1,0,0.793450685622763,-7.03673801620062,28.5332724009568,3.02059991327963,124.6171,2827.19140625,0,PASS
PUCCH_IMPACT_R18,F05-E01-T,F05,F05-P01,treatment,1,1,20,0,1,0.206549314377237,1,0,0.793450685622763,-6.82699208078549,29.9157132762034,3.02059991327963,143.9244,0.49609375,0,PASS
PUCCH_IMPACT_R18,F05-E02-B,F05,F05-P02,baseline,1,1,20,0,1,0.206549314377237,1,0,0.793450685622763,-8.10829617365166,27.7406904444605,3.02059991327963,209.1352,2827.6875,0,PASS
PUCCH_IMPACT_R18,F05-E02-T,F05,F05-P02,treatment,1,1,20,0,1,0.206549314377237,1,0,0.793450685622763,-8.13254115767481,29.6119599070009,3.02059991327963,164.7024,0.25390625,0,PASS
PUCCH_IMPACT_R18,F05-E03-B,F05,F05-P03,baseline,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,21.7259534436299,517.0821874425,-3,113.4379,2827.94140625,0,PASS
PUCCH_IMPACT_R18,F05-E03-T,F05,F05-P03,treatment,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,21.9213704008563,531.155020243951,-3,110.5705,2827.94140625,0,PASS
PUCCH_IMPACT_R18,F05-E04-B,F05,F05-P04,baseline,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,1.96426972571311,9.55536817412589,3.02059991327963,119.7144,2827.94140625,0,PASS
PUCCH_IMPACT_R18,F05-E04-T,F05,F05-P04,treatment,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,1.86150712386256,10.3867467354979,3.02059991327963,145.3781,0.25390625,0,PASS
PUCCH_IMPACT_R18,F05-E05-B,F05,F05-P05,baseline,1,1,20,0,1,0.206549314377237,1,0,0.793450685622763,1.27385694580747,8.3261610357554,3.02059991327963,152.102,2828.1953125,0,PASS
PUCCH_IMPACT_R18,F05-E05-T,F05,F05-P05,treatment,1,1,20,0,1,0.206549314377237,1,0,0.793450685622763,1.32467391842112,8.5741163548422,3.02059991327963,137.7386,2828.1953125,0,PASS
PUCCH_IMPACT_R18,F05-E06-B,F05,F05-P06,baseline,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,30.7850527612799,522.072934971282,-3,95.4852,2828.1953125,0,PASS
PUCCH_IMPACT_R18,F05-E06-T,F05,F05-P06,treatment,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,30.830076691642,525.303990333436,-3,112.8298,0.25390625,0,PASS
PUCCH_IMPACT_R18,F06-E01-B,F06,F06-P01,baseline,1,1,11,0,1,0.206549314377237,1,0,0.793450685622763,-6.91272232764657,28.7206579363348,3.02059991327962,149.1627,0.99609375,0,PASS
PUCCH_IMPACT_R18,F06-E01-T,F06,F06-P01,treatment,1,1,13,0,1,0.206549314377237,1,0,0.793450685622763,-6.77622194876722,29.0354281030876,3.02059991327963,128.5937,1,0,PASS
PUCCH_IMPACT_R18,F06-E02-B,F06,F06-P02,baseline,1,1,12,0,1,0.206549314377237,1,0,0.793450685622763,-6.12599411051576,25.6928061001449,3.02059991327963,131.6696,2833.08203125,0,PASS
PUCCH_IMPACT_R18,F06-E02-T,F06,F06-P02,treatment,1,1,14,0,1,0.206549314377237,1,0,0.793450685622763,-5.7980792929996,27.9340487168507,3.02059991327963,125.7171,2833.08203125,0,PASS
PUCCH_IMPACT_R18,F06-E03-B,F06,F06-P03,baseline,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,18.9579177875008,799.385988899302,3.02059991327963,142.1924,2833.08203125,0,PASS
PUCCH_IMPACT_R18,F06-E03-T,F06,F06-P03,treatment,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,18.6248656633129,765.635203601274,3.02059991327963,83.5956,2833.08203125,0,PASS
PUCCH_IMPACT_R18,F06-E04-B,F06,F06-P04,baseline,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,1.98963202937154,10.171123852746,3.02059991327963,131.8295,2833.08203125,0,PASS
PUCCH_IMPACT_R18,F06-E04-T,F06,F06-P04,treatment,1,1,16,0,1,0.206549314377237,1,0,0.793450685622763,1.75981188104305,10.1435906193905,3.02059991327963,116.4294,2833.08203125,0,PASS
PUCCH_IMPACT_R18,F06-E05-B,F06,F06-P05,baseline,1,1,16,0,1,0.206549314377237,1,0,0.793450685622763,-0.584045989579077,5.93261442936389,3.02059991327963,118.341,2835.50390625,0,PASS
PUCCH_IMPACT_R18,F06-E05-T,F06,F06-P05,treatment,1,1,18,0,1,0.206549314377237,1,0,0.793450685622763,-0.651830666046304,6.32839361595824,3.02059991327963,118.5832,2835.50390625,0,PASS
PUCCH_IMPACT_R18,F06-E06-B,F06,F06-P06,baseline,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,27.7190977584748,774.30536496157,3.02059991327963,83.2502,2835.50390625,0,PASS
PUCCH_IMPACT_R18,F06-E06-T,F06,F06-P06,treatment,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,27.8143234096147,783.942086774119,3.02059991327963,85.1997,2839.06640625,0,PASS
PUCCH_IMPACT_R18,F07-E01-B,F07,F07-P01,baseline,1,1,11,0,1,0.206549314377237,1,0,0.793450685622763,-6.91272232764657,28.7206579363348,3.02059991327962,130.9283,2839.06640625,0,PASS
PUCCH_IMPACT_R18,F07-E01-T,F07,F07-P01,treatment,1,1,13,0,1,0.206549314377237,1,0,0.793450685622763,-6.77622194876722,29.0354281030876,3.02059991327963,121.8221,2833.37890625,0,PASS
PUCCH_IMPACT_R18,F07-E02-B,F07,F07-P02,baseline,1,1,12,0,1,0.206549314377237,1,0,0.793450685622763,-6.12599411051576,25.6928061001449,3.02059991327963,131.5361,2833.734375,0,PASS
PUCCH_IMPACT_R18,F07-E02-T,F07,F07-P02,treatment,1,1,14,0,1,0.206549314377237,1,0,0.793450685622763,-5.7980792929996,27.9340487168507,3.02059991327963,123.2274,2833.734375,0,PASS
PUCCH_IMPACT_R18,F07-E03-B,F07,F07-P03,baseline,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,18.9579177875008,799.385988899302,3.02059991327963,98.6843,2833.734375,0,PASS
PUCCH_IMPACT_R18,F07-E03-T,F07,F07-P03,treatment,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,18.6248656633129,765.635203601274,3.02059991327963,92.7074,2833.734375,0,PASS
PUCCH_IMPACT_R18,F07-E04-B,F07,F07-P04,baseline,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,1.98963202937154,10.171123852746,3.02059991327963,144.8572,2833.734375,0,PASS
PUCCH_IMPACT_R18,F07-E04-T,F07,F07-P04,treatment,1,1,16,0,1,0.206549314377237,1,0,0.793450685622763,1.75981188104305,10.1435906193905,3.02059991327963,113.2503,2833.734375,0,PASS
PUCCH_IMPACT_R18,F07-E05-B,F07,F07-P05,baseline,1,1,16,0,1,0.206549314377237,1,0,0.793450685622763,-0.584045989579077,5.93261442936389,3.02059991327963,122.4846,2833.734375,0,PASS
PUCCH_IMPACT_R18,F07-E05-T,F07,F07-P05,treatment,1,1,18,0,1,0.206549314377237,1,0,0.793450685622763,-0.651830666046304,6.32839361595824,3.02059991327963,120.5488,2833.734375,0,PASS
PUCCH_IMPACT_R18,F07-E06-B,F07,F07-P06,baseline,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,27.7190977584748,774.30536496157,3.02059991327963,83.5064,2833.734375,0,PASS
PUCCH_IMPACT_R18,F07-E06-T,F07,F07-P06,treatment,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,27.8143234096147,783.942086774119,3.02059991327963,106.4457,2833.734375,0,PASS
PUCCH_IMPACT_R18,F08-E01-B,F08,F08-P01,baseline,1,1,8,0,1,0.206549314377237,1,0,0.793450685622763,-7.00070226881162,29.9412141962888,3.02059991327963,234.2417,2831.73046875,0,PASS
PUCCH_IMPACT_R18,F08-E01-T,F08,F08-P01,treatment,1,1,12,0,1,0.206549314377237,1,0,0.793450685622763,-6.7722543445813,32.1891174687658,3.02059991327963,136.548,2832.2109375,0,PASS
PUCCH_IMPACT_R18,F08-E02-B,F08,F08-P02,baseline,1,1,12,0,1,0.206549314377237,1,0,0.793450685622763,-6.15015483108997,25.539212902724,3.02059991327963,124.5412,2832.2109375,0,PASS
PUCCH_IMPACT_R18,F08-E02-T,F08,F08-P02,treatment,1,1,16,0,1,0.206549314377237,1,0,0.793450685622763,-6.03842043053458,26.9771149824393,3.02059991327963,127.5276,2834.2421875,0,PASS
PUCCH_IMPACT_R18,F08-E03-B,F08,F08-P03,baseline,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,18.6834361186142,771.496164587988,3.02059991327963,79.4593,2834.2421875,0,PASS
PUCCH_IMPACT_R18,F08-E03-T,F08,F08-P03,treatment,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,18.7870110621994,781.918373178221,3.02059991327963,114.4102,2834.2421875,0,PASS
PUCCH_IMPACT_R18,F08-E04-B,F08,F08-P04,baseline,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,1.96426972571311,9.55536817412589,3.02059991327963,129.9282,2834.2421875,0,PASS
PUCCH_IMPACT_R18,F08-E04-T,F08,F08-P04,treatment,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,1.84790721778674,9.92508887138454,3.02059991327963,126.7228,2834.2421875,0,PASS
PUCCH_IMPACT_R18,F08-E05-B,F08,F08-P05,baseline,1,1,24,0,1,0.206549314377237,1,0,0.793450685622763,-0.628361475187761,6.23000887036356,3.02059991327963,115.9864,2834.140625,0,PASS
PUCCH_IMPACT_R18,F08-E05-T,F08,F08-P05,treatment,1,1,28,0,1,0.206549314377237,1,0,0.793450685622763,-0.690981097839884,6.41685257736861,3.02059991327963,125.678,2834.140625,0,PASS
PUCCH_IMPACT_R18,F08-E06-B,F08,F08-P06,baseline,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,27.6017134142864,762.575283195034,3.02059991327963,83.2552,2834.140625,0,PASS
PUCCH_IMPACT_R18,F08-E06-T,F08,F08-P06,treatment,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,27.7233836238091,774.738425432574,3.02059991327963,82.0281,2834.140625,0,PASS
PUCCH_IMPACT_R18,F09-E01-B,F09,F09-P01,baseline,1,1,16,0,1,0.206549314377237,1,0,0.793450685622763,-6.87552113073447,27.1016094476314,3.02059991327963,133.5063,2834.140625,0,PASS
PUCCH_IMPACT_R18,F09-E01-T,F09,F09-P01,treatment,1,1,24,0,1,0.206549314377237,1,0,0.793450685622763,-6.77945108868275,29.7110191291199,3.02059991327963,117.4043,2834.140625,0,PASS
PUCCH_IMPACT_R18,F09-E02-B,F09,F09-P02,baseline,1,1,20,0,1,0.206549314377237,1,0,0.793450685622763,-6.0720892173851,25.381050208631,3.02059991327963,158.1152,0.25390625,0,PASS
PUCCH_IMPACT_R18,F09-E02-T,F09,F09-P02,treatment,1,1,28,0,1,0.206549314377237,1,0,0.793450685622763,-6.2826667604957,25.1961815866015,3.02059991327963,143.5467,2832.7265625,0,PASS
PUCCH_IMPACT_R18,F09-E03-B,F09,F09-P03,baseline,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,18.7022403544097,773.374502547505,3.02059991327963,87.5313,2832.7265625,0,PASS
PUCCH_IMPACT_R18,F09-E03-T,F09,F09-P03,treatment,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,18.9390697179222,797.438316778003,3.02059991327963,84.447,2832.7265625,0,PASS
PUCCH_IMPACT_R18,F09-E04-B,F09,F09-P04,baseline,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,2.11079322484972,10.0835177217201,3.02059991327963,118.5399,2832.7265625,0,PASS
PUCCH_IMPACT_R18,F09-E04-T,F09,F09-P04,treatment,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,1.98683683461879,10.3894027340975,3.02059991327963,114.4083,2832.7265625,0,PASS
PUCCH_IMPACT_R18,F09-E05-B,F09,F09-P05,baseline,1,1,32,0,1,0.206549314377237,1,0,0.793450685622763,-0.683692203395967,6.39724821706747,3.02059991327963,132.0697,2832.7265625,0,PASS
PUCCH_IMPACT_R18,F09-E05-T,F09,F09-P05,treatment,1,1,40,0,1,0.206549314377237,1,0,0.793450685622763,-0.549252123024235,6.27962267309923,3.02059991327963,126.2437,2832.7265625,0,PASS
PUCCH_IMPACT_R18,F09-E06-B,F09,F09-P06,baseline,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,27.7164073144272,774.037011854159,3.02059991327963,80.2406,2832.7265625,0,PASS
PUCCH_IMPACT_R18,F09-E06-T,F09,F09-P06,treatment,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,27.7950169909554,781.980636774429,3.02059991327963,83.3269,2832.7265625,0,PASS
PUCCH_IMPACT_R18,F10-E01-B,F10,F10-P01,baseline,1,1,11,0,1,0.206549314377237,1,0,0.793450685622763,-7.2006324042258,28.6979109901218,3.02059991327963,543.2366,2.00390625,0,PASS
PUCCH_IMPACT_R18,F10-E01-T,F10,F10-P01,treatment,1,1,13,0,1,0.206549314377237,1,0,0.793450685622763,-6.77622194876722,29.0354281030876,3.02059991327963,140.1925,2834.73046875,0,PASS
PUCCH_IMPACT_R18,F10-E02-B,F10,F10-P02,baseline,1,1,12,0,1,0.206549314377237,1,0,0.793450685622763,-6.17582496534944,25.5071810647511,3.02059991327963,148.2268,2834.73046875,0,PASS
PUCCH_IMPACT_R18,F10-E02-T,F10,F10-P02,treatment,1,1,14,0,1,0.206549314377237,1,0,0.793450685622763,-5.7980792929996,27.9340487168507,3.02059991327963,145.2171,2834.73046875,0,PASS
PUCCH_IMPACT_R18,F10-E03-B,F10,F10-P03,baseline,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,18.7768170454633,780.890042904823,3.02059991327963,105.0909,2834.73046875,0,PASS
PUCCH_IMPACT_R18,F10-E03-T,F10,F10-P03,treatment,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,18.6248656633129,765.635203601274,3.02059991327963,101.6945,2834.73046875,0,PASS
PUCCH_IMPACT_R18,F10-E04-B,F10,F10-P04,baseline,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,2.00867934068584,9.66060084893882,3.02059991327963,140.3387,2834.73046875,0,PASS
PUCCH_IMPACT_R18,F10-E04-T,F10,F10-P04,treatment,1,1,16,0,1,0.206549314377237,1,0,0.793450685622763,1.75981188104305,10.1435906193905,3.02059991327963,140.5009,2834.73046875,0,PASS
PUCCH_IMPACT_R18,F10-E05-B,F10,F10-P05,baseline,1,1,16,0,1,0.206549314377237,1,0,0.793450685622763,-0.611155947973048,6.07780051960458,3.02059991327963,147.6764,2834.734375,0,PASS
PUCCH_IMPACT_R18,F10-E05-T,F10,F10-P05,treatment,1,1,18,0,1,0.206549314377237,1,0,0.793450685622763,-0.651830666046304,6.32839361595824,3.02059991327963,142.0971,2834.734375,0,PASS
PUCCH_IMPACT_R18,F10-E06-B,F10,F10-P06,baseline,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,27.7907667040733,781.549070631219,3.02059991327963,104.1085,2834.734375,0,PASS
PUCCH_IMPACT_R18,F10-E06-T,F10,F10-P06,treatment,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,27.8143234096147,783.942086774119,3.02059991327963,101.808,2834.734375,0,PASS
PUCCH_IMPACT_R18,F11-E01-B,F11,F11-P01,baseline,1,1,20,0,1,0.206549314377237,1,0,0.793450685622763,-7.03673801620062,28.5332724009568,3.02059991327963,135.402,0.25390625,0,PASS
PUCCH_IMPACT_R18,F11-E01-T,F11,F11-P01,treatment,1,1,20,0,1,0.206549314377237,1,0,0.793450685622763,-6.82699208078549,29.9157132762034,3.02059991327963,146.7067,2834.98828125,0,PASS
PUCCH_IMPACT_R18,F11-E02-B,F11,F11-P02,baseline,1,1,20,0,1,0.206549314377237,1,0,0.793450685622763,-8.10829617365166,27.7406904444605,3.02059991327963,167.3952,2834.98828125,0,PASS
PUCCH_IMPACT_R18,F11-E02-T,F11,F11-P02,treatment,1,1,20,0,1,0.206549314377237,1,0,0.793450685622763,-8.13254115767481,29.6119599070009,3.02059991327963,188.1928,0.375,0,PASS
PUCCH_IMPACT_R18,F11-E03-B,F11,F11-P03,baseline,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,21.7259534436299,517.0821874425,-3,133.0784,0.375,0,PASS
PUCCH_IMPACT_R18,F11-E03-T,F11,F11-P03,treatment,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,21.9213704008563,531.155020243951,-3,148.9829,2836.2421875,0,PASS
PUCCH_IMPACT_R18,F11-E04-B,F11,F11-P04,baseline,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,1.96426972571311,9.55536817412589,3.02059991327963,152.9972,2836.2421875,0,PASS
PUCCH_IMPACT_R18,F11-E04-T,F11,F11-P04,treatment,1,0,0,0,0,0,0.793450685622763,0,0.793450685622763,1.86150712386256,10.3867467354979,3.02059991327963,174.306,2836.2421875,0,PASS
