RunID,ExperimentID,FamilyID,Format,NumSymbols,NumPRBs,DMRSSymbols,CyclicShift,OCCIndex,CrossCorrelation,BLER,Status
PUCCH_IMPACT_R18,F05-E01-T,F05,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F05-E02-B,F05,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F05-E02-T,F05,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F05-E03-B,F05,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F05-E03-T,F05,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F05-E04-B,F05,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F05-E04-T,F05,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F05-E05-B,F05,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F05-E05-T,F05,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F05-E06-B,F05,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F05-E06-T,F05,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F06-E01-B,F06,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F06-E01-T,F06,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F06-E02-B,F06,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F06-E02-T,F06,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F06-E03-B,F06,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F06-E03-T,F06,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F06-E04-B,F06,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F06-E04-T,F06,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F06-E05-B,F06,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F06-E05-T,F06,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F06-E06-B,F06,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F06-E06-T,F06,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F07-E01-B,F07,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F07-E01-T,F07,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F07-E02-B,F07,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F07-E02-T,F07,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F07-E03-B,F07,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F07-E03-T,F07,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F07-E04-B,F07,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F07-E04-T,F07,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F07-E05-B,F07,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F07-E05-T,F07,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F07-E06-B,F07,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F07-E06-T,F07,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F08-E01-B,F08,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F08-E01-T,F08,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F08-E02-B,F08,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F08-E02-T,F08,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F08-E03-B,F08,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F08-E03-T,F08,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F08-E04-B,F08,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F08-E04-T,F08,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F08-E05-B,F08,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F08-E05-T,F08,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F08-E06-B,F08,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F08-E06-T,F08,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F09-E01-B,F09,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F09-E01-T,F09,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F09-E02-B,F09,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F09-E02-T,F09,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F09-E03-B,F09,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F09-E03-T,F09,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F09-E04-B,F09,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F09-E04-T,F09,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F09-E05-B,F09,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F09-E05-T,F09,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F09-E06-B,F09,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F09-E06-T,F09,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F10-E01-B,F10,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F10-E01-T,F10,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F10-E02-B,F10,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F10-E02-T,F10,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F10-E03-B,F10,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F10-E03-T,F10,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F10-E04-B,F10,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F10-E04-T,F10,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F10-E05-B,F10,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F10-E05-T,F10,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F10-E06-B,F10,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F10-E06-T,F10,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F11-E01-B,F11,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F11-E01-T,F11,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F11-E02-B,F11,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F11-E02-T,F11,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F11-E03-B,F11,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F11-E03-T,F11,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F11-E04-B,F11,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F11-E04-T,F11,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F11-E05-B,F11,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F11-E05-T,F11,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F11-E06-B,F11,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F11-E06-T,F11,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F12-E01-B,F12,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F12-E01-T,F12,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F12-E02-B,F12,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F12-E02-T,F12,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F12-E03-B,F12,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F12-E03-T,F12,3,4,4,48,0,0,1,0,PASS
PUCCH_IMPACT_R18,F12-E04-B,F12,3,4,4,48,0,0,1,0,PASS
PUCCH_IMPACT_R18,F12-E04-T,F12,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F12-E05-B,F12,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F12-E05-T,F12,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F12-E06-B,F12,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F12-E06-T,F12,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F13-E01-B,F13,0,2,1,0,0,0,1,1,PASS
PUCCH_IMPACT_R18,F13-E01-T,F13,0,2,1,0,2,0,1,1,PASS
PUCCH_IMPACT_R18,F13-E02-B,F13,0,2,1,0,0,0,1,1,PASS
PUCCH_IMPACT_R18,F13-E02-T,F13,0,2,1,0,4,0,1,1,PASS
PUCCH_IMPACT_R18,F13-E03-B,F13,0,2,1,0,0,0,1,0,PASS
PUCCH_IMPACT_R18,F13-E03-T,F13,0,2,1,0,6,0,1,0,PASS
PUCCH_IMPACT_R18,F13-E04-B,F13,0,2,1,0,0,0,1,1,PASS
PUCCH_IMPACT_R18,F13-E04-T,F13,0,2,1,0,8,0,1,1,PASS
PUCCH_IMPACT_R18,F13-E05-B,F13,0,2,1,0,0,0,1,1,PASS
PUCCH_IMPACT_R18,F13-E05-T,F13,0,2,1,0,10,0,1,1,PASS
PUCCH_IMPACT_R18,F13-E06-B,F13,0,2,1,0,0,0,1,0,PASS
PUCCH_IMPACT_R18,F13-E06-T,F13,0,2,1,0,0,0,1,0,PASS
PUCCH_IMPACT_R18,F14-E01-B,F14,1,4,1,24,0,0,1,1,PASS
PUCCH_IMPACT_R18,F14-E01-T,F14,1,4,1,24,0,1,1,1,PASS
PUCCH_IMPACT_R18,F14-E02-B,F14,1,4,1,24,0,0,1,1,PASS
PUCCH_IMPACT_R18,F14-E02-T,F14,1,4,1,24,0,0,1,1,PASS
PUCCH_IMPACT_R18,F14-E03-B,F14,1,4,1,24,0,0,1,0,PASS
PUCCH_IMPACT_R18,F14-E03-T,F14,1,4,1,24,0,1,1,0,PASS
PUCCH_IMPACT_R18,F14-E04-B,F14,1,4,1,24,0,0,1,0,PASS
PUCCH_IMPACT_R18,F14-E04-T,F14,1,4,1,24,0,0,1,0,PASS
PUCCH_IMPACT_R18,F14-E05-B,F14,1,4,1,24,0,0,1,0,PASS
PUCCH_IMPACT_R18,F14-E05-T,F14,1,4,1,24,0,1,1,0,PASS
PUCCH_IMPACT_R18,F14-E06-B,F14,1,4,1,24,0,0,1,0,PASS
PUCCH_IMPACT_R18,F14-E06-T,F14,1,4,1,24,0,0,1,0,PASS
PUCCH_IMPACT_R18,F15-E01-B,F15,2,1,1,4,0,0,1,1,PASS
PUCCH_IMPACT_R18,F15-E01-T,F15,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F15-E02-B,F15,2,1,1,4,0,0,1,1,PASS
PUCCH_IMPACT_R18,F15-E02-T,F15,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F15-E03-B,F15,2,1,1,4,0,0,1,0,PASS
PUCCH_IMPACT_R18,F15-E03-T,F15,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F15-E04-B,F15,2,1,1,4,0,0,1,0,PASS
PUCCH_IMPACT_R18,F15-E04-T,F15,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F15-E05-B,F15,2,1,1,4,0,0,1,0,PASS
PUCCH_IMPACT_R18,F15-E05-T,F15,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F15-E06-B,F15,2,1,1,4,0,0,1,0,PASS
PUCCH_IMPACT_R18,F15-E06-T,F15,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F16-E01-B,F16,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F16-E01-T,F16,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F16-E02-B,F16,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F16-E02-T,F16,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F16-E03-B,F16,3,4,4,48,0,0,1,0,PASS
PUCCH_IMPACT_R18,F16-E03-T,F16,3,4,4,48,0,0,1,0,PASS
PUCCH_IMPACT_R18,F16-E04-B,F16,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F16-E04-T,F16,3,4,4,48,0,0,1,0,PASS
PUCCH_IMPACT_R18,F16-E05-B,F16,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F16-E05-T,F16,3,4,4,48,0,0,1,0,PASS
PUCCH_IMPACT_R18,F16-E06-B,F16,3,4,4,48,0,0,1,0,PASS
PUCCH_IMPACT_R18,F16-E06-T,F16,3,4,4,48,0,0,1,0,PASS
PUCCH_IMPACT_R18,F17-E01-B,F17,4,4,1,12,0,1,1,1,PASS
PUCCH_IMPACT_R18,F17-E01-T,F17,4,4,1,12,0,1,1,1,PASS
PUCCH_IMPACT_R18,F17-E02-B,F17,4,4,1,12,0,0,1,1,PASS
PUCCH_IMPACT_R18,F17-E02-T,F17,4,4,1,12,0,2,1,1,PASS
PUCCH_IMPACT_R18,F17-E03-B,F17,4,4,1,12,0,1,1,0,PASS
PUCCH_IMPACT_R18,F17-E03-T,F17,4,4,1,12,0,3,1,0,PASS
PUCCH_IMPACT_R18,F17-E04-B,F17,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F17-E04-T,F17,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F17-E05-B,F17,4,4,1,12,0,1,1,0,PASS
PUCCH_IMPACT_R18,F17-E05-T,F17,4,4,1,12,0,1,1,0,PASS
PUCCH_IMPACT_R18,F17-E06-B,F17,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F17-E06-T,F17,4,4,1,12,0,2,1,0,PASS
PUCCH_IMPACT_R18,F18-E01-B,F18,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F18-E01-T,F18,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F18-E02-B,F18,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F18-E02-T,F18,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F18-E03-B,F18,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F18-E03-T,F18,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F18-E04-B,F18,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F18-E04-T,F18,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F18-E05-B,F18,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F18-E05-T,F18,3,4,4,48,0,0,1,0,PASS
PUCCH_IMPACT_R18,F18-E06-B,F18,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F18-E06-T,F18,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F19-E01-B,F19,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F19-E01-T,F19,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F19-E02-B,F19,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F19-E02-T,F19,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F19-E03-B,F19,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F19-E03-T,F19,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F19-E04-B,F19,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F19-E04-T,F19,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F19-E05-B,F19,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F19-E05-T,F19,3,4,4,48,0,0,1,0,PASS
PUCCH_IMPACT_R18,F19-E06-B,F19,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F19-E06-T,F19,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F20-E01-B,F20,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F20-E01-T,F20,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F20-E02-B,F20,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F20-E02-T,F20,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F20-E03-B,F20,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F20-E03-T,F20,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F20-E04-B,F20,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F20-E04-T,F20,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F20-E05-B,F20,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F20-E05-T,F20,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F20-E06-B,F20,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F20-E06-T,F20,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F21-E01-B,F21,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F21-E01-T,F21,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F21-E02-B,F21,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F21-E02-T,F21,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F21-E03-B,F21,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F21-E03-T,F21,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F21-E04-B,F21,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F21-E04-T,F21,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F21-E05-B,F21,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F21-E05-T,F21,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F21-E06-B,F21,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F21-E06-T,F21,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F22-E01-B,F22,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F22-E01-T,F22,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F22-E02-B,F22,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F22-E02-T,F22,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F22-E03-B,F22,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F22-E03-T,F22,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F22-E04-B,F22,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F22-E04-T,F22,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F22-E05-B,F22,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F22-E05-T,F22,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F22-E06-B,F22,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F22-E06-T,F22,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F23-E01-B,F23,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F23-E01-T,F23,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F23-E02-B,F23,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F23-E02-T,F23,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F23-E03-B,F23,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F23-E03-T,F23,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F23-E04-B,F23,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F23-E04-T,F23,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F23-E05-B,F23,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F23-E05-T,F23,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F23-E06-B,F23,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F23-E06-T,F23,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F24-E01-B,F24,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F24-E01-T,F24,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F24-E02-B,F24,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F24-E02-T,F24,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F24-E03-B,F24,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F24-E03-T,F24,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F24-E04-B,F24,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F24-E04-T,F24,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F24-E05-B,F24,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F24-E05-T,F24,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F24-E06-B,F24,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F24-E06-T,F24,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F25-E01-B,F25,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F25-E01-T,F25,2,2,4,32,0,0,1,1,PASS
PUCCH_IMPACT_R18,F25-E02-B,F25,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F25-E02-T,F25,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F25-E03-B,F25,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F25-E03-T,F25,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F25-E04-B,F25,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F25-E04-T,F25,2,2,4,32,0,0,1,0,PASS
PUCCH_IMPACT_R18,F25-E05-B,F25,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F25-E05-T,F25,3,4,4,48,0,0,1,1,PASS
PUCCH_IMPACT_R18,F25-E06-B,F25,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F25-E06-T,F25,4,4,1,12,0,0,1,0,PASS
PUCCH_IMPACT_R18,F26-E01-B,F26,2,2,4,32,0,0,1,1,PASS
