RunID,ExperimentID,FamilyID,P0dBm,PathlossdB,TPCdB,RequestedPowerdBm,MeasuredPowerdBm,PowerError_dB,SpatialRelationID,BeamMismatch,BLER,Status
PUCCH_IMPACT_R18,F01-E01-B,F01,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F01-E01-T,F01,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F01-E02-B,F01,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F01-E02-T,F01,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F01-E03-B,F01,-80,77,0,3.02059991327962,3.02059991327963,4.88498130835069e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F01-E03-T,F01,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F01-E04-B,F01,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F01-E04-T,F01,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F01-E05-B,F01,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F01-E05-T,F01,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F01-E06-B,F01,-80,77,0,3.02059991327962,3.02059991327963,1.77635683940025e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F01-E06-T,F01,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F02-E01-B,F02,-80,77,0,-3,-3,1.33226762955019e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F02-E01-T,F02,-80,77,0,3.02059991327962,3.02059991327963,1.77635683940025e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F02-E02-B,F02,-80,77,0,3.02059991327962,3.02059991327963,1.77635683940025e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F02-E02-T,F02,-80,77,0,3.02059991327962,3.02059991327962,4.44089209850063e-16,1,0,1,PASS
PUCCH_IMPACT_R18,F02-E03-B,F02,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F02-E03-T,F02,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F02-E04-B,F02,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F02-E04-T,F02,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F02-E05-B,F02,-80,77,0,3.02059991327962,3.02059991327963,4.88498130835069e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F02-E05-T,F02,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F02-E06-B,F02,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F02-E06-T,F02,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F03-E01-B,F03,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F03-E01-T,F03,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F03-E02-B,F03,-80,77,0,3.02059991327962,3.02059991327963,4.88498130835069e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F03-E02-T,F03,-80,77,0,3.02059991327962,3.02059991327963,4.88498130835069e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F03-E03-B,F03,-80,77,0,-3,-3,1.33226762955019e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F03-E03-T,F03,-80,77,0,-3,-3,-4.44089209850063e-16,1,0,0,PASS
PUCCH_IMPACT_R18,F03-E04-B,F03,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F03-E04-T,F03,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F03-E05-B,F03,-80,77,0,3.02059991327962,3.02059991327963,4.88498130835069e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F03-E05-T,F03,-80,77,0,3.02059991327962,3.02059991327963,4.88498130835069e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F03-E06-B,F03,-80,77,0,-3,-3,-4.44089209850063e-16,1,0,0,PASS
PUCCH_IMPACT_R18,F03-E06-T,F03,-80,77,0,-3,-3,1.33226762955019e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F04-E01-B,F04,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F04-E01-T,F04,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F04-E02-B,F04,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F04-E02-T,F04,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F04-E03-B,F04,-80,77,0,3.02059991327962,3.02059991327963,4.88498130835069e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F04-E03-T,F04,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F04-E04-B,F04,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F04-E04-T,F04,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F04-E05-B,F04,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F04-E05-T,F04,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F04-E06-B,F04,-80,77,0,3.02059991327962,3.02059991327963,1.77635683940025e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F04-E06-T,F04,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F05-E01-B,F05,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F05-E01-T,F05,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,1,PASS
