RunID,ExperimentID,FamilyID,P0dBm,PathlossdB,TPCdB,RequestedPowerdBm,MeasuredPowerdBm,PowerError_dB,SpatialRelationID,BeamMismatch,BLER,Status
PUCCH_IMPACT_R18,F05-E02-B,F05,-80,77,0,3.02059991327962,3.02059991327963,4.88498130835069e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F05-E02-T,F05,-80,77,0,3.02059991327962,3.02059991327963,4.88498130835069e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F05-E03-B,F05,-80,77,0,-3,-3,1.33226762955019e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F05-E03-T,F05,-80,77,0,-3,-3,-4.44089209850063e-16,1,0,0,PASS
PUCCH_IMPACT_R18,F05-E04-B,F05,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F05-E04-T,F05,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F05-E05-B,F05,-80,77,0,3.02059991327962,3.02059991327963,4.88498130835069e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F05-E05-T,F05,-80,77,0,3.02059991327962,3.02059991327963,4.88498130835069e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F05-E06-B,F05,-80,77,0,-3,-3,-4.44089209850063e-16,1,0,0,PASS
PUCCH_IMPACT_R18,F05-E06-T,F05,-80,77,0,-3,-3,1.33226762955019e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F06-E01-B,F06,-80,77,0,3.02059991327962,3.02059991327962,4.44089209850063e-16,1,0,1,PASS
PUCCH_IMPACT_R18,F06-E01-T,F06,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F06-E02-B,F06,-80,77,0,3.02059991327962,3.02059991327963,1.77635683940025e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F06-E02-T,F06,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F06-E03-B,F06,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F06-E03-T,F06,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F06-E04-B,F06,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F06-E04-T,F06,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F06-E05-B,F06,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F06-E05-T,F06,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F06-E06-B,F06,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F06-E06-T,F06,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F07-E01-B,F07,-80,77,0,3.02059991327962,3.02059991327962,4.44089209850063e-16,1,0,1,PASS
PUCCH_IMPACT_R18,F07-E01-T,F07,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F07-E02-B,F07,-80,77,0,3.02059991327962,3.02059991327963,1.77635683940025e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F07-E02-T,F07,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F07-E03-B,F07,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F07-E03-T,F07,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F07-E04-B,F07,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F07-E04-T,F07,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F07-E05-B,F07,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F07-E05-T,F07,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F07-E06-B,F07,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F07-E06-T,F07,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F08-E01-B,F08,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F08-E01-T,F08,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F08-E02-B,F08,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F08-E02-T,F08,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F08-E03-B,F08,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F08-E03-T,F08,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F08-E04-B,F08,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F08-E04-T,F08,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F08-E05-B,F08,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F08-E05-T,F08,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F08-E06-B,F08,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F08-E06-T,F08,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F09-E01-B,F09,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F09-E01-T,F09,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F09-E02-B,F09,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F09-E02-T,F09,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F09-E03-B,F09,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F09-E03-T,F09,-80,77,0,3.02059991327962,3.02059991327963,1.77635683940025e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F09-E04-B,F09,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F09-E04-T,F09,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F09-E05-B,F09,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F09-E05-T,F09,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F09-E06-B,F09,-80,77,0,3.02059991327962,3.02059991327963,1.77635683940025e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F09-E06-T,F09,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F10-E01-B,F10,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F10-E01-T,F10,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F10-E02-B,F10,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F10-E02-T,F10,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F10-E03-B,F10,-80,77,0,3.02059991327962,3.02059991327963,4.88498130835069e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F10-E03-T,F10,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F10-E04-B,F10,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F10-E04-T,F10,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F10-E05-B,F10,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F10-E05-T,F10,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F10-E06-B,F10,-80,77,0,3.02059991327962,3.02059991327963,1.77635683940025e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F10-E06-T,F10,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F11-E01-B,F11,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F11-E01-T,F11,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F11-E02-B,F11,-80,77,0,3.02059991327962,3.02059991327963,4.88498130835069e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F11-E02-T,F11,-80,77,0,3.02059991327962,3.02059991327963,4.88498130835069e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F11-E03-B,F11,-80,77,0,-3,-3,1.33226762955019e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F11-E03-T,F11,-80,77,0,-3,-3,-4.44089209850063e-16,1,0,0,PASS
PUCCH_IMPACT_R18,F11-E04-B,F11,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F11-E04-T,F11,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F11-E05-B,F11,-80,77,0,3.02059991327962,3.02059991327963,4.88498130835069e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F11-E05-T,F11,-80,77,0,3.02059991327962,3.02059991327963,4.88498130835069e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F11-E06-B,F11,-80,77,0,-3,-3,-4.44089209850063e-16,1,0,0,PASS
PUCCH_IMPACT_R18,F11-E06-T,F11,-80,77,0,-3,-3,1.33226762955019e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F12-E01-B,F12,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F12-E01-T,F12,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F12-E02-B,F12,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F12-E02-T,F12,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F12-E03-B,F12,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F12-E03-T,F12,-80,77,0,3.02059991327962,3.02059991327963,4.88498130835069e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F12-E04-B,F12,-80,77,0,3.02059991327962,3.02059991327963,4.88498130835069e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F12-E04-T,F12,-80,77,0,-3,-3,1.33226762955019e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F12-E05-B,F12,-80,77,0,-3,-3,1.33226762955019e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F12-E05-T,F12,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F12-E06-B,F12,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F12-E06-T,F12,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F13-E01-B,F13,-80,77,0,-3,-3,3.5527136788005e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F13-E01-T,F13,-80,77,0,-3,-3,2.22044604925031e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F13-E02-B,F13,-80,77,0,-3,-3,2.22044604925031e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F13-E02-T,F13,-80,77,0,-3,-3,3.5527136788005e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F13-E03-B,F13,-80,77,0,-3,-3,3.5527136788005e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F13-E03-T,F13,-80,77,0,-3,-3,2.22044604925031e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F13-E04-B,F13,-80,77,0,-3,-3,2.22044604925031e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F13-E04-T,F13,-80,77,0,-3,-3,3.5527136788005e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F13-E05-B,F13,-80,77,0,-3,-3,3.5527136788005e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F13-E05-T,F13,-80,77,0,-3,-3,2.22044604925031e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F13-E06-B,F13,-80,77,0,-3,-3,2.22044604925031e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F13-E06-T,F13,-80,77,0,-3,-3,3.5527136788005e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F14-E01-B,F14,-80,77,0,-3,-3,1.33226762955019e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F14-E01-T,F14,-80,77,0,-3,-3,1.33226762955019e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F14-E02-B,F14,-80,77,0,-3,-3,1.33226762955019e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F14-E02-T,F14,-80,77,0,-3,-3,1.33226762955019e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F14-E03-B,F14,-80,77,0,-3,-3,1.33226762955019e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F14-E03-T,F14,-80,77,0,-3,-3,1.33226762955019e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F14-E04-B,F14,-80,77,0,-3,-3,1.33226762955019e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F14-E04-T,F14,-80,77,0,-3,-3,1.33226762955019e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F14-E05-B,F14,-80,77,0,-3,-3,1.33226762955019e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F14-E05-T,F14,-80,77,0,-3,-3,1.33226762955019e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F14-E06-B,F14,-80,77,0,-3,-3,1.33226762955019e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F14-E06-T,F14,-80,77,0,-3,-3,1.33226762955019e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F15-E01-B,F15,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F15-E01-T,F15,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F15-E02-B,F15,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F15-E02-T,F15,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F15-E03-B,F15,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F15-E03-T,F15,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F15-E04-B,F15,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F15-E04-T,F15,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F15-E05-B,F15,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F15-E05-T,F15,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F15-E06-B,F15,-80,77,0,3.02059991327962,3.02059991327963,2.22044604925031e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F15-E06-T,F15,-80,77,0,3.02059991327962,3.02059991327963,4.44089209850063e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F16-E01-B,F16,-80,77,0,3.02059991327962,3.02059991327963,4.88498130835069e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F16-E01-T,F16,-80,77,0,3.02059991327962,3.02059991327963,4.88498130835069e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F16-E02-B,F16,-80,77,0,3.02059991327962,3.02059991327963,4.88498130835069e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F16-E02-T,F16,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F16-E03-B,F16,-80,77,0,3.02059991327962,3.02059991327963,4.88498130835069e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F16-E03-T,F16,-80,77,0,3.02059991327962,3.02059991327963,4.88498130835069e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F16-E04-B,F16,-80,77,0,3.02059991327962,3.02059991327963,4.88498130835069e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F16-E04-T,F16,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F16-E05-B,F16,-80,77,0,3.02059991327962,3.02059991327963,4.88498130835069e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F16-E05-T,F16,-80,77,0,3.02059991327962,3.02059991327963,4.88498130835069e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F16-E06-B,F16,-80,77,0,3.02059991327962,3.02059991327963,4.88498130835069e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F16-E06-T,F16,-80,77,0,3.02059991327962,3.02059991327963,3.10862446895044e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F17-E01-B,F17,-80,77,0,-3,-3,1.33226762955019e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F17-E01-T,F17,-80,77,0,-3,-3,-4.44089209850063e-16,1,0,1,PASS
PUCCH_IMPACT_R18,F17-E02-B,F17,-80,77,0,-3,-3,-4.44089209850063e-16,1,0,1,PASS
PUCCH_IMPACT_R18,F17-E02-T,F17,-80,77,0,-3,-3,1.33226762955019e-15,1,0,1,PASS
PUCCH_IMPACT_R18,F17-E03-B,F17,-80,77,0,-3,-3,1.33226762955019e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F17-E03-T,F17,-80,77,0,-3,-3,-4.44089209850063e-16,1,0,0,PASS
PUCCH_IMPACT_R18,F17-E04-B,F17,-80,77,0,-3,-3,-4.44089209850063e-16,1,0,0,PASS
PUCCH_IMPACT_R18,F17-E04-T,F17,-80,77,0,-3,-3,1.33226762955019e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F17-E05-B,F17,-80,77,0,-3,-3,1.33226762955019e-15,1,0,0,PASS
PUCCH_IMPACT_R18,F17-E05-T,F17,-80,77,0,-3,-3,-4.44089209850063e-16,1,0,0,PASS
PUCCH_IMPACT_R18,F17-E06-B,F17,-80,77,0,-3,-3,-4.44089209850063e-16,1,0,0,PASS
PUCCH_IMPACT_R18,F17-E06-T,F17,-80,77,0,-3,-3,1.33226762955019e-15,1,0,0,PASS
