RunID,ExperimentID,FamilyID,PRBs,Symbols,Reports,UEs,RuntimeMs,MemoryMB,ThroughputTrialsPerSecond,Status
PUCCH_IMPACT_R18,F03-E04-B,F03,4,2,1,1,116.9931,2766.37890625,8.54751263108679,PASS
PUCCH_IMPACT_R18,F03-E04-T,F03,4,2,1,1,117.6638,0.25390625,8.49879062209448,PASS
PUCCH_IMPACT_R18,F03-E05-B,F03,4,4,1,1,163.307,0.25390625,6.12343622747341,PASS
PUCCH_IMPACT_R18,F03-E05-T,F03,4,4,1,1,322.1756,0.50390625,3.10389737770334,PASS
PUCCH_IMPACT_R18,F03-E06-B,F03,1,4,1,1,206.667,58.7265625,4.8387018730615,PASS
PUCCH_IMPACT_R18,F03-E06-T,F03,1,4,1,1,104.3579,0.61328125,9.58240823167197,PASS
PUCCH_IMPACT_R18,F04-E01-B,F04,4,2,3,1,146.5969,0.25390625,6.82142664681177,PASS
PUCCH_IMPACT_R18,F04-E01-T,F04,4,2,3,1,132.9482,2830.2890625,7.52172650701552,PASS
PUCCH_IMPACT_R18,F04-E02-B,F04,4,2,3,1,143.1981,2830.2890625,6.9833328794167,PASS
PUCCH_IMPACT_R18,F04-E02-T,F04,4,2,3,1,123.7096,2830.2890625,8.08344704048837,PASS
PUCCH_IMPACT_R18,F04-E03-B,F04,4,2,3,1,90.336,2830.2890625,11.0697839178179,PASS
PUCCH_IMPACT_R18,F04-E03-T,F04,4,2,3,1,82.4489,2830.2890625,12.1287245797094,PASS
PUCCH_IMPACT_R18,F04-E04-B,F04,4,2,3,1,118.7853,2830.2890625,8.41855010678931,PASS
PUCCH_IMPACT_R18,F04-E04-T,F04,4,2,3,1,113.6138,2830.2890625,8.80174767501835,PASS
PUCCH_IMPACT_R18,F04-E05-B,F04,4,2,3,1,128.9364,2830.2890625,7.75576175540809,PASS
PUCCH_IMPACT_R18,F04-E05-T,F04,4,2,3,1,119.1124,2830.2890625,8.39543154197212,PASS
PUCCH_IMPACT_R18,F04-E06-B,F04,4,2,3,1,82.9454,2830.2890625,12.0561236668941,PASS
PUCCH_IMPACT_R18,F04-E06-T,F04,4,2,3,1,111.4478,2827.19140625,8.97281058935214,PASS
PUCCH_IMPACT_R18,F05-E01-B,F05,4,2,1,1,124.6171,2827.19140625,8.02458089620124,PASS
PUCCH_IMPACT_R18,F05-E01-T,F05,4,2,1,1,143.9244,0.49609375,6.94809219284569,PASS
PUCCH_IMPACT_R18,F05-E02-B,F05,4,4,1,1,209.1352,2827.6875,4.78159582891833,PASS
PUCCH_IMPACT_R18,F05-E02-T,F05,4,4,1,1,164.7024,0.25390625,6.07155694148962,PASS
PUCCH_IMPACT_R18,F05-E03-B,F05,1,4,1,1,113.4379,2827.94140625,8.81539591265353,PASS
PUCCH_IMPACT_R18,F05-E03-T,F05,1,4,1,1,110.5705,2827.94140625,9.04400359951343,PASS
PUCCH_IMPACT_R18,F05-E04-B,F05,4,2,1,1,119.7144,2827.94140625,8.35321398261195,PASS
PUCCH_IMPACT_R18,F05-E04-T,F05,4,2,1,1,145.3781,0.25390625,6.87861514217066,PASS
PUCCH_IMPACT_R18,F05-E05-B,F05,4,4,1,1,152.102,2828.1953125,6.57453550906629,PASS
PUCCH_IMPACT_R18,F05-E05-T,F05,4,4,1,1,137.7386,2828.1953125,7.260128968931,PASS
PUCCH_IMPACT_R18,F05-E06-B,F05,1,4,1,1,95.4852,2828.1953125,10.4728272025403,PASS
PUCCH_IMPACT_R18,F05-E06-T,F05,1,4,1,1,112.8298,0.25390625,8.86290678526418,PASS
PUCCH_IMPACT_R18,F06-E01-B,F06,4,2,3,1,149.1627,0.99609375,6.70408889085542,PASS
PUCCH_IMPACT_R18,F06-E01-T,F06,4,2,3,1,128.5937,1,7.77643072716626,PASS
PUCCH_IMPACT_R18,F06-E02-B,F06,4,2,3,1,131.6696,2833.08203125,7.59476750897702,PASS
PUCCH_IMPACT_R18,F06-E02-T,F06,4,2,3,1,125.7171,2833.08203125,7.95436738518467,PASS
PUCCH_IMPACT_R18,F06-E03-B,F06,4,2,3,1,142.1924,2833.08203125,7.03272467445518,PASS
PUCCH_IMPACT_R18,F06-E03-T,F06,4,2,3,1,83.5956,2833.08203125,11.9623520855165,PASS
PUCCH_IMPACT_R18,F06-E04-B,F06,4,2,3,1,131.8295,2833.08203125,7.58555558505494,PASS
PUCCH_IMPACT_R18,F06-E04-T,F06,4,2,3,1,116.4294,2833.08203125,8.58889593178355,PASS
PUCCH_IMPACT_R18,F06-E05-B,F06,4,2,3,1,118.341,2835.50390625,8.45015675040772,PASS
PUCCH_IMPACT_R18,F06-E05-T,F06,4,2,3,1,118.5832,2835.50390625,8.43289774605509,PASS
PUCCH_IMPACT_R18,F06-E06-B,F06,4,2,3,1,83.2502,2835.50390625,12.0119831543948,PASS
PUCCH_IMPACT_R18,F06-E06-T,F06,4,2,3,1,85.1997,2839.06640625,11.7371305298023,PASS
PUCCH_IMPACT_R18,F07-E01-B,F07,4,2,3,1,130.9283,2839.06640625,7.63776815249262,PASS
PUCCH_IMPACT_R18,F07-E01-T,F07,4,2,3,1,121.8221,2833.37890625,8.20869119806669,PASS
PUCCH_IMPACT_R18,F07-E02-B,F07,4,2,3,1,131.5361,2833.734375,7.60247567017724,PASS
PUCCH_IMPACT_R18,F07-E02-T,F07,4,2,3,1,123.2274,2833.734375,8.11507830239054,PASS
PUCCH_IMPACT_R18,F07-E03-B,F07,4,2,3,1,98.6843,2833.734375,10.1333241457861,PASS
PUCCH_IMPACT_R18,F07-E03-T,F07,4,2,3,1,92.7074,2833.734375,10.7866254473753,PASS
PUCCH_IMPACT_R18,F07-E04-B,F07,4,2,3,1,144.8572,2833.734375,6.90335033398409,PASS
PUCCH_IMPACT_R18,F07-E04-T,F07,4,2,3,1,113.2503,2833.734375,8.8299986843302,PASS
PUCCH_IMPACT_R18,F07-E05-B,F07,4,2,3,1,122.4846,2833.734375,8.16429167421864,PASS
PUCCH_IMPACT_R18,F07-E05-T,F07,4,2,3,1,120.5488,2833.734375,8.2953957235576,PASS
PUCCH_IMPACT_R18,F07-E06-B,F07,4,2,3,1,83.5064,2833.734375,11.9751300499123,PASS
PUCCH_IMPACT_R18,F07-E06-T,F07,4,2,3,1,106.4457,2833.734375,9.39446121355771,PASS
PUCCH_IMPACT_R18,F08-E01-B,F08,4,2,1,1,234.2417,2831.73046875,4.269094700047,PASS
PUCCH_IMPACT_R18,F08-E01-T,F08,4,2,1,1,136.548,2832.2109375,7.32343205319741,PASS
PUCCH_IMPACT_R18,F08-E02-B,F08,4,2,1,1,124.5412,2832.2109375,8.02947137172277,PASS
PUCCH_IMPACT_R18,F08-E02-T,F08,4,2,1,1,127.5276,2834.2421875,7.84143981381285,PASS
PUCCH_IMPACT_R18,F08-E03-B,F08,4,2,1,1,79.4593,2834.2421875,12.5850592693366,PASS
PUCCH_IMPACT_R18,F08-E03-T,F08,4,2,1,1,114.4102,2834.2421875,8.74047943277785,PASS
PUCCH_IMPACT_R18,F08-E04-B,F08,4,2,1,1,129.9282,2834.2421875,7.69655856080512,PASS
PUCCH_IMPACT_R18,F08-E04-T,F08,4,2,1,1,126.7228,2834.2421875,7.89123977689887,PASS
PUCCH_IMPACT_R18,F08-E05-B,F08,4,2,1,1,115.9864,2834.140625,8.62170047522813,PASS
PUCCH_IMPACT_R18,F08-E05-T,F08,4,2,1,1,125.678,2834.140625,7.95684208851191,PASS
PUCCH_IMPACT_R18,F08-E06-B,F08,4,2,1,1,83.2552,2834.140625,12.0112617590253,PASS
PUCCH_IMPACT_R18,F08-E06-T,F08,4,2,1,1,82.0281,2834.140625,12.1909443227382,PASS
PUCCH_IMPACT_R18,F09-E01-B,F09,4,2,1,1,133.5063,2834.140625,7.49028323007978,PASS
PUCCH_IMPACT_R18,F09-E01-T,F09,4,2,1,1,117.4043,2834.140625,8.51757559135398,PASS
PUCCH_IMPACT_R18,F09-E02-B,F09,4,2,1,1,158.1152,0.25390625,6.3245026411123,PASS
PUCCH_IMPACT_R18,F09-E02-T,F09,4,2,1,1,143.5467,2832.7265625,6.96637400929454,PASS
PUCCH_IMPACT_R18,F09-E03-B,F09,4,2,1,1,87.5313,2832.7265625,11.4244847271776,PASS
PUCCH_IMPACT_R18,F09-E03-T,F09,4,2,1,1,84.447,2832.7265625,11.8417468945019,PASS
PUCCH_IMPACT_R18,F09-E04-B,F09,4,2,1,1,118.5399,2832.7265625,8.43597809682647,PASS
PUCCH_IMPACT_R18,F09-E04-T,F09,4,2,1,1,114.4083,2832.7265625,8.74062458755178,PASS
PUCCH_IMPACT_R18,F09-E05-B,F09,4,2,1,1,132.0697,2832.7265625,7.57175945731686,PASS
PUCCH_IMPACT_R18,F09-E05-T,F09,4,2,1,1,126.2437,2832.7265625,7.92118735429966,PASS
PUCCH_IMPACT_R18,F09-E06-B,F09,4,2,1,1,80.2406,2832.7265625,12.4625189741851,PASS
PUCCH_IMPACT_R18,F09-E06-T,F09,4,2,1,1,83.3269,2832.7265625,12.0009264715236,PASS
PUCCH_IMPACT_R18,F10-E01-B,F10,4,2,3,1,543.2366,2.00390625,1.84081853100472,PASS
PUCCH_IMPACT_R18,F10-E01-T,F10,4,2,3,1,140.1925,2834.73046875,7.13304920020686,PASS
PUCCH_IMPACT_R18,F10-E02-B,F10,4,2,3,1,148.2268,2834.73046875,6.74641832651046,PASS
PUCCH_IMPACT_R18,F10-E02-T,F10,4,2,3,1,145.2171,2834.73046875,6.88624135862788,PASS
PUCCH_IMPACT_R18,F10-E03-B,F10,4,2,3,1,105.0909,2834.73046875,9.5155717574024,PASS
PUCCH_IMPACT_R18,F10-E03-T,F10,4,2,3,1,101.6945,2834.73046875,9.83337348627507,PASS
PUCCH_IMPACT_R18,F10-E04-B,F10,4,2,3,1,140.3387,2834.73046875,7.12561823645224,PASS
PUCCH_IMPACT_R18,F10-E04-T,F10,4,2,3,1,140.5009,2834.73046875,7.11739213058422,PASS
PUCCH_IMPACT_R18,F10-E05-B,F10,4,2,3,1,147.6764,2834.734375,6.77156268706442,PASS
PUCCH_IMPACT_R18,F10-E05-T,F10,4,2,3,1,142.0971,2834.734375,7.03744129894277,PASS
PUCCH_IMPACT_R18,F10-E06-B,F10,4,2,3,1,104.1085,2834.734375,9.60536363505381,PASS
PUCCH_IMPACT_R18,F10-E06-T,F10,4,2,3,1,101.808,2834.734375,9.82241081250982,PASS
PUCCH_IMPACT_R18,F11-E01-B,F11,4,2,1,1,135.402,0.25390625,7.3854152819013,PASS
PUCCH_IMPACT_R18,F11-E01-T,F11,4,2,1,1,146.7067,2834.98828125,6.81632127230726,PASS
PUCCH_IMPACT_R18,F11-E02-B,F11,4,4,1,1,167.3952,2834.98828125,5.97388694538434,PASS
PUCCH_IMPACT_R18,F11-E02-T,F11,4,4,1,1,188.1928,0.375,5.3136995676774,PASS
PUCCH_IMPACT_R18,F11-E03-B,F11,1,4,1,1,133.0784,0.375,7.51436747060379,PASS
PUCCH_IMPACT_R18,F11-E03-T,F11,1,4,1,1,148.9829,2836.2421875,6.71217971995444,PASS
PUCCH_IMPACT_R18,F11-E04-B,F11,4,2,1,1,152.9972,2836.2421875,6.53606732672232,PASS
PUCCH_IMPACT_R18,F11-E04-T,F11,4,2,1,1,174.306,2836.2421875,5.73703716452675,PASS
PUCCH_IMPACT_R18,F11-E05-B,F11,4,4,1,1,170.985,0.50390625,5.84846623972863,PASS
PUCCH_IMPACT_R18,F11-E05-T,F11,4,4,1,1,175.1294,2836.74609375,5.71006353016684,PASS
PUCCH_IMPACT_R18,F11-E06-B,F11,1,4,1,1,118.6508,2837.25,8.42809319448331,PASS
PUCCH_IMPACT_R18,F11-E06-T,F11,1,4,1,1,113.4653,2837.25,8.8132671398216,PASS
PUCCH_IMPACT_R18,F12-E01-B,F12,4,2,1,1,159.8873,2837.25,6.25440544683662,PASS
PUCCH_IMPACT_R18,F12-E01-T,F12,4,2,1,1,142.787,2837.25,7.003438688396,PASS
PUCCH_IMPACT_R18,F12-E02-B,F12,4,2,1,1,142.4589,2837.25,7.01956845097077,PASS
PUCCH_IMPACT_R18,F12-E02-T,F12,4,2,1,1,144.0685,2837.25,6.94114258148034,PASS
PUCCH_IMPACT_R18,F12-E03-B,F12,4,2,1,1,125.5381,2837.25,7.96570921497139,PASS
PUCCH_IMPACT_R18,F12-E03-T,F12,4,4,1,1,200.8791,1.3828125,4.97811867934494,PASS
PUCCH_IMPACT_R18,F12-E04-B,F12,4,4,1,1,212.2289,2841.53515625,4.71189362052011,PASS
PUCCH_IMPACT_R18,F12-E04-T,F12,1,4,1,1,226.9614,2841.53515625,4.40603556375666,PASS
PUCCH_IMPACT_R18,F12-E05-B,F12,1,4,1,1,168.9771,2841.53515625,5.91796166462793,PASS
PUCCH_IMPACT_R18,F12-E05-T,F12,4,2,1,1,169.3242,2841.5390625,5.90583035384192,PASS
PUCCH_IMPACT_R18,F12-E06-B,F12,4,2,1,1,129.8088,2841.5390625,7.70363796599306,PASS
PUCCH_IMPACT_R18,F12-E06-T,F12,4,2,1,1,126.2971,2841.5390625,7.91783817680691,PASS
PUCCH_IMPACT_R18,F13-E01-B,F13,1,2,1,1,245.1578,2,4.07900544057746,PASS
PUCCH_IMPACT_R18,F13-E01-T,F13,1,2,1,1,206.7523,2841.03515625,4.83670556506506,PASS
PUCCH_IMPACT_R18,F13-E02-B,F13,1,2,1,1,166.7251,2841.03515625,5.99789713726368,PASS
PUCCH_IMPACT_R18,F13-E02-T,F13,1,2,1,1,172.2794,2841.03515625,5.80452451076565,PASS
PUCCH_IMPACT_R18,F13-E03-B,F13,1,2,1,1,167.1558,2841.03515625,5.98244272708455,PASS
PUCCH_IMPACT_R18,F13-E03-T,F13,1,2,1,1,99.2737,2841.03515625,10.0731613710378,PASS
PUCCH_IMPACT_R18,F13-E04-B,F13,1,2,1,1,136.0989,2841.03515625,7.3475979600129,PASS
PUCCH_IMPACT_R18,F13-E04-T,F13,1,2,1,1,124.8099,2841.03515625,8.01218493084283,PASS
PUCCH_IMPACT_R18,F13-E05-B,F13,1,2,1,1,143.5227,2841.03515625,6.96753893286567,PASS
PUCCH_IMPACT_R18,F13-E05-T,F13,1,2,1,1,133.3702,2841.03515625,7.49792682323338,PASS
PUCCH_IMPACT_R18,F13-E06-B,F13,1,2,1,1,103.8669,2841.03515625,9.62770622787433,PASS
PUCCH_IMPACT_R18,F13-E06-T,F13,1,2,1,1,105.9432,2841.03515625,9.43902015419583,PASS
PUCCH_IMPACT_R18,F14-E01-B,F14,1,4,1,1,287.5696,1,3.47741903177526,PASS
PUCCH_IMPACT_R18,F14-E01-T,F14,1,4,1,1,160.4973,2842.03515625,6.2306344094262,PASS
PUCCH_IMPACT_R18,F14-E02-B,F14,1,4,1,1,167.2022,2842.03515625,5.98078254951191,PASS
PUCCH_IMPACT_R18,F14-E02-T,F14,1,4,1,1,167.7769,2842.03515625,5.96029608366825,PASS
PUCCH_IMPACT_R18,F14-E03-B,F14,1,4,1,1,119.8347,2842.03515625,8.34482833436392,PASS
PUCCH_IMPACT_R18,F14-E03-T,F14,1,4,1,1,104.8549,2842.03515625,9.53698873395521,PASS
PUCCH_IMPACT_R18,F14-E04-B,F14,1,4,1,1,136.0037,2842.03515625,7.3527411386602,PASS
PUCCH_IMPACT_R18,F14-E04-T,F14,1,4,1,1,126.4975,0.00390625,7.90529457103895,PASS
PUCCH_IMPACT_R18,F14-E05-B,F14,1,4,1,1,136.8923,2842.0390625,7.30501277281483,PASS
PUCCH_IMPACT_R18,F14-E05-T,F14,1,4,1,1,142.5588,2842.0390625,7.014649393794,PASS
PUCCH_IMPACT_R18,F14-E06-B,F14,1,4,1,1,95.8096,2842.0390625,10.4373674454334,PASS
PUCCH_IMPACT_R18,F14-E06-T,F14,1,4,1,1,88.4998,2842.0390625,11.2994605637527,PASS
PUCCH_IMPACT_R18,F15-E01-B,F15,1,1,1,1,322.2227,2841.03515625,3.10344367420421,PASS
PUCCH_IMPACT_R18,F15-E01-T,F15,4,2,1,1,331.1942,1.00390625,3.01937654705306,PASS
PUCCH_IMPACT_R18,F15-E02-B,F15,1,1,1,1,356.8521,2841.03515625,2.80228139332794,PASS
PUCCH_IMPACT_R18,F15-E02-T,F15,4,2,1,1,475.3935,1.00390625,2.10352055718053,PASS
PUCCH_IMPACT_R18,F15-E03-B,F15,1,1,1,1,341.5529,0.20703125,2.92780415566666,PASS
PUCCH_IMPACT_R18,F15-E03-T,F15,4,2,1,1,391.1959,1.00390625,2.55626400992444,PASS
PUCCH_IMPACT_R18,F15-E04-B,F15,1,1,1,1,397.2499,2842.36328125,2.51730711574754,PASS
PUCCH_IMPACT_R18,F15-E04-T,F15,4,2,1,1,356.8283,1.1328125,2.80246830198165,PASS
PUCCH_IMPACT_R18,F15-E05-B,F15,1,1,1,1,285.7736,2842.4921875,3.49927355081085,PASS
PUCCH_IMPACT_R18,F15-E05-T,F15,4,2,1,1,394.7684,1.00390625,2.53313081796821,PASS
PUCCH_IMPACT_R18,F15-E06-B,F15,1,1,1,1,249.0789,2842.4921875,4.01479210001329,PASS
PUCCH_IMPACT_R18,F15-E06-T,F15,4,2,1,1,297.0812,1.00390625,3.36608307762322,PASS
PUCCH_IMPACT_R18,F16-E01-B,F16,4,4,1,1,331.0645,3.125,3.02055943781348,PASS
PUCCH_IMPACT_R18,F16-E01-T,F16,4,4,1,1,167.0986,0.25390625,5.98449059417613,PASS
PUCCH_IMPACT_R18,F16-E02-B,F16,4,4,1,1,203.0272,5.66796875,4.9254484128235,PASS
PUCCH_IMPACT_R18,F16-E02-T,F16,4,4,1,1,154.9186,2852.54296875,6.45500282083623,PASS
PUCCH_IMPACT_R18,F16-E03-B,F16,4,4,1,1,100.2235,2852.54296875,9.97769984085569,PASS
PUCCH_IMPACT_R18,F16-E03-T,F16,4,4,1,1,98.044,2852.54296875,10.1995022642895,PASS
PUCCH_IMPACT_R18,F16-E04-B,F16,4,4,1,1,166.8083,1,5.99490552928122,PASS
PUCCH_IMPACT_R18,F16-E04-T,F16,4,4,1,1,165.2022,2865.54296875,6.05318815366866,PASS
PUCCH_IMPACT_R18,F16-E05-B,F16,4,4,1,1,150.7439,1,6.63376760187311,PASS
PUCCH_IMPACT_R18,F16-E05-T,F16,4,4,1,1,137.6226,2866.54296875,7.26624842140753,PASS
PUCCH_IMPACT_R18,F16-E06-B,F16,4,4,1,1,100.2228,2866.54296875,9.9777695294883,PASS
PUCCH_IMPACT_R18,F16-E06-T,F16,4,4,1,1,105.1901,2866.54296875,9.50659805437964,PASS
PUCCH_IMPACT_R18,F17-E01-B,F17,1,4,1,1,142.0394,2866.54296875,7.04030008575085,PASS
PUCCH_IMPACT_R18,F17-E01-T,F17,1,4,1,1,122.495,2866.54296875,8.16359851422507,PASS
PUCCH_IMPACT_R18,F17-E02-B,F17,1,4,1,1,124.7752,2866.54296875,8.01441312055601,PASS
PUCCH_IMPACT_R18,F17-E02-T,F17,1,4,1,1,308.5691,0.25390625,3.24076519651514,PASS
PUCCH_IMPACT_R18,F17-E03-B,F17,1,4,1,1,118.1041,2866.796875,8.4671065610762,PASS
PUCCH_IMPACT_R18,F17-E03-T,F17,1,4,1,1,95.4608,2866.796875,10.4755040812564,PASS
PUCCH_IMPACT_R18,F17-E04-B,F17,1,4,1,1,125.7321,2866.796875,7.95341841900358,PASS
PUCCH_IMPACT_R18,F17-E04-T,F17,1,4,1,1,121.4491,2866.796875,8.23390210384433,PASS
PUCCH_IMPACT_R18,F17-E05-B,F17,1,4,1,1,128.9863,2866.796875,7.75276133977019,PASS
PUCCH_IMPACT_R18,F17-E05-T,F17,1,4,1,1,133.8777,2866.796875,7.46950388302159,PASS
PUCCH_IMPACT_R18,F17-E06-B,F17,1,4,1,1,125.9611,2866.796875,7.93895893255934,PASS
PUCCH_IMPACT_R18,F17-E06-T,F17,1,4,1,1,128.5001,2866.796875,7.78209511121003,PASS
PUCCH_IMPACT_R18,F18-E01-B,F18,4,2,1,1,150.3732,2866.796875,6.65012116520763,PASS
PUCCH_IMPACT_R18,F18-E01-T,F18,4,2,1,1,155.1581,2866.796875,6.44503896348305,PASS
PUCCH_IMPACT_R18,F18-E02-B,F18,4,4,1,1,203.319,2866.765625,4.91837949232487,PASS
PUCCH_IMPACT_R18,F18-E02-T,F18,4,4,1,1,200.942,0.7578125,4.97656040051358,PASS
PUCCH_IMPACT_R18,F18-E03-B,F18,1,4,1,1,118.9196,2870.484375,8.40904274820971,PASS
PUCCH_IMPACT_R18,F18-E03-T,F18,1,4,1,1,127.8571,2870.484375,7.82123167192123,PASS
PUCCH_IMPACT_R18,F18-E04-B,F18,4,2,1,1,154.9026,2870.484375,6.45566956268003,PASS
PUCCH_IMPACT_R18,F18-E04-T,F18,4,2,1,1,147.7742,2870.484375,6.76708112782881,PASS
PUCCH_IMPACT_R18,F18-E05-B,F18,4,4,1,1,179.1485,2870.484375,5.58196133375384,PASS
PUCCH_IMPACT_R18,F18-E05-T,F18,4,4,1,1,191.3252,2870.484375,5.22670301664391,PASS
PUCCH_IMPACT_R18,F18-E06-B,F18,1,4,1,1,118.7053,2870.484375,8.42422368672671,PASS
PUCCH_IMPACT_R18,F18-E06-T,F18,1,4,1,1,193.8468,2870.484375,5.15871296302028,PASS
PUCCH_IMPACT_R18,F19-E01-B,F19,4,2,1,1,138.1378,2870.484375,7.23914815495831,PASS
PUCCH_IMPACT_R18,F19-E01-T,F19,4,2,1,1,120.657,2871.484375,8.28795677001749,PASS
PUCCH_IMPACT_R18,F19-E02-B,F19,4,4,1,1,137.1849,2871.484375,7.28943200016912,PASS
PUCCH_IMPACT_R18,F19-E02-T,F19,4,4,1,1,135.7506,2871.484375,7.36644994570926,PASS
PUCCH_IMPACT_R18,F19-E03-B,F19,1,4,1,1,94.9665,2871.484375,10.5300290102299,PASS
PUCCH_IMPACT_R18,F19-E03-T,F19,1,4,1,1,97.4508,2871.484375,10.2615884117934,PASS
PUCCH_IMPACT_R18,F19-E04-B,F19,4,2,1,1,145.8621,2871.484375,6.85579050349611,PASS
PUCCH_IMPACT_R18,F19-E04-T,F19,4,2,1,1,122.552,2871.484375,8.15980155362622,PASS
PUCCH_IMPACT_R18,F19-E05-B,F19,4,4,1,1,133.8204,2871.484375,7.47270221879474,PASS
PUCCH_IMPACT_R18,F19-E05-T,F19,4,4,1,1,140.5892,2871.484375,7.11292190296267,PASS
PUCCH_IMPACT_R18,F19-E06-B,F19,1,4,1,1,114.9421,2871.484375,8.70003245112104,PASS
PUCCH_IMPACT_R18,F19-E06-T,F19,1,4,1,1,97.5609,2871.484375,10.2500079437562,PASS
PUCCH_IMPACT_R18,F20-E01-B,F20,4,2,1,1,119.737,2871.484375,8.35163733850021,PASS
PUCCH_IMPACT_R18,F20-E01-T,F20,4,2,1,1,121.8735,2871.484375,8.20522919256442,PASS
PUCCH_IMPACT_R18,F20-E02-B,F20,4,4,1,1,133.9953,2871.484375,7.46294832729208,PASS
PUCCH_IMPACT_R18,F20-E02-T,F20,4,4,1,1,134.7182,2871.484375,7.42290202808529,PASS
PUCCH_IMPACT_R18,F20-E03-B,F20,1,4,1,1,125.4688,2871.484375,7.97010890356806,PASS
PUCCH_IMPACT_R18,F20-E03-T,F20,1,4,1,1,119.2068,2871.484375,8.38878319022069,PASS
PUCCH_IMPACT_R18,F20-E04-B,F20,4,2,1,1,125.7728,0.00390625,7.95084469774069,PASS
PUCCH_IMPACT_R18,F20-E04-T,F20,4,2,1,1,117.1269,2871.48828125,8.53774837377238,PASS
PUCCH_IMPACT_R18,F20-E05-B,F20,4,4,1,1,153.6156,2871.45703125,6.5097555196217,PASS
PUCCH_IMPACT_R18,F20-E05-T,F20,4,4,1,1,150.8591,2871.45703125,6.62870188142446,PASS
PUCCH_IMPACT_R18,F20-E06-B,F20,1,4,1,1,93.9285,2871.45703125,10.6463959288182,PASS
PUCCH_IMPACT_R18,F20-E06-T,F20,1,4,1,1,99.0137,2871.45703125,10.0996124778692,PASS
PUCCH_IMPACT_R18,F21-E01-B,F21,4,2,1,1,111.1594,2871.45703125,8.99609029915599,PASS
PUCCH_IMPACT_R18,F21-E01-T,F21,4,2,1,1,122.4716,2871.45703125,8.16515828975861,PASS
