Direction,UEIndex,RNTI,Slot,Frame,HarqID,NDI,NDIEpoch,RV,IsRetransmission,FeedbackDueSlot,OriginalTBSBits,CurrentTBSBits,OriginalRateMatchedBits,CurrentRateMatchedBits,EffectiveInitialCodeRate,EffectiveCurrentTxCodeRate,ShortIRRetx,CodeBlockLayoutHash,HARQContextHash,HARQContextStatus,CurrentDecodeOK,CombinedDecodeOK,PreviousLLRCount,CurrentLLRCount,CombinedLLRCount,HARQCombiningApplied,LLRCombiningGain_dB,MeasuredSINR_dB,WidebandCQI,CQIDerivedMCS,CQIDerivedModulation,Goodput_Mbps,Status,Notes
"DL",1,1,1,1,0,1,1,0,0,5,1192,1192,6216,6216,0.191763191763192,0.191763191763192,0,"A=1192|BaseGraph=2|C=1|K=1280|N=6400|Nref=[]|TBCRCType=16|Zc=128","2b4b9114c57aba3b5ea6d461b74e0912be6a0e63b46f1a565568e5546c87b966","new_tx_validated",1,1,0,6400,6400,0,0,10.4661781105693,7,5,"16QAM",2.384,"PASS","Canonical slot-runtime HARQ transmission attempt."
"DL",2,2,1,1,0,1,1,0,0,5,1192,1192,6216,6216,0.191763191763192,0.191763191763192,0,"A=1192|BaseGraph=2|C=1|K=1280|N=6400|Nref=[]|TBCRCType=16|Zc=128","62cc7c02a631a8092227bce477dd1f0aa48b51d24368f08ba9217d261625b6b4","new_tx_validated",1,1,0,6400,6400,0,0,15.9445900882332,9,9,"16QAM",2.384,"PASS","Canonical slot-runtime HARQ transmission attempt."
"UL",1,1,5,1,0,1,1,0,0,9,1320,1320,6912,6912,0.190972222222222,0.190972222222222,0,"A=1320|BaseGraph=2|C=1|K=1440|N=7200|Nref=[]|TBCRCType=16|Zc=144","a89590e3e79a935623ff3e66e72735c98b2259ca9b5d3dfc869bf82d603e9c2e","new_tx_validated",1,1,0,7200,7200,0,0,7.4022862661068,5,3,"QPSK",2.64,"PASS","Canonical slot-runtime HARQ transmission attempt."
"UL",2,2,5,1,0,1,1,0,0,9,1320,1320,6912,6912,0.190972222222222,0.190972222222222,0,"A=1320|BaseGraph=2|C=1|K=1440|N=7200|Nref=[]|TBCRCType=16|Zc=144","59e52e4706860f45747260f13f55a94b395ca0a0e960ea7400d8c81525e79949","new_tx_validated",1,1,0,7200,7200,0,0,10.0247020344934,6,4,"QPSK",2.64,"PASS","Canonical slot-runtime HARQ transmission attempt."
