RunId,Direction,CellId,UEId,NCellID,NSizeGrid,SubcarrierSpacingKHz,PhysicalTxAntennaCount,PhysicalRxAntennaCount,TxRFChainCount,RxRFChainCount,TxAntennaPortCount,RxAntennaPortCount,FullElementDomainRequired,DMRSPorts,DMRSPortCount,ConfiguredRank,ConfiguredLayers,ConfiguredCodewords,ConfiguredModulation,ConfiguredMCS,ConfiguredInitialMCS,ConfiguredMaximumMCS,ConfiguredMCSSelectionPolicy,ConfiguredMUMIMOEnabled,ConfiguredMUUsersPerPRB,ConfiguredMUMIMOLeakageThreshold_dB,ConfiguredMUMIMOExecutionMode,ConfiguredMCSTable,ConfiguredTransmissionScheme,CodebookType,PrecodingMode,ConfiguredPMI,FixedAnchorMode,AdaptiveMode,RankSelectionSource,PrecoderSelectionSource,BeamSelectionSource,StrictUnsupportedReason,ConfigHash,Status,RuntimePopulated,RuntimeTrialCount,RuntimeRank2Fraction,RuntimeExactMatchFraction,RuntimeMeanConditionNumber_dB,RuntimeEvidenceSource,EvidenceClass
"","DL",NaN,NaN,1,273,30,64,4,4,4,2,2,1,"0|1",2,2,2,1,"256QAM",20,1,20,"cqi_driven",1,2,-15,"shared_slot_waveform_superposition","qam256_table2","nonCodebook","type2","",NaN,1,1,"fixed_anchor","runtime_or_unavailable","runtime_best_beam_per_link","","e04d7a488ddc489b79796e47e02e196a8b85497f25462bcc9ea4e695ccc3f27e","not_validated",1,6,1,0,38.7839232379148,"rank_layer_trials_from_air_interface_raw_trials","CONFIGURATION_WITH_DIRECT_RUNTIME_TRIAL_EVIDENCE"
"","UL",NaN,NaN,1,273,30,4,64,4,4,2,2,1,"0|1",2,2,2,1,"256QAM",20,1,20,"cqi_driven",1,2,-15,"shared_slot_waveform_superposition","qam256_table2","nonCodebook","type2","",0,1,1,"fixed_anchor","configured_pmi","runtime_best_beam_per_link","","09ef62bde1f4ac9b6f1ce431626e0e247aaac65ab270a4644ecff8e96c5065d1","not_validated",1,2,1,0,9.13239696280113,"rank_layer_trials_from_air_interface_raw_trials","CONFIGURATION_WITH_DIRECT_RUNTIME_TRIAL_EVIDENCE"
