RunId,TrialId,Direction,CellId,UEId,Frame,Slot,ConfiguredRank,ConfiguredLayers,ScheduledRank,ScheduledLayers,TransmittedRank,TransmittedLayers,ReceiverEstimatedRank,EffectiveDecodedRank,EffectiveDecodedLayers,NumRxAntennas,NumTxPorts,TxWaveformColumns,PhysicalTxAntennas,RxWaveformBranches,PhysicalRxAntennas,LogicalTxPortCount,LogicalRxBranchCount,BSAntennaNumPorts,UEAntennaNumPorts,BSAntennaElements,UEAntennaElements,AntennaRuntimeObjectCreated,ChannelUsesSameRuntimeAntennaAssumptions,ConditionNumber_dB,ConfiguredModulation,ScheduledModulation,TransmittedModulation,EffectiveDecodedModulation,ConfiguredMCS,ConfiguredInitialMCS,ConfiguredMaximumMCS,ScheduledMCS,TransmittedMCS,EffectiveDecodedMCS,DMRSPorts,ConfiguredMCSSelectionPolicy,ActualMCSSelectionMode,MCSSelectionSource,MCSAuthority,ModulationAuthority,AppliedOperatingPointSource,LinkAdaptationScheduled,LinkAdaptationApplied,WidebandCQI,CQIDerivedMCS,PrecoderId,BeamId,CSIReportId,LayerSINRdB,RuntimeRI,RuntimePMI,RuntimeRankSelectionSource,EffectiveRankDecisionReason,DecodeCrcPass,ExactSpatialMatch,SpatialContractMatch,ExactOperatingPointMatch,FixedOperatingPointMatch,AdaptivePolicyRequired,AdaptivePolicyMatch,AdaptivePolicyConformance,OperatingPointContractMatch,MUExecutionRequired,RequiredMUUserCount,RequiredMULeakageThreshold_dB,RequiredMUExecutionMode,MUMIMOEnabled,MUMIMOGroupSize,MUMIMOPairingStatus,MUMIMOPairingMetricSource,MUMIMOPairingEvidenceSource,AppliedPrecoderMatrixSHA256,MUMIMOReceiveCombinerApplied,MUMIMOReceiveCombinerStatus,MUMIMOReceiveCombinerInputBranches,MUMIMOReceiveCombinerOutputBranches,MUMIMOReceiveCombinerInterferenceProjected,MUMIMOReceiverAlgorithm,InterferenceCovarianceSource,InterferenceCovarianceAvailable,InterferenceContributorCount,PRBStart,PRBCount,SymbolStart,NumSymbols,MUExecutionMatch,ExactConfiguredMatch,ExecutionContractMatch,MismatchCause,AdaptiveMode,AdaptationEvidenceId,FixedAnchorMode,StrictEligible,StrictOk,SourceArtifactRef,SourceRowsHash,Status,FailureReason
"",1,"DL",1,1,1,16,2,2,2,2,2,2,4,2,2,4,4,64,64,NaN,NaN,2,2,4,4,64,4,1,1,34.6736005006948,"256QAM","64QAM","64QAM","64QAM",20,1,20,19,19,19,"0|1","cqi_driven","scheduler_grant","runtime_cqi_table","scheduler_grant","scheduler_grant","scheduler_grant",1,1,15,19,"0","1|2","047AE0","32.3246|30.2808",2,0,"requested_rank_supported","requested_rank_supported",1,1,1,0,0,1,1,1,1,1,2,-15,"shared_slot_waveform_superposition",0,1,"single_user_or_mu_disabled","not_applicable_single_user","no_mu_pair_transmitted","cb7874f5b501f83bab761ece6e0355d5b86a9887e4f8a1a604651e659e8f4b00",0,"",NaN,NaN,0,"MMSE","dmrs_pilot_residual_runtime_evidence",0,0,0,136,2,12,0,0,1,"modulation_mismatch|mcs_mismatch",1,"047AE0",1,1,1,"air_interface/csv/dl_pdsch_trials.csv","22c517df3ece36be7757f77ff9ec814a0e77e52855716747965c614845e1aac0","pass",""
"",2,"DL",1,2,1,16,2,2,2,2,2,2,4,2,2,4,4,64,64,NaN,NaN,2,2,4,4,64,4,1,1,40.0688855100728,"256QAM","64QAM","64QAM","64QAM",20,1,20,19,19,19,"0|1","cqi_driven","scheduler_grant","runtime_cqi_table","scheduler_grant","scheduler_grant","scheduler_grant",1,1,14,19,"0","1|2","047AE0","30.9069|30.2563",2,0,"requested_rank_supported","requested_rank_supported",1,1,1,0,0,1,1,1,1,1,2,-15,"shared_slot_waveform_superposition",0,1,"single_user_or_mu_disabled","not_applicable_single_user","no_mu_pair_transmitted","cb7874f5b501f83bab761ece6e0355d5b86a9887e4f8a1a604651e659e8f4b00",0,"",NaN,NaN,0,"MMSE","dmrs_pilot_residual_runtime_evidence",0,0,136,136,2,12,0,0,1,"modulation_mismatch|mcs_mismatch",1,"047AE0",1,1,1,"air_interface/csv/dl_pdsch_trials.csv","22c517df3ece36be7757f77ff9ec814a0e77e52855716747965c614845e1aac0","pass",""
"",3,"DL",1,3,1,17,2,2,2,2,2,2,4,2,2,4,4,64,64,NaN,NaN,2,2,4,4,64,4,1,1,40.1169455485752,"256QAM","64QAM","64QAM","64QAM",20,1,20,19,19,19,"0|1","cqi_driven","scheduler_grant","runtime_cqi_table","scheduler_grant","scheduler_grant","scheduler_grant",1,1,15,19,"0","1|2","047AE0","28.278|29.4101",2,0,"requested_rank_supported","requested_rank_supported",1,1,1,0,0,1,1,1,1,1,2,-15,"shared_slot_waveform_superposition",0,1,"single_user_or_mu_disabled","not_applicable_single_user","no_mu_pair_transmitted","cb7874f5b501f83bab761ece6e0355d5b86a9887e4f8a1a604651e659e8f4b00",0,"",NaN,NaN,0,"MMSE","dmrs_pilot_residual_runtime_evidence",0,0,0,136,2,12,0,0,1,"modulation_mismatch|mcs_mismatch",1,"047AE0",1,1,1,"air_interface/csv/dl_pdsch_trials.csv","22c517df3ece36be7757f77ff9ec814a0e77e52855716747965c614845e1aac0","pass",""
"",4,"DL",1,4,1,17,2,2,2,2,2,2,4,2,2,4,4,64,64,NaN,NaN,2,2,4,4,64,4,1,1,43.1016218574149,"256QAM","64QAM","64QAM","64QAM",20,1,20,19,19,19,"0|1","cqi_driven","scheduler_grant","runtime_cqi_table","scheduler_grant","scheduler_grant","scheduler_grant",1,1,15,19,"0","1|2","0476C0","29.1263|27.3829",2,0,"requested_rank_supported","requested_rank_supported",1,1,1,0,0,1,1,1,1,1,2,-15,"shared_slot_waveform_superposition",0,1,"single_user_or_mu_disabled","not_applicable_single_user","no_mu_pair_transmitted","cb7874f5b501f83bab761ece6e0355d5b86a9887e4f8a1a604651e659e8f4b00",0,"",NaN,NaN,0,"MMSE","dmrs_pilot_residual_runtime_evidence",0,0,136,136,2,12,0,0,1,"modulation_mismatch|mcs_mismatch",1,"0476C0",1,1,1,"air_interface/csv/dl_pdsch_trials.csv","22c517df3ece36be7757f77ff9ec814a0e77e52855716747965c614845e1aac0","pass",""
"",5,"DL",1,1,1,18,2,2,2,2,2,2,4,2,2,4,4,64,64,NaN,NaN,2,2,4,4,64,4,1,1,34.6736005006846,"256QAM","64QAM","64QAM","64QAM",20,1,20,19,19,19,"0|1","cqi_driven","scheduler_grant","runtime_cqi_table","scheduler_grant","scheduler_grant","scheduler_grant",1,1,15,19,"0","1|2","047AE0","32.3246|30.2808",2,0,"requested_rank_supported","requested_rank_supported",1,1,1,0,0,1,1,1,1,1,2,-15,"shared_slot_waveform_superposition",0,1,"single_user_or_mu_disabled","not_applicable_single_user","no_mu_pair_transmitted","cb7874f5b501f83bab761ece6e0355d5b86a9887e4f8a1a604651e659e8f4b00",0,"",NaN,NaN,0,"MMSE","dmrs_pilot_residual_runtime_evidence",0,0,0,136,2,12,0,0,1,"modulation_mismatch|mcs_mismatch",1,"047AE0",1,1,1,"air_interface/csv/dl_pdsch_trials.csv","22c517df3ece36be7757f77ff9ec814a0e77e52855716747965c614845e1aac0","pass",""
"",6,"DL",1,2,1,18,2,2,2,2,2,2,4,2,2,4,4,64,64,NaN,NaN,2,2,4,4,64,4,1,1,40.0688855100464,"256QAM","64QAM","64QAM","64QAM",20,1,20,19,19,19,"0|1","cqi_driven","scheduler_grant","runtime_cqi_table","scheduler_grant","scheduler_grant","scheduler_grant",1,1,14,19,"0","1|2","047AE0","30.9069|30.2563",2,0,"requested_rank_supported","requested_rank_supported",1,1,1,0,0,1,1,1,1,1,2,-15,"shared_slot_waveform_superposition",0,1,"single_user_or_mu_disabled","not_applicable_single_user","no_mu_pair_transmitted","cb7874f5b501f83bab761ece6e0355d5b86a9887e4f8a1a604651e659e8f4b00",0,"",NaN,NaN,0,"MMSE","dmrs_pilot_residual_runtime_evidence",0,0,136,136,2,12,0,0,1,"modulation_mismatch|mcs_mismatch",1,"047AE0",1,1,1,"air_interface/csv/dl_pdsch_trials.csv","22c517df3ece36be7757f77ff9ec814a0e77e52855716747965c614845e1aac0","pass",""
"",1,"UL",1,1,1,20,2,2,2,2,2,2,2,2,2,64,2,4,4,64,64,2,2,4,4,64,4,1,1,9.6720933435471,"256QAM","64QAM","64QAM","64QAM",20,1,20,19,19,19,"0|1","cqi_driven","scheduler_grant","runtime_cqi_table","scheduler_grant","scheduler_grant","scheduler_grant",1,1,15,19,"0","not_recorded_by_active_ul_pusch_trials_runtime","","27.7447|30.8001",2,0,"waveform_fading_ul_rank_supported_by_ports_and_codebook","waveform_fading_ul_rank_supported_by_ports_and_codebook",1,1,1,0,0,1,1,1,1,1,2,-15,"shared_slot_waveform_superposition",0,1,"single_user_or_mu_disabled","not_applicable_single_user","no_mu_pair_transmitted","not_recorded_by_active_ul_pusch_trials_runtime",0,"not_requested",64,64,0,"IRC","dmrs_pilot_residual_runtime_evidence",1,0,0,136,0,14,0,0,1,"modulation_mismatch|mcs_mismatch",1,"dir=UL;frame=1;slot=20;ue=1;rnti=1;cell=1;harq=0",1,1,1,"air_interface/csv/ul_pusch_trials.csv","3128651c38e004f4cb86eb919ee4d3cae0fb222366a59469ca95f92c66136f46","pass",""
"",2,"UL",1,2,1,20,2,2,2,2,2,2,2,2,2,64,2,4,4,64,64,2,2,4,4,64,4,1,1,8.59270058205517,"256QAM","64QAM","64QAM","64QAM",20,1,20,19,19,19,"0|1","cqi_driven","scheduler_grant","runtime_cqi_table","scheduler_grant","scheduler_grant","scheduler_grant",1,1,15,19,"0","not_recorded_by_active_ul_pusch_trials_runtime","","30.0557|31.1906",2,0,"waveform_fading_ul_rank_supported_by_ports_and_codebook","waveform_fading_ul_rank_supported_by_ports_and_codebook",1,1,1,0,0,1,1,1,1,1,2,-15,"shared_slot_waveform_superposition",0,1,"single_user_or_mu_disabled","not_applicable_single_user","no_mu_pair_transmitted","not_recorded_by_active_ul_pusch_trials_runtime",0,"not_requested",64,64,0,"IRC","dmrs_pilot_residual_runtime_evidence",1,0,136,136,0,14,0,0,1,"modulation_mismatch|mcs_mismatch",1,"dir=UL;frame=1;slot=20;ue=2;rnti=2;cell=1;harq=0",1,1,1,"air_interface/csv/ul_pusch_trials.csv","3128651c38e004f4cb86eb919ee4d3cae0fb222366a59469ca95f92c66136f46","pass",""
