RunId,ScenarioName,CellId,SSBIndex,PBCHiBarSSB,PBCHv,MIBSSBIndex,MIBKSSBSubcarrierOffset,MIBSFN4LSBValue,MIBSFN4LSBBitString,MIBHalfFrameBit,BCHTransportBlockNumBits,BCHTransportBlockHex,BCHTransportBlockHash,BCHScrambledBlockNumBits,BCHScrambledBlockHex,BCHScrambledBlockHash,BCHCrcPass,MIBDecoded,TimingOffsetSamples,FrequencyOffsetHz,PBCHDMRSMetric,PBCHNoiseVar,ChannelEstimateAvailable,EqualizationAvailable,ReceiverHestSINR_dB,MIBDecodedBitSource
"sib1_runtime_waveform","lls_sib1_strict_mini_anchor",1,0,0,0,0,0,0,"0000",0,24,"010000","54301a433524372b04845c1cdd07a675642da9754e7aae7f5cf0b29f1f13eac8",32,"08A0C06E","f11ac33d04a4b41fb2e0d78bb285fb53d69d55c340c9e0aa90ecee7c8639d3b5",1,1,2200,0,1294.89342441528,0.0001708390757402,1,1,41.8774599439273,"nrBCHDecode"
