RunId,ScenarioName,CellId,Slot,Frame,SampleRateHz,CarrierFrequencyHz,SCSCommonKHz,SSBPattern,SSBIndex,TimingOffsetSamples,FrequencyOffsetHz,BCHCrcPass,MIBDecoded,PDCCHConfigSIB1,CORESET0Present,CORESET0RBStart,CORESET0NumRB,CORESET0DurationSymbols,SearchSpace0ID,PDCCHCandidatesAttempted,DCIBlindDecodeSuccess,DCICrcPass,DCIRNTI,DCIFormat,DCIPayloadHex,WrongRNTIRejectCount,NoSignalRejectCount,FalseCandidateCount,PDSCHRBStart,PDSCHNumRB,PDSCHSymbolStart,PDSCHNumSymbols,PDSCHModulation,PDSCHDMRSOk,DLSCHCrcPass,SIB1PayloadNumBits,SIB1PayloadHashRx,SIB1ASN1DecodeOk,SIB1RxTreeHash,SIB1TreeEqual,ProxyUsed,Skipped,UsedOracleFields,StrictOk,Status,FailureReason
"sib1_runtime_waveform","lls_sib1_strict_mini_anchor",1,0,0,15360000,4000000000,30,"Case B",0,2200,0,1,1,0,1,0,24,2,0,3,1,1,65535,"1_0","1780000000",0,0,0,0,24,2,12,"QPSK",1,1,464,"730a6b51b64c022ec1dffdf3e5858465e3c9e0fea8bb054fb3a19f81c54e5880",1,"031d9f995f0ea017e0b4543d2157cdbda37ae31b5eabc3f174f11d1cf618e648",0,0,0,"",1,"PASS",""
