Occasion,AbsoluteSlot0,StartSample,EndSampleExclusive,IQFirstRow,IQRowCount,ReceiveBranches,HARQBits,SignalPresent,Detected,FalseACKBits,DetectionMetric,DetectionThreshold,DetectionThresholdSource,NoiseStreamSeed,InjectedSampleNoiseVariance,ConfiguredReferenceEsN0_dB,RFAppliedStageCount,TimingSource,Source,ReceiverImplementation,ReceptionAssignmentDigest,ReceiverContextDigest,IQSHA256
247,1234,9477120,9484800,1889281,7680,2,2,0,0,0,0.380842032606303,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,77d05aad13874636964844b6a82b6a8646f3f91837fa58af425e618fe42c2a39,182c77bc3e62de493ff967af58c34db5260c9aff5589b5dd8623168325cceb5d,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
248,1239,9515520,9523200,1896961,7680,2,1,0,0,0,0.371264111060743,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,87e98ab56b49b4105532e35cc9edc506d5535b24ecf1c73f41e01bd0be59c635,803972ba37610bad370befbffbdc3d4d5d493b61d2c34528d0c109ae88d29496,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
248,1239,9515520,9523200,1896961,7680,2,2,0,0,0,0.371264111060743,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,85e23486b67ddaf3d8d240fa4461aa8c3491ac0f6a7e81abb898b5c617cbcd98,47c79567fde009135ef73d492e5c261b45543d4d53dc80072352e3df5bde730e,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
249,1244,9553920,9561600,1904641,7680,2,1,0,0,0,0.405923570333683,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,1909c99e4b04bdf7b401f6f52aaa5832e8e575c3663e9b2cde5e280ba27f9477,436f1dd728faeb0d0b153b64e6d11b1afeff59b737fee7a8e0866cd785a08af9,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
249,1244,9553920,9561600,1904641,7680,2,2,0,0,0,0.405923570333683,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,638042e20f9e277cb7f706a39b6018b473318058fa5bc3e9c67c0315b28ef6c7,682153b04e10ba96c40c646d5b46e8e07cfd40f89b34ab3ac1ac52771c5cbdb1,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
250,1249,9592320,9600000,1912321,7680,2,1,0,0,0,0.379221204835476,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,23f94d64c683a547c45226bd9e71e1f79fbb3188ccce4eb2e2e823a700ccd110,39ea83d5fdfff0b48867e724561fe2cc948762e28a679d78561a5f20f7eb5fad,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
250,1249,9592320,9600000,1912321,7680,2,2,0,0,0,0.379221204835476,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,0315d30c0f816f1e266eba95accbcf476511460806e51c7a316389981e297513,c5f2902cd5d01a960ff87be05f7badc82ff3bdd0196f5c70f8ad031adbd0a235,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
251,1254,9630720,9638400,1920001,7680,2,1,0,0,0,0.321976179347996,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,65b73b6b7ccdb41847c1faae3b22e9e7652318d1e2124e5e09c891c8634f1652,c6cf1578f39bc416f3d332da697b840eb11097fad2e06ecce481e318c7f46138,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
251,1254,9630720,9638400,1920001,7680,2,2,0,0,0,0.321976179347996,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,00071dd0de08caab45e22f1f52c710459be1df0c703924518a69fd56bbc6185a,5921ced63bba38915c48e15c9aaa03e9f99664d909cd373bb9ac3e6a80a937d7,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
252,1259,9669120,9676800,1927681,7680,2,1,0,0,0,0.21257235345915,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,1c5909ce7f66c50eba8e633ba6bfc7badc6d5b05acaa83a3d0e06b3080ae8ffd,8142ad384e0e7356b4737944be86d91b1fb52c9d4063cd209a490a52e2009cf5,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
252,1259,9669120,9676800,1927681,7680,2,2,0,0,0,0.283058736472429,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,c8482b6442f8f626ead49c9598717b5c0c8a9464126c6730c553cd1746f716a8,2141ffb612b37d9968b399a308344437bef7f3326ed982bdb81451b62485a882,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
253,1264,9707520,9715200,1935361,7680,2,1,0,0,0,0.261125747707633,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,bfeae2c15a41132a05db1686e7c87d5103bfdb241c02206e31b12dac4734a4fa,9767b5d38364f1acbf32fa4b87f904050a1ce506bb2dcf2598d038c4ce70831d,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
253,1264,9707520,9715200,1935361,7680,2,2,0,0,0,0.274349095729641,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,b2a5b62d98769579a2fb3f35cc08aa2f80bb6676fc66105317c46aa7e32ef82c,54565511367b1afd8779bd7b87710a260727972367935b4247d5328030d49058,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
254,1269,9745920,9753600,1943041,7680,2,1,0,0,0,0.299863979159944,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,e5f079740b7aef37b0b30f72b5181ee625a003f21430535193bf0b43c09838c7,74b1e0b4d0e6b2e60588ef4cbe4304be4a576a35aa200441568aeb2230ad47e3,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
254,1269,9745920,9753600,1943041,7680,2,2,0,1,1,0.424525451689312,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,0cffb479ad588696d9e37cd02ddba73892cf739e64997aa926a37bb46ad5e188,72a5d4d3526e96fa455abcbdf86fab4f7bab5b85872b2630dc78fdf29bc378f2,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
255,1274,9784320,9792000,1950721,7680,2,1,0,0,0,0.286359066176208,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,22ded15a4625bbdb056588858b58f0e40153fd76fbac95bc636faa9406cbd100,8b383a09c35a4ee30bbc8a97c7986058a37184cf570e30529eab8111d80b4f5c,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
255,1274,9784320,9792000,1950721,7680,2,2,0,0,0,0.30240393654022,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,7a22e4b0da33e0527a7c00c7be880c1a23349bf0855af7680b988915be0344ba,a1a4a01df6f648c236e71719e9f675832c10966eb2d8f0666459378b3a5aced7,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
256,1279,9822720,9830400,1958401,7680,2,1,0,0,0,0.376320174051212,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,6d37236481f9d09e169fed5f1557181d0d2fdeecb0e5dbb2f7e1f0e1bcaa9546,97d545f6e5d9761970541fa24d34afbbf156e40053bf4408fb7653c98c6c5217,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
256,1279,9822720,9830400,1958401,7680,2,2,0,0,0,0.376320174051212,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,654407633409fa16e30c243f4e41797dac7db03cb6ad7406d2526c8da655003e,35e355ccb6bd52d99fdaca24a869d560be837e2cc508f635835bfe155e9e3206,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
257,1284,9861120,9868800,1966081,7680,2,1,0,0,0,0.259453820248552,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,3d9d752a1516e751349eee8f76cb095510b824f4b035b9357b9742c4e8319c19,a2a4dd38dccdd91d42bcafe8c61fe4ef9878027df0a0ba7e6ad10247640dacaa,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
257,1284,9861120,9868800,1966081,7680,2,2,0,0,0,0.259453820248552,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,b3bce74bb275f71e96adeb55cbb74b1cdb97c3c71450b33ee439ff2d054529fd,8e6d1ffe182af613f4ab69a9d1bc8e6355fe4cdf6342b94bef0cab6664846789,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
258,1289,9899520,9907200,1973761,7680,2,1,0,0,0,0.252279882909046,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,6e283b85016a0386c389c2482cad402521a2a132bad1f858e6ba06767b987fb5,32823c3d9e3a78388bc475b7dbfdf6422e478ba133d5c1a6f6b09c273b41f63c,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
258,1289,9899520,9907200,1973761,7680,2,2,0,0,0,0.360492561042135,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,ec7710ed059260352ca4fd724dba4e010172e7a0a2ac872c01a3a35ef09a580c,cfc7cd5f1213240755072fa81be5dbd84e9a53c3d352b3b1b3b04c27c3f228eb,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
259,1294,9937920,9945600,1981441,7680,2,1,0,0,0,0.367053027998338,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,5fb0f3e0511edbce57e38055e82c30eca638fbe4a3297a03581fcf43187053a9,200732d5f2056b4c49081475ea97c84d5476ba0dc7f129bd3e125369121c0b3a,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
259,1294,9937920,9945600,1981441,7680,2,2,0,0,0,0.367053027998338,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,30a8bfd64241a5bac045e6dd0fd2a48c50566223ed733c5491c9e343a526d42a,ef1b63d6eb4bc21de16e33ab849b516addeffebd1912a7d42bdd6f694e05ca7e,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
260,1299,9976320,9984000,1989121,7680,2,1,0,0,0,0.167238821072783,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,358b851b03bb3c2464eff8e3de1cd2ee91b0fbf063e3157f877a8a3811c644d9,f2d5963c18c67ffb80d28b54381fe209294ec5fa333e6f8c7b693bb2f9066b19,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
260,1299,9976320,9984000,1989121,7680,2,2,0,0,0,0.324009432184429,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,1c2f31b1a4a57dbace49154e31400c92cdd67b58245b0acdaee43e96768d18a6,acb7e5fd40aa6b9510586eb55ed05e608dde498d965543b5065e6ea3f2d0d6c4,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
261,1304,10014720,10022400,1996801,7680,2,1,0,0,0,0.289378947187205,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,94f27ea0abf4fd983474d742dbe7b950977bc4e084efe4f8d3ada6027abd5059,c9d8614cb54f7887bfcecf225b2f4fb069f93d582ff031ffb2bd867ceebddc2f,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
261,1304,10014720,10022400,1996801,7680,2,2,0,0,0,0.289378947187205,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,d1ca5ea6c59edac3b2163e20392d36b111b29ef2e67fbad046757217cfa9837d,3416359780a5f0e947fe27a42bb0b51d4d95763d173ccf6976e2e3f6c57a17d2,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
262,1309,10053120,10060800,2004481,7680,2,1,0,0,0,0.26030597319403,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,515711d00d9ccc7681e117df0774c8794c84450a09bf224d1df2f8dd996afaa3,2e7c962fcbeadc1f67d4bdc4ac7421a6d57fd427b570ebec0ea0c2b00f6680d5,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
262,1309,10053120,10060800,2004481,7680,2,2,0,1,1,0.435549060879824,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,6354c923f7dd05e64fc18942c0762c8977d744d600fd7abfbe6ed0eb008e34e2,ef0916af5e6b73b3f952030fae4ab9d256ebf9c13f4054dd64dbf8e9ad69ac1f,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
263,1314,10091520,10099200,2012161,7680,2,1,0,0,0,0.345486757362958,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,9f28cf44a13d4b23a586129ce71069428ccdb4d89b7438d7d4969bab31d4e720,6a20288442d632fc508ca82d03083cbe34baba235596410c021a3131952443dc,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
263,1314,10091520,10099200,2012161,7680,2,2,0,0,0,0.345486757362958,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,a21e96802c67b21ef5bae6eff47dfdc48dad7d71086446688381eeab57256fc9,7036bf07a89415c51fa2149e9a86c7f386680ef3f0001528ed658cd4530ddc88,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
264,1319,10129920,10137600,2019841,7680,2,1,0,0,0,0.274065421878287,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,0eecf4b8e1613adf24e9b11dec16afbf8f53549524dba570315ef7427f386b51,ea0384c439bb4a748086da564fa1e67a284da33b9f48653c299a6083e708418f,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
264,1319,10129920,10137600,2019841,7680,2,2,0,0,0,0.274065421878287,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,75322133685537f9610f3d306a1e33b9b16d922ad822ad94481bff5c605cf75b,b35f80006c92aa82f7c11e6ca64549a6f99a6cc6091430498dbe34bf669567d8,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
265,1324,10168320,10176000,2027521,7680,2,1,0,0,0,0.413875823233713,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,ac597f09290aca68223118718b8e1f0c1bbc26497101a924628a0cd57dc64d86,271c4c0875f4594781d51db086c81804491e65063d2b4ad0599d6eee76160447,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
265,1324,10168320,10176000,2027521,7680,2,2,0,0,0,0.413875823233713,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,9117451d353290dba44911f7b2a24c578d0288f556bd93728cb9a131b4d90773,181cf48de33261938d474333f956918952ab347f79cb3d865f64a36a3343da10,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
266,1329,10206720,10214400,2035201,7680,2,1,0,0,0,0.247609946931467,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,af1b62047a918e8d12f64317e759be30d664d02719309e77a277c1226cf0d42b,b357ce1498b088583b8175d4906a526dfab19f3ba72d853a0233ec1ce151421a,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
266,1329,10206720,10214400,2035201,7680,2,2,0,0,0,0.329032867014696,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,728e91b6992997156f25f8e95671741c7b9cd596fb24af1466e42246f814267f,546a5b6cca713c2bb032bb8ae55a3e8f855fd4acc3b428e595f38ceac603c55f,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
267,1334,10245120,10252800,2042881,7680,2,1,0,0,0,0.341891355567291,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,8012c7a7c1b99dd07ca04a985097a2bca52d99cff3eff09b31b02b229b5fb403,315b548ed4de904a92b7421ff66436b1ebb0311e42d652065ae951282677fa2e,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
267,1334,10245120,10252800,2042881,7680,2,2,0,0,0,0.341891355567291,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,752527852e424f47c57db60c47d907a61667d2e0f775d4606fe4d8946d45b1d2,fee9f16ddf2d51db4d550d63b33105f139bb14e1dc8612ae813a3d7257a5f068,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
268,1339,10283520,10291200,2050561,7680,2,1,0,0,0,0.382412151571272,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,8064b404ad240fc402ae45d53c72f5214422df9eeead7af189fef281396d8730,561de68b34256447e263be36a70b740168b0f05364f04e0c7a3353ba00b26331,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
268,1339,10283520,10291200,2050561,7680,2,2,0,0,0,0.382412151571272,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,1440882d2bbf6f97724ee7f5fff4a4c205e8e6756ed5534e08dd34726f781596,89740fd12c65506f9b5d7b07721ac56b1a3ebbf163abf2950f3eb399a983b1b9,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
269,1344,10321920,10329600,2058241,7680,2,1,0,0,0,0.250642659238971,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,e7a100224f469a126fcfcc32aba2a564069da4c9937fe4c697b5d913836f3d60,ac1ea5c64801fb627db125a6a950fdc91da26bdf523fe203560d1732969805b8,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
269,1344,10321920,10329600,2058241,7680,2,2,0,0,0,0.308406820779624,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,d69931a6e56408b6f2a054834249314f56aa350c37e4517f13f5eabdc0aca059,1de0280faf512835ff3a222421847841f39d55b5c2e8a264b710ccfd1a61cd24,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
270,1349,10360320,10368000,2065921,7680,2,1,0,0,0,0.248672818695482,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,71785aa60cab44412c6aec5e2589e01345c8e26f37a7ccb96cd11558133c98a1,8a71e365b85fd8e5ae3e653f03886b0beaa71372deca6159664d28cb05095537,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
270,1349,10360320,10368000,2065921,7680,2,2,0,0,0,0.248672818695482,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,1732b07c5686f3cd6a09280a3b86495e15d07c2da5d691c49fe91ee57799e79f,20e139bb6ebbdb6211bf02c48faa266adf8c5c43e7752a8dd1d8ab66bb3810c9,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
271,1354,10398720,10406400,2073601,7680,2,1,0,0,0,0.337309809335314,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,4a5b0a11b0beb747edd857775cd8c6c08f2528a8bf9b010d930123b9ac993438,1a3353ef2645220980cce28f5151eb975c83b06d2538a2695b96bded4e361243,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
271,1354,10398720,10406400,2073601,7680,2,2,0,0,0,0.337309809335314,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,fe421a2bb5cf0ef259bae9728401096ea9278c47d23c115bf4e960f5dd23c938,62c69a13085dc0a95e0d66d8017081923ece686806cbfd35679860e63d52c62b,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
272,1359,10437120,10444800,2081281,7680,2,1,0,0,0,0.236539649291551,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2922366659,0.000123233856343788,12,1,prescribed_slot_window_not_acquired_sync,receiver_noise_rf_component_not_complete_access_or_conformance,canonical_pucch_receiver,ee167988f9ff4159100ec0b4ead40c4aca56feabba82911c1ef7333dcfdb9086,008da2e703cfd7bccce4a00634d508b97cb9103bafd6f414a8bbe2e23ffc87c6,876c50c7a34c874e77a1a12a1236badf6fe7c308ab7f4359fc80f2bc7f11bbd3
