RunID,Image,SourceCSV,SourceSHA256,PNG_SHA256,Width,Height,Axes,Series,FinitePoints,Status
INTEGRATION-VALIDATION,reports/image/integration_mode_profile_matrix.png,reports/csv/integration_profile_resolution.csv,f24936a9e664191494b4f090e40459160f63b26f46f9f8c35dc5ec5037e46615,170ec2bed45eb258918d781ac8d9eaf657c0ebcdfff63bf0f2736a9997cf0373,1530,1108,1,1,2,PASS
INTEGRATION-VALIDATION,reports/image/cross_mode_awgn_equivalence.png,reports/csv/cross_mode_equivalence.csv,a39a991b038af8f20b15c76668ec0e19de3f3d228e1a0d69e4b737342581ad86,9372d4f60e5f292e83257ed696dd1be7ddae2141981e8b377cdd610395e7c0b2,1542,1108,1,1,64,PASS
INTEGRATION-VALIDATION,reports/image/cross_mode_noise_power.png,reports/csv/cross_mode_noise_power_reconciliation.csv,87e87203a97798004456a41bb271608f8c1a8fb83e40c435d7363a446fe0f6a7,9431b999569f39db5ee79ba9217efde416e7cb35097fc1ab6df4b47eb8d78c92,1542,1108,1,2,128,PASS
INTEGRATION-VALIDATION,reports/image/cross_mode_digest_matrix.png,reports/csv/cross_mode_waveform_digest.csv,cd252cecd26c22c205999900303a942d750a3747067d3b4ec6549bb02b6e0344,a662e806777ae8e135aa53b31f4dd03cb332ca63b3390d29cfd4abc7925aef01,1535,1108,1,1,64,PASS
INTEGRATION-VALIDATION,reports/image/cross_mode_kpi_comparison.png,reports/csv/cross_mode_kpi_comparison.csv,89b3830336e6900be3457d54fbeb013d968ef9252308a2a90c043413c43cd235,6ae60bb6991cb5b8e740092c5ee0db575fb182a646399e437104fa8ebc76f582,1548,1108,1,1,192,PASS
