RunID,SourceYAML,SourceSHA256,EffectiveSHA256,ResolvedSHA256,ExecutedSHA256,Status
master_sinr_sweep-d17d719c8a3d,C:\Users\anup0\OneDrive\Documents\Simulator\6GR Simulator_v2_clean_main\simulator\configs\scenarios\master_sinr_sweep.yaml,278dedd21dbcc70df6278424e69c7f7704e2308188cc260a653983ea19dd9522,de063df7cb39149fea2b8983aeb39405319eb57bc27acc0cef308ad8a9df91de,d17d719c8a3d9222d96adb974160367bd404dcf832388bc122328a1b928fa95b,15c653e7083189d8a4f978289773a548e2124e0c0be2752aee04e98998f9099d,PASS
master_geometry_based-6e9abbcae95a,C:\Users\anup0\OneDrive\Documents\Simulator\6GR Simulator_v2_clean_main\simulator\configs\scenarios\master_geometry_based.yaml,4e9e72aa686fa41bad456614b9ff644c9c30d35e6e5f495f50791044bfafc41a,8fe25e8e5723fb21c85082c2de3e86ed2ec2e7368ee0f911ef4f833b67504934,6e9abbcae95a255c56f477e2468819586defbfe74a1b1a2918fec371080096ac,8b39a71cfd083eb57fb792cc002bfb8b7de092ca242d4c843247248b478bce4f,PASS
