RunID,SuitePreset,ScenarioID,ScenarioRevisionID,SourceYAMLSHA256,EffectiveYAMLSHA256,ResolvedYAMLSHA256,ExecutedYAMLSHA256,GitCommit,MATLABVersion,ToolboxVersion,WebGUIURL,Owner,StartUTC,EndUTC,ExitCode,FinalStatus,FinalManifestComplete,PublicationComplete,Status
"phase18_actual_20260729_01","comprehensive_smoke","lls_webgui_full_stack_sinr_geometry_qualification","ab6b41f50fea60d62e9ebb4184be618c567b6ea357f19d707da27e9ece9463b0","f312efd6224dda605006a8eb86f5bd6bc76e04e3227f184aa9cdb0a4747c9a93","42398f52f2b896bfbc24b9b2a91f21fcb94b3a404d09f50ce7b49043d1ca09a9","42398f52f2b896bfbc24b9b2a91f21fcb94b3a404d09f50ce7b49043d1ca09a9","42398f52f2b896bfbc24b9b2a91f21fcb94b3a404d09f50ce7b49043d1ca09a9","12bacfc0f10c286d35f18e3daa04b382106c4550","26.1.0.3312084 (R2026a) Update 4","26.1","http://127.0.0.1:62906/","codex","2026-07-29T02:14:12.700Z","2026-07-29T04:46:32.680Z",2,"FAIL",0,0,"FAIL"
