Slot,Channel,Direction,UEIndex,RNTI,ServingCell,PUCCHGrantId,PUCCHResourceId,PUCCHFormat,PUCCHDecodeOk,ReceiverUsable,DTXFlag,DetectionMetric,DetectionThreshold,DetectionThresholdSource,ReceiverExpectedHARQBitCount,UCIDecodedBitVector,ObservationStartSample,ObservationEndSampleExclusive,ObservationSampleRateHz,ObservationCompletionTime_s,NoiseVariance,NoiseVarianceDomain,NoiseVarSource,ReceiverInjectedNoiseVarianceConsumed,ReceiverOnlyAssignment,PUCCHTransmissionPrepared,OraclePayloadBitsUsed,MappingDigest,ReceiverAssignmentDigest,ExecutionBackend,ApproximationMode,EvidenceClass
9,PUCCH,UL,1,1,1,pucch_observation_3,0,0,0,0,1,0.317873988165235,0.42,yaml.pucch.detection_threshold_format0_two_symbols,2,,61263,69112,7680000,0.00899895833333333,NaN,resource_grid_pre_equalization,unavailable_not_required_by_format0_normalized_correlation,0,1,0,0,8d76ceed6e09ec75e03773c76689ad9b279167fb725ed0c127a3136f3f12deff,9b313b900d8e10fa9a48c68724bae84d83498cceeffef58f9bab1bf6f911472a,pucch_shared_gnb_receive_only,none,actual_shared_receiver_observation_no_PUCCH_transmission_claim
