ContractVersion,UEId,RNTI,HARQProcess,NDI,ControlAbsoluteSlot,DataAbsoluteSlot,ReceivedAssignmentDigest,PriorAcknowledgedAssignmentDigest,PriorAcknowledgedDataAbsoluteSlot,InitialAssignmentDigest,RetainedTBSBits,ACK,DecodeAttempted,DeliverTransportBlock,FeedbackTransmissionQualified,Source,ControlAvailableAtSample,DecisionAvailableAtSample,SampleRateHz,HARQFeedbackAbsoluteSlot,PUCCHResourceIndicator
"received_dl_retained_ack/v1",1,1,2,1,52,52,"564c4e6fb46cc22f1189061d2e0d64576da5acc77c565799ecd71138d5742871","18b6ea83b0b0796be93e3d229e5552741d01ecbf7d3a64e328c3d9e6474ec1f3",42,"48701791eaf140e22a66a8c111c6c8baef895c09491d4848053efa1e400be5a6",1064,1,0,0,0,"received_dci_and_ue_retained_decoded_tb",407040,407040,7680000,53,0
