VectorID,OutputIndex,ExpectedReal,ExpectedImag,ActualReal,ActualImag,Error,Status
CP-8-0,0,1,0,1,0,0,PASS
CP-8-0,1,0.707106781186548,0.707106781186547,0.707106781186548,0.707106781186547,0,PASS
CP-8-0,2,6.12323399573677e-17,1,6.12323399573677e-17,1,0,PASS
CP-8-0,3,-0.707106781186547,0.707106781186548,-0.707106781186547,0.707106781186548,0,PASS
CP-8-0,4,-1,1.22464679914735e-16,-1,1.22464679914735e-16,0,PASS
CP-8-0,5,-0.707106781186548,-0.707106781186547,-0.707106781186548,-0.707106781186547,0,PASS
CP-8-0,6,-1.83697019872103e-16,-1,-1.83697019872103e-16,-1,0,PASS
CP-8-0,7,0.707106781186547,-0.707106781186548,0.707106781186547,-0.707106781186548,0,PASS
CP-8-1,0,0.707106781186547,-0.707106781186548,0.707106781186547,-0.707106781186548,0,PASS
CP-8-1,1,1,0,1,0,0,PASS
CP-8-1,2,0.707106781186548,0.707106781186547,0.707106781186548,0.707106781186547,0,PASS
CP-8-1,3,6.12323399573677e-17,1,6.12323399573677e-17,1,0,PASS
CP-8-1,4,-0.707106781186547,0.707106781186548,-0.707106781186547,0.707106781186548,0,PASS
CP-8-1,5,-1,1.22464679914735e-16,-1,1.22464679914735e-16,0,PASS
CP-8-1,6,-0.707106781186548,-0.707106781186547,-0.707106781186548,-0.707106781186547,0,PASS
CP-8-1,7,-1.83697019872103e-16,-1,-1.83697019872103e-16,-1,0,PASS
CP-8-1,8,0.707106781186547,-0.707106781186548,0.707106781186547,-0.707106781186548,0,PASS
CP-8-2,0,-1.83697019872103e-16,-1,-1.83697019872103e-16,-1,0,PASS
CP-8-2,1,0.707106781186547,-0.707106781186548,0.707106781186547,-0.707106781186548,0,PASS
CP-8-2,2,1,0,1,0,0,PASS
CP-8-2,3,0.707106781186548,0.707106781186547,0.707106781186548,0.707106781186547,0,PASS
CP-8-2,4,6.12323399573677e-17,1,6.12323399573677e-17,1,0,PASS
CP-8-2,5,-0.707106781186547,0.707106781186548,-0.707106781186547,0.707106781186548,0,PASS
CP-8-2,6,-1,1.22464679914735e-16,-1,1.22464679914735e-16,0,PASS
CP-8-2,7,-0.707106781186548,-0.707106781186547,-0.707106781186548,-0.707106781186547,0,PASS
CP-8-2,8,-1.83697019872103e-16,-1,-1.83697019872103e-16,-1,0,PASS
CP-8-2,9,0.707106781186547,-0.707106781186548,0.707106781186547,-0.707106781186548,0,PASS
CP-8-1,0,0.707106781186547,-0.707106781186548,0.707106781186547,-0.707106781186548,0,PASS
CP-8-1,1,1,0,1,0,0,PASS
CP-8-1,2,0.707106781186548,0.707106781186547,0.707106781186548,0.707106781186547,0,PASS
