Family,VectorID,ExpectedDigest,ActualDigest,MismatchCount,OracleType,Status
small_fft,FFT-0011,91a2a7325c3f4f42c49cf9fad85005d91d48ae81839257778cc7decf888b7fdf,b3e4bb9e7f58898f677865bb485c306fafa8aedb9e1cd4cec2e057e4dff6aab7,0,independent_unitary_ifft,PASS
small_fft,FFT-0012,c30ed4464e5f74a2d359045882c94129c3122b86ddf1a02e8d251dd84d813f95,abc2731b697021514b05d546e0ba06290747d2a727fa5b76d10eef803075a41b,0,independent_unitary_ifft,PASS
small_fft,FFT-0013,d5a17465890972de2c6493a8334d3725f059cd00e0a931c3a700e9cbf6e6c0c1,5631cad568532c9fe8350441e775d5e981656c4a0558421260a38995344aba3e,0,independent_unitary_ifft,PASS
small_fft,FFT-0014,4d719ec25df22ffb7234be7bf11a20768b78bc59a629714fedf6cf85b7056d64,03abd5983b6ba1b068dc41f6d8019cc84973152c3ca08d9b8be1328336f384cb,0,independent_unitary_ifft,PASS
small_fft,FFT-0015,eb076a435f0515c2cb5b4926ca6ae0647ffc10f7a43fcfbf55e6833b3cc7fa56,0e1a64ebb8e5584ec1e7749a94d686cb0a425ffdea8bafcdfc25c2b9a121d007,0,independent_unitary_ifft,PASS
small_fft,FFT-0016,91b95261e8cece4d471e79a6997c8281a05927e8844dcfd988c289e6cfa8bb34,ae097c25f2d970c8e8d5fe5cb7940b7a9fa592e79f69c61e6afa34922b1750b6,0,independent_unitary_ifft,PASS
small_fft,FFT-0017,71b49dbe477dd858107b0a495a4b094d896fc78cb611b6c159ba130420edb8b3,976468e571fd43f7e6802bcb9fdbf458e0beb048e68b871407e1423dda87edcb,0,independent_unitary_ifft,PASS
small_fft,FFT-0018,4e4134dc91aa72067789620ec8783fb25d6ed53003618ace153767605389608f,f1a0841af2eaa3d44007fd3a1258dff526d4086d68a9ff0dca46909767b13b55,0,independent_unitary_ifft,PASS
small_fft,FFT-0019,3fcb1f9b679ed83ba08873de5a9b87faa3460f9009f168fcf1bd39240b26048e,cdaf4dc3a80cc6a29f7cf1a29420d4581c3b3b31e5bb8e3437fb5172affb41ac,0,independent_unitary_ifft,PASS
small_fft,FFT-0020,5c9dcb135cbc5b11a821cdf0636bafbf9f89e7479d05a826d4a4ad9ac61d8f65,6320d61dc78bc4a87651f5e4c63d8a969aec87cbb2848e1cb60e148278aef738,0,independent_unitary_ifft,PASS
small_fft,FFT-0021,18d601032fdc8a0a08ad2e622621c30ff78b6d8bd6307c3b8434338fc8ad3e14,54a96cbeb63ad79a71b8c88352ce3dc25f008a6913e193235bdb95144024d44a,0,independent_unitary_ifft,PASS
small_fft,FFT-0022,e30734e35a75c63061eab5d6a121aa2cdb0ca0259b506f80d2e2972ed48a8042,3cfbc7e8e312c258ca87ca745f7e83ee5e7f34de72574f2374bd1369b85f2d3d,0,independent_unitary_ifft,PASS
small_fft,FFT-0023,bd5c4068fa02ebbe001730349a0fd5ea89c492619d48ab3cafbf97a043b8675e,79fa987c590412caf8f81eda642c4ee218375b72edcc8d05f8481b55f797c035,0,independent_unitary_ifft,PASS
small_fft,FFT-0024,8e67cb844b0720a782ddd8d48e60bfa56c04d650eb1197416d2fc26136387665,bc7599e402df83564919447778fc318a2900f4bdf3a954fe154b420d686a47ac,0,independent_unitary_ifft,PASS
small_fft,FFT-0025,8aef78c775e350801fc63a64d273380a119d48c37370f7a2c703f800cf5a0da8,00a56def959e51c1d1237c49f9997bbe7b1fb9cd8f8e957f933adcf80b24f05e,0,independent_unitary_ifft,PASS
small_fft,FFT-0026,361d8f52959e81673262efdcab50e0b8dda39f3cdd78aa73a364ae8b68082810,7bce121058949ca4934dcb8ad0503685e6b4208ba738c5bf4329ef3a380dfe1a,0,independent_unitary_ifft,PASS
small_fft,FFT-0027,ade7d96ce04c174d14401a2303ab0cbc14075343ce4b7d1da404ef1e999ae1df,8375ad136685572eec13cf16717e6033a4814d1c50e662ba340ded96ebbc9832,0,independent_unitary_ifft,PASS
small_fft,FFT-0028,fe308886f0909297efc88834b384c09684fab946b116050f198d16003257cd82,bb4b80bdcbb5ef5c04c2d05038d8b6f3ba2f40b14a3a259c0ed94ad7b81598b3,0,independent_unitary_ifft,PASS
small_fft,FFT-0029,70eaaf9d4276d0d3e9f9b84a932c645efae01005a06cddc6aec6e784cd0581fb,9253eaca23078817ca95a20b60bf2b5dc572463934ae8231a7af914bb7b390d0,0,independent_unitary_ifft,PASS
small_fft,FFT-0030,20de670d83bea3b51de2b623391fb68ae3b8dd4b1f08d73a74fabd55777d45fd,187b57c7752c16f4df72d8fc157a0efa17f604e2afb68dee5129bf95ee4f5200,0,independent_unitary_ifft,PASS
small_fft,FFT-0031,d333d8de86aec0551e35a81ba595e6e16cfb235b226e3745689b5ccff30f7c08,a837935ae6ca94b26977eeaff9b2a108a11078c34e1e9334a9e380a41fddac0e,0,independent_unitary_ifft,PASS
small_fft,FFT-0032,71547671f6dc277bfec0d3c2648fe044ededf777830b98d140ed98ab410da34c,58253928388c9857becdb89321808ea300a8b63dd27aa6847fe10c18caa23dea,0,independent_unitary_ifft,PASS
small_fft,FFT-0033,3b59241a05ffc5ab498e23af85901f4fcb9e433459173384e29099e4d693679f,2769448f1598a2c7ebfebce1ca291db18b9b245068a90115b3feef5a06438318,0,independent_unitary_ifft,PASS
small_fft,FFT-0034,b44b8512200690ce6764cbd26eb4946d8ecd96be804cc0bf017e9fec05ad311e,64cdc88a23add92b28869ae3fb97ec1a5ca4bb05c6f5dd573b7ab577ba4e95b4,0,independent_unitary_ifft,PASS
small_fft,FFT-0035,f783d3f23e73843bd30f5a10a7c682698a3f375b2059d136578d76fa88b135f9,35783a3ceae37615abdec197327d119d808972745293f1cda0151c903a1698cb,0,independent_unitary_ifft,PASS
small_fft,FFT-0036,5a5f11dc2f39c9c2e33d39965d6b2f3eff72daf2ffcc27b90471d128dc1f5458,a3d0fe67e2f39b706744569f758bac3f94f8eed34a5a03929955d6ecd565210b,0,independent_unitary_ifft,PASS
cyclic_prefix,CP-8-0,611b12169cd43034d736f51b4e4790a1a7c2df5c3a1ffc474ad9447c9f4ce1b5,611b12169cd43034d736f51b4e4790a1a7c2df5c3a1ffc474ad9447c9f4ce1b5,0,independent_sample_copy,PASS
cyclic_prefix,CP-8-1,f33e2ea083c09061e534ddbadb0323fc9ad717c8a0c81036527e2502a715aab5,f33e2ea083c09061e534ddbadb0323fc9ad717c8a0c81036527e2502a715aab5,0,independent_sample_copy,PASS
cyclic_prefix,CP-8-2,15f3c1b2cd22eded63ac7f8c06cbed2e00573fbed63bcac2dc9a06409807cc61,15f3c1b2cd22eded63ac7f8c06cbed2e00573fbed63bcac2dc9a06409807cc61,0,independent_sample_copy,PASS
cyclic_prefix,CP-8-1,f33e2ea083c09061e534ddbadb0323fc9ad717c8a0c81036527e2502a715aab5,f33e2ea083c09061e534ddbadb0323fc9ad717c8a0c81036527e2502a715aab5,0,independent_sample_copy,PASS
cyclic_prefix,CP-8-2,15f3c1b2cd22eded63ac7f8c06cbed2e00573fbed63bcac2dc9a06409807cc61,15f3c1b2cd22eded63ac7f8c06cbed2e00573fbed63bcac2dc9a06409807cc61,0,independent_sample_copy,PASS
cyclic_prefix,CP-16-0,3211f1786619620351e4865cd75436fc57ab23e7c2012c916b45a6ec7173cbb5,3211f1786619620351e4865cd75436fc57ab23e7c2012c916b45a6ec7173cbb5,0,independent_sample_copy,PASS
cyclic_prefix,CP-16-1,f6c1b232053bdd6e6ce6ac1fc416ae6ee9e31fd147c38ab2164f83c5ba2e8bfe,f6c1b232053bdd6e6ce6ac1fc416ae6ee9e31fd147c38ab2164f83c5ba2e8bfe,0,independent_sample_copy,PASS
cyclic_prefix,CP-16-2,584326dcdc9c7705dccd3052585cdba6cdaab7046d81e51d577afabd570f7093,584326dcdc9c7705dccd3052585cdba6cdaab7046d81e51d577afabd570f7093,0,independent_sample_copy,PASS
cyclic_prefix,CP-16-2,584326dcdc9c7705dccd3052585cdba6cdaab7046d81e51d577afabd570f7093,584326dcdc9c7705dccd3052585cdba6cdaab7046d81e51d577afabd570f7093,0,independent_sample_copy,PASS
cyclic_prefix,CP-16-4,65d6d852d0b30d250e89a83c0cb74483d460431e53b59bb9968c88e6fcbf9b4d,65d6d852d0b30d250e89a83c0cb74483d460431e53b59bb9968c88e6fcbf9b4d,0,independent_sample_copy,PASS
cyclic_prefix,CP-32-0,5f107d10626c286b64d2d610a565f257c924d1c3bd526364c62312178da99e0b,5f107d10626c286b64d2d610a565f257c924d1c3bd526364c62312178da99e0b,0,independent_sample_copy,PASS
cyclic_prefix,CP-32-1,5e373a9cdbfaebd81ba14cc63a0edfd972af8507013b78f46ca527b0bf1642e9,5e373a9cdbfaebd81ba14cc63a0edfd972af8507013b78f46ca527b0bf1642e9,0,independent_sample_copy,PASS
cyclic_prefix,CP-32-2,6f8e68ccae884d960138eca3a14de23163134185f5d7cdc9197503e409ec1f73,6f8e68ccae884d960138eca3a14de23163134185f5d7cdc9197503e409ec1f73,0,independent_sample_copy,PASS
cyclic_prefix,CP-32-4,afc84f078361ced8691dc34a555c93833be75374674f65be25e91f997972be6b,afc84f078361ced8691dc34a555c93833be75374674f65be25e91f997972be6b,0,independent_sample_copy,PASS
cyclic_prefix,CP-32-8,3102166a3d2430fc158eaf7681219c2cebf5fc5fc5c3f2d422236332b70a9ebf,3102166a3d2430fc158eaf7681219c2cebf5fc5fc5c3f2d422236332b70a9ebf,0,independent_sample_copy,PASS
cyclic_prefix,CP-64-0,1dbb1ba5c63b80a381760ffca87e7673b75d20d4b81d62f2455e7750620e28d4,1dbb1ba5c63b80a381760ffca87e7673b75d20d4b81d62f2455e7750620e28d4,0,independent_sample_copy,PASS
cyclic_prefix,CP-64-1,56d5daeba39e31c6ddc3ca2f4f2700548e535cae7ca4fc466dbee02f88fe472f,56d5daeba39e31c6ddc3ca2f4f2700548e535cae7ca4fc466dbee02f88fe472f,0,independent_sample_copy,PASS
cyclic_prefix,CP-64-2,bce2f64a50ab8cf0d69d49c48272daa0668f9cdf4c9ab9454f6ba5638ea767fb,bce2f64a50ab8cf0d69d49c48272daa0668f9cdf4c9ab9454f6ba5638ea767fb,0,independent_sample_copy,PASS
cyclic_prefix,CP-64-8,e8974b94da5968eac99d4918dc1b8db09fcfa1470cb0b0b803e4cae7df2843d5,e8974b94da5968eac99d4918dc1b8db09fcfa1470cb0b0b803e4cae7df2843d5,0,independent_sample_copy,PASS
cyclic_prefix,CP-64-16,06488b7bd467118c6d7e2fc9ee71800f9353a1b1c1ea88c2489174a0ac41dc99,06488b7bd467118c6d7e2fc9ee71800f9353a1b1c1ea88c2489174a0ac41dc99,0,independent_sample_copy,PASS
unitary_dft,DFT-001-impulse,86fb7f3b890035613a2708bc503af1de5c7ddd2326a59e7c7104e8fe34de551a,86fb7f3b890035613a2708bc503af1de5c7ddd2326a59e7c7104e8fe34de551a,0,independent_closed_form_dft,PASS
unitary_dft,DFT-001-constant,86fb7f3b890035613a2708bc503af1de5c7ddd2326a59e7c7104e8fe34de551a,86fb7f3b890035613a2708bc503af1de5c7ddd2326a59e7c7104e8fe34de551a,0,independent_closed_form_dft,PASS
unitary_dft,DFT-001-qpsk,3b95e29220f75038c8cc4188cf1c8df2270f95e984bff69845b9b13adc19ff03,3b95e29220f75038c8cc4188cf1c8df2270f95e984bff69845b9b13adc19ff03,0,independent_closed_form_dft,PASS
unitary_dft,DFT-002-impulse,fee25470916eb5bea0ddba1f571bc004241c771d9175f4225146d375d3992fad,bfc2bc585391e5a784024debe29c6acb90b77a19f163a645ef41af5d48742827,0,independent_closed_form_dft,PASS
unitary_dft,DFT-002-constant,b5a15299e2352ba537907a64ef097f4046563356c572ad0dfaa60d7b9131e067,6ffc266dde3dbce9c4a772e66f6c8be6e2eba18f5886b4f7f8edc37d691bf73d,0,independent_closed_form_dft,PASS
unitary_dft,DFT-002-qpsk,ee38f7c86e8ee82d7345a91dc98b2dc0a7234e1b8358148d157009009f1d51bf,573c3984a5e30ff8f8c3b0dd30e36eeb8ee5434efa2ea2da001a1095e9e94cda,0,independent_closed_form_dft,PASS
unitary_dft,DFT-003-impulse,b4917b07e6cf9602ac60a9b8a0b80e86b229dbac515f43fcde9ba813385e9d14,52bfe8901a310026faccb650c23c327818ea345c7fcb418ac9f6aadee0858a27,0,independent_closed_form_dft,PASS
unitary_dft,DFT-003-constant,0e43fdbae576ccf1a661995b95638be11e14c8cdf827d55a04fd50c1190a933a,fcd96c83d1a6814fbd3fb196423c26833c1d1d45fd318377db254feb53400367,0,independent_closed_form_dft,PASS
unitary_dft,DFT-003-qpsk,f958222a84602a900ae27f90716de4e95826df9192f4005452752f1e7470c53e,057cbf4a810cf773250ab242018662552512cc5b5d4c3f4f8210f98ab85d34ff,0,independent_closed_form_dft,PASS
unitary_dft,DFT-004-impulse,50b4015d0c1d83b68aa609ac27278644594bf738bbd5ada18c597be1e52f6492,50b4015d0c1d83b68aa609ac27278644594bf738bbd5ada18c597be1e52f6492,0,independent_closed_form_dft,PASS
unitary_dft,DFT-004-constant,498f7792ff41419e682bd39238f2caba6396488e0d159f58d63c4d6b5bc39d25,498f7792ff41419e682bd39238f2caba6396488e0d159f58d63c4d6b5bc39d25,0,independent_closed_form_dft,PASS
unitary_dft,DFT-004-qpsk,d00d30816c9300793bade7dfc43f41fbd108457ffa398cf929cb7e5670da9126,d00d30816c9300793bade7dfc43f41fbd108457ffa398cf929cb7e5670da9126,0,independent_closed_form_dft,PASS
unitary_dft,DFT-005-impulse,a215cad6189c2334de4699e0bdf75200ed7c219274f50f921dbcafb688b541a1,7e74e67a63810f980d1dea0dc9d05d4647916d4fff8efb74c6e4cf962358b819,0,independent_closed_form_dft,PASS
unitary_dft,DFT-005-constant,09b6c432b6b583704b0e773a7fbbb4db02abd963e9cc7f820c2b95e5faa14b41,3c5dbdfc19de1c5d0854b8070ec0a53ed9c0ccc8c36775f0deaf683c171bb751,0,independent_closed_form_dft,PASS
unitary_dft,DFT-005-qpsk,722f4dab1249bbe077b6e4cdddfce5998ffa9abd860ff3f6957bd4a9de4ae3ba,f2a4ef42816ee9c4632f198d8dad7263e08a18ba0acc4c9f16ad60776bf6fd3e,0,independent_closed_form_dft,PASS
unitary_dft,DFT-006-impulse,e5c591579847e0d13f0085482097b0ffe162b1d24b11f41d18908cdb57205730,c57b357f7f6340256d82e70a92c3c56f6eb9fbdf8538851a16ea65a4050daa93,0,independent_closed_form_dft,PASS
unitary_dft,DFT-006-constant,f7eabd546a178c2873dcd6a26c0b3242ca85bc3ec7252335cd0a282b24862aa6,f7eabd546a178c2873dcd6a26c0b3242ca85bc3ec7252335cd0a282b24862aa6,0,independent_closed_form_dft,PASS
unitary_dft,DFT-006-qpsk,3496620fd8564c00890de72a2c1f379f6d7962d49c1157e77e3f615a456e4efe,84417a76922cc03e9a6a691998cd8934af451559c4a06bfda6e8e3ac57b56349,0,independent_closed_form_dft,PASS
unitary_dft,DFT-008-impulse,7de93dc189221ede6274c608aee36ee352399bf3918147206c17bdb8d18affac,84adab6734aab3fe45931d06c889b2630286287c5394fc127d5d3c14de4ce1c8,0,independent_closed_form_dft,PASS
unitary_dft,DFT-008-constant,9f17c8020d5edaff562cfd990a60bd9d4fa904bc80d092f0c3db83f41260cdf1,b5b28279cc14d6bc40209e9b2898cca08230f6230befe505075a190f2a3c6435,0,independent_closed_form_dft,PASS
unitary_dft,DFT-008-qpsk,a0e83011d630bfff9002b1bd2ab414f0f721bbca6b0d20b9f083cb7aef913509,b3759d363bfda31d0cb1ad459015d2504797d63f58f17aa09fa80a07833bee49,0,independent_closed_form_dft,PASS
unitary_dft,DFT-009-impulse,5652a9c0df018422d19ea884e7ce48fe3607e6ad8ad7881a93a0294102010f57,55c6b21e3a9ba82697c19eeaac0e639dd7e745a2414e0632a2077bf475a08210,0,independent_closed_form_dft,PASS
unitary_dft,DFT-009-constant,680c797b1d36a0519da7f671e96a97cf7ab0181a10bcc6a011621947afbc180b,326594fdec0bcf7f87dda633e2350f872f0f9acacfd976d20de9f88b4641473f,0,independent_closed_form_dft,PASS
unitary_dft,DFT-009-qpsk,3bb0536f635c86b3560d4c93b5a1250ab9cc63517544a8d465426815a1349e35,1b5da1e743703b5daf4fab59fe17359f95042ee63eb734e2986e0dda187eb994,0,independent_closed_form_dft,PASS
unitary_dft,DFT-010-impulse,5cf98b01f22ff8b1dc189137facafc51f24dda19b965f9d0008ff787ff4494ff,b13c34fc9312e31ae79f4d4c439fd5c2529b1f97d8910de645e53cc51e94acad,0,independent_closed_form_dft,PASS
unitary_dft,DFT-010-constant,bfdaf4ba63d126a0f7f71697068d193033e3c700f1ebda4ca606200ccb9c22db,c2db7b6ad14bdd731bf2554e9f91271e42987fd617a7b3a9cf55b9721338aeab,0,independent_closed_form_dft,PASS
unitary_dft,DFT-010-qpsk,6f283f1b8f69836227b6cdb3216dc0ed766c5f39c46b3d61aeb140a473c3597d,64f46fa66e09af95bd2fc04a0654720a9d59766c3ca54efa6de607714d70f542,0,independent_closed_form_dft,PASS
unitary_dft,DFT-012-impulse,2edb70a2c51a7787aa14c2b53773706eb02b9986712533e71fc2027e32c2c2fe,219ab37ef86536bc721a976a42838ecf9f2bbdc665ae3d99e1f970e38849f291,0,independent_closed_form_dft,PASS
unitary_dft,DFT-012-constant,f9ef5dd7d4ae822d079d4f2ac43ef6063589e35831b51c616c3c40ee69d166ac,4848059b7568112ebefb1240b57b021597343db68b08b7c6fce9fb2753fe2d3c,0,independent_closed_form_dft,PASS
unitary_dft,DFT-012-qpsk,1eedc03257dc71e6f043a9e9cf2f05cfed35c8af5614b68b95fbc34442152830,4e85a20b1afd222fe2c91560e5bab9368032210f4e4327507bd97b36fc85139d,0,independent_closed_form_dft,PASS
unitary_dft,DFT-015-impulse,dfa067a913b52e945d60af516e0aec78da0f4a3e9b27a9ef041daf8d9d2b95f8,43a96c984cdd738d485aab388ca9dc748be0d82df3cd20b8aaf565a28f82be46,0,independent_closed_form_dft,PASS
unitary_dft,DFT-015-constant,5b3c3e6b0436d38a558fae426a30e75a9c8654fbffd66464af88aca093f7490f,2269020b6054d77e8950d74ad12b2aed93cf9a1da45b0c495579a727acb3061a,0,independent_closed_form_dft,PASS
unitary_dft,DFT-015-qpsk,b26576d69a9282316ac74beb5a1cae0b5024b221528d73cf1b88e918280caa51,87d16b43970da73852476519d8a01a6ba060a47cab8fe814eddc9f8837126301,0,independent_closed_form_dft,PASS
unitary_dft,DFT-016-impulse,aa3682c8f3b2c536cfeafe717fe4f98ec3951e073bb6b8d293bb280fd6d78ced,0da2adf487e23b8f4f8a2c7af5c0b78bbfa675d1e2188d0251e43d54023beb35,0,independent_closed_form_dft,PASS
unitary_dft,DFT-016-constant,2966ccc3e0638a9675b02c1e39b308528156b64f23c37e41d2112a319289badc,2966ccc3e0638a9675b02c1e39b308528156b64f23c37e41d2112a319289badc,0,independent_closed_form_dft,PASS
unitary_dft,DFT-016-qpsk,21ec764a8bd4f3b1d22f4c8130c8814d46f62e3c2dff1f7e0f7a345b9af6d918,4dc15acbb1b502afa8405c0fc8daeaeb72d51c0685281d6457e9159a76b6c537,0,independent_closed_form_dft,PASS
unitary_dft,DFT-018-impulse,402686b5994c62e1bbed8b1660c6451ade80bd7a6dcb7bcceb14f05c6781a092,ef0576d9b72da97ba6d0ebb7b175bea9e4f8bbc5e9be9436afd9ba5c292458e5,0,independent_closed_form_dft,PASS
unitary_dft,DFT-018-constant,c1c9a1636e5b6e5b679500b67233d068e7e981192557cad8fad7ab49862fc5ff,9466eed44e3d7867e2cf39364509e483967d7aaea2693d050f1448fec743588c,0,independent_closed_form_dft,PASS
unitary_dft,DFT-018-qpsk,80e79aba4b63ab597a43b7d436e307208d562493b2e2d7598a0fd9c71bace0dc,8a9f67565a2ba59b3b9c6443f9a5453fd081b12d606a9023305286cbdf9a3a67,0,independent_closed_form_dft,PASS
unitary_dft,DFT-020-impulse,0953c52717166da68ac9f6031de5370dea484d254a46c3116fc1db0b4eeae51b,d7dff1b5720680aeedaaee826700448ccdf22227136b689437d476844e5dc34c,0,independent_closed_form_dft,PASS
unitary_dft,DFT-020-constant,28b73d4e7a750142affc1388f10c7be941a9adfa75cf16bee212d717a576aed6,c06c409158f3e8272a29c7629612bf269cd24876b8a4f9596a8b9afe4bceace9,0,independent_closed_form_dft,PASS
unitary_dft,DFT-020-qpsk,795bf75c30a68917cef4530988b106124e8d03ea37745b35ea4cd18f95497990,fbb61863cbcd5e7a65439bed7a58f6ee56b25f9514235fd90ede5d7444ed4577,0,independent_closed_form_dft,PASS
unitary_dft,DFT-024-impulse,3f3af16ff5a600c73eee5769fbdbf6ef67ace73c3c5762609fee4a9ff8b1c794,9f4628f49cc3f4eb8c2ff8615d24649e9147cd0156a42ca6b6fb2831d1549e00,0,independent_closed_form_dft,PASS
unitary_dft,DFT-024-constant,82232c1a2cac8e9f29d29fdf1a48f985ecf7f55124bc011859f5283de3f63370,e3253297d1d071b966ac261b2d8f81fb62753ea4b47b2e7d68811e2173da49d0,0,independent_closed_form_dft,PASS
unitary_dft,DFT-024-qpsk,6dc27ef03297ea9357a72b329cdf1b57739f089c0b1f5111d6c293aca23a27ef,32b3a9a938eaf207246c2121a215587219d72bab8a90b892ce180f38e1b21086,0,independent_closed_form_dft,PASS
unitary_dft,DFT-025-impulse,f2282ba8643fd72e449c0ad829ee93b6ffbb0f8a2ea0dd8ebcfd7cbbe065f34e,107ead62568e5a9209c5b914860566e0839d578706ca886208d51cce45394795,0,independent_closed_form_dft,PASS
unitary_dft,DFT-025-constant,b276636a873a916405e0b903097e58128529e5c2e5b6f823f4e8af7cf3681e21,c28e99749eefb4899e1e5a68279542f9f6a6adf12d761d65c4b80a432e20f4ad,0,independent_closed_form_dft,PASS
unitary_dft,DFT-025-qpsk,4df607f5d7ea98d2d1abe416da1591804a06e92c24bbe113e5a3f5fa65ef448a,d132dcbe22a5d55cb3786bdccbb14bc1728e7570709ab9f48805218eb273644c,0,independent_closed_form_dft,PASS
unitary_dft,DFT-027-impulse,98a4901ffb8cfa2e038600ac71e23e7e6f5f24271458e54812c57d0a8262b45c,5db65f22bbca071a7f1338528e53fa709fd204f21c9e54b860dd2788d2552dcf,0,independent_closed_form_dft,PASS
unitary_dft,DFT-027-constant,6f06e2dc0223fd73673bc094209ddada4131717e13be5f88eb48d0a2abc258a7,43d903858be53be3cbe32aeb040c219151e3335d44a397c7e521a8c16a1f8774,0,independent_closed_form_dft,PASS
unitary_dft,DFT-027-qpsk,6bffda7dc40dba076de8db443578d984952980db983354f7c1150871e8b0cfee,417000de684b31dc1e545111b9b0266d179c6b743316cd2538f57a4eccc08f3c,0,independent_closed_form_dft,PASS
unitary_dft,DFT-030-impulse,7c22e6528156a5b0b28e28a212861d5520e34dd758b8d134283b443dfe809a52,ccfaf6cb0ad5155465d8cc0d669a500feab68c48a7195fb7a3280ec5a5ee7544,0,independent_closed_form_dft,PASS
unitary_dft,DFT-030-constant,2a5bc43b8937c452f6d61729c5420ec64fec9a3092160475aeadc783e0ad3bc8,b209baaca85f9346e9fcb8d872ed981fd9c2bc284582a5492e619088b34e3dec,0,independent_closed_form_dft,PASS
unitary_dft,DFT-030-qpsk,742a63d73bbf2b04b6c3e6a43503c11da477653542972e7cbd69822fc4c679b0,94c454bbea65bc211cf61327d77af0d752cc4afe1617d77e4825b3270e2e2e35,0,independent_closed_form_dft,PASS
unitary_dft,DFT-032-impulse,e378356596dd592c5286d802e8f8ab40f20f60c063433ddb8091be7fc08d98d2,d69cb9ac14cb35f478dd04877e5f13d99abae58404d845f15d4cce1d66e3af1c,0,independent_closed_form_dft,PASS
unitary_dft,DFT-032-constant,dabddbf9fe76d31e1b3253842e341e2422712faff7d6997c7072924e6d4fb923,6339f3752b0ebac41d9dac87e20b40d74fe48ae611e8d6be8ae943fc5e5b9d19,0,independent_closed_form_dft,PASS
unitary_dft,DFT-032-qpsk,fb7dc91938c9adc12da18c583f8313f0883f90136be82811c6bc2b2c3343cbc3,1c320518e922ba86ac31272b4aa786b1a4b6642b035d2aad7360b028efc3c9f9,0,independent_closed_form_dft,PASS
unitary_dft,DFT-036-impulse,946deaac4994d1fe4e73181d9154837001529fbb388dbe8d14fe581e0b484a23,9dceac63d160c79a3b24ac017a3b7fffb555a1a782f25a1fc1b7709b30bf9e16,0,independent_closed_form_dft,PASS
unitary_dft,DFT-036-constant,8f743f43036f999237858b00514df5555d8e5c8adea7332f44f433cb186b42eb,a1ae67fc07ac45c64010e4e800e9100a85b390878e0e286041abe498f8062490,0,independent_closed_form_dft,PASS
unitary_dft,DFT-036-qpsk,d44603a3c139dc3907cd3b0edf42aa6b4f7ee3bef3448debcbf13ba240dac9eb,785dbfe4e321fb5f211299ead048ae64f226c2d61e05253ade1bd6e77d6e9958,0,independent_closed_form_dft,PASS
unitary_dft,DFT-040-impulse,c8f963ec5081d9660d01f22d1515ad139449048c36aad3523dd2dea5c049db64,c44fe36534922ab7701ec381f3b371b57a79b72d203f73f87b291b4c0d86f7cf,0,independent_closed_form_dft,PASS
unitary_dft,DFT-040-constant,7b90a8f96b4e0027fd5e3232cbdb71ddcf276644af493261b1d0579b39819064,76e9f3d7366a52e32815557a09ffaffbc5f210febeda30b59b6569992e5f16e3,0,independent_closed_form_dft,PASS
